s,C,C,C,C,C,C,C,C,C,C,C,C
 4.2042619E+001, 6.3731823E+001, 3.6759034E+001, 2.2954597E+001, 1.4580082E+001, 9.7173219E+001, 5.8301401E+001, 3.7045482E+001, 2.4205101E+001, 7.8104829E+001, 4.5810809E+001, 2.8808590E+001, 1.8545100E+001
 4.2241830E+001, 6.3654480E+001, 3.6777502E+001, 2.2938834E+001, 1.4600695E+001, 9.7137881E+001, 5.8292316E+001, 3.7036023E+001, 2.4203257E+001, 7.8050058E+001, 4.5807294E+001, 2.8791037E+001, 1.8546894E+001
 4.2441041E+001, 6.3654480E+001, 3.6777502E+001, 2.2938834E+001, 1.4600695E+001, 9.7137881E+001, 5.8292316E+001, 3.7036023E+001, 2.4203257E+001, 7.8050058E+001, 4.5807294E+001, 2.8791037E+001, 1.8546894E+001
 4.2640252E+001, 6.3578749E+001, 3.6814851E+001, 2.2926050E+001, 1.4644811E+001, 9.7117530E+001, 5.8289753E+001, 3.7027041E+001, 2.4208715E+001, 7.7993803E+001, 4.5819286E+001, 2.8775550E+001, 1.8564219E+001
 4.2839463E+001, 6.3578749E+001, 3.6814851E+001, 2.2926050E+001, 1.4644811E+001, 9.7117530E+001, 5.8289753E+001, 3.7027041E+001, 2.4208715E+001, 7.7993803E+001, 4.5819286E+001, 2.8775550E+001, 1.8564219E+001
 4.3038674E+001, 6.3539385E+001, 3.6875374E+001, 2.2909295E+001, 1.4710012E+001, 9.7091517E+001, 5.8290829E+001, 3.7014940E+001, 2.4224972E+001, 7.7958710E+001, 4.5849223E+001, 2.8757526E+001, 1.8597255E+001
 4.3237885E+001, 6.3539385E+001, 3.6875374E+001, 2.2909295E+001, 1.4710012E+001, 9.7091517E+001, 5.8290829E+001, 3.7014940E+001, 2.4224972E+001, 7.7958710E+001, 4.5849223E+001, 2.8757526E+001, 1.8597255E+001
 4.3437096E+001, 6.3528228E+001, 3.6939926E+001, 2.2884740E+001, 1.4778885E+001, 9.7072460E+001, 5.8295530E+001, 3.7000362E+001, 2.4241012E+001, 7.7936089E+001, 4.5884265E+001, 2.8735558E+001, 1.8635127E+001
 4.3636307E+001, 6.3528228E+001, 3.6939926E+001, 2.2884740E+001, 1.4778885E+001, 9.7072460E+001, 5.8295530E+001, 3.7000362E+001, 2.4241012E+001, 7.7936089E+001, 4.5884265E+001, 2.8735558E+001, 1.8635127E+001
 4.3835518E+001, 6.3482472E+001, 3.6985725E+001, 2.2856828E+001, 1.4822460E+001, 9.7044981E+001, 5.8298375E+001, 3.6985331E+001, 2.4248723E+001, 7.7889442E+001, 4.5912536E+001, 2.8712046E+001, 1.8661535E+001
 4.4034729E+001, 6.3482472E+001, 3.6985725E+001, 2.2856828E+001, 1.4822460E+001, 9.7044981E+001, 5.8298375E+001, 3.6985331E+001, 2.4248723E+001, 7.7889442E+001, 4.5912536E+001, 2.8712046E+001, 1.8661535E+001
 4.4233940E+001, 6.3397751E+001, 3.7019904E+001, 2.2836908E+001, 1.4825777E+001, 9.7004698E+001, 5.8303909E+001, 3.6974003E+001, 2.4249512E+001, 7.7824205E+001, 4.5939245E+001, 2.8693548E+001, 1.8668213E+001
 4.4433151E+001, 6.3397751E+001, 3.7019904E+001, 2.2836908E+001, 1.4825777E+001, 9.7004698E+001, 5.8303909E+001, 3.6974003E+001, 2.4249512E+001, 7.7824205E+001, 4.5939245E+001, 2.8693548E+001, 1.8668213E+001
 4.4632362E+001, 6.3344572E+001, 3.7049437E+001, 2.2837936E+001, 1.4802429E+001, 9.6985722E+001, 5.8310270E+001, 3.6969601E+001, 2.4245747E+001, 7.7781495E+001, 4.5964452E+001, 2.8687581E+001, 1.8661954E+001
 4.4831573E+001, 6.3344572E+001, 3.7049437E+001, 2.2837936E+001, 1.4802429E+001, 9.6985722E+001, 5.8310270E+001, 3.6969601E+001, 2.4245747E+001, 7.7781495E+001, 4.5964452E+001, 2.8687581E+001, 1.8661954E+001
 4.5030784E+001, 6.3380765E+001, 3.7058674E+001, 2.2861636E+001, 1.4782334E+001, 9.6990540E+001, 5.8310331E+001, 3.6969869E+001, 2.4244680E+001, 7.7792001E+001, 4.5976800E+001, 2.8695034E+001, 1.8657501E+001
 4.5229995E+001, 6.3380765E+001, 3.7058674E+001, 2.2861636E+001, 1.4782334E+001, 9.6990540E+001, 5.8310331E+001, 3.6969869E+001, 2.4244680E+001, 7.7792001E+001, 4.5976800E+001, 2.8695034E+001, 1.8657501E+001
 4.5429206E+001, 6.3511019E+001, 3.7010104E+001, 2.2894068E+001, 1.4774229E+001, 9.7020654E+001, 5.8293029E+001, 3.6972540E+001, 2.4245207E+001, 7.7860630E+001, 4.5952037E+001, 2.8708436E+001, 1.8656555E+001
 4.5628417E+001, 6.3511019E+001, 3.7010104E+001, 2.2894068E+001, 1.4774229E+001, 9.7020654E+001, 5.8293029E+001, 3.6972540E+001, 2.4245207E+001, 7.7860630E+001, 4.5952037E+001, 2.8708436E+001, 1.8656555E+001
 4.5827628E+001, 6.3627290E+001, 3.6882921E+001, 2.2919907E+001, 1.4777385E+001, 9.7032549E+001, 5.8245732E+001, 3.6974280E+001, 2.4248045E+001, 7.7919451E+001, 4.5878165E+001, 2.8720335E+001, 1.8660682E+001
 4.6026839E+001, 6.3627290E+001, 3.6882921E+001, 2.2919907E+001, 1.4777385E+001, 9.7032549E+001, 5.8245732E+001, 3.6974280E+001, 2.4248045E+001, 7.7919451E+001, 4.5878165E+001, 2.8720335E+001, 1.8660682E+001
 4.6226050E+001, 6.3659832E+001, 3.6710779E+001, 2.2935408E+001, 1.4788376E+001, 9.7029144E+001, 5.8181408E+001, 3.6975117E+001, 2.4252309E+001, 7.7939912E+001, 4.5765915E+001, 2.8729045E+001, 1.8668323E+001
 4.6425261E+001, 6.3659832E+001, 3.6710779E+001, 2.2935408E+001, 1.4788376E+001, 9.7029144E+001, 5.8181408E+001, 3.6975117E+001, 2.4252309E+001, 7.7939912E+001, 4.5765915E+001, 2.8729045E+001, 1.8668323E+001
 4.6624472E+001, 6.3650609E+001, 3.6545758E+001, 2.2942507E+001, 1.4805572E+001, 9.7023821E+001, 5.8121716E+001, 3.6975065E+001, 2.4259197E+001, 7.7945258E+001, 4.5649924E+001, 2.8734448E+001, 1.8679933E+001
 4.6823683E+001, 6.3650609E+001, 3.6545758E+001, 2.2942507E+001, 1.4805572E+001, 9.7023821E+001, 5.8121716E+001, 3.6975065E+001, 2.4259197E+001, 7.7945258E+001, 4.5649924E+001, 2.8734448E+001, 1.8679933E+001
 4.7022894E+001, 6.3654011E+001, 3.6445408E+001, 2.2943741E+001, 1.4827408E+001, 9.7026643E+001, 5.8083846E+001, 3.6974286E+001, 2.4267512E+001, 7.7958460E+001, 4.5567357E+001, 2.8737119E+001, 1.8694652E+001
 4.7222105E+001, 6.3654011E+001, 3.6445408E+001, 2.2943741E+001, 1.4827408E+001, 9.7026643E+001, 5.8083846E+001, 3.6974286E+001, 2.4267512E+001, 7.7958460E+001, 4.5567357E+001, 2.8737119E+001, 1.8694652E+001
 4.7421316E+001, 6.3668865E+001, 3.6441957E+001, 2.2946405E+001, 1.4854402E+001, 9.7030719E+001, 5.8072961E+001, 3.6974963E+001, 2.4278734E+001, 7.7973835E+001, 4.5537955E+001, 2.8741166E+001, 1.8713482E+001
 4.7620527E+001, 6.3668865E+001, 3.6441957E+001, 2.2946405E+001, 1.4854402E+001, 9.7030719E+001, 5.8072961E+001, 3.6974963E+001, 2.4278734E+001, 7.7973835E+001, 4.5537955E+001, 2.8741166E+001, 1.8713482E+001
 4.7819738E+001, 6.3643244E+001, 3.6511174E+001, 2.2954804E+001, 1.4876840E+001, 9.7021490E+001, 5.8075095E+001, 3.6977482E+001, 2.4287096E+001, 7.7959820E+001, 4.5550546E+001, 2.8748204E+001, 1.8729622E+001
 4.8018949E+001, 6.3643244E+001, 3.6511174E+001, 2.2954804E+001, 1.4876840E+001, 9.7021490E+001, 5.8075095E+001, 3.6977482E+001, 2.4287096E+001, 7.7959820E+001, 4.5550546E+001, 2.8748204E+001, 1.8729622E+001
 4.8218160E+001, 6.3572399E+001, 3.6601105E+001, 2.2968203E+001, 1.4883374E+001, 9.7001862E+001, 5.8078752E+001, 3.6981561E+001, 2.4290930E+001, 7.7920097E+001, 4.5580642E+001, 2.8758033E+001, 1.8737335E+001
 4.8417371E+001, 6.3572399E+001, 3.6601105E+001, 2.2968203E+001, 1.4883374E+001, 9.7001862E+001, 5.8078752E+001, 3.6981561E+001, 2.4290930E+001, 7.7920097E+001, 4.5580642E+001, 2.8758033E+001, 1.8737335E+001
 4.8616582E+001, 6.3489292E+001, 3.6662450E+001, 2.2985076E+001, 1.4872920E+001, 9.6978947E+001, 5.8082399E+001, 3.6987508E+001, 2.4291724E+001, 7.7870175E+001, 4.5610123E+001, 2.8770218E+001, 1.8735825E+001
 4.8815793E+001, 6.3489292E+001, 3.6662450E+001, 2.2985076E+001, 1.4872920E+001, 9.6978947E+001, 5.8082399E+001, 3.6987508E+001, 2.4291724E+001, 7.7870175E+001, 4.5610123E+001, 2.8770218E+001, 1.8735825E+001
 4.9015004E+001, 6.3430797E+001, 3.6704477E+001, 2.3004560E+001, 1.4851744E+001, 9.6965044E+001, 5.8088986E+001, 3.6994806E+001, 2.4289671E+001, 7.7831308E+001, 4.5639655E+001, 2.8784533E+001, 1.8727706E+001
 4.9214215E+001, 6.3430797E+001, 3.6704477E+001, 2.3004560E+001, 1.4851744E+001, 9.6965044E+001, 5.8088986E+001, 3.6994806E+001, 2.4289671E+001, 7.7831308E+001, 4.5639655E+001, 2.8784533E+001, 1.8727706E+001
 4.9413426E+001, 6.3389442E+001, 3.6749296E+001, 2.3017872E+001, 1.4827282E+001, 9.6947135E+001, 5.8101359E+001, 3.6998583E+001, 2.4286206E+001, 7.7795675E+001, 4.5673913E+001, 2.8800107E+001, 1.8716285E+001
 4.9612637E+001, 6.3389442E+001, 3.6749296E+001, 2.3017872E+001, 1.4827282E+001, 9.6947135E+001, 5.8101359E+001, 3.6998583E+001, 2.4286206E+001, 7.7795675E+001, 4.5673913E+001, 2.8800107E+001, 1.8716285E+001
 4.9811848E+001, 6.3353617E+001, 3.6805826E+001, 2.3028538E+001, 1.4799607E+001, 9.6917199E+001, 5.8120971E+001, 3.7003905E+001, 2.4279507E+001, 7.7747703E+001, 4.5717134E+001, 2.8815775E+001, 1.8700675E+001
 5.0011059E+001, 6.3353617E+001, 3.6805826E+001, 2.3028538E+001, 1.4799607E+001, 9.6917199E+001, 5.8120971E+001, 3.7003905E+001, 2.4279507E+001, 7.7747703E+001, 4.5717134E+001, 2.8815775E+001, 1.8700675E+001
 5.0210270E+001, 6.3298032E+001, 3.6876767E+001, 2.3039569E+001, 1.4767280E+001, 9.6878377E+001, 5.8147695E+001, 3.7009408E+001, 2.4270207E+001, 7.7685141E+001, 4.5770629E+001, 2.8830404E+001, 1.8680616E+001
 5.0409481E+001, 6.3298032E+001, 3.6876767E+001, 2.3039569E+001, 1.4767280E+001, 9.6878377E+001, 5.8147695E+001, 3.7009408E+001, 2.4270207E+001, 7.7685141E+001, 4.5770629E+001, 2.8830404E+001, 1.8680616E+001
 5.0608692E+001, 6.3224919E+001, 3.6959050E+001, 2.3049331E+001, 1.4732424E+001, 9.6837417E+001, 5.8173121E+001, 3.7014793E+001, 2.4258895E+001, 7.7616846E+001, 4.5832958E+001, 2.8843504E+001, 1.8657556E+001
 5.0807903E+001, 6.3224919E+001, 3.6959050E+001, 2.3049331E+001, 1.4732424E+001, 9.6837417E+001, 5.8173121E+001, 3.7014793E+001, 2.4258895E+001, 7.7616846E+001, 4.5832958E+001, 2.8843504E+001, 1.8657556E+001
 5.1007114E+001, 6.3170915E+001, 3.7043764E+001, 2.3058790E+001, 1.4700910E+001, 9.6807275E+001, 5.8203453E+001, 3.7020658E+001, 2.4248148E+001, 7.7579420E+001, 4.5898951E+001, 2.8855923E+001, 1.8635133E+001
 5.1206325E+001, 6.3170915E+001, 3.7043764E+001, 2.3058790E+001, 1.4700910E+001, 9.6807275E+001, 5.8203453E+001, 3.7020658E+001, 2.4248148E+001, 7.7579420E+001, 4.5898951E+001, 2.8855923E+001, 1.8635133E+001
 5.1405536E+001, 6.3159307E+001, 3.7111719E+001, 2.3070794E+001, 1.4674910E+001, 9.6790955E+001, 5.8229129E+001, 3.7027921E+001, 2.4237459E+001, 7.7551026E+001, 4.5956492E+001, 2.8869415E+001, 1.8614276E+001
 5.1604747E+001, 6.3159307E+001, 3.7111719E+001, 2.3070794E+001, 1.4674910E+001, 9.6790955E+001, 5.8229129E+001, 3.7027921E+001, 2.4237459E+001, 7.7551026E+001, 4.5956492E+001, 2.8869415E+001, 1.8614276E+001
 5.1803958E+001, 6.3183493E+001, 3.7136365E+001, 2.3082088E+001, 1.4655467E+001, 9.6783788E+001, 5.8240373E+001, 3.7034300E+001, 2.4227933E+001, 7.7542532E+001, 4.5988775E+001, 2.8881547E+001, 1.8596445E+001
 5.2003169E+001, 6.3183493E+001, 3.7136365E+001, 2.3082088E+001, 1.4655467E+001, 9.6783788E+001, 5.8240373E+001, 3.7034300E+001, 2.4227933E+001, 7.7542532E+001, 4.5988775E+001, 2.8881547E+001, 1.8596445E+001
 5.2202380E+001, 6.3221153E+001, 3.7118577E+001, 2.3075658E+001, 1.4640200E+001, 9.6779161E+001, 5.8251260E+001, 3.7034246E+001, 2.4218172E+001, 7.7546563E+001, 4.5997017E+001, 2.8881696E+001, 1.8580315E+001
 5.2401591E+001, 6.3221153E+001, 3.7118577E+001, 2.3075658E+001, 1.4640200E+001, 9.6779161E+001, 5.8251260E+001, 3.7034246E+001, 2.4218172E+001, 7.7546563E+001, 4.5997017E+001, 2.8881696E+001, 1.8580315E+001
 5.2600802E+001, 6.3246312E+001, 3.7077478E+001, 2.3051157E+001, 1.4625420E+001, 9.6770687E+001, 5.8253736E+001, 3.7030936E+001, 2.4207754E+001, 7.7548098E+001, 4.5988910E+001, 2.8866743E+001, 1.8564444E+001
 5.2800013E+001, 6.3246312E+001, 3.7077478E+001, 2.3051157E+001, 1.4625420E+001, 9.6770687E+001, 5.8253736E+001, 3.7030936E+001, 2.4207754E+001, 7.7548098E+001, 4.5988910E+001, 2.8866743E+001, 1.8564444E+001
 5.2999224E+001, 6.3250556E+001, 3.7036181E+001, 2.3016655E+001, 1.4609609E+001, 9.6758803E+001, 5.8256586E+001, 3.7022991E+001, 2.4196717E+001, 7.7542676E+001, 4.5976651E+001, 2.8844251E+001, 1.8548244E+001
 5.3198435E+001, 6.3250556E+001, 3.7036181E+001, 2.3016655E+001, 1.4609609E+001, 9.6758803E+001, 5.8256586E+001, 3.7022991E+001, 2.4196717E+001, 7.7542676E+001, 4.5976651E+001, 2.8844251E+001, 1.8548244E+001
 5.3397646E+001, 6.3239310E+001, 3.7018083E+001, 2.2987438E+001, 1.4595660E+001, 9.6744839E+001, 5.8265308E+001, 3.7017635E+001, 2.4186736E+001, 7.7531064E+001, 4.5973963E+001, 2.8824526E+001, 1.8533666E+001
 5.3596857E+001, 6.3239310E+001, 3.7018083E+001, 2.2987438E+001, 1.4595660E+001, 9.6744839E+001, 5.8265308E+001, 3.7017635E+001, 2.4186736E+001, 7.7531064E+001, 4.5973963E+001, 2.8824526E+001, 1.8533666E+001
 5.3796068E+001, 6.3233013E+001, 3.7034250E+001, 2.2978932E+001, 1.4590275E+001, 9.6737256E+001, 5.8274569E+001, 3.7017065E+001, 2.4179941E+001, 7.7524931E+001, 4.5988006E+001, 2.8815775E+001, 1.8524623E+001
 5.3995279E+001, 6.3233013E+001, 3.7034250E+001, 2.2978932E+001, 1.4590275E+001, 9.6737256E+001, 5.8274569E+001, 3.7017065E+001, 2.4179941E+001, 7.7524931E+001, 4.5988006E+001, 2.8815775E+001, 1.8524623E+001
 5.4194490E+001, 6.3272831E+001, 3.7077444E+001, 2.2996300E+001, 1.4602914E+001, 9.6751344E+001, 5.8293410E+001, 3.7018916E+001, 2.4178303E+001, 7.7549671E+001, 4.6016301E+001, 2.8821505E+001, 1.8526965E+001
 5.4393701E+001, 6.3272831E+001, 3.7077444E+001, 2.2996300E+001, 1.4602914E+001, 9.6751344E+001, 5.8293410E+001, 3.7018916E+001, 2.4178303E+001, 7.7549671E+001, 4.6016301E+001, 2.8821505E+001, 1.8526965E+001
 5.4592912E+001, 6.3346126E+001, 3.7129476E+001, 2.3023778E+001, 1.4637135E+001, 9.6784092E+001, 5.8313364E+001, 3.7026817E+001, 2.4183249E+001, 7.7607182E+001, 4.6050356E+001, 2.8837638E+001, 1.8542722E+001
 5.4792123E+001, 6.3346126E+001, 3.7129476E+001, 2.3023778E+001, 1.4637135E+001, 9.6784092E+001, 5.8313364E+001, 3.7026817E+001, 2.4183249E+001, 7.7607182E+001, 4.6050356E+001, 2.8837638E+001, 1.8542722E+001
 5.4991334E+001, 6.3436350E+001, 3.7186281E+001, 2.3042307E+001, 1.4690003E+001, 9.6821312E+001, 5.8338015E+001, 3.7030632E+001, 2.4196937E+001, 7.7679962E+001, 4.6081160E+001, 2.8850302E+001, 1.8571211E+001
 5.5190545E+001, 6.3436350E+001, 3.7186281E+001, 2.3042307E+001, 1.4690003E+001, 9.6821312E+001, 5.8338015E+001, 3.7030632E+001, 2.4196937E+001, 7.7679962E+001, 4.6081160E+001, 2.8850302E+001, 1.8571211E+001
 5.5389756E+001, 6.3514661E+001, 3.7228109E+001, 2.3041854E+001, 1.4755754E+001, 9.6851295E+001, 5.8354945E+001, 3.7029779E+001, 2.4215505E+001, 7.7744817E+001, 4.6103519E+001, 2.8852849E+001, 1.8610015E+001
 5.5588967E+001, 6.3514661E+001, 3.7228109E+001, 2.3041854E+001, 1.4755754E+001, 9.6851295E+001, 5.8354945E+001, 3.7029779E+001, 2.4215505E+001, 7.7744817E+001, 4.6103519E+001, 2.8852849E+001, 1.8610015E+001
 5.5788178E+001, 6.3533745E+001, 3.7231531E+001, 2.3034145E+001, 1.4824303E+001, 9.6858361E+001, 5.8359333E+001, 3.7030073E+001, 2.4235972E+001, 7.7773536E+001, 4.6106283E+001, 2.8847753E+001, 1.8653519E+001
 5.5987389E+001, 6.3533745E+001, 3.7231531E+001, 2.3034145E+001, 1.4824303E+001, 9.6858361E+001, 5.8359333E+001, 3.7030073E+001, 2.4235972E+001, 7.7773536E+001, 4.6106283E+001, 2.8847753E+001, 1.8653519E+001
 5.6186600E+001, 6.3518166E+001, 3.7197315E+001, 2.3024009E+001, 1.4886244E+001, 9.6866357E+001, 5.8357522E+001, 3.7028813E+001, 2.4256496E+001, 7.7785690E+001, 4.6098543E+001, 2.8839523E+001, 1.8696634E+001
 5.6385811E+001, 6.3518166E+001, 3.7197315E+001, 2.3024009E+001, 1.4886244E+001, 9.6866357E+001, 5.8357522E+001, 3.7028813E+001, 2.4256496E+001, 7.7785690E+001, 4.6098543E+001, 2.8839523E+001, 1.8696634E+001
 5.6585022E+001, 6.3528363E+001, 3.7144810E+001, 2.3013342E+001, 1.4936811E+001, 9.6889923E+001, 5.8348527E+001, 3.7027166E+001, 2.4276092E+001, 7.7811751E+001, 4.6079429E+001, 2.8831237E+001, 1.8736160E+001
 5.6784233E+001, 6.3528363E+001, 3.7144810E+001, 2.3013342E+001, 1.4936811E+001, 9.6889923E+001, 5.8348527E+001, 3.7027166E+001, 2.4276092E+001, 7.7811751E+001, 4.6079429E+001, 2.8831237E+001, 1.8736160E+001
 5.6983444E+001, 6.3548706E+001, 3.7094343E+001, 2.3003915E+001, 1.4974026E+001, 9.6905718E+001, 5.8339638E+001, 3.7025205E+001, 2.4293757E+001, 7.7835107E+001, 4.6056854E+001, 2.8823226E+001, 1.8769878E+001
 5.7182655E+001, 6.3548706E+001, 3.7094343E+001, 2.3003915E+001, 1.4974026E+001, 9.6905718E+001, 5.8339638E+001, 3.7025205E+001, 2.4293757E+001, 7.7835107E+001, 4.6056854E+001, 2.8823226E+001, 1.8769878E+001
 5.7381866E+001, 6.3513966E+001, 3.7059030E+001, 2.2992321E+001, 1.4997282E+001, 9.6899410E+001, 5.8333417E+001, 3.7021676E+001, 2.4308779E+001, 7.7819783E+001, 4.6038559E+001, 2.8813393E+001, 1.8796353E+001
 5.7581077E+001, 6.3513966E+001, 3.7059030E+001, 2.2992321E+001, 1.4997282E+001, 9.6899410E+001, 5.8333417E+001, 3.7021676E+001, 2.4308779E+001, 7.7819783E+001, 4.6038559E+001, 2.8813393E+001, 1.8796353E+001
 5.7780288E+001, 6.3418183E+001, 3.7045334E+001, 2.2975590E+001, 1.5007458E+001, 9.6868544E+001, 5.8331014E+001, 3.7015436E+001, 2.4320899E+001, 7.7767995E+001, 4.6029690E+001, 2.8800328E+001, 1.8815132E+001
 5.7979499E+001, 6.3418183E+001, 3.7045334E+001, 2.2975590E+001, 1.5007458E+001, 9.6868544E+001, 5.8331014E+001, 3.7015436E+001, 2.4320899E+001, 7.7767995E+001, 4.6029690E+001, 2.8800328E+001, 1.8815132E+001
 5.8178710E+001, 6.3324094E+001, 3.7054745E+001, 2.2957665E+001, 1.5008923E+001, 9.6834843E+001, 5.8334085E+001, 3.7009203E+001, 2.4331349E+001, 7.7700756E+001, 4.6032941E+001, 2.8786680E+001, 1.8828125E+001
 5.8377921E+001, 6.3324094E+001, 3.7054745E+001, 2.2957665E+001, 1.5008923E+001, 9.6834843E+001, 5.8334085E+001, 3.7009203E+001, 2.4331349E+001, 7.7700756E+001, 4.6032941E+001, 2.8786680E+001, 1.8828125E+001
 5.8577133E+001, 6.3250389E+001, 3.7082055E+001, 2.2944751E+001, 1.5004779E+001, 9.6804212E+001, 5.8343022E+001, 3.7004359E+001, 2.4339810E+001, 7.7636138E+001, 4.6046680E+001, 2.8775631E+001, 1.8836179E+001
 5.8776344E+001, 6.3250389E+001, 3.7082055E+001, 2.2944751E+001, 1.5004779E+001, 9.6804212E+001, 5.8343022E+001, 3.7004359E+001, 2.4339810E+001, 7.7636138E+001, 4.6046680E+001, 2.8775631E+001, 1.8836179E+001
 5.8975555E+001, 6.3197393E+001, 3.7116057E+001, 2.2936071E+001, 1.4993410E+001, 9.6778470E+001, 5.8353625E+001, 3.6999523E+001, 2.4345109E+001, 7.7583071E+001, 4.6065511E+001, 2.8766285E+001, 1.8837916E+001
 5.9174766E+001, 6.3197393E+001, 3.7116057E+001, 2.2936071E+001, 1.4993410E+001, 9.6778470E+001, 5.8353625E+001, 3.6999523E+001, 2.4345109E+001, 7.7583071E+001, 4.6065511E+001, 2.8766285E+001, 1.8837916E+001
 5.9373977E+001, 6.3175113E+001, 3.7145764E+001, 2.2932519E+001, 1.4974365E+001, 9.6762055E+001, 5.8363054E+001, 3.6996156E+001, 2.4348036E+001, 7.7549143E+001, 4.6083798E+001, 2.8760295E+001, 1.8833375E+001
 5.9573188E+001, 6.3175113E+001, 3.7145764E+001, 2.2932519E+001, 1.4974365E+001, 9.6762055E+001, 5.8363054E+001, 3.6996156E+001, 2.4348036E+001, 7.7549143E+001, 4.6083798E+001, 2.8760295E+001, 1.8833375E+001
 5.9772399E+001, 6.3193168E+001, 3.7160554E+001, 2.2938297E+001, 1.4950677E+001, 9.6758644E+001, 5.8367982E+001, 3.6995666E+001, 2.4348535E+001, 7.7542094E+001, 4.6094766E+001, 2.8760311E+001, 1.8824265E+001
 5.9971610E+001, 6.3193168E+001, 3.7160554E+001, 2.2938297E+001, 1.4950677E+001, 9.6758644E+001, 5.8367982E+001, 3.6995666E+001, 2.4348535E+001, 7.7542094E+001, 4.6094766E+001, 2.8760311E+001, 1.8824265E+001
 6.0170821E+001, 6.3233990E+001, 3.7150088E+001, 2.2954443E+001, 1.4926858E+001, 9.6757961E+001, 5.8366500E+001, 3.6998312E+001, 2.4347800E+001, 7.7550648E+001, 4.6091320E+001, 2.8766994E+001, 1.8813119E+001
 6.0370032E+001, 6.3233990E+001, 3.7150088E+001, 2.2954443E+001, 1.4926858E+001, 9.6757961E+001, 5.8366500E+001, 3.6998312E+001, 2.4347800E+001, 7.7550648E+001, 4.6091320E+001, 2.8766994E+001, 1.8813119E+001
 6.0569243E+001, 6.3280596E+001, 3.7109916E+001, 2.2977139E+001, 1.4903474E+001, 9.6762110E+001, 5.8353590E+001, 3.7003132E+001, 2.4345469E+001, 7.7568535E+001, 4.6069764E+001, 2.8778439E+001, 1.8800005E+001
 6.0768454E+001, 6.3280596E+001, 3.7109916E+001, 2.2977139E+001, 1.4903474E+001, 9.6762110E+001, 5.8353590E+001, 3.7003132E+001, 2.4345469E+001, 7.7568535E+001, 4.6069764E+001, 2.8778439E+001, 1.8800005E+001
 6.0967665E+001, 6.3320898E+001, 3.7043924E+001, 2.3002767E+001, 1.4878370E+001, 9.6779353E+001, 5.8339813E+001, 3.7005731E+001, 2.4341037E+001, 7.7602076E+001, 4.6030933E+001, 2.8793187E+001, 1.8784120E+001
 6.1166876E+001, 6.3320898E+001, 3.7043924E+001, 2.3002767E+001, 1.4878370E+001, 9.6779353E+001, 5.8339813E+001, 3.7005731E+001, 2.4341037E+001, 7.7602076E+001, 4.6030933E+001, 2.8793187E+001, 1.8784120E+001
 6.1366087E+001, 6.3363325E+001, 3.6967307E+001, 2.3022470E+001, 1.4849213E+001, 9.6798273E+001, 5.8318998E+001, 3.7011243E+001, 2.4333206E+001, 7.7642499E+001, 4.5983017E+001, 2.8810422E+001, 1.8764393E+001
 6.1565298E+001, 6.3363325E+001, 3.6967307E+001, 2.3022470E+001, 1.4849213E+001, 9.6798273E+001, 5.8318998E+001, 3.7011243E+001, 2.4333206E+001, 7.7642499E+001, 4.5983017E+001, 2.8810422E+001, 1.8764393E+001
 6.1764509E+001, 6.3402944E+001, 3.6898073E+001, 2.3043527E+001, 1.4811776E+001, 9.6814742E+001, 5.8298808E+001, 3.7019742E+001, 2.4320589E+001, 7.7679589E+001, 4.5935654E+001, 2.8831243E+001, 1.8738261E+001
 6.1963720E+001, 6.3402944E+001, 3.6898073E+001, 2.3043527E+001, 1.4811776E+001, 9.6814742E+001, 5.8298808E+001, 3.7019742E+001, 2.4320589E+001, 7.7679589E+001, 4.5935654E+001, 2.8831243E+001, 1.8738261E+001
 6.2162931E+001, 6.3423417E+001, 3.6834224E+001, 2.3072416E+001, 1.4764758E+001, 9.6824613E+001, 5.8274370E+001, 3.7031593E+001, 2.4303884E+001, 7.7704558E+001, 4.5886425E+001, 2.8856239E+001, 1.8705288E+001
 6.2362142E+001, 6.3423417E+001, 3.6834224E+001, 2.3072416E+001, 1.4764758E+001, 9.6824613E+001, 5.8274370E+001, 3.7031593E+001, 2.4303884E+001, 7.7704558E+001, 4.5886425E+001, 2.8856239E+001, 1.8705288E+001
 6.2561353E+001, 6.3423782E+001, 3.6776370E+001, 2.3104210E+001, 1.4716456E+001, 9.6830388E+001, 5.8250116E+001, 3.7044214E+001, 2.4286853E+001, 7.7717316E+001, 4.5838887E+001, 2.8876820E+001, 1.8670574E+001
 6.2760564E+001, 6.3423782E+001, 3.6776370E+001, 2.3104210E+001, 1.4716456E+001, 9.6830388E+001, 5.8250116E+001, 3.7044214E+001, 2.4286853E+001, 7.7717316E+001, 4.5838887E+001, 2.8876820E+001, 1.8670574E+001
 6.2959775E+001, 6.3434057E+001, 3.6735107E+001, 2.3131330E+001, 1.4678145E+001, 9.6845587E+001, 5.8230324E+001, 3.7055567E+001, 2.4272260E+001, 7.7736814E+001, 4.5800139E+001, 2.8894908E+001, 1.8640185E+001
 6.3158986E+001, 6.3434057E+001, 3.6735107E+001, 2.3131330E+001, 1.4678145E+001, 9.6845587E+001, 5.8230324E+001, 3.7055567E+001, 2.4272260E+001, 7.7736814E+001, 4.5800139E+001, 2.8894908E+001, 1.8640185E+001
