m,kW/m2,C
Height,Flux,Temp
 1.000E-02, 3.061E+01, 4.751E+02
 3.000E-02, 4.083E+01, 5.546E+02
 5.000E-02, 4.828E+01, 6.008E+02
 7.000E-02, 5.323E+01, 6.275E+02
 9.000E-02, 5.590E+01, 6.406E+02
 1.100E-01, 5.712E+01, 6.461E+02
 1.300E-01, 5.759E+01, 6.477E+02
 1.500E-01, 5.760E+01, 6.470E+02
 1.700E-01, 5.729E+01, 6.447E+02
 1.900E-01, 5.682E+01, 6.416E+02
 2.100E-01, 5.622E+01, 6.379E+02
 2.300E-01, 5.548E+01, 6.335E+02
 2.500E-01, 5.462E+01, 6.284E+02
 2.700E-01, 5.368E+01, 6.228E+02
 2.900E-01, 5.259E+01, 6.165E+02
 3.100E-01, 5.137E+01, 6.093E+02
 3.300E-01, 5.005E+01, 6.015E+02
 3.500E-01, 4.868E+01, 5.931E+02
 3.700E-01, 4.723E+01, 5.842E+02
 3.900E-01, 4.567E+01, 5.744E+02
 4.100E-01, 4.403E+01, 5.640E+02
 4.300E-01, 4.234E+01, 5.530E+02
 4.500E-01, 4.061E+01, 5.413E+02
 4.700E-01, 3.886E+01, 5.290E+02
 4.900E-01, 3.708E+01, 5.161E+02
 5.100E-01, 3.530E+01, 5.028E+02
 5.300E-01, 3.351E+01, 4.889E+02
 5.500E-01, 3.174E+01, 4.745E+02
 5.700E-01, 2.998E+01, 4.597E+02
 5.900E-01, 2.825E+01, 4.445E+02
 6.100E-01, 2.660E+01, 4.292E+02
 6.300E-01, 2.503E+01, 4.139E+02
 6.500E-01, 2.351E+01, 3.984E+02
 6.700E-01, 2.208E+01, 3.831E+02
 6.900E-01, 2.072E+01, 3.679E+02
 7.100E-01, 1.942E+01, 3.527E+02
 7.300E-01, 1.819E+01, 3.377E+02
 7.500E-01, 1.704E+01, 3.230E+02
 7.700E-01, 1.595E+01, 3.086E+02
 7.900E-01, 1.492E+01, 2.944E+02
 8.100E-01, 1.394E+01, 2.805E+02
 8.300E-01, 1.303E+01, 2.671E+02
 8.500E-01, 1.216E+01, 2.541E+02
 8.700E-01, 1.134E+01, 2.415E+02
 8.900E-01, 1.059E+01, 2.295E+02
 9.100E-01, 9.877E+00, 2.180E+02
 9.300E-01, 9.220E+00, 2.071E+02
 9.500E-01, 8.605E+00, 1.967E+02
 9.700E-01, 8.034E+00, 1.868E+02
 9.900E-01, 7.509E+00, 1.774E+02
 1.010E+00, 7.030E+00, 1.687E+02
 1.030E+00, 6.594E+00, 1.606E+02
 1.050E+00, 6.187E+00, 1.529E+02
 1.070E+00, 5.816E+00, 1.458E+02
 1.090E+00, 5.468E+00, 1.391E+02
 1.110E+00, 5.149E+00, 1.328E+02
 1.130E+00, 4.854E+00, 1.270E+02
 1.150E+00, 4.587E+00, 1.217E+02
 1.170E+00, 4.338E+00, 1.167E+02
 1.190E+00, 4.111E+00, 1.121E+02
 1.210E+00, 3.902E+00, 1.078E+02
 1.230E+00, 3.709E+00, 1.038E+02
 1.250E+00, 3.534E+00, 1.002E+02
 1.270E+00, 3.370E+00, 9.678E+01
 1.290E+00, 3.219E+00, 9.363E+01
 1.310E+00, 3.080E+00, 9.072E+01
 1.330E+00, 2.953E+00, 8.805E+01
 1.350E+00, 2.837E+00, 8.558E+01
 1.370E+00, 2.730E+00, 8.330E+01
 1.390E+00, 2.632E+00, 8.118E+01
 1.410E+00, 2.540E+00, 7.919E+01
 1.430E+00, 2.454E+00, 7.733E+01
 1.450E+00, 2.373E+00, 7.556E+01
 1.470E+00, 2.296E+00, 7.388E+01
 1.490E+00, 2.223E+00, 7.231E+01
 1.510E+00, 2.155E+00, 7.082E+01
 1.530E+00, 2.091E+00, 6.943E+01
 1.550E+00, 2.032E+00, 6.812E+01
 1.570E+00, 1.977E+00, 6.690E+01
 1.590E+00, 1.925E+00, 6.572E+01
 1.610E+00, 1.877E+00, 6.462E+01
 1.630E+00, 1.832E+00, 6.358E+01
 1.650E+00, 1.791E+00, 6.260E+01
 1.670E+00, 1.751E+00, 6.167E+01
 1.690E+00, 1.714E+00, 6.081E+01
 1.710E+00, 1.677E+00, 5.998E+01
 1.730E+00, 1.643E+00, 5.920E+01
 1.750E+00, 1.610E+00, 5.846E+01
 1.770E+00, 1.578E+00, 5.776E+01
 1.790E+00, 1.548E+00, 5.709E+01
 1.810E+00, 1.520E+00, 5.646E+01
 1.830E+00, 1.494E+00, 5.585E+01
 1.850E+00, 1.470E+00, 5.528E+01
 1.870E+00, 1.447E+00, 5.473E+01
 1.890E+00, 1.426E+00, 5.421E+01
 1.910E+00, 1.405E+00, 5.371E+01
 1.930E+00, 1.385E+00, 5.323E+01
