m,kW/m2,C
Height,Flux,Temp
 1.000E-02, 2.250E+01, 4.006E+02
 3.000E-02, 2.945E+01, 4.700E+02
 5.000E-02, 3.535E+01, 5.172E+02
 7.000E-02, 3.967E+01, 5.474E+02
 9.000E-02, 4.240E+01, 5.649E+02
 1.100E-01, 4.398E+01, 5.743E+02
 1.300E-01, 4.472E+01, 5.784E+02
 1.500E-01, 4.503E+01, 5.796E+02
 1.700E-01, 4.506E+01, 5.791E+02
 1.900E-01, 4.489E+01, 5.775E+02
 2.100E-01, 4.460E+01, 5.752E+02
 2.300E-01, 4.422E+01, 5.723E+02
 2.500E-01, 4.375E+01, 5.689E+02
 2.700E-01, 4.320E+01, 5.650E+02
 2.900E-01, 4.258E+01, 5.606E+02
 3.100E-01, 4.186E+01, 5.556E+02
 3.300E-01, 4.109E+01, 5.502E+02
 3.500E-01, 4.025E+01, 5.442E+02
 3.700E-01, 3.933E+01, 5.375E+02
 3.900E-01, 3.831E+01, 5.301E+02
 4.100E-01, 3.722E+01, 5.220E+02
 4.300E-01, 3.606E+01, 5.132E+02
 4.500E-01, 3.486E+01, 5.039E+02
 4.700E-01, 3.361E+01, 4.940E+02
 4.900E-01, 3.233E+01, 4.834E+02
 5.100E-01, 3.103E+01, 4.725E+02
 5.300E-01, 2.972E+01, 4.611E+02
 5.500E-01, 2.841E+01, 4.492E+02
 5.700E-01, 2.709E+01, 4.369E+02
 5.900E-01, 2.577E+01, 4.241E+02
 6.100E-01, 2.447E+01, 4.110E+02
 6.300E-01, 2.319E+01, 3.978E+02
 6.500E-01, 2.195E+01, 3.844E+02
 6.700E-01, 2.074E+01, 3.710E+02
 6.900E-01, 1.957E+01, 3.575E+02
 7.100E-01, 1.843E+01, 3.438E+02
 7.300E-01, 1.734E+01, 3.304E+02
 7.500E-01, 1.630E+01, 3.169E+02
 7.700E-01, 1.531E+01, 3.035E+02
 7.900E-01, 1.437E+01, 2.903E+02
 8.100E-01, 1.346E+01, 2.772E+02
 8.300E-01, 1.261E+01, 2.646E+02
 8.500E-01, 1.181E+01, 2.524E+02
 8.700E-01, 1.107E+01, 2.406E+02
 8.900E-01, 1.037E+01, 2.292E+02
 9.100E-01, 9.711E+00, 2.183E+02
 9.300E-01, 9.103E+00, 2.079E+02
 9.500E-01, 8.532E+00, 1.979E+02
 9.700E-01, 8.004E+00, 1.885E+02
 9.900E-01, 7.515E+00, 1.796E+02
 1.010E+00, 7.065E+00, 1.713E+02
 1.030E+00, 6.645E+00, 1.634E+02
 1.050E+00, 6.255E+00, 1.559E+02
 1.070E+00, 5.894E+00, 1.488E+02
 1.090E+00, 5.560E+00, 1.423E+02
 1.110E+00, 5.249E+00, 1.361E+02
 1.130E+00, 4.963E+00, 1.303E+02
 1.150E+00, 4.701E+00, 1.249E+02
 1.170E+00, 4.460E+00, 1.199E+02
 1.190E+00, 4.240E+00, 1.154E+02
 1.210E+00, 4.037E+00, 1.111E+02
 1.230E+00, 3.847E+00, 1.072E+02
 1.250E+00, 3.670E+00, 1.035E+02
 1.270E+00, 3.505E+00, 1.000E+02
 1.290E+00, 3.352E+00, 9.684E+01
 1.310E+00, 3.208E+00, 9.384E+01
 1.330E+00, 3.074E+00, 9.104E+01
 1.350E+00, 2.950E+00, 8.846E+01
 1.370E+00, 2.838E+00, 8.608E+01
 1.390E+00, 2.734E+00, 8.387E+01
 1.410E+00, 2.639E+00, 8.181E+01
 1.430E+00, 2.551E+00, 7.990E+01
 1.450E+00, 2.469E+00, 7.813E+01
 1.470E+00, 2.395E+00, 7.650E+01
 1.490E+00, 2.326E+00, 7.498E+01
 1.510E+00, 2.261E+00, 7.355E+01
 1.530E+00, 2.201E+00, 7.220E+01
 1.550E+00, 2.143E+00, 7.091E+01
 1.570E+00, 2.089E+00, 6.968E+01
 1.590E+00, 2.038E+00, 6.851E+01
 1.610E+00, 1.991E+00, 6.741E+01
 1.630E+00, 1.946E+00, 6.637E+01
 1.650E+00, 1.904E+00, 6.539E+01
 1.670E+00, 1.864E+00, 6.446E+01
 1.690E+00, 1.826E+00, 6.359E+01
 1.710E+00, 1.790E+00, 6.275E+01
 1.730E+00, 1.756E+00, 6.194E+01
 1.750E+00, 1.723E+00, 6.118E+01
 1.770E+00, 1.692E+00, 6.044E+01
 1.790E+00, 1.662E+00, 5.972E+01
 1.810E+00, 1.633E+00, 5.903E+01
 1.830E+00, 1.604E+00, 5.837E+01
 1.850E+00, 1.577E+00, 5.773E+01
 1.870E+00, 1.551E+00, 5.713E+01
 1.890E+00, 1.525E+00, 5.654E+01
 1.910E+00, 1.500E+00, 5.598E+01
 1.930E+00, 1.475E+00, 5.544E+01
 1.950E+00, 1.452E+00, 5.492E+01
 1.970E+00, 1.430E+00, 5.441E+01
 1.990E+00, 1.408E+00, 5.393E+01
 2.010E+00, 1.388E+00, 5.347E+01
 2.030E+00, 1.369E+00, 5.302E+01
 2.050E+00, 1.350E+00, 5.258E+01
 2.070E+00, 1.332E+00, 5.215E+01
 2.090E+00, 1.315E+00, 5.174E+01
 2.110E+00, 1.298E+00, 5.134E+01
 2.130E+00, 1.281E+00, 5.094E+01
 2.150E+00, 1.265E+00, 5.054E+01
 2.170E+00, 1.248E+00, 5.015E+01
 2.190E+00, 1.230E+00, 4.975E+01
 2.210E+00, 1.213E+00, 4.936E+01
 2.230E+00, 1.195E+00, 4.897E+01
 2.250E+00, 1.178E+00, 4.859E+01
 2.270E+00, 1.162E+00, 4.822E+01
 2.290E+00, 1.146E+00, 4.785E+01
 2.310E+00, 1.130E+00, 4.748E+01
 2.330E+00, 1.113E+00, 4.711E+01
 2.350E+00, 1.096E+00, 4.672E+01
 2.370E+00, 1.078E+00, 4.630E+01
 2.390E+00, 1.058E+00, 4.588E+01
 2.410E+00, 1.036E+00, 4.539E+01
 2.430E+00, 1.020E+00, 4.508E+01
