s,m,s,m,s,m,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
-3.5070121E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3846628E-004,-7.5477548E-004,-7.6923434E-004,-7.8290428E-004,-7.7984326E-004,-7.8273545E-004,-7.8486002E-004,-7.8527636E-004,-7.7424052E-004,-7.7618083E-004,-7.7589774E-004,-7.7695318E-004,-8.0890495E-004,-8.0792781E-004,-8.0729438E-004,-8.0733560E-004,-8.0757894E-004,-8.0575613E-004,-8.0435917E-004,-8.0210063E-004,-7.9845575E-004,-7.9442172E-004,-7.9171720E-004,-7.8922655E-004,-7.9414533E-004,-8.0205096E-004,-8.0214365E-004,-8.0265579E-004,-8.0272873E-004,-8.0470904E-004,-8.0598970E-004,-8.0760749E-004,-8.0758396E-004,-8.0725109E-004,-8.0518316E-004,-8.4239981E-004,-8.4589382E-004,-8.3469501E-004,-8.5005197E-004,-8.5977434E-004
-3.4039488E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3846628E-004,-7.5477548E-004,-7.6923434E-004,-7.8290428E-004,-7.7984326E-004,-7.8273545E-004,-7.8486002E-004,-7.8527636E-004,-7.7424052E-004,-7.7618083E-004,-7.7589774E-004,-7.7695318E-004,-8.0890495E-004,-8.0792781E-004,-8.0729438E-004,-8.0733560E-004,-8.0757894E-004,-8.0575613E-004,-8.0435917E-004,-8.0210063E-004,-7.9845575E-004,-7.9442172E-004,-7.9171720E-004,-7.8922655E-004,-7.9414533E-004,-8.0205096E-004,-8.0214365E-004,-8.0265579E-004,-8.0272873E-004,-8.0470904E-004,-8.0598970E-004,-8.0760749E-004,-8.0758396E-004,-8.0725109E-004,-8.0518316E-004,-8.4239981E-004,-8.4589382E-004,-8.3469501E-004,-8.5005197E-004,-8.5977434E-004
-3.3008855E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3846628E-004,-7.5477548E-004,-7.6923434E-004,-7.8290428E-004,-7.7984326E-004,-7.8273545E-004,-7.8486002E-004,-7.8527636E-004,-7.7424052E-004,-7.7618083E-004,-7.7589774E-004,-7.7695318E-004,-8.0890495E-004,-8.0792781E-004,-8.0729438E-004,-8.0733560E-004,-8.0757894E-004,-8.0575613E-004,-8.0435917E-004,-8.0210063E-004,-7.9845575E-004,-7.9442172E-004,-7.9171720E-004,-7.8922655E-004,-7.9414533E-004,-8.0205096E-004,-8.0214365E-004,-8.0265579E-004,-8.0272873E-004,-8.0470904E-004,-8.0598970E-004,-8.0760749E-004,-8.0758396E-004,-8.0725109E-004,-8.0518316E-004,-8.4239981E-004,-8.4589382E-004,-8.3469501E-004,-8.5005197E-004,-8.5977434E-004
-3.1978222E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4751745E-004,-7.6351374E-004,-7.7709253E-004,-7.9029256E-004,-7.8767461E-004,-7.9038022E-004,-7.9249854E-004,-7.9337744E-004,-7.8417214E-004,-7.8661542E-004,-7.8712692E-004,-7.8910229E-004,-8.1532338E-004,-8.1472843E-004,-8.1441427E-004,-8.1466536E-004,-8.1499302E-004,-8.1287548E-004,-8.1145746E-004,-8.0938032E-004,-8.0626337E-004,-8.0286740E-004,-8.0047960E-004,-7.9798374E-004,-8.0314889E-004,-8.0574806E-004,-8.0626383E-004,-8.0734710E-004,-8.0804645E-004,-8.1067140E-004,-8.1382751E-004,-8.1631330E-004,-8.1682364E-004,-8.1702099E-004,-8.1529678E-004,-8.4909101E-004,-8.5251052E-004,-8.4111705E-004,-8.5597861E-004,-8.6579159E-004
-3.0947589E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4751745E-004,-7.6351374E-004,-7.7709253E-004,-7.9029256E-004,-7.8767461E-004,-7.9038022E-004,-7.9249854E-004,-7.9337744E-004,-7.8417214E-004,-7.8661542E-004,-7.8712692E-004,-7.8910229E-004,-8.1532338E-004,-8.1472843E-004,-8.1441427E-004,-8.1466536E-004,-8.1499302E-004,-8.1287548E-004,-8.1145746E-004,-8.0938032E-004,-8.0626337E-004,-8.0286740E-004,-8.0047960E-004,-7.9798374E-004,-8.0314889E-004,-8.0574806E-004,-8.0626383E-004,-8.0734710E-004,-8.0804645E-004,-8.1067140E-004,-8.1382751E-004,-8.1631330E-004,-8.1682364E-004,-8.1702099E-004,-8.1529678E-004,-8.4909101E-004,-8.5251052E-004,-8.4111705E-004,-8.5597861E-004,-8.6579159E-004
-2.9916956E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.4751745E-004,-7.6351374E-004,-7.7709253E-004,-7.9029256E-004,-7.8767461E-004,-7.9038022E-004,-7.9249854E-004,-7.9337744E-004,-7.8417214E-004,-7.8661542E-004,-7.8712692E-004,-7.8910229E-004,-8.1532338E-004,-8.1472843E-004,-8.1441427E-004,-8.1466536E-004,-8.1499302E-004,-8.1287548E-004,-8.1145746E-004,-8.0938032E-004,-8.0626337E-004,-8.0286740E-004,-8.0047960E-004,-7.9798374E-004,-8.0314889E-004,-8.0574806E-004,-8.0626383E-004,-8.0734710E-004,-8.0804645E-004,-8.1067140E-004,-8.1382751E-004,-8.1631330E-004,-8.1682364E-004,-8.1702099E-004,-8.1529678E-004,-8.4909101E-004,-8.5251052E-004,-8.4111705E-004,-8.5597861E-004,-8.6579159E-004
-2.8886323E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.5717649E-004,-7.7363656E-004,-7.8813639E-004,-8.0215302E-004,-8.0078608E-004,-8.0413086E-004,-8.0725945E-004,-8.0867581E-004,-7.9958601E-004,-8.0213120E-004,-8.0255821E-004,-8.0432529E-004,-8.2359965E-004,-8.2340416E-004,-8.2327829E-004,-8.2340291E-004,-8.2349172E-004,-8.2154814E-004,-8.2041686E-004,-8.1867783E-004,-8.1578554E-004,-8.1244619E-004,-8.0996700E-004,-8.0729027E-004,-8.1229701E-004,-8.1651029E-004,-8.1846117E-004,-8.2069302E-004,-8.2198006E-004,-8.2473427E-004,-8.2212840E-004,-8.2394452E-004,-8.2394006E-004,-8.2369205E-004,-8.2169945E-004,-8.5440092E-004,-8.5870741E-004,-8.4801122E-004,-8.6335992E-004,-8.7313287E-004
-2.7855690E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.5717649E-004,-7.7363656E-004,-7.8813639E-004,-8.0215302E-004,-8.0078608E-004,-8.0413086E-004,-8.0725945E-004,-8.0867581E-004,-7.9958601E-004,-8.0213120E-004,-8.0255821E-004,-8.0432529E-004,-8.2359965E-004,-8.2340416E-004,-8.2327829E-004,-8.2340291E-004,-8.2349172E-004,-8.2154814E-004,-8.2041686E-004,-8.1867783E-004,-8.1578554E-004,-8.1244619E-004,-8.0996700E-004,-8.0729027E-004,-8.1229701E-004,-8.1651029E-004,-8.1846117E-004,-8.2069302E-004,-8.2198006E-004,-8.2473427E-004,-8.2212840E-004,-8.2394452E-004,-8.2394006E-004,-8.2369205E-004,-8.2169945E-004,-8.5440092E-004,-8.5870741E-004,-8.4801122E-004,-8.6335992E-004,-8.7313287E-004
-2.6825057E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.5717649E-004,-7.7363656E-004,-7.8813639E-004,-8.0215302E-004,-8.0078608E-004,-8.0413086E-004,-8.0725945E-004,-8.0867581E-004,-7.9958601E-004,-8.0213120E-004,-8.0255821E-004,-8.0432529E-004,-8.2359965E-004,-8.2340416E-004,-8.2327829E-004,-8.2340291E-004,-8.2349172E-004,-8.2154814E-004,-8.2041686E-004,-8.1867783E-004,-8.1578554E-004,-8.1244619E-004,-8.0996700E-004,-8.0729027E-004,-8.1229701E-004,-8.1651029E-004,-8.1846117E-004,-8.2069302E-004,-8.2198006E-004,-8.2473427E-004,-8.2212840E-004,-8.2394452E-004,-8.2394006E-004,-8.2369205E-004,-8.2169945E-004,-8.5440092E-004,-8.5870741E-004,-8.4801122E-004,-8.6335992E-004,-8.7313287E-004
-2.5794424E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.7244107E-004,-7.8864523E-004,-8.0275398E-004,-8.1634075E-004,-8.1413362E-004,-8.1718834E-004,-8.1999243E-004,-8.2153881E-004,-8.1259855E-004,-8.1510548E-004,-8.1487300E-004,-8.1627248E-004,-8.3378963E-004,-8.3337086E-004,-8.3298227E-004,-8.3285611E-004,-8.3276543E-004,-8.3083667E-004,-8.2980153E-004,-8.2847560E-004,-8.2643847E-004,-8.2418183E-004,-8.2260045E-004,-8.2049856E-004,-8.2567506E-004,-8.3000737E-004,-8.3112875E-004,-8.3247682E-004,-8.3280281E-004,-8.3456442E-004,-8.3125006E-004,-8.3250473E-004,-8.3199251E-004,-8.3126406E-004,-8.2897599E-004,-8.5648510E-004,-8.6064428E-004,-8.4988050E-004,-8.6524844E-004,-8.7474632E-004
-2.4763791E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.7244107E-004,-7.8864523E-004,-8.0275398E-004,-8.1634075E-004,-8.1413362E-004,-8.1718834E-004,-8.1999243E-004,-8.2153881E-004,-8.1259855E-004,-8.1510548E-004,-8.1487300E-004,-8.1627248E-004,-8.3378963E-004,-8.3337086E-004,-8.3298227E-004,-8.3285611E-004,-8.3276543E-004,-8.3083667E-004,-8.2980153E-004,-8.2847560E-004,-8.2643847E-004,-8.2418183E-004,-8.2260045E-004,-8.2049856E-004,-8.2567506E-004,-8.3000737E-004,-8.3112875E-004,-8.3247682E-004,-8.3280281E-004,-8.3456442E-004,-8.3125006E-004,-8.3250473E-004,-8.3199251E-004,-8.3126406E-004,-8.2897599E-004,-8.5648510E-004,-8.6064428E-004,-8.4988050E-004,-8.6524844E-004,-8.7474632E-004
-2.3733158E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.7244107E-004,-7.8864523E-004,-8.0275398E-004,-8.1634075E-004,-8.1413362E-004,-8.1718834E-004,-8.1999243E-004,-8.2153881E-004,-8.1259855E-004,-8.1510548E-004,-8.1487300E-004,-8.1627248E-004,-8.3378963E-004,-8.3337086E-004,-8.3298227E-004,-8.3285611E-004,-8.3276543E-004,-8.3083667E-004,-8.2980153E-004,-8.2847560E-004,-8.2643847E-004,-8.2418183E-004,-8.2260045E-004,-8.2049856E-004,-8.2567506E-004,-8.3000737E-004,-8.3112875E-004,-8.3247682E-004,-8.3280281E-004,-8.3456442E-004,-8.3125006E-004,-8.3250473E-004,-8.3199251E-004,-8.3126406E-004,-8.2897599E-004,-8.5648510E-004,-8.6064428E-004,-8.4988050E-004,-8.6524844E-004,-8.7474632E-004
-2.2702525E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8667130E-004,-8.0314409E-004,-8.1712398E-004,-8.3062710E-004,-8.2797445E-004,-8.3074849E-004,-8.3280005E-004,-8.3362432E-004,-8.2371266E-004,-8.2529646E-004,-8.2407455E-004,-8.2473059E-004,-8.4585753E-004,-8.4642565E-004,-8.4675207E-004,-8.4693894E-004,-8.4678162E-004,-8.4450641E-004,-8.4318313E-004,-8.4151256E-004,-8.3899042E-004,-8.3602886E-004,-8.3348255E-004,-8.3015672E-004,-8.3387121E-004,-8.3802980E-004,-8.3990959E-004,-8.4211757E-004,-8.4314982E-004,-8.4538566E-004,-8.4552083E-004,-8.4704509E-004,-8.4644170E-004,-8.4536211E-004,-8.4267409E-004,-8.6446317E-004,-8.6880505E-004,-8.5795812E-004,-8.7307532E-004,-8.8232662E-004
-2.1671892E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8667130E-004,-8.0314409E-004,-8.1712398E-004,-8.3062710E-004,-8.2797445E-004,-8.3074849E-004,-8.3280005E-004,-8.3362432E-004,-8.2371266E-004,-8.2529646E-004,-8.2407455E-004,-8.2473059E-004,-8.4585753E-004,-8.4642565E-004,-8.4675207E-004,-8.4693894E-004,-8.4678162E-004,-8.4450641E-004,-8.4318313E-004,-8.4151256E-004,-8.3899042E-004,-8.3602886E-004,-8.3348255E-004,-8.3015672E-004,-8.3387121E-004,-8.3802980E-004,-8.3990959E-004,-8.4211757E-004,-8.4314982E-004,-8.4538566E-004,-8.4552083E-004,-8.4704509E-004,-8.4644170E-004,-8.4536211E-004,-8.4267409E-004,-8.6446317E-004,-8.6880505E-004,-8.5795812E-004,-8.7307532E-004,-8.8232662E-004
-2.0641259E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8667130E-004,-8.0314409E-004,-8.1712398E-004,-8.3062710E-004,-8.2797445E-004,-8.3074849E-004,-8.3280005E-004,-8.3362432E-004,-8.2371266E-004,-8.2529646E-004,-8.2407455E-004,-8.2473059E-004,-8.4585753E-004,-8.4642565E-004,-8.4675207E-004,-8.4693894E-004,-8.4678162E-004,-8.4450641E-004,-8.4318313E-004,-8.4151256E-004,-8.3899042E-004,-8.3602886E-004,-8.3348255E-004,-8.3015672E-004,-8.3387121E-004,-8.3802980E-004,-8.3990959E-004,-8.4211757E-004,-8.4314982E-004,-8.4538566E-004,-8.4552083E-004,-8.4704509E-004,-8.4644170E-004,-8.4536211E-004,-8.4267409E-004,-8.6446317E-004,-8.6880505E-004,-8.5795812E-004,-8.7307532E-004,-8.8232662E-004
-1.9610626E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9215728E-004,-8.0855736E-004,-8.2251016E-004,-8.3610685E-004,-8.3360040E-004,-8.3645477E-004,-8.3861538E-004,-8.3946302E-004,-8.2953395E-004,-8.3102429E-004,-8.2937550E-004,-8.2977457E-004,-8.4991406E-004,-8.5021737E-004,-8.5034406E-004,-8.5029965E-004,-8.4983294E-004,-8.4725230E-004,-8.4578279E-004,-8.4407616E-004,-8.4157775E-004,-8.3866667E-004,-8.3618941E-004,-8.3294581E-004,-8.3664266E-004,-8.4174187E-004,-8.4349785E-004,-8.4560780E-004,-8.4648400E-004,-8.4844348E-004,-8.4894028E-004,-8.5091201E-004,-8.5068754E-004,-8.4997494E-004,-8.4748371E-004,-8.6796107E-004,-8.7202680E-004,-8.6081436E-004,-8.7553768E-004,-8.8459940E-004
-1.8579993E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9215728E-004,-8.0855736E-004,-8.2251016E-004,-8.3610685E-004,-8.3360040E-004,-8.3645477E-004,-8.3861538E-004,-8.3946302E-004,-8.2953395E-004,-8.3102429E-004,-8.2937550E-004,-8.2977457E-004,-8.4991406E-004,-8.5021737E-004,-8.5034406E-004,-8.5029965E-004,-8.4983294E-004,-8.4725230E-004,-8.4578279E-004,-8.4407616E-004,-8.4157775E-004,-8.3866667E-004,-8.3618941E-004,-8.3294581E-004,-8.3664266E-004,-8.4174187E-004,-8.4349785E-004,-8.4560780E-004,-8.4648400E-004,-8.4844348E-004,-8.4894028E-004,-8.5091201E-004,-8.5068754E-004,-8.4997494E-004,-8.4748371E-004,-8.6796107E-004,-8.7202680E-004,-8.6081436E-004,-8.7553768E-004,-8.8459940E-004
-1.7549360E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9215728E-004,-8.0855736E-004,-8.2251016E-004,-8.3610685E-004,-8.3360040E-004,-8.3645477E-004,-8.3861538E-004,-8.3946302E-004,-8.2953395E-004,-8.3102429E-004,-8.2937550E-004,-8.2977457E-004,-8.4991406E-004,-8.5021737E-004,-8.5034406E-004,-8.5029965E-004,-8.4983294E-004,-8.4725230E-004,-8.4578279E-004,-8.4407616E-004,-8.4157775E-004,-8.3866667E-004,-8.3618941E-004,-8.3294581E-004,-8.3664266E-004,-8.4174187E-004,-8.4349785E-004,-8.4560780E-004,-8.4648400E-004,-8.4844348E-004,-8.4894028E-004,-8.5091201E-004,-8.5068754E-004,-8.4997494E-004,-8.4748371E-004,-8.6796107E-004,-8.7202680E-004,-8.6081436E-004,-8.7553768E-004,-8.8459940E-004
-1.6518727E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9976733E-004,-8.1581229E-004,-8.2929635E-004,-8.4240644E-004,-8.3924425E-004,-8.4188049E-004,-8.4386999E-004,-8.4477239E-004,-8.3496729E-004,-8.3647291E-004,-8.3468931E-004,-8.3514149E-004,-8.5419308E-004,-8.5451933E-004,-8.5468830E-004,-8.5467620E-004,-8.5420814E-004,-8.5162114E-004,-8.5014491E-004,-8.4853221E-004,-8.4621243E-004,-8.4343129E-004,-8.4096579E-004,-8.3765488E-004,-8.4118766E-004,-8.4394248E-004,-8.4567805E-004,-8.4790562E-004,-8.4904274E-004,-8.5138492E-004,-8.5321244E-004,-8.5490011E-004,-8.5438388E-004,-8.5335389E-004,-8.5064183E-004,-8.6938322E-004,-8.7375798E-004,-8.6280867E-004,-8.7774849E-004,-8.8716787E-004
-1.5488094E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9976733E-004,-8.1581229E-004,-8.2929635E-004,-8.4240644E-004,-8.3924425E-004,-8.4188049E-004,-8.4386999E-004,-8.4477239E-004,-8.3496729E-004,-8.3647291E-004,-8.3468931E-004,-8.3514149E-004,-8.5419308E-004,-8.5451933E-004,-8.5468830E-004,-8.5467620E-004,-8.5420814E-004,-8.5162114E-004,-8.5014491E-004,-8.4853221E-004,-8.4621243E-004,-8.4343129E-004,-8.4096579E-004,-8.3765488E-004,-8.4118766E-004,-8.4394248E-004,-8.4567805E-004,-8.4790562E-004,-8.4904274E-004,-8.5138492E-004,-8.5321244E-004,-8.5490011E-004,-8.5438388E-004,-8.5335389E-004,-8.5064183E-004,-8.6938322E-004,-8.7375798E-004,-8.6280867E-004,-8.7774849E-004,-8.8716787E-004
-1.4457461E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9976733E-004,-8.1581229E-004,-8.2929635E-004,-8.4240644E-004,-8.3924425E-004,-8.4188049E-004,-8.4386999E-004,-8.4477239E-004,-8.3496729E-004,-8.3647291E-004,-8.3468931E-004,-8.3514149E-004,-8.5419308E-004,-8.5451933E-004,-8.5468830E-004,-8.5467620E-004,-8.5420814E-004,-8.5162114E-004,-8.5014491E-004,-8.4853221E-004,-8.4621243E-004,-8.4343129E-004,-8.4096579E-004,-8.3765488E-004,-8.4118766E-004,-8.4394248E-004,-8.4567805E-004,-8.4790562E-004,-8.4904274E-004,-8.5138492E-004,-8.5321244E-004,-8.5490011E-004,-8.5438388E-004,-8.5335389E-004,-8.5064183E-004,-8.6938322E-004,-8.7375798E-004,-8.6280867E-004,-8.7774849E-004,-8.8716787E-004
-1.3426828E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.0394455E-004,-8.2008315E-004,-8.3373711E-004,-8.4691225E-004,-8.4370030E-004,-8.4631736E-004,-8.4822859E-004,-8.4907581E-004,-8.3917490E-004,-8.4080054E-004,-8.3938916E-004,-8.4026305E-004,-8.5719292E-004,-8.5750969E-004,-8.5763884E-004,-8.5743762E-004,-8.5650433E-004,-8.5327762E-004,-8.5125220E-004,-8.4936879E-004,-8.4703901E-004,-8.4445599E-004,-8.4239285E-004,-8.3970048E-004,-8.4409664E-004,-8.4761576E-004,-8.4961659E-004,-8.5213365E-004,-8.5345839E-004,-8.5569479E-004,-8.5579452E-004,-8.5752507E-004,-8.5714359E-004,-8.5632621E-004,-8.5376995E-004,-8.6945798E-004,-8.7384117E-004,-8.6289037E-004,-8.7782759E-004,-8.8724343E-004
-1.2396195E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.0394455E-004,-8.2008315E-004,-8.3373711E-004,-8.4691225E-004,-8.4370030E-004,-8.4631736E-004,-8.4822859E-004,-8.4907581E-004,-8.3917490E-004,-8.4080054E-004,-8.3938916E-004,-8.4026305E-004,-8.5719292E-004,-8.5750969E-004,-8.5763884E-004,-8.5743762E-004,-8.5650433E-004,-8.5327762E-004,-8.5125220E-004,-8.4936879E-004,-8.4703901E-004,-8.4445599E-004,-8.4239285E-004,-8.3970048E-004,-8.4409664E-004,-8.4761576E-004,-8.4961659E-004,-8.5213365E-004,-8.5345839E-004,-8.5569479E-004,-8.5579452E-004,-8.5752507E-004,-8.5714359E-004,-8.5632621E-004,-8.5376995E-004,-8.6945798E-004,-8.7384117E-004,-8.6289037E-004,-8.7782759E-004,-8.8724343E-004
-1.1365562E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.0394455E-004,-8.2008315E-004,-8.3373711E-004,-8.4691225E-004,-8.4370030E-004,-8.4631736E-004,-8.4822859E-004,-8.4907581E-004,-8.3917490E-004,-8.4080054E-004,-8.3938916E-004,-8.4026305E-004,-8.5719292E-004,-8.5750969E-004,-8.5763884E-004,-8.5743762E-004,-8.5650433E-004,-8.5327762E-004,-8.5125220E-004,-8.4936879E-004,-8.4703901E-004,-8.4445599E-004,-8.4239285E-004,-8.3970048E-004,-8.4409664E-004,-8.4761576E-004,-8.4961659E-004,-8.5213365E-004,-8.5345839E-004,-8.5569479E-004,-8.5579452E-004,-8.5752507E-004,-8.5714359E-004,-8.5632621E-004,-8.5376995E-004,-8.6945798E-004,-8.7384117E-004,-8.6289037E-004,-8.7782759E-004,-8.8724343E-004
-1.0334929E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.0976190E-004,-8.2624260E-004,-8.4002543E-004,-8.5372213E-004,-8.5131554E-004,-8.5450079E-004,-8.5770341E-004,-8.5935942E-004,-8.4970130E-004,-8.5144238E-004,-8.4998878E-004,-8.5079671E-004,-8.5842960E-004,-8.5914852E-004,-8.5980528E-004,-8.6024610E-004,-8.6006165E-004,-8.5776281E-004,-8.5680754E-004,-8.5615711E-004,-8.5495249E-004,-8.5307743E-004,-8.5130070E-004,-8.4865581E-004,-8.5285370E-004,-8.5206764E-004,-8.5432547E-004,-8.5703744E-004,-8.5845715E-004,-8.6072394E-004,-8.5870401E-004,-8.6015547E-004,-8.5955716E-004,-8.5853529E-004,-8.5585012E-004,-8.6974710E-004,-8.7421982E-004,-8.6340796E-004,-8.7850697E-004,-8.8777408E-004
-9.3042957E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.0976190E-004,-8.2624260E-004,-8.4002543E-004,-8.5372213E-004,-8.5131554E-004,-8.5450079E-004,-8.5770341E-004,-8.5935942E-004,-8.4970130E-004,-8.5144238E-004,-8.4998878E-004,-8.5079671E-004,-8.5842960E-004,-8.5914852E-004,-8.5980528E-004,-8.6024610E-004,-8.6006165E-004,-8.5776281E-004,-8.5680754E-004,-8.5615711E-004,-8.5495249E-004,-8.5307743E-004,-8.5130070E-004,-8.4865581E-004,-8.5285370E-004,-8.5206764E-004,-8.5432547E-004,-8.5703744E-004,-8.5845715E-004,-8.6072394E-004,-8.5870401E-004,-8.6015547E-004,-8.5955716E-004,-8.5853529E-004,-8.5585012E-004,-8.6974710E-004,-8.7421982E-004,-8.6340796E-004,-8.7850697E-004,-8.8777408E-004
-8.2736627E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.0976190E-004,-8.2624260E-004,-8.4002543E-004,-8.5372213E-004,-8.5131554E-004,-8.5450079E-004,-8.5770341E-004,-8.5935942E-004,-8.4970130E-004,-8.5144238E-004,-8.4998878E-004,-8.5079671E-004,-8.5842960E-004,-8.5914852E-004,-8.5980528E-004,-8.6024610E-004,-8.6006165E-004,-8.5776281E-004,-8.5680754E-004,-8.5615711E-004,-8.5495249E-004,-8.5307743E-004,-8.5130070E-004,-8.4865581E-004,-8.5285370E-004,-8.5206764E-004,-8.5432547E-004,-8.5703744E-004,-8.5845715E-004,-8.6072394E-004,-8.5870401E-004,-8.6015547E-004,-8.5955716E-004,-8.5853529E-004,-8.5585012E-004,-8.6974710E-004,-8.7421982E-004,-8.6340796E-004,-8.7850697E-004,-8.8777408E-004
-7.2430297E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1866931E-004,-8.3534026E-004,-8.4925397E-004,-8.6295871E-004,-8.6031925E-004,-8.6337688E-004,-8.6620701E-004,-8.6756496E-004,-8.5764363E-004,-8.5936945E-004,-8.5804668E-004,-8.5922596E-004,-8.6566134E-004,-8.6650873E-004,-8.6716579E-004,-8.6749002E-004,-8.6707380E-004,-8.6439342E-004,-8.6295445E-004,-8.6171938E-004,-8.5986995E-004,-8.5737154E-004,-8.5509246E-004,-8.5213183E-004,-8.5611471E-004,-8.5843121E-004,-8.6025840E-004,-8.6259888E-004,-8.6377979E-004,-8.6595432E-004,-8.6583918E-004,-8.6727019E-004,-8.6671455E-004,-8.6582417E-004,-8.6323944E-004,-8.6996874E-004,-8.7439724E-004,-8.6353261E-004,-8.7859619E-004,-8.8786485E-004
-6.2123967E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1866931E-004,-8.3534026E-004,-8.4925397E-004,-8.6295871E-004,-8.6031925E-004,-8.6337688E-004,-8.6620701E-004,-8.6756496E-004,-8.5764363E-004,-8.5936945E-004,-8.5804668E-004,-8.5922596E-004,-8.6566134E-004,-8.6650873E-004,-8.6716579E-004,-8.6749002E-004,-8.6707380E-004,-8.6439342E-004,-8.6295445E-004,-8.6171938E-004,-8.5986995E-004,-8.5737154E-004,-8.5509246E-004,-8.5213183E-004,-8.5611471E-004,-8.5843121E-004,-8.6025840E-004,-8.6259888E-004,-8.6377979E-004,-8.6595432E-004,-8.6583918E-004,-8.6727019E-004,-8.6671455E-004,-8.6582417E-004,-8.6323944E-004,-8.6996874E-004,-8.7439724E-004,-8.6353261E-004,-8.7859619E-004,-8.8786485E-004
