s,C,C,C,C,C,C,C,C,C,C,C,C
 2.1116367E+001, 6.3612233E+001, 3.7062270E+001, 2.3305739E+001, 1.5021782E+001, 9.6669308E+001, 5.7794237E+001, 3.6651461E+001, 2.3960797E+001, 7.7956166E+001, 4.5955500E+001, 2.9021184E+001, 1.8882286E+001
 2.1315578E+001, 6.3612233E+001, 3.7062270E+001, 2.3305739E+001, 1.5021782E+001, 9.6669308E+001, 5.7794237E+001, 3.6651461E+001, 2.3960797E+001, 7.7956166E+001, 4.5955500E+001, 2.9021184E+001, 1.8882286E+001
 2.1514789E+001, 6.3741857E+001, 3.7202725E+001, 2.3404739E+001, 1.5015784E+001, 9.6744590E+001, 5.7891866E+001, 3.6730531E+001, 2.3998105E+001, 7.8024848E+001, 4.6037617E+001, 2.9086153E+001, 1.8885380E+001
 2.1714000E+001, 6.3741857E+001, 3.7202725E+001, 2.3404739E+001, 1.5015784E+001, 9.6744590E+001, 5.7891866E+001, 3.6730531E+001, 2.3998105E+001, 7.8024848E+001, 4.6037617E+001, 2.9086153E+001, 1.8885380E+001
 2.1913211E+001, 6.3819845E+001, 3.7313784E+001, 2.3455091E+001, 1.4977490E+001, 9.6803951E+001, 5.7973309E+001, 3.6791385E+001, 2.4026666E+001, 7.8078506E+001, 4.6109687E+001, 2.9133022E+001, 1.8871605E+001
 2.2112422E+001, 6.3819845E+001, 3.7313784E+001, 2.3455091E+001, 1.4977490E+001, 9.6803951E+001, 5.7973309E+001, 3.6791385E+001, 2.4026666E+001, 7.8078506E+001, 4.6109687E+001, 2.9133022E+001, 1.8871605E+001
 2.2311633E+001, 6.3775092E+001, 3.7321010E+001, 2.3408217E+001, 1.4927514E+001, 9.6830266E+001, 5.8022457E+001, 3.6826638E+001, 2.4050318E+001, 7.8075236E+001, 4.6143045E+001, 2.9132698E+001, 1.8848427E+001
 2.2510844E+001, 6.3775092E+001, 3.7321010E+001, 2.3408217E+001, 1.4927514E+001, 9.6830266E+001, 5.8022457E+001, 3.6826638E+001, 2.4050318E+001, 7.8075236E+001, 4.6143045E+001, 2.9132698E+001, 1.8848427E+001
 2.2710055E+001, 6.3653995E+001, 3.7236298E+001, 2.3255043E+001, 1.4882895E+001, 9.6840194E+001, 5.8054056E+001, 3.6831169E+001, 2.4071330E+001, 7.8026479E+001, 4.6133084E+001, 2.9076204E+001, 1.8823428E+001
 2.2909266E+001, 6.3653995E+001, 3.7236298E+001, 2.3255043E+001, 1.4882895E+001, 9.6840194E+001, 5.8054056E+001, 3.6831169E+001, 2.4071330E+001, 7.8026479E+001, 4.6133084E+001, 2.9076204E+001, 1.8823428E+001
 2.3108477E+001, 6.3546342E+001, 3.7156310E+001, 2.3038259E+001, 1.4855196E+001, 9.6852810E+001, 5.8091376E+001, 3.6813055E+001, 2.4092909E+001, 7.7970612E+001, 4.6112792E+001, 2.8972731E+001, 1.8803252E+001
 2.3307688E+001, 6.3546342E+001, 3.7156310E+001, 2.3038259E+001, 1.4855196E+001, 9.6852810E+001, 5.8091376E+001, 3.6813055E+001, 2.4092909E+001, 7.7970612E+001, 4.6112792E+001, 2.8972731E+001, 1.8803252E+001
 2.3506899E+001, 6.3512223E+001, 3.7118566E+001, 2.2834897E+001, 1.4847987E+001, 9.6878176E+001, 5.8125120E+001, 3.6794359E+001, 2.4115189E+001, 7.7940857E+001, 4.6101395E+001, 2.8852957E+001, 1.8791574E+001
 2.3706110E+001, 6.3512223E+001, 3.7118566E+001, 2.2834897E+001, 1.4847987E+001, 9.6878176E+001, 5.8125120E+001, 3.6794359E+001, 2.4115189E+001, 7.7940857E+001, 4.6101395E+001, 2.8852957E+001, 1.8791574E+001
 2.3905321E+001, 6.3563639E+001, 3.7092211E+001, 2.2714815E+001, 1.4858089E+001, 9.6919476E+001, 5.8152037E+001, 3.6789114E+001, 2.4138990E+001, 7.7952413E+001, 4.6088996E+001, 2.8758946E+001, 1.8788882E+001
 2.4104532E+001, 6.3563639E+001, 3.7092211E+001, 2.2714815E+001, 1.4858089E+001, 9.6919476E+001, 5.8152037E+001, 3.6789114E+001, 2.4138990E+001, 7.7952413E+001, 4.6088996E+001, 2.8758946E+001, 1.8788882E+001
 2.4303743E+001, 6.3680600E+001, 3.7073665E+001, 2.2691495E+001, 1.4883053E+001, 9.6963631E+001, 5.8178243E+001, 3.6795757E+001, 2.4164777E+001, 7.8004534E+001, 4.6077285E+001, 2.8706904E+001, 1.8795519E+001
 2.4502954E+001, 6.3680600E+001, 3.7073665E+001, 2.2691495E+001, 1.4883053E+001, 9.6963631E+001, 5.8178243E+001, 3.6795757E+001, 2.4164777E+001, 7.8004534E+001, 4.6077285E+001, 2.8706904E+001, 1.8795519E+001
 2.4702165E+001, 6.3784501E+001, 3.7068137E+001, 2.2736782E+001, 1.4917784E+001, 9.6995516E+001, 5.8203123E+001, 3.6812888E+001, 2.4191717E+001, 7.8062560E+001, 4.6070594E+001, 2.8692778E+001, 1.8809979E+001
 2.4901376E+001, 6.3784501E+001, 3.7068137E+001, 2.2736782E+001, 1.4917784E+001, 9.6995516E+001, 5.8203123E+001, 3.6812888E+001, 2.4191717E+001, 7.8062560E+001, 4.6070594E+001, 2.8692778E+001, 1.8809979E+001
 2.5100587E+001, 6.3777515E+001, 3.7059387E+001, 2.2825435E+001, 1.4955444E+001, 9.7006505E+001, 5.8221091E+001, 3.6839978E+001, 2.4218878E+001, 7.8073676E+001, 4.6062180E+001, 2.8710400E+001, 1.8829298E+001
 2.5299798E+001, 6.3777515E+001, 3.7059387E+001, 2.2825435E+001, 1.4955444E+001, 9.7006505E+001, 5.8221091E+001, 3.6839978E+001, 2.4218878E+001, 7.8073676E+001, 4.6062180E+001, 2.8710400E+001, 1.8829298E+001
 2.5499009E+001, 6.3668069E+001, 3.7020596E+001, 2.2936956E+001, 1.4990520E+001, 9.6997653E+001, 5.8225454E+001, 3.6874516E+001, 2.4245378E+001, 7.8030741E+001, 4.6038543E+001, 2.8752215E+001, 1.8850520E+001
 2.5698220E+001, 6.3668069E+001, 3.7020596E+001, 2.2936956E+001, 1.4990520E+001, 9.6997653E+001, 5.8225454E+001, 3.6874516E+001, 2.4245378E+001, 7.8030741E+001, 4.6038543E+001, 2.8752215E+001, 1.8850520E+001
 2.5897431E+001, 6.3543599E+001, 3.6950671E+001, 2.3044671E+001, 1.5017298E+001, 9.6986461E+001, 5.8221246E+001, 3.6908576E+001, 2.4269491E+001, 7.7968051E+001, 4.5996882E+001, 2.8808066E+001, 1.8870104E+001
 2.6096642E+001, 6.3543599E+001, 3.6950671E+001, 2.3044671E+001, 1.5017298E+001, 9.6986461E+001, 5.8221246E+001, 3.6908576E+001, 2.4269491E+001, 7.7968051E+001, 4.5996882E+001, 2.8808066E+001, 1.8870104E+001
 2.6295853E+001, 6.3467155E+001, 3.6873364E+001, 2.3132593E+001, 1.5029462E+001, 9.6982719E+001, 5.8212657E+001, 3.6943144E+001, 2.4289439E+001, 7.7916872E+001, 4.5946716E+001, 2.8863522E+001, 1.8883838E+001
 2.6495064E+001, 6.3467155E+001, 3.6873364E+001, 2.3132593E+001, 1.5029462E+001, 9.6982719E+001, 5.8212657E+001, 3.6943144E+001, 2.4289439E+001, 7.7916872E+001, 4.5946716E+001, 2.8863522E+001, 1.8883838E+001
 2.6694275E+001, 6.3446358E+001, 3.6802458E+001, 2.3190547E+001, 1.5024265E+001, 9.6984372E+001, 5.8200771E+001, 3.6971784E+001, 2.4304606E+001, 7.7887595E+001, 4.5894696E+001, 2.8906779E+001, 1.8888939E+001
 2.6893486E+001, 6.3446358E+001, 3.6802458E+001, 2.3190547E+001, 1.5024265E+001, 9.6984372E+001, 5.8200771E+001, 3.6971784E+001, 2.4304606E+001, 7.7887595E+001, 4.5894696E+001, 2.8906779E+001, 1.8888939E+001
 2.7092697E+001, 6.3445267E+001, 3.6743229E+001, 2.3199687E+001, 1.5009015E+001, 9.6982673E+001, 5.8187666E+001, 3.6988362E+001, 2.4317542E+001, 7.7869039E+001, 4.5844864E+001, 2.8932423E+001, 1.8887546E+001
 2.7291908E+001, 6.3445267E+001, 3.6743229E+001, 2.3199687E+001, 1.5009015E+001, 9.6982673E+001, 5.8187666E+001, 3.6988362E+001, 2.4317542E+001, 7.7869039E+001, 4.5844864E+001, 2.8932423E+001, 1.8887546E+001
 2.7491119E+001, 6.3426510E+001, 3.6710123E+001, 2.3174708E+001, 1.4996864E+001, 9.6972903E+001, 5.8175215E+001, 3.7001406E+001, 2.4330631E+001, 7.7844975E+001, 4.5801132E+001, 2.8942704E+001, 1.8885396E+001
 2.7690330E+001, 6.3426510E+001, 3.6710123E+001, 2.3174708E+001, 1.4996864E+001, 9.6972903E+001, 5.8175215E+001, 3.7001406E+001, 2.4330631E+001, 7.7844975E+001, 4.5801132E+001, 2.8942704E+001, 1.8885396E+001
 2.7889541E+001, 6.3387648E+001, 3.6704421E+001, 2.3152627E+001, 1.4996848E+001, 9.6959488E+001, 5.8166173E+001, 3.7015875E+001, 2.4345460E+001, 7.7812553E+001, 4.5767663E+001, 2.8948563E+001, 1.8887359E+001
 2.8088752E+001, 6.3387648E+001, 3.6704421E+001, 2.3152627E+001, 1.4996848E+001, 9.6959488E+001, 5.8166173E+001, 3.7015875E+001, 2.4345460E+001, 7.7812553E+001, 4.5767663E+001, 2.8948563E+001, 1.8887359E+001
 2.8287963E+001, 6.3356625E+001, 3.6714899E+001, 2.3158688E+001, 1.5009023E+001, 9.6950666E+001, 5.8161643E+001, 3.7037080E+001, 2.4361301E+001, 7.7783712E+001, 4.5747566E+001, 2.8959225E+001, 1.8894680E+001
 2.8487174E+001, 6.3356625E+001, 3.6714899E+001, 2.3158688E+001, 1.5009023E+001, 9.6950666E+001, 5.8161643E+001, 3.7037080E+001, 2.4361301E+001, 7.7783712E+001, 4.5747566E+001, 2.8959225E+001, 1.8894680E+001
 2.8686385E+001, 6.3359113E+001, 3.6732647E+001, 2.3208355E+001, 1.5027742E+001, 9.6941604E+001, 5.8163429E+001, 3.7068703E+001, 2.4377617E+001, 7.7762547E+001, 4.5742702E+001, 2.8986114E+001, 1.8905774E+001
 2.8885596E+001, 6.3359113E+001, 3.6732647E+001, 2.3208355E+001, 1.5027742E+001, 9.6941604E+001, 5.8163429E+001, 3.7068703E+001, 2.4377617E+001, 7.7762547E+001, 4.5742702E+001, 2.8986114E+001, 1.8905774E+001
 2.9084807E+001, 6.3364299E+001, 3.6760437E+001, 2.3296389E+001, 1.5042754E+001, 9.6935043E+001, 5.8171193E+001, 3.7108499E+001, 2.4391284E+001, 7.7746993E+001, 4.5753229E+001, 2.9035149E+001, 1.8916185E+001
 2.9284018E+001, 6.3364299E+001, 3.6760437E+001, 2.3296389E+001, 1.5042754E+001, 9.6935043E+001, 5.8171193E+001, 3.7108499E+001, 2.4391284E+001, 7.7746993E+001, 4.5753229E+001, 2.9035149E+001, 1.8916185E+001
 2.9483229E+001, 6.3349273E+001, 3.6803258E+001, 2.3398246E+001, 1.5043690E+001, 9.6918015E+001, 5.8182710E+001, 3.7151211E+001, 2.4400865E+001, 7.7725906E+001, 4.5775066E+001, 2.9097360E+001, 1.8920470E+001
 2.9682440E+001, 6.3349273E+001, 3.6803258E+001, 2.3398246E+001, 1.5043690E+001, 9.6918015E+001, 5.8182710E+001, 3.7151211E+001, 2.4400865E+001, 7.7725906E+001, 4.5775066E+001, 2.9097360E+001, 1.8920470E+001
 2.9881651E+001, 6.3333902E+001, 3.6851127E+001, 2.3495291E+001, 1.5039243E+001, 9.6902988E+001, 5.8196935E+001, 3.7195863E+001, 2.4411199E+001, 7.7697650E+001, 4.5803355E+001, 2.9164084E+001, 1.8921786E+001
 3.0080862E+001, 6.3333902E+001, 3.6851127E+001, 2.3495291E+001, 1.5039243E+001, 9.6902988E+001, 5.8196935E+001, 3.7195863E+001, 2.4411199E+001, 7.7697650E+001, 4.5803355E+001, 2.9164084E+001, 1.8921786E+001
 3.0280073E+001, 6.3333031E+001, 3.6900757E+001, 2.3586344E+001, 1.5036973E+001, 9.6904785E+001, 5.8214422E+001, 3.7243254E+001, 2.4420159E+001, 7.7689109E+001, 4.5836323E+001, 2.9233383E+001, 1.8923255E+001
 3.0479284E+001, 6.3333031E+001, 3.6900757E+001, 2.3586344E+001, 1.5036973E+001, 9.6904785E+001, 5.8214422E+001, 3.7243254E+001, 2.4420159E+001, 7.7689109E+001, 4.5836323E+001, 2.9233383E+001, 1.8923255E+001
 3.0678495E+001, 6.3390980E+001, 3.6958907E+001, 2.3669947E+001, 1.5030651E+001, 9.6929820E+001, 5.8238121E+001, 3.7290846E+001, 2.4426650E+001, 7.7722498E+001, 4.5876851E+001, 2.9302854E+001, 1.8921955E+001
 3.0877706E+001, 6.3390980E+001, 3.6958907E+001, 2.3669947E+001, 1.5030651E+001, 9.6929820E+001, 5.8238121E+001, 3.7290846E+001, 2.4426650E+001, 7.7722498E+001, 4.5876851E+001, 2.9302854E+001, 1.8921955E+001
 3.1076917E+001, 6.3518868E+001, 3.7037468E+001, 2.3717052E+001, 1.5015025E+001, 9.6959227E+001, 5.8264527E+001, 3.7325768E+001, 2.4429284E+001, 7.7796434E+001, 4.5930942E+001, 2.9356442E+001, 1.8915210E+001
 3.1276128E+001, 6.3518868E+001, 3.7037468E+001, 2.3717052E+001, 1.5015025E+001, 9.6959227E+001, 5.8264527E+001, 3.7325768E+001, 2.4429284E+001, 7.7796434E+001, 4.5930942E+001, 2.9356442E+001, 1.8915210E+001
 3.1475339E+001, 6.3650921E+001, 3.7136972E+001, 2.3696619E+001, 1.4985641E+001, 9.6988505E+001, 5.8299782E+001, 3.7343166E+001, 2.4426978E+001, 7.7882298E+001, 4.5999858E+001, 2.9375396E+001, 1.8900271E+001
 3.1674551E+001, 6.3650921E+001, 3.7136972E+001, 2.3696619E+001, 1.4985641E+001, 9.6988505E+001, 5.8299782E+001, 3.7343166E+001, 2.4426978E+001, 7.7882298E+001, 4.5999858E+001, 2.9375396E+001, 1.8900271E+001
 3.1873762E+001, 6.3734294E+001, 3.7231656E+001, 2.3619143E+001, 1.4945835E+001, 9.7011939E+001, 5.8334122E+001, 3.7347598E+001, 2.4421451E+001, 7.7952711E+001, 4.6065621E+001, 2.9359595E+001, 1.8877939E+001
 3.2072973E+001, 6.3734294E+001, 3.7231656E+001, 2.3619143E+001, 1.4945835E+001, 9.7011939E+001, 5.8334122E+001, 3.7347598E+001, 2.4421451E+001, 7.7952711E+001, 4.6065621E+001, 2.9359595E+001, 1.8877939E+001
 3.2272184E+001, 6.3770127E+001, 3.7295794E+001, 2.3520910E+001, 1.4905222E+001, 9.7030696E+001, 5.8363848E+001, 3.7345744E+001, 2.4414551E+001, 7.8002302E+001, 4.6115186E+001, 2.9322866E+001, 1.8852400E+001
 3.2471395E+001, 6.3770127E+001, 3.7295794E+001, 2.3520910E+001, 1.4905222E+001, 9.7030696E+001, 5.8363848E+001, 3.7345744E+001, 2.4414551E+001, 7.8002302E+001, 4.6115186E+001, 2.9322866E+001, 1.8852400E+001
 3.2670606E+001, 6.3778500E+001, 3.7341410E+001, 2.3434559E+001, 1.4871836E+001, 9.7045945E+001, 5.8395745E+001, 3.7342714E+001, 2.4407837E+001, 7.8035397E+001, 4.6158520E+001, 2.9280816E+001, 1.8827869E+001
 3.2869817E+001, 6.3778500E+001, 3.7341410E+001, 2.3434559E+001, 1.4871836E+001, 9.7045945E+001, 5.8395745E+001, 3.7342714E+001, 2.4407837E+001, 7.8035397E+001, 4.6158520E+001, 2.9280816E+001, 1.8827869E+001
 3.3069028E+001, 6.3789760E+001, 3.7396487E+001, 2.3378675E+001, 1.4851466E+001, 9.7066508E+001, 5.8433761E+001, 3.7342285E+001, 2.4402981E+001, 7.8064649E+001, 4.6207346E+001, 2.9245310E+001, 1.8808161E+001
 3.3268239E+001, 6.3789760E+001, 3.7396487E+001, 2.3378675E+001, 1.4851466E+001, 9.7066508E+001, 5.8433761E+001, 3.7342285E+001, 2.4402981E+001, 7.8064649E+001, 4.6207346E+001, 2.9245310E+001, 1.8808161E+001
 3.3467450E+001, 6.3844242E+001, 3.7468343E+001, 2.3359297E+001, 1.4847638E+001, 9.7102686E+001, 5.8476329E+001, 3.7346601E+001, 2.4401221E+001, 7.8111628E+001, 4.6265384E+001, 2.9223544E+001, 1.8796362E+001
 3.3666661E+001, 6.3844242E+001, 3.7468343E+001, 2.3359297E+001, 1.4847638E+001, 9.7102686E+001, 5.8476329E+001, 3.7346601E+001, 2.4401221E+001, 7.8111628E+001, 4.6265384E+001, 2.9223544E+001, 1.8796362E+001
 3.3865872E+001, 6.3932354E+001, 3.7547759E+001, 2.3374653E+001, 1.4859928E+001, 9.7142018E+001, 5.8521342E+001, 3.7357054E+001, 2.4402792E+001, 7.8175921E+001, 4.6329225E+001, 2.9218856E+001, 1.8793714E+001
 3.4065083E+001, 6.3932354E+001, 3.7547759E+001, 2.3374653E+001, 1.4859928E+001, 9.7142018E+001, 5.8521342E+001, 3.7357054E+001, 2.4402792E+001, 7.8175921E+001, 4.6329225E+001, 2.9218856E+001, 1.8793714E+001
 3.4264294E+001, 6.4018587E+001, 3.7621013E+001, 2.3416608E+001, 1.4885324E+001, 9.7182831E+001, 5.8570323E+001, 3.7372750E+001, 2.4407801E+001, 7.8243036E+001, 4.6397657E+001, 2.9230571E+001, 1.8799957E+001
 3.4463505E+001, 6.4018587E+001, 3.7621013E+001, 2.3416608E+001, 1.4885324E+001, 9.7182831E+001, 5.8570323E+001, 3.7372750E+001, 2.4407801E+001, 7.8243036E+001, 4.6397657E+001, 2.9230571E+001, 1.8799957E+001
 3.4662716E+001, 6.4105701E+001, 3.7686643E+001, 2.3471088E+001, 1.4920080E+001, 9.7230118E+001, 5.8619940E+001, 3.7391392E+001, 2.4415891E+001, 7.8314401E+001, 4.6468305E+001, 2.9253729E+001, 1.8814023E+001
 3.4861927E+001, 6.4105701E+001, 3.7686643E+001, 2.3471088E+001, 1.4920080E+001, 9.7230118E+001, 5.8619940E+001, 3.7391392E+001, 2.4415891E+001, 7.8314401E+001, 4.6468305E+001, 2.9253729E+001, 1.8814023E+001
 3.5061138E+001, 6.4217912E+001, 3.7723581E+001, 2.3523687E+001, 1.4957348E+001, 9.7291222E+001, 5.8656106E+001, 3.7410487E+001, 2.4425262E+001, 7.8391448E+001, 4.6523187E+001, 2.9281606E+001, 1.8832835E+001
 3.5260349E+001, 6.4217912E+001, 3.7723581E+001, 2.3523687E+001, 1.4957348E+001, 9.7291222E+001, 5.8656106E+001, 3.7410487E+001, 2.4425262E+001, 7.8391448E+001, 4.6523187E+001, 2.9281606E+001, 1.8832835E+001
 3.5459560E+001, 6.4365893E+001, 3.7700765E+001, 2.3562565E+001, 1.4988982E+001, 9.7374311E+001, 5.8670374E+001, 3.7427290E+001, 2.4434330E+001, 7.8492045E+001, 4.6538883E+001, 2.9307310E+001, 1.8852072E+001
 3.5658771E+001, 6.4365893E+001, 3.7700765E+001, 2.3562565E+001, 1.4988982E+001, 9.7374311E+001, 5.8670374E+001, 3.7427290E+001, 2.4434330E+001, 7.8492045E+001, 4.6538883E+001, 2.9307310E+001, 1.8852072E+001
 3.5857982E+001, 6.4569326E+001, 3.7609800E+001, 2.3579049E+001, 1.5007508E+001, 9.7482348E+001, 5.8663448E+001, 3.7439318E+001, 2.4440856E+001, 7.8639498E+001, 4.6507621E+001, 2.9324548E+001, 1.8867104E+001
 3.6057193E+001, 6.4569326E+001, 3.7609800E+001, 2.3579049E+001, 1.5007508E+001, 9.7482348E+001, 5.8663448E+001, 3.7439318E+001, 2.4440856E+001, 7.8639498E+001, 4.6507621E+001, 2.9324548E+001, 1.8867104E+001
 3.6256404E+001, 6.4789311E+001, 3.7467067E+001, 2.3569105E+001, 1.5005804E+001, 9.7575186E+001, 5.8641921E+001, 3.7444962E+001, 2.4442641E+001, 7.8806008E+001, 4.6439131E+001, 2.9328848E+001, 1.8872968E+001
 3.6455615E+001, 6.4789311E+001, 3.7467067E+001, 2.3569105E+001, 1.5005804E+001, 9.7575186E+001, 5.8641921E+001, 3.7444962E+001, 2.4442641E+001, 7.8806008E+001, 4.6439131E+001, 2.9328848E+001, 1.8872968E+001
 3.6654826E+001, 6.4910681E+001, 3.7313566E+001, 2.3532616E+001, 1.4981177E+001, 9.7639305E+001, 5.8612854E+001, 3.7443031E+001, 2.4438831E+001, 7.8931663E+001, 4.6351370E+001, 2.9317694E+001, 1.8866523E+001
 3.6854037E+001, 6.4910681E+001, 3.7313566E+001, 2.3532616E+001, 1.4981177E+001, 9.7639305E+001, 5.8612854E+001, 3.7443031E+001, 2.4438831E+001, 7.8931663E+001, 4.6351370E+001, 2.9317694E+001, 1.8866523E+001
 3.7053248E+001, 6.4882126E+001, 3.7180852E+001, 2.3472234E+001, 1.4937945E+001, 9.7679558E+001, 5.8582018E+001, 3.7433177E+001, 2.4430138E+001, 7.8980212E+001, 4.6267337E+001, 2.9290344E+001, 1.8848103E+001
 3.7252459E+001, 6.4882126E+001, 3.7180852E+001, 2.3472234E+001, 1.4937945E+001, 9.7679558E+001, 5.8582018E+001, 3.7433177E+001, 2.4430138E+001, 7.8980212E+001, 4.6267337E+001, 2.9290344E+001, 1.8848103E+001
 3.7451670E+001, 6.4740180E+001, 3.7084617E+001, 2.3391991E+001, 1.4885447E+001, 9.7690311E+001, 5.8553281E+001, 3.7415198E+001, 2.4418218E+001, 7.8955901E+001, 4.6198056E+001, 2.9247351E+001, 1.8821093E+001
 3.7650881E+001, 6.4740180E+001, 3.7084617E+001, 2.3391991E+001, 1.4885447E+001, 9.7690311E+001, 5.8553281E+001, 3.7415198E+001, 2.4418218E+001, 7.8955901E+001, 4.6198056E+001, 2.9247351E+001, 1.8821093E+001
 3.7850092E+001, 6.4558022E+001, 3.7030277E+001, 2.3303053E+001, 1.4834386E+001, 9.7684806E+001, 5.8530238E+001, 3.7392747E+001, 2.4405163E+001, 7.8886697E+001, 4.6144243E+001, 2.9193497E+001, 1.8790504E+001
 3.8049303E+001, 6.4558022E+001, 3.7030277E+001, 2.3303053E+001, 1.4834386E+001, 9.7684806E+001, 5.8530238E+001, 3.7392747E+001, 2.4405163E+001, 7.8886697E+001, 4.6144243E+001, 2.9193497E+001, 1.8790504E+001
 3.8248514E+001, 6.4353173E+001, 3.7018558E+001, 2.3227489E+001, 1.4793012E+001, 9.7642341E+001, 5.8515468E+001, 3.7371880E+001, 2.4392554E+001, 7.8771541E+001, 4.6111264E+001, 2.9140084E+001, 1.8761113E+001
 3.8447725E+001, 6.4353173E+001, 3.7018558E+001, 2.3227489E+001, 1.4793012E+001, 9.7642341E+001, 5.8515468E+001, 3.7371880E+001, 2.4392554E+001, 7.8771541E+001, 4.6111264E+001, 2.9140084E+001, 1.8761113E+001
 3.8646936E+001, 6.4122030E+001, 3.7045701E+001, 2.3185439E+001, 1.4765183E+001, 9.7582705E+001, 5.8510241E+001, 3.7357087E+001, 2.4381425E+001, 7.8623776E+001, 4.6101644E+001, 2.9099192E+001, 1.8736190E+001
 3.8846147E+001, 6.4122030E+001, 3.7045701E+001, 2.3185439E+001, 1.4765183E+001, 9.7582705E+001, 5.8510241E+001, 3.7357087E+001, 2.4381425E+001, 7.8623776E+001, 4.6101644E+001, 2.9099192E+001, 1.8736190E+001
 3.9045358E+001, 6.3920036E+001, 3.7104164E+001, 2.3180499E+001, 1.4751024E+001, 9.7526241E+001, 5.8514604E+001, 3.7348549E+001, 2.4372250E+001, 7.8484161E+001, 4.6114776E+001, 2.9076135E+001, 1.8717352E+001
 3.9244569E+001, 6.3920036E+001, 3.7104164E+001, 2.3180499E+001, 1.4751024E+001, 9.7526241E+001, 5.8514604E+001, 3.7348549E+001, 2.4372250E+001, 7.8484161E+001, 4.6114776E+001, 2.9076135E+001, 1.8717352E+001
 3.9443780E+001, 6.3787344E+001, 3.7180469E+001, 2.3202383E+001, 1.4748478E+001, 9.7476082E+001, 5.8525735E+001, 3.7345232E+001, 2.4365207E+001, 7.8366971E+001, 4.6139635E+001, 2.9069306E+001, 1.8704940E+001
 3.9642991E+001, 6.3787344E+001, 3.7180469E+001, 2.3202383E+001, 1.4748478E+001, 9.7476082E+001, 5.8525735E+001, 3.7345232E+001, 2.4365207E+001, 7.8366971E+001, 4.6139635E+001, 2.9069306E+001, 1.8704940E+001
 3.9842202E+001, 6.3686564E+001, 3.7255386E+001, 2.3237960E+001, 1.4756511E+001, 9.7417340E+001, 5.8539202E+001, 3.7345543E+001, 2.4361076E+001, 7.8261734E+001, 4.6167675E+001, 2.9074347E+001, 1.8699409E+001
 4.0041413E+001, 6.3686564E+001, 3.7255386E+001, 2.3237960E+001, 1.4756511E+001, 9.7417340E+001, 5.8539202E+001, 3.7345543E+001, 2.4361076E+001, 7.8261734E+001, 4.6167675E+001, 2.9074347E+001, 1.8699409E+001
 4.0240624E+001, 6.3603217E+001, 3.7318989E+001, 2.3274900E+001, 1.4776999E+001, 9.7365827E+001, 5.8554800E+001, 3.7347424E+001, 2.4361169E+001, 7.8166676E+001, 4.6199418E+001, 2.9085698E+001, 1.8702357E+001
 4.0439835E+001, 6.3603217E+001, 3.7318989E+001, 2.3274900E+001, 1.4776999E+001, 9.7365827E+001, 5.8554800E+001, 3.7347424E+001, 2.4361169E+001, 7.8166676E+001, 4.6199418E+001, 2.9085698E+001, 1.8702357E+001
 4.0639046E+001, 6.3602147E+001, 3.7370962E+001, 2.3305840E+001, 1.4814569E+001, 9.7344912E+001, 5.8571166E+001, 3.7350055E+001, 2.4367464E+001, 7.8117623E+001, 4.6232118E+001, 2.9098977E+001, 1.8716713E+001
 4.0838257E+001, 6.3602147E+001, 3.7370962E+001, 2.3305840E+001, 1.4814569E+001, 9.7344912E+001, 5.8571166E+001, 3.7350055E+001, 2.4367464E+001, 7.8117623E+001, 4.6232118E+001, 2.9098977E+001, 1.8716713E+001
 4.1037468E+001, 6.3683747E+001, 3.7401932E+001, 2.3330587E+001, 1.4871196E+001, 9.7338590E+001, 5.8582846E+001, 3.7353652E+001, 2.4380202E+001, 7.8120888E+001, 4.6258322E+001, 2.9112707E+001, 1.8744302E+001
 4.1236679E+001, 6.3683747E+001, 3.7401932E+001, 2.3330587E+001, 1.4871196E+001, 9.7338590E+001, 5.8582846E+001, 3.7353652E+001, 2.4380202E+001, 7.8120888E+001, 4.6258322E+001, 2.9112707E+001, 1.8744302E+001
 4.1435890E+001, 6.3733059E+001, 3.7397013E+001, 2.3352688E+001, 1.4945663E+001, 9.7312345E+001, 5.8585235E+001, 3.7358729E+001, 2.4400078E+001, 7.8123353E+001, 4.6267646E+001, 2.9127363E+001, 1.8785444E+001
 4.1635101E+001, 6.3733059E+001, 3.7397013E+001, 2.3352688E+001, 1.4945663E+001, 9.7312345E+001, 5.8585235E+001, 3.7358729E+001, 2.4400078E+001, 7.8123353E+001, 4.6267646E+001, 2.9127363E+001, 1.8785444E+001
 4.1834312E+001, 6.3697771E+001, 3.7355693E+001, 2.3374383E+001, 1.5035336E+001, 9.7275787E+001, 5.8579093E+001, 3.7365010E+001, 2.4426658E+001, 7.8094002E+001, 4.6256335E+001, 2.9143259E+001, 1.8839549E+001
 4.2033523E+001, 6.3697771E+001, 3.7355693E+001, 2.3374383E+001, 1.5035336E+001, 9.7275787E+001, 5.8579093E+001, 3.7365010E+001, 2.4426658E+001, 7.8094002E+001, 4.6256335E+001, 2.9143259E+001, 1.8839549E+001
 4.2232734E+001, 6.3611424E+001, 3.7289709E+001, 2.3391873E+001, 1.5123000E+001, 9.7229443E+001, 5.8565372E+001, 3.7370443E+001, 2.4453490E+001, 7.8039842E+001, 4.6227205E+001, 2.9158082E+001, 1.8898454E+001
