s,kg/s,kg/s,Pa,Pa,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2
 5.5001389E+001, 1.1659043E-002,-1.1596050E-002, 7.9618434E-001,-4.0228371E-001, 1.3426929E-004, 1.6741666E-001, 2.0742944E-001, 2.4287762E-002, 6.1961395E-004, 2.2624333E-007, 8.6301264E-013, 2.3235174E+002, 2.5039028E+002, 2.1385458E+002, 2.0704386E+002, 2.0020075E+002, 1.8825950E+002, 1.6509101E+002, 1.1706608E+002, 5.3582948E+001, 2.6439380E+001, 1.1584437E+001, 6.5308182E+000, 3.3221852E+002, 2.7277448E+002, 1.4825004E+002, 7.4009780E+001, 3.1197852E+002, 2.2351076E+002, 1.4506816E+002, 3.2729699E+001, 1.0527960E+001, 8.5504051E+000, 7.1271412E+000
 6.0002124E+001, 1.1788255E-002,-1.1800231E-002, 7.9106534E-001,-3.8376319E-001, 1.3933630E-004, 1.6593739E-001, 2.0728600E-001, 2.5162174E-002, 7.0446450E-004, 8.1819051E-007, 9.8324979E-013, 2.4816459E+002, 2.7284592E+002, 2.1989900E+002, 2.1416572E+002, 2.0903665E+002, 1.9159602E+002, 1.6011882E+002, 1.1518490E+002, 5.8924349E+001, 3.0332088E+001, 1.3461649E+001, 7.6226965E+000, 3.3275665E+002, 2.6559915E+002, 1.2740418E+002, 7.9328519E+001, 3.3593822E+002, 2.8597970E+002, 2.3124680E+002, 3.5489766E+001, 8.3402225E+000, 8.0558280E+000, 8.5849635E+000
 6.5000723E+001, 1.1805996E-002,-1.1301990E-002, 8.4772828E-001,-4.0473702E-001, 1.4440262E-004, 1.6515670E-001, 2.0752669E-001, 2.5624710E-002, 5.6208863E-004, 9.7512474E-008, 6.9833945E-013, 2.5278021E+002, 2.7932685E+002, 2.2610292E+002, 2.1999679E+002, 2.1416953E+002, 1.9938497E+002, 1.6478781E+002, 1.1163503E+002, 5.9634925E+001, 3.2105962E+001, 1.3982905E+001, 8.1885567E+000, 3.4372901E+002, 2.8735081E+002, 1.3680067E+002, 8.0427297E+001, 3.4850932E+002, 2.6199088E+002, 2.0585270E+002, 3.2850158E+001, 1.1276867E+001, 1.0628812E+001, 7.9311209E+000
 7.0002045E+001, 1.1905562E-002,-1.1654955E-002, 8.7180547E-001,-4.3665371E-001, 1.4946937E-004, 1.6566271E-001, 2.0761891E-001, 2.5325436E-002, 5.0754213E-004, 5.7469526E-008, 5.1857406E-013, 2.5063277E+002, 2.7451910E+002, 2.3397212E+002, 2.2978395E+002, 2.2385051E+002, 2.1246793E+002, 1.8637403E+002, 1.3663414E+002, 6.8961727E+001, 3.5562457E+001, 1.4340485E+001, 8.5285963E+000, 3.6235478E+002, 2.9455457E+002, 1.5556190E+002, 8.7231626E+001, 3.4389260E+002, 2.5274925E+002, 1.8609409E+002, 3.2340340E+001, 1.2278154E+001, 1.1142806E+001, 8.3310852E+000
 7.5000246E+001, 1.1991712E-002,-1.1937058E-002, 9.1509696E-001,-3.7371408E-001, 1.5200000E-004, 1.6272191E-001, 2.0754023E-001, 2.7064983E-002, 5.5408200E-004, 5.2707162E-008, 6.0299433E-013, 2.6405241E+002, 2.8446783E+002, 2.4643528E+002, 2.3857484E+002, 2.3161661E+002, 2.2311126E+002, 1.9800119E+002, 1.4680432E+002, 7.7027675E+001, 3.4650414E+001, 1.4823187E+001, 9.0222105E+000, 3.7268111E+002, 3.2140110E+002, 1.9323166E+002, 9.1646441E+001, 3.5800445E+002, 2.4714014E+002, 1.7817233E+002, 3.1833690E+001, 1.2717743E+001, 1.1525474E+001, 9.1509996E+000
 8.0002233E+001, 1.1891618E-002,-1.1800634E-002, 8.9488155E-001,-4.0057541E-001, 1.5200000E-004, 1.6462452E-001, 2.0762888E-001, 2.5939541E-002, 5.0164513E-004, 6.5985589E-008, 5.0062623E-013, 2.7073031E+002, 2.9910093E+002, 2.5209601E+002, 2.4183103E+002, 2.3409004E+002, 2.2527466E+002, 1.9108543E+002, 1.3795586E+002, 8.1381731E+001, 3.9026293E+001, 1.6212453E+001, 9.6246521E+000, 3.8156423E+002, 3.0798880E+002, 1.7262029E+002, 9.0325220E+001, 3.6445199E+002, 2.5264589E+002, 1.7373562E+002, 3.2175335E+001, 1.1902034E+001, 1.1395352E+001, 9.1043933E+000
 8.5001388E+001, 1.1909761E-002,-1.1866994E-002, 8.7388932E-001,-4.0915721E-001, 1.5200000E-004, 1.6205897E-001, 2.0746431E-001, 2.7456942E-002, 5.9899186E-004, 2.3052010E-007, 1.0353167E-012, 2.7513418E+002, 3.0344872E+002, 2.5676694E+002, 2.4717853E+002, 2.4146363E+002, 2.2235067E+002, 1.8769040E+002, 1.3418247E+002, 8.0257392E+001, 4.1647374E+001, 1.7382115E+001, 1.0158400E+001, 3.7834885E+002, 3.1079887E+002, 1.4416248E+002, 1.0099240E+002, 3.7575631E+002, 2.6347993E+002, 1.9392770E+002, 3.4495626E+001, 1.1645963E+001, 1.0847308E+001, 1.0109027E+001
 9.0002311E+001, 1.2085813E-002,-1.1706792E-002, 9.1529559E-001,-4.4268711E-001, 1.5200000E-004, 1.6609399E-001, 2.0748802E-001, 2.5070024E-002, 5.8496219E-004, 3.4694198E-007, 7.2456356E-013, 2.8066452E+002, 3.0529328E+002, 2.5857453E+002, 2.5149657E+002, 2.4588596E+002, 2.2429123E+002, 1.8667508E+002, 1.3362730E+002, 7.8939225E+001, 4.0407477E+001, 1.7913643E+001, 1.0509435E+001, 3.7704106E+002, 3.3375729E+002, 1.4766620E+002, 1.0113778E+002, 3.6419656E+002, 2.6702269E+002, 2.0243928E+002, 3.2831931E+001, 1.3255863E+001, 1.1988106E+001, 9.6827433E+000
 9.5001310E+001, 1.2042039E-002,-1.1983064E-002, 9.4808483E-001,-3.9323274E-001, 1.5200000E-004, 1.6286638E-001, 2.0769512E-001, 2.6979454E-002, 4.6245728E-004, 1.2171946E-007, 2.2568798E-013, 2.8161534E+002, 3.0548108E+002, 2.6253204E+002, 2.5711161E+002, 2.4861875E+002, 2.3109811E+002, 1.9129607E+002, 1.3692394E+002, 8.2713391E+001, 4.3842835E+001, 1.8502836E+001, 1.0556025E+001, 3.9486152E+002, 3.4095066E+002, 1.7938674E+002, 9.9381476E+001, 3.7569711E+002, 2.8303270E+002, 1.8453507E+002, 3.2250485E+001, 1.4334890E+001, 1.2853025E+001, 9.7559206E+000
 1.0000098E+002, 1.2079723E-002,-1.2026988E-002, 9.2146633E-001,-3.8772823E-001, 1.5200000E-004, 1.6503619E-001, 2.0755910E-001, 2.5695775E-002, 5.4292132E-004, 3.1075730E-007, 6.1402837E-013, 2.7953618E+002, 3.0369622E+002, 2.6254562E+002, 2.5813215E+002, 2.4939851E+002, 2.3658947E+002, 1.9672549E+002, 1.4068114E+002, 7.6765840E+001, 4.0190196E+001, 1.8534573E+001, 1.0880904E+001, 3.9158849E+002, 3.1124834E+002, 1.5823728E+002, 1.1422094E+002, 3.7366804E+002, 2.8658267E+002, 1.8350641E+002, 3.3292268E+001, 1.3544706E+001, 1.2238557E+001, 1.0361664E+001
 1.0500040E+002, 1.2026608E-002,-1.1814817E-002, 9.3655474E-001,-3.7835648E-001, 1.5200000E-004, 1.6352089E-001, 2.0761875E-001, 2.6592339E-002, 5.0763625E-004, 8.3370569E-008, 3.1051248E-013, 2.8594845E+002, 3.1021250E+002, 2.6682104E+002, 2.6368553E+002, 2.5642041E+002, 2.4028262E+002, 1.9962012E+002, 1.3292564E+002, 6.9857254E+001, 3.7099255E+001, 1.8065210E+001, 1.1142090E+001, 3.9812342E+002, 3.4032543E+002, 1.7051084E+002, 1.1951764E+002, 3.7508961E+002, 2.8023036E+002, 1.8686572E+002, 3.2178074E+001, 1.4586502E+001, 1.2879760E+001, 1.0043726E+001
 1.1000159E+002, 1.2098334E-002,-1.1988966E-002, 9.2862710E-001,-3.7429479E-001, 1.5200000E-004, 1.6371479E-001, 2.0737240E-001, 2.6477622E-002, 6.5335562E-004, 1.0697557E-007, 8.6582844E-013, 2.8826204E+002, 3.1464586E+002, 2.6956675E+002, 2.6342168E+002, 2.5457016E+002, 2.3652627E+002, 1.9526035E+002, 1.3234857E+002, 7.6315086E+001, 4.1276627E+001, 1.9119693E+001, 1.1334935E+001, 3.9894103E+002, 3.0936758E+002, 1.5572255E+002, 1.0837130E+002, 3.7620160E+002, 2.7421510E+002, 1.8527324E+002, 3.3884381E+001, 1.3719378E+001, 1.2543434E+001, 1.0611851E+001
 1.1500257E+002, 1.2083476E-002,-1.2054975E-002, 9.5065376E-001,-3.8141092E-001, 1.5200000E-004, 1.6429550E-001, 2.0762388E-001, 2.6133934E-002, 5.0460126E-004, 2.8687251E-007, 4.3402612E-013, 2.8886481E+002, 3.1375702E+002, 2.7290325E+002, 2.6185113E+002, 2.5230031E+002, 2.3053810E+002, 1.9275311E+002, 1.3061611E+002, 7.8127007E+001, 4.1424613E+001, 1.9446907E+001, 1.1737058E+001, 4.0996531E+002, 3.1087687E+002, 1.6378064E+002, 1.1667064E+002, 3.9054656E+002, 2.7552952E+002, 1.8650458E+002, 3.3326696E+001, 1.3646824E+001, 1.2535413E+001, 1.1122777E+001
 1.2000134E+002, 1.2023290E-002,-1.1738295E-002, 9.2456907E-001,-4.4318819E-001, 1.5200000E-004, 1.6393534E-001, 2.0748056E-001, 2.6346889E-002, 5.8937460E-004, 3.6993016E-007, 1.3107778E-012, 2.8948167E+002, 3.1264895E+002, 2.7534614E+002, 2.6396556E+002, 2.5305099E+002, 2.3349929E+002, 1.9343347E+002, 1.3071818E+002, 8.2545252E+001, 4.5221971E+001, 2.1413773E+001, 1.2594450E+001, 3.9292650E+002, 3.2795406E+002, 1.7150102E+002, 1.1634733E+002, 4.0268352E+002, 3.0216769E+002, 2.0444045E+002, 3.5144479E+001, 1.3136815E+001, 1.2266693E+001, 1.1602788E+001
 1.2500076E+002, 1.2315073E-002,-1.2238575E-002, 9.6501321E-001,-3.5393030E-001, 1.5200000E-004, 1.6360875E-001, 2.0758767E-001, 2.6540262E-002, 5.2601760E-004, 1.8876574E-007, 1.0407935E-012, 2.9660434E+002, 3.2177521E+002, 2.7832955E+002, 2.6632560E+002, 2.5612243E+002, 2.4046443E+002, 1.9430363E+002, 1.3543614E+002, 8.6454392E+001, 4.7891695E+001, 2.2417787E+001, 1.2744772E+001, 3.9661080E+002, 3.1725504E+002, 1.5086810E+002, 1.1686561E+002, 3.9358400E+002, 3.1269545E+002, 2.0680527E+002, 3.4721277E+001, 1.3944203E+001, 1.2457664E+001, 1.0973103E+001
 1.3000246E+002, 1.2126808E-002,-1.1966181E-002, 9.6181631E-001,-4.6757213E-001, 1.5200000E-004, 1.6516160E-001, 2.0747102E-001, 2.5621840E-002, 5.9502048E-004, 7.0962494E-008, 2.3082817E-013, 2.8674734E+002, 3.1200448E+002, 2.7466819E+002, 2.6924973E+002, 2.6502049E+002, 2.5249310E+002, 2.1676592E+002, 1.5209296E+002, 8.8035760E+001, 4.4447356E+001, 2.1100600E+001, 1.2634089E+001, 4.0302384E+002, 3.3224180E+002, 1.9721828E+002, 1.2692618E+002, 3.7662922E+002, 2.9718337E+002, 1.9753491E+002, 3.2089917E+001, 1.6239945E+001, 1.4160549E+001, 1.0588441E+001
 1.3500073E+002, 1.2255915E-002,-1.2058033E-002, 9.8830473E-001,-3.8422910E-001, 1.5200000E-004, 1.6340870E-001, 2.0762301E-001, 2.6658667E-002, 5.0511639E-004, 1.1858880E-007, 3.2811751E-013, 2.9943869E+002, 3.2379080E+002, 2.8000382E+002, 2.7267349E+002, 2.6816692E+002, 2.5444149E+002, 2.2358629E+002, 1.5927928E+002, 8.9719694E+001, 4.6992781E+001, 2.0900671E+001, 1.2846777E+001, 4.0429645E+002, 3.5646787E+002, 1.9739439E+002, 1.2747364E+002, 3.7919192E+002, 2.9626232E+002, 1.9814477E+002, 3.4218213E+001, 1.5203657E+001, 1.3103379E+001, 1.0992308E+001
 1.4000098E+002, 1.2050050E-002,-1.2061181E-002, 9.5569313E-001,-3.9607607E-001, 1.5200000E-004, 1.6357201E-001, 2.0767042E-001, 2.6561858E-002, 4.7707309E-004, 3.1972766E-007, 5.8249804E-013, 2.9878433E+002, 3.2441555E+002, 2.8323010E+002, 2.7469377E+002, 2.6981718E+002, 2.5599088E+002, 2.2061411E+002, 1.5787485E+002, 8.7441758E+001, 4.6026110E+001, 2.0850771E+001, 1.3099819E+001, 3.9604234E+002, 3.4442575E+002, 1.7911048E+002, 1.3004651E+002, 3.8604713E+002, 2.9922021E+002, 1.8533607E+002, 3.4845198E+001, 1.5024528E+001, 1.3797002E+001, 1.1361471E+001
 1.4500241E+002, 1.2085337E-002,-1.2101339E-002, 9.5221971E-001,-3.9228489E-001, 1.5200000E-004, 1.6211910E-001, 2.0760680E-001, 2.7421448E-002, 5.1470185E-004, 1.5936607E-007, 1.1723026E-012, 2.9387876E+002, 3.1936634E+002, 2.8238844E+002, 2.7796367E+002, 2.7213966E+002, 2.5772682E+002, 2.2329589E+002, 1.5774133E+002, 9.2741457E+001, 4.7831257E+001, 2.1468094E+001, 1.3398837E+001, 4.0720574E+002, 3.5823252E+002, 1.8685600E+002, 1.3159995E+002, 3.8336764E+002, 2.9106753E+002, 1.8093195E+002, 3.5295434E+001, 1.4747062E+001, 1.3252963E+001, 1.1650739E+001
 1.5000207E+002, 1.2150296E-002,-1.1810901E-002, 9.5688668E-001,-3.5524799E-001, 1.5200000E-004, 1.6450149E-001, 2.0768319E-001, 2.6012179E-002, 4.6951481E-004, 1.9740655E-007, 1.2839369E-012, 3.0262055E+002, 3.3164568E+002, 2.8216583E+002, 2.7807116E+002, 2.6940598E+002, 2.5036705E+002, 2.0610137E+002, 1.5097127E+002, 9.8417190E+001, 5.2356901E+001, 2.3188440E+001, 1.4012230E+001, 4.1491084E+002, 3.3051534E+002, 1.6664365E+002, 1.2540524E+002, 3.9491918E+002, 2.8512379E+002, 1.9258757E+002, 3.4816411E+001, 1.4757864E+001, 1.3610083E+001, 1.1571493E+001
 1.5500282E+002, 1.1960731E-002,-1.1873230E-002, 9.5324588E-001,-4.5796865E-001, 1.5200000E-004, 1.6208194E-001, 2.0766011E-001, 2.7443379E-002, 4.8317129E-004, 2.0858357E-007, 4.0762657E-013, 3.0491839E+002, 3.3251221E+002, 2.8300560E+002, 2.7612767E+002, 2.6766629E+002, 2.4939305E+002, 2.0920901E+002, 1.5151722E+002, 9.7923960E+001, 5.3578561E+001, 2.3464501E+001, 1.3928939E+001, 4.2374661E+002, 3.5212848E+002, 1.7588817E+002, 1.2772211E+002, 3.9047800E+002, 2.8038066E+002, 1.8010383E+002, 3.2827714E+001, 1.6078587E+001, 1.4550579E+001, 1.1748266E+001
 1.6000256E+002, 1.2005623E-002,-1.1726402E-002, 9.6474409E-001,-3.9741839E-001, 1.5200000E-004, 1.6408322E-001, 2.0768422E-001, 2.6259711E-002, 4.6890486E-004, 8.4514326E-008, 5.4782706E-013, 3.0071072E+002, 3.2633079E+002, 2.8644881E+002, 2.8079950E+002, 2.7295214E+002, 2.5830295E+002, 2.2324418E+002, 1.5200302E+002, 8.9256289E+001, 4.9194001E+001, 2.2918452E+001, 1.3998426E+001, 4.1802138E+002, 3.6347063E+002, 1.9586339E+002, 1.3745360E+002, 3.9270076E+002, 2.9155777E+002, 1.8634382E+002, 3.4221196E+001, 1.6546772E+001, 1.4630572E+001, 1.1587621E+001
 1.6500106E+002, 1.2060219E-002,-1.2078060E-002, 9.6921798E-001,-3.7150060E-001, 1.5200000E-004, 1.6388157E-001, 2.0753776E-001, 2.6378910E-002, 5.5554276E-004, 1.5892041E-007, 7.4628767E-013, 3.0427377E+002, 3.3013263E+002, 2.8879293E+002, 2.8525949E+002, 2.7603444E+002, 2.5975770E+002, 2.2368287E+002, 1.5885618E+002, 9.6491615E+001, 5.2629583E+001, 2.4140143E+001, 1.4447029E+001, 4.0479522E+002, 3.4883174E+002, 2.1816345E+002, 1.2514610E+002, 4.0201847E+002, 2.8990485E+002, 1.8665436E+002, 3.3769562E+001, 1.6387839E+001, 1.4631532E+001, 1.1917086E+001
 1.7000147E+002, 1.2118679E-002,-1.1803724E-002, 9.8782907E-001,-4.7901665E-001, 1.5200000E-004, 1.6436748E-001, 2.0764638E-001, 2.6091587E-002, 4.9128819E-004, 6.0530005E-008, 2.8248013E-013, 3.0477004E+002, 3.2561983E+002, 2.9143660E+002, 2.8909888E+002, 2.7867218E+002, 2.6119697E+002, 2.1878935E+002, 1.5944087E+002, 9.5401987E+001, 5.3444227E+001, 2.4099074E+001, 1.4451651E+001, 4.1583364E+002, 3.5564347E+002, 2.2034764E+002, 1.2298171E+002, 3.8046271E+002, 2.8813739E+002, 1.8348028E+002, 3.2088799E+001, 1.7759980E+001, 1.5385158E+001, 1.1453205E+001
 1.7500124E+002, 1.2136033E-002,-1.2084284E-002, 9.8141142E-001,-4.7089112E-001, 1.5200000E-004, 1.6393571E-001, 2.0758496E-001, 2.6346848E-002, 5.2762069E-004, 1.9768074E-007, 2.5133049E-010, 3.0661277E+002, 3.2788302E+002, 2.9607713E+002, 2.9191010E+002, 2.8477733E+002, 2.6874720E+002, 2.2952487E+002, 1.6330812E+002, 9.7712539E+001, 5.0753059E+001, 2.4255541E+001, 1.4772073E+001, 4.2711165E+002, 3.9015349E+002, 2.5800906E+002, 1.2692624E+002, 3.8478556E+002, 3.0455486E+002, 2.0232613E+002, 3.3885468E+001, 1.7516648E+001, 1.5448157E+001, 1.1837002E+001
 1.8000094E+002, 1.2199487E-002,-1.1912107E-002, 1.0009488E+000,-4.3849353E-001, 1.5200000E-004, 1.6348093E-001, 2.0762633E-001, 2.6615988E-002, 5.0315074E-004, 7.4186912E-008, 4.1510023E-013, 3.0648099E+002, 3.3115108E+002, 2.9305150E+002, 2.8816422E+002, 2.8227173E+002, 2.6560741E+002, 2.3377785E+002, 1.6710028E+002, 9.7452697E+001, 5.0451252E+001, 2.3941398E+001, 1.4683076E+001, 4.3054196E+002, 3.8126664E+002, 2.5074643E+002, 1.3555542E+002, 3.8901772E+002, 2.9754225E+002, 2.1355477E+002, 3.3844407E+001, 1.8819626E+001, 1.6267827E+001, 1.1610583E+001
 1.8500163E+002, 1.2210314E-002,-1.2159283E-002, 1.0063601E+000,-4.8170797E-001, 1.5200000E-004, 1.6500444E-001, 2.0763524E-001, 2.5714831E-002, 4.9788248E-004, 4.2955999E-008, 3.8013491E-013, 3.0299241E+002, 3.2415244E+002, 2.9348021E+002, 2.9182380E+002, 2.8748724E+002, 2.7532304E+002, 2.4515205E+002, 1.7654813E+002, 9.9364426E+001, 4.9602917E+001, 2.4253839E+001, 1.4932459E+001, 4.2336866E+002, 4.0694279E+002, 2.8209871E+002, 1.4877518E+002, 3.8201813E+002, 2.9105728E+002, 2.1276158E+002, 3.3129622E+001, 1.9160135E+001, 1.6118555E+001, 1.1778726E+001
