s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.2805647E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2805647E-008, 0.0000000E+000, 0.0000000E+000
 5.0023704E+000, 4.6346244E-001,-1.6948450E-001,-1.4305696E-002,-5.1178615E-002,-2.9524908E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2764911E-001, 2.2846410E-001, 1.0648656E-005, 1.0648656E-005
 1.0002567E+001, 1.4006185E+000,-5.2296025E-001,-1.4806870E-001,-2.0334464E-001,-7.9409983E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2568568E-001, 5.2616553E-001, 3.1902960E-005, 3.1902960E-005
 1.5001364E+001, 2.3475594E+000,-9.0535113E-001,-4.2213253E-001,-4.5244549E-001,-1.1850051E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6711724E-001, 5.6751171E-001, 5.3156943E-005, 5.3156943E-005
 2.0000870E+001, 3.2827351E+000,-1.3507251E+000,-7.4029540E-001,-7.4530518E-001,-1.4861527E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4552101E-001, 4.4626081E-001, 7.4410648E-005, 7.4410648E-005
 2.5001997E+001, 3.9150619E+000,-1.7495446E+000,-1.0021365E+000,-9.2799816E-001,-1.6377488E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3607222E-001, 2.3521889E-001, 8.7198138E-005, 8.7198138E-005
 3.0001396E+001, 4.0876078E+000,-1.9240660E+000,-1.1133179E+000,-9.0677024E-001,-1.7491086E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4353448E-001, 1.4327876E-001, 9.1531773E-005, 9.1531773E-005
 3.5000248E+001, 4.3376645E+000,-2.1182899E+000,-1.1707485E+000,-9.3946050E-001,-1.7649411E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0945171E-001, 1.0898920E-001, 9.5864153E-005, 9.5864153E-005
 4.0001648E+001, 4.4160491E+000,-2.2157843E+000,-1.2617909E+000,-8.9268850E-001,-1.8014439E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4968755E-002, 4.5605194E-002, 1.0019727E-004, 1.0019727E-004
 4.5000076E+001, 4.6874341E+000,-2.3937359E+000,-1.3265482E+000,-8.9463166E-001,-1.8539076E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1893527E-002, 7.2332947E-002, 1.0453047E-004, 1.0453047E-004
 5.0001751E+001, 4.9178184E+000,-2.5361726E+000,-1.4238684E+000,-8.7855409E-001,-1.9722759E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8289011E-002, 7.9026046E-002, 1.0886358E-004, 1.0886358E-004
 5.5000134E+001, 5.0374134E+000,-2.6225392E+000,-1.4977401E+000,-8.6092943E-001,-1.9969890E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5043217E-002, 5.6004987E-002, 1.1319700E-004, 1.1319700E-004
 6.0001720E+001, 5.3080050E+000,-2.8274537E+000,-1.5294813E+000,-8.5598774E-001,-2.0542556E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4607961E-002, 9.4876870E-002, 1.1753002E-004, 1.1753002E-004
 6.5000130E+001, 5.4646465E+000,-2.9383727E+000,-1.6311945E+000,-8.4283351E-001,-2.1036739E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1198689E-002, 5.2035483E-002, 1.2186318E-004, 1.2186318E-004
 7.0000160E+001, 5.6295927E+000,-3.0845477E+000,-1.7037806E+000,-8.3084048E-001,-2.1906212E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8305540E-003, 1.0204807E-002, 1.2619591E-004, 1.2619591E-004
 7.5000687E+001, 5.8145157E+000,-3.1417219E+000,-1.8019476E+000,-7.9873122E-001,-2.1264499E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0504800E-002, 7.1902378E-002, 1.3052911E-004, 1.3052911E-004
 8.0000679E+001, 6.0413854E+000,-3.3817080E+000,-1.8022862E+000,-8.0470978E-001,-2.2904991E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1997081E-002, 5.2452449E-002, 1.3486286E-004, 1.3486286E-004
 8.5001556E+001, 6.2314477E+000,-3.5345011E+000,-1.8646004E+000,-8.1710672E-001,-2.3709976E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5400849E-002, 1.5002327E-002, 1.3919626E-004, 1.3919626E-004
 9.0000801E+001, 6.4844763E+000,-3.6679852E+000,-1.9628184E+000,-7.5725911E-001,-2.3389528E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5734857E-002, 9.6179593E-002, 1.4352951E-004, 1.4352951E-004
 9.5000916E+001, 6.5963404E+000,-3.8140953E+000,-2.0036238E+000,-7.4604807E-001,-2.4597815E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2553152E-002, 3.2327236E-002, 1.4786239E-004, 1.4786239E-004
 1.0000101E+002, 6.8017665E+000,-3.9837033E+000,-2.0748421E+000,-6.9097679E-001,-2.4402698E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.2260118E-002, 5.2000289E-002, 1.5219565E-004, 1.5219565E-004
 1.0500069E+002, 6.9451335E+000,-4.1179738E+000,-2.1067539E+000,-6.7975319E-001,-2.4080252E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1419073E-002, 4.0411816E-002, 1.5652890E-004, 1.5652890E-004
 1.1000121E+002, 7.2918440E+000,-4.4283109E+000,-2.1660996E+000,-6.7087006E-001,-2.5395556E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6992137E-002, 2.6309545E-002, 1.6086193E-004, 1.6086193E-004
 1.1500098E+002, 7.2828631E+000,-4.3917720E+000,-2.2439436E+000,-5.9616426E-001,-2.4365088E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1023502E-002, 5.0739537E-002, 1.6519552E-004, 1.6519552E-004
 1.2000130E+002, 7.6313969E+000,-4.6174760E+000,-2.3762814E+000,-5.7929998E-001,-2.5336955E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8240949E-002, 5.8086146E-002, 1.6952863E-004, 1.6952863E-004
 1.2500016E+002, 7.6701947E+000,-4.7289487E+000,-2.3405238E+000,-5.6104950E-001,-2.6006124E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0562984E-002, 3.9412681E-002, 1.7386161E-004, 1.7386161E-004
 1.3000046E+002, 8.0451555E+000,-5.0423880E+000,-2.4263046E+000,-5.5979678E-001,-2.6671664E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8210232E-002, 1.6399413E-002, 1.7819433E-004, 1.7819433E-004
 1.3500146E+002, 8.2528826E+000,-5.1443703E+000,-2.4998516E+000,-5.2757116E-001,-2.7396626E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1643300E-002, 8.0815627E-002, 1.8252802E-004, 1.8252802E-004
 1.4000029E+002, 8.2418899E+000,-5.2152707E+000,-2.5750398E+000,-4.5658334E-001,-2.7012891E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2945961E-003,-5.2740790E-003, 1.8686133E-004, 1.8686133E-004
 1.4500166E+002, 8.6066817E+000,-5.4650955E+000,-2.6314190E+000,-4.4518466E-001,-2.7820682E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6711836E-002, 6.4704303E-002, 1.9119441E-004, 1.9119441E-004
 1.5000107E+002, 8.6174567E+000,-5.4761542E+000,-2.6625441E+000,-4.3849281E-001,-2.8254941E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0968013E-002, 3.9983052E-002, 1.9552811E-004, 1.9552811E-004
 1.5500157E+002, 8.8566097E+000,-5.7523400E+000,-2.7218907E+000,-3.7576348E-001,-2.8533613E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6046028E-003, 6.3302042E-003, 1.9822461E-004, 1.9822461E-004
 1.6000015E+002, 8.9049700E+000,-5.7911635E+000,-2.7407810E+000,-3.1851034E-001,-2.8642970E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5215428E-002, 5.4228819E-002, 1.9928738E-004, 1.9928738E-004
 1.6500172E+002, 8.8307528E+000,-5.7588175E+000,-2.7663409E+000,-3.0486072E-001,-2.8636875E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7799666E-003, 4.4736627E-004, 2.0035025E-004, 2.0035025E-004
 1.7000081E+002, 8.9293281E+000,-5.8112389E+000,-2.7919720E+000,-2.3353576E-001,-2.8502022E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3348714E-002, 9.2296473E-002, 2.0141319E-004, 2.0141319E-004
 1.7500024E+002, 9.0989677E+000,-5.9764335E+000,-2.9105902E+000,-2.3574990E-001,-2.7997306E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2479075E-002,-2.4085855E-002, 2.0247590E-004, 2.0247590E-004
 1.8000188E+002, 9.0251154E+000,-5.9974018E+000,-2.8461611E+000,-1.7700571E-001,-2.8876645E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2845044E-003, 4.2580598E-003, 2.0353885E-004, 2.0353885E-004
 1.8500056E+002, 8.9762067E+000,-5.9230566E+000,-2.9007440E+000,-1.2589992E-001,-2.8031680E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6847999E-002, 2.6225901E-002, 2.0460178E-004, 2.0460178E-004
 1.9000035E+002, 9.2900305E+000,-6.2056943E+000,-2.8993962E+000,-1.3367309E-001,-2.8350238E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3204942E-002, 5.0983446E-002, 2.0566447E-004, 2.0566447E-004
 1.9500018E+002, 8.9256154E+000,-5.9194223E+000,-2.9641151E+000,-8.5487643E-002,-2.9631179E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2216403E-002,-4.3705903E-002, 2.0672728E-004, 2.0672728E-004
 2.0000145E+002, 8.9087668E+000,-5.8712256E+000,-2.9790032E+000,-6.3545674E-002,-2.8950926E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1272725E-003,-5.2972007E-003, 2.0779028E-004, 2.0779028E-004
 2.0500133E+002, 9.1900948E+000,-6.0589276E+000,-2.9985523E+000,-6.8211653E-002,-2.8472432E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6261453E-002, 6.4118586E-002, 2.0885323E-004, 2.0885323E-004
 2.1000099E+002, 9.1922753E+000,-6.1450883E+000,-3.0069094E+000,-5.5810989E-002,-2.9057341E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3825919E-002,-1.5823961E-002, 2.0991609E-004, 2.0991609E-004
 2.1500119E+002, 9.1349120E+000,-6.0637701E+000,-3.0527673E+000,-3.0302352E-003,-2.9469473E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6296184E-002, 1.5049689E-002, 2.1097888E-004, 2.1097888E-004
 2.2000069E+002, 9.2131331E+000,-6.1960348E+000,-3.0424541E+000, 3.6211502E-002,-2.9381887E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2682002E-002, 1.0561782E-002, 2.1204166E-004, 2.1204166E-004
 2.2500041E+002, 9.3423861E+000,-6.2742235E+000,-3.0725155E+000, 2.7091295E-002,-2.9767944E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4901969E-002, 2.2440635E-002, 2.0818631E-004, 2.0818631E-004
 2.3000038E+002, 9.0506485E+000,-6.0014947E+000,-3.0586402E+000, 3.1235894E-002,-2.8754860E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4463703E-002, 2.1462012E-002, 1.9941762E-004, 1.9941762E-004
