s,kg/s,kg/s,Pa,Pa,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2
 4.5000077E+001, 3.4579828E-003,-3.1579745E-003, 1.5699020E+000,-4.4629938E-001, 1.1211664E-004, 1.1150486E-001, 1.8723048E-001, 5.7359503E-002, 1.2567714E-002, 1.4302192E-006, 4.0156868E-012, 3.1502869E+002, 3.3093685E+002, 3.0369751E+002, 2.9869455E+002, 2.9613261E+002, 2.9129184E+002, 2.8120380E+002, 2.6288302E+002, 2.3065365E+002, 1.5090209E+002, 3.4109536E+001, 1.0628212E+001, 4.4929759E+002, 3.5012671E+002, 2.6504346E+002, 9.7775600E+001, 4.2045923E+002, 3.6155876E+002, 3.5545254E+002, 2.9662262E+001, 7.7276926E+000, 1.0410835E+001, 1.0635400E+001
 5.0001751E+001, 3.4579119E-003,-3.1054448E-003, 1.6649291E+000,-3.9900505E-001, 1.1676422E-004, 1.0227652E-001, 1.9038062E-001, 6.2819311E-002, 1.0704342E-002, 4.0914959E-007, 3.6116999E-012, 3.3618299E+002, 3.4793377E+002, 3.2601742E+002, 3.1853036E+002, 3.1369295E+002, 3.0797661E+002, 2.9564892E+002, 2.7874204E+002, 2.5355436E+002, 1.6910194E+002, 3.7522787E+001, 1.1395859E+001, 4.6958137E+002, 3.8225093E+002, 2.7941632E+002, 1.0886115E+002, 4.5514636E+002, 3.6495848E+002, 3.4056493E+002, 2.9781170E+001, 8.9580732E+000, 1.1784074E+001, 1.2318843E+001
 5.5000134E+001, 3.4628036E-003,-3.2007868E-003, 1.6808884E+000,-4.4421491E-001, 1.2141213E-004, 9.8518947E-002, 1.8611834E-001, 6.5039108E-002, 1.3225568E-002, 3.2022186E-006, 3.6588107E-012, 3.5841598E+002, 3.7422822E+002, 3.4095758E+002, 3.3550983E+002, 3.3254622E+002, 3.2547950E+002, 3.1287680E+002, 2.9497037E+002, 2.6608889E+002, 1.7504144E+002, 3.7322430E+001, 1.3329334E+001, 4.8421950E+002, 3.8812822E+002, 3.0028803E+002, 1.2149744E+002, 4.7079184E+002, 3.8315109E+002, 3.5989323E+002, 2.9834349E+001, 9.8241044E+000, 1.3121966E+001, 1.3153216E+001
 6.0001721E+001, 3.4129298E-003,-3.0342657E-003, 1.7117007E+000,-5.0544851E-001, 1.2605961E-004, 9.5898780E-002, 1.8610406E-001, 6.6589523E-002, 1.3234014E-002, 2.6858706E-006, 5.4323040E-012, 3.6963952E+002, 3.8589713E+002, 3.5719591E+002, 3.5353021E+002, 3.5040301E+002, 3.4144096E+002, 3.2893355E+002, 3.1055908E+002, 2.7251542E+002, 1.7585500E+002, 4.0022937E+001, 1.4955502E+001, 5.0935734E+002, 4.2621959E+002, 3.2576749E+002, 1.3080362E+002, 4.8127367E+002, 4.0277886E+002, 3.5900670E+002, 2.9252138E+001, 1.1625279E+001, 1.4928446E+001, 1.3595060E+001
 6.5000130E+001, 3.5027224E-003,-3.2238748E-003, 1.7985118E+000,-4.3369853E-001, 1.3070725E-004, 8.9411968E-002, 1.8308779E-001, 7.0429098E-002, 1.5018201E-002, 2.7229394E-007, 3.1454031E-012, 3.8737227E+002, 3.9770739E+002, 3.7580744E+002, 3.7506372E+002, 3.7138648E+002, 3.6025402E+002, 3.4595916E+002, 3.2624868E+002, 2.8766346E+002, 1.9580972E+002, 4.5660498E+001, 1.5468266E+001, 5.3122588E+002, 4.5946694E+002, 3.3994629E+002, 1.5172099E+002, 4.8839401E+002, 3.9462155E+002, 3.4839948E+002, 2.8549263E+001, 1.2755664E+001, 1.6168003E+001, 1.4981267E+001
 7.0000157E+001, 3.4261447E-003,-3.2684844E-003, 1.7648627E+000,-4.9412687E-001, 1.3535442E-004, 8.6786371E-002, 1.8452501E-001, 7.1981615E-002, 1.4168056E-002, 8.3275574E-007, 3.7131357E-012, 3.9105792E+002, 4.1405474E+002, 3.8312251E+002, 3.8105084E+002, 3.7759418E+002, 3.6683331E+002, 3.5060308E+002, 3.3454135E+002, 3.0824191E+002, 2.1727479E+002, 4.7293239E+001, 1.6628135E+001, 5.6547137E+002, 4.5995616E+002, 3.3802442E+002, 1.7065670E+002, 5.2211993E+002, 4.0134898E+002, 3.5442196E+002, 2.9774867E+001, 1.3069586E+001, 1.7098896E+001, 1.6764853E+001
 7.5000688E+001, 3.4810502E-003,-3.1444839E-003, 1.8736878E+000,-4.5082074E-001, 1.4000210E-004, 8.0548889E-002, 1.8702203E-001, 7.5615074E-002, 1.2691020E-002, 5.5156900E-005, 5.7143065E-012, 4.1572438E+002, 4.4235049E+002, 3.9994697E+002, 3.9536291E+002, 3.8906216E+002, 3.7919299E+002, 3.6522673E+002, 3.4414069E+002, 3.1700937E+002, 2.1141582E+002, 4.7809321E+001, 1.7974499E+001, 5.7472295E+002, 4.8212502E+002, 3.5636576E+002, 1.7697627E+002, 5.3475387E+002, 4.1143445E+002, 3.6606499E+002, 3.1281459E+001, 1.3902448E+001, 1.8259706E+001, 1.8694956E+001
 8.0000679E+001, 3.4554369E-003,-3.1662039E-003, 1.8662675E+000,-4.6038892E-001, 1.4465036E-004, 7.5974338E-002, 1.8755380E-001, 7.8373510E-002, 1.2376465E-002, 4.3712526E-006, 3.8554096E-012, 4.2073822E+002, 4.4406407E+002, 4.1023476E+002, 4.0634967E+002, 3.9890327E+002, 3.9331704E+002, 3.8302459E+002, 3.6420513E+002, 3.3747782E+002, 2.2257660E+002, 5.0455451E+001, 1.9593305E+001, 5.8633824E+002, 5.0450659E+002, 3.6275335E+002, 1.8755452E+002, 5.6446886E+002, 4.5390085E+002, 4.0651973E+002, 3.0744647E+001, 1.5937315E+001, 2.0765292E+001, 1.9874780E+001
 8.5001554E+001, 3.4015169E-003,-3.1999921E-003, 1.8699820E+000,-5.0542138E-001, 1.4929825E-004, 7.1198270E-002, 1.9090553E-001, 8.1195727E-002, 1.0393845E-002, 7.1883135E-006, 3.7660003E-012, 4.4385074E+002, 4.5681574E+002, 4.3131728E+002, 4.3102134E+002, 4.2711138E+002, 4.1236994E+002, 3.9453232E+002, 3.6807328E+002, 3.3878700E+002, 2.2329816E+002, 5.2452914E+001, 2.0897278E+001, 6.1059056E+002, 5.4511656E+002, 3.8225464E+002, 1.9356140E+002, 5.6341634E+002, 4.3380558E+002, 3.9466948E+002, 3.0530811E+001, 1.8662258E+001, 2.2750566E+001, 2.0212240E+001
 9.0000802E+001, 3.4831960E-003,-3.0578606E-003, 1.9797647E+000,-4.9902316E-001, 1.5394598E-004, 6.6587026E-002, 1.7973959E-001, 8.3879476E-002, 1.6998729E-002, 4.9752626E-005, 4.5137431E-012, 4.5671820E+002, 4.7498274E+002, 4.4287210E+002, 4.4059920E+002, 4.3769294E+002, 4.2507543E+002, 4.0790367E+002, 3.8409120E+002, 3.6324721E+002, 2.6268599E+002, 6.3589176E+001, 2.3643135E+001, 6.2997144E+002, 5.5193566E+002, 3.8510285E+002, 2.1721988E+002, 5.8740388E+002, 4.6055590E+002, 4.0262042E+002, 3.1678795E+001, 1.8851247E+001, 2.3612702E+001, 2.3167719E+001
 9.5000916E+001, 3.4204076E-003,-3.1592287E-003, 1.9699877E+000,-5.0670795E-001, 1.5859331E-004, 6.4111007E-002, 1.8367813E-001, 8.5293951E-002, 1.4669003E-002, 9.8115705E-005, 4.4932246E-012, 4.6445537E+002, 4.8531403E+002, 4.5442659E+002, 4.5323307E+002, 4.4756001E+002, 4.3640036E+002, 4.2190379E+002, 4.0266117E+002, 3.7923581E+002, 2.8148187E+002, 6.8664681E+001, 2.5959926E+001, 6.5712304E+002, 5.8437692E+002, 4.2537170E+002, 2.3805041E+002, 5.9356333E+002, 4.5893391E+002, 4.0973414E+002, 3.2238089E+001, 2.2655286E+001, 2.5920655E+001, 2.3616214E+001
 1.0000101E+002, 3.5103070E-003,-3.1977478E-003, 2.0658391E+000,-4.7014114E-001, 1.6324106E-004, 6.3478998E-002, 1.7745835E-001, 8.5763945E-002, 1.8348130E-002, 5.1624064E-006, 4.1006538E-012, 4.7513722E+002, 4.9145036E+002, 4.7050311E+002, 4.7004571E+002, 4.6385632E+002, 4.5254805E+002, 4.3786929E+002, 4.1401794E+002, 3.8687240E+002, 2.9691703E+002, 7.1947724E+001, 2.8081925E+001, 6.5970846E+002, 6.0024997E+002, 4.4726417E+002, 2.5396891E+002, 5.9335118E+002, 4.5849265E+002, 4.3185659E+002, 3.3376765E+001, 2.4718553E+001, 2.8541575E+001, 2.4364668E+001
 1.0500069E+002, 3.4499720E-003,-3.1705368E-003, 2.0314107E+000,-5.0733807E-001, 1.6788879E-004, 6.0391114E-002, 1.7489154E-001, 8.7582686E-002, 1.9866454E-002, 1.2732777E-005, 4.6215165E-012, 4.8714043E+002, 5.0340800E+002, 4.8193141E+002, 4.7902844E+002, 4.7522337E+002, 4.6337976E+002, 4.4786101E+002, 4.3106667E+002, 4.1037202E+002, 3.3035207E+002, 8.0330075E+001, 3.0482193E+001, 6.7845144E+002, 6.2331258E+002, 4.5441382E+002, 2.7648025E+002, 6.1470631E+002, 4.7555815E+002, 4.4720141E+002, 3.5599384E+001, 2.6251329E+001, 2.9050690E+001, 2.7250429E+001
 1.1000121E+002, 3.4671003E-003,-3.2113474E-003, 2.0808934E+000,-4.9787568E-001, 1.7253628E-004, 5.1455329E-002, 1.8047794E-001, 9.2862108E-002, 1.6561985E-002, 1.8822495E-005, 4.1645106E-012, 4.9970621E+002, 5.1467926E+002, 4.9533565E+002, 4.9397975E+002, 4.8780078E+002, 4.7793144E+002, 4.6229975E+002, 4.4329044E+002, 4.2125105E+002, 3.2363184E+002, 8.2720777E+001, 3.3887104E+001, 7.0274831E+002, 6.4539229E+002, 4.7859272E+002, 2.8008830E+002, 6.3307730E+002, 4.8581140E+002, 4.5513597E+002, 3.5623966E+001, 2.6826583E+001, 3.1919629E+001, 2.9013150E+001
 1.1500098E+002, 3.5425161E-003,-3.2152198E-003, 2.1699793E+000,-4.6055428E-001, 1.7718438E-004, 5.4427738E-002, 1.7536048E-001, 9.1106889E-002, 1.9589063E-002, 1.5893437E-005, 4.5659410E-012, 5.0968746E+002, 5.2667171E+002, 5.0363958E+002, 5.0542660E+002, 4.9985003E+002, 4.8778105E+002, 4.7245940E+002, 4.5238016E+002, 4.3242128E+002, 3.4755322E+002, 9.4476071E+001, 3.8177328E+001, 7.0657221E+002, 6.3547520E+002, 4.6672750E+002, 2.9966825E+002, 6.4116767E+002, 5.0655757E+002, 4.8015914E+002, 3.6642583E+001, 3.0356446E+001, 3.4169392E+001, 3.0295856E+001
 1.2000130E+002, 3.5506132E-003,-3.1910304E-003, 2.2299367E+000,-4.3777800E-001, 1.8183195E-004, 4.6476842E-002, 1.7087683E-001, 9.5603682E-002, 2.2241234E-002, 2.1586041E-004, 4.2759270E-012, 5.2453721E+002, 5.4548444E+002, 5.2020558E+002, 5.1382648E+002, 5.0771295E+002, 4.9602318E+002, 4.8143964E+002, 4.6631135E+002, 4.4720907E+002, 3.7459256E+002, 1.1086302E+002, 4.3846805E+001, 7.3822363E+002, 6.4440332E+002, 4.7240286E+002, 3.2892113E+002, 6.6812254E+002, 5.1130152E+002, 4.7934645E+002, 3.8134742E+001, 3.1737169E+001, 3.4328492E+001, 3.3578933E+001
 1.2500016E+002, 3.4725880E-003,-3.1674407E-003, 2.1887214E+000,-5.3939070E-001, 1.8647939E-004, 4.6213637E-002, 1.6502194E-001, 9.5747505E-002, 2.5704523E-002, 2.2703900E-004, 4.4035988E-012, 5.3463145E+002, 5.5725634E+002, 5.3188720E+002, 5.2851540E+002, 5.2485912E+002, 5.1519113E+002, 5.0162775E+002, 4.8459278E+002, 4.6590986E+002, 3.7995270E+002, 1.1786590E+002, 5.4159030E+001, 7.3242501E+002, 6.8634095E+002, 5.3703874E+002, 3.7814762E+002, 6.6229615E+002, 5.3324076E+002, 5.0479408E+002, 3.8080174E+001, 3.8182451E+001, 3.8746892E+001, 3.3901921E+001
 1.3000045E+002, 3.4693601E-003,-3.2165387E-003, 2.1885278E+000,-5.2363746E-001, 1.9112655E-004, 3.9734771E-002, 1.6467607E-001, 9.9665555E-002, 2.5909115E-002, 1.4386739E-004, 4.6474727E-012, 5.5310238E+002, 5.7643102E+002, 5.4337191E+002, 5.4085438E+002, 5.3381286E+002, 5.2109795E+002, 5.0628130E+002, 4.9170370E+002, 4.7807312E+002, 4.0198348E+002, 1.2635842E+002, 5.5418487E+001, 7.3471750E+002, 6.8729081E+002, 5.6333648E+002, 3.9715647E+002, 6.7676775E+002, 5.3151893E+002, 4.9925556E+002, 3.9035644E+001, 4.0001892E+001, 4.2120101E+001, 3.5440625E+001
 1.3500147E+002, 3.5342785E-003,-3.1062259E-003, 2.2960795E+000,-4.7443785E-001, 1.9577475E-004, 3.8675028E-002, 1.6104964E-001, 1.0021624E-001, 2.8054223E-002, 2.1816222E-004, 4.1539256E-012, 5.5317252E+002, 5.7453741E+002, 5.5457714E+002, 5.5097184E+002, 5.4366945E+002, 5.3441985E+002, 5.2293643E+002, 5.0760101E+002, 4.9083762E+002, 4.3055274E+002, 1.2656068E+002, 5.5786864E+001, 7.6310593E+002, 7.3673180E+002, 6.6617919E+002, 4.5757666E+002, 6.9165950E+002, 5.5888665E+002, 5.1545571E+002, 4.0593340E+001, 4.8997484E+001, 4.7607953E+001, 3.8714815E+001
 1.4000028E+002, 3.4744042E-003,-3.2552657E-003, 2.2722526E+000,-4.9536213E-001, 2.0042255E-004, 2.7034500E-002, 1.6402103E-001, 1.0616264E-001, 2.6296582E-002, 1.1224748E-003, 4.2492189E-012, 5.7051874E+002, 5.9893557E+002, 5.6814383E+002, 5.6655429E+002, 5.5847777E+002, 5.4864356E+002, 5.3323546E+002, 5.1782552E+002, 4.9947899E+002, 4.3755275E+002, 1.2899462E+002, 5.6912520E+001, 7.6486178E+002, 7.4839045E+002, 6.5792450E+002, 5.1328017E+002, 7.0896510E+002, 5.5311278E+002, 5.2509919E+002, 4.2233990E+001, 4.5009831E+001, 4.6822077E+001, 4.0590888E+001
 1.4500167E+002, 3.4982028E-003,-3.0960122E-003, 2.3389980E+000,-4.7958832E-001, 2.0507010E-004, 2.7393219E-002, 1.5516788E-001, 1.0577806E-001, 3.1533405E-002, 1.2925306E-003, 4.7131515E-012, 5.8171339E+002, 6.0698399E+002, 5.7877354E+002, 5.7935876E+002, 5.6989199E+002, 5.5878231E+002, 5.4474529E+002, 5.2928683E+002, 5.0638685E+002, 4.4724438E+002, 1.3890678E+002, 6.1716970E+001, 7.7057587E+002, 7.3955686E+002, 6.6557639E+002, 5.3278266E+002, 7.1299081E+002, 5.6761788E+002, 5.4473177E+002, 4.3291910E+001, 5.1672612E+001, 4.9527379E+001, 4.2643625E+001
 1.5000106E+002, 3.5011077E-003,-3.1724315E-003, 2.3566002E+000,-4.8657397E-001, 2.0971831E-004, 2.2371557E-002, 1.4789457E-001, 1.0873034E-001, 3.5835716E-002, 1.3011216E-003, 5.2652671E-012, 5.9361357E+002, 6.0898346E+002, 5.9154915E+002, 5.9593743E+002, 5.8797547E+002, 5.7615795E+002, 5.6031328E+002, 5.4463054E+002, 5.2276602E+002, 4.5580692E+002, 1.4858456E+002, 6.7953493E+001, 7.7070100E+002, 7.7546164E+002, 7.2627914E+002, 5.5501572E+002, 7.1161589E+002, 5.7395143E+002, 5.4789200E+002, 4.4193888E+001, 5.6375250E+001, 5.3891472E+001, 4.3702807E+001
 1.5500157E+002, 3.4688656E-003,-3.2212608E-003, 2.3642472E+000,-4.9123850E-001, 2.1261051E-004, 1.9511428E-002, 1.5942127E-001, 1.1087053E-001, 2.9017435E-002, 8.7652073E-004, 7.3879191E-012, 6.0954417E+002, 6.2501695E+002, 6.1272978E+002, 6.1293126E+002, 6.0443079E+002, 5.9313950E+002, 5.7617845E+002, 5.6057493E+002, 5.4455237E+002, 4.9699389E+002, 1.5936403E+002, 6.9148435E+001, 7.8242906E+002, 7.7095460E+002, 7.0675536E+002, 6.2823066E+002, 7.2199885E+002, 5.8987212E+002, 5.5285429E+002, 4.6324602E+001, 5.7262047E+001, 5.4906614E+001, 4.6278200E+001
 1.6000015E+002, 3.5036861E-003,-3.1003826E-003, 2.3943755E+000,-5.0318593E-001, 2.1375041E-004, 1.9832104E-002, 1.5488890E-001, 1.0950392E-001, 3.1698429E-002, 2.0003872E-003, 6.0552459E-012, 6.2244999E+002, 6.4253739E+002, 6.1975024E+002, 6.1961719E+002, 6.1537942E+002, 6.0322383E+002, 5.8796305E+002, 5.7262383E+002, 5.5684246E+002, 5.0533032E+002, 1.5383478E+002, 7.1184557E+001, 7.9004253E+002, 7.9963245E+002, 7.4430577E+002, 6.8766437E+002, 7.2622536E+002, 5.9962139E+002, 5.7066817E+002, 4.8182649E+001, 6.0887801E+001, 6.1669906E+001, 4.7970201E+001
 1.6500173E+002, 3.4636293E-003,-3.2270497E-003, 2.3584312E+000,-5.2631187E-001, 2.1489042E-004, 2.0964606E-002, 1.5454080E-001, 1.0994281E-001, 3.1904330E-002, 9.3865754E-004, 6.7724969E-009, 6.2407971E+002, 6.4617986E+002, 6.2070155E+002, 6.2407210E+002, 6.1838681E+002, 6.0818458E+002, 5.9659760E+002, 5.8290243E+002, 5.6871179E+002, 5.2808270E+002, 1.5812544E+002, 7.4279618E+001, 7.8904940E+002, 8.1259845E+002, 8.0226680E+002, 7.0449075E+002, 7.3582185E+002, 6.1032243E+002, 5.8102118E+002, 4.8976985E+001, 6.3942850E+001, 6.1040366E+001, 4.9678209E+001
 1.7000081E+002, 3.4898350E-003,-2.9826239E-003, 2.3995134E+000,-4.9046154E-001, 2.1603049E-004, 1.8385653E-002, 1.4182698E-001, 1.1103790E-001, 3.9424775E-002, 1.3560235E-003, 4.2249623E-008, 6.2980853E+002, 6.5543117E+002, 6.3335275E+002, 6.3241539E+002, 6.2496854E+002, 6.1568240E+002, 6.0569040E+002, 5.8942210E+002, 5.7413099E+002, 5.2512823E+002, 1.7881849E+002, 7.8024899E+001, 7.9061225E+002, 7.8896704E+002, 7.4973790E+002, 6.2791322E+002, 7.3347644E+002, 6.2123300E+002, 5.9208803E+002, 5.0758661E+001, 6.1087068E+001, 5.8365303E+001, 5.0577898E+001
 1.7500024E+002, 3.5064521E-003,-3.3360132E-003, 2.4743734E+000,-4.6222934E-001, 2.1717033E-004, 1.6354787E-002, 1.3923848E-001, 1.1221747E-001, 4.0950323E-002, 1.3752604E-003, 5.4632677E-006, 6.4020388E+002, 6.6557424E+002, 6.3872466E+002, 6.4284967E+002, 6.3969746E+002, 6.3614846E+002, 6.2196240E+002, 6.0589524E+002, 5.9094542E+002, 5.2912125E+002, 1.9588084E+002, 8.6940733E+001, 7.6925537E+002, 7.9704800E+002, 7.8167192E+002, 7.0461402E+002, 7.3853452E+002, 6.3438409E+002, 6.0935834E+002, 5.1915229E+001, 6.7802979E+001, 6.6550439E+001, 5.2871421E+001
 1.8000187E+002, 3.5139277E-003,-3.2647856E-003, 2.4408294E+000,-4.7257314E-001, 2.1831042E-004, 2.0201170E-002, 1.4817427E-001, 1.1084105E-001, 3.5670158E-002, 5.1205668E-004, 1.0794842E-007, 6.4083984E+002, 6.6841725E+002, 6.4469465E+002, 6.4600218E+002, 6.3930126E+002, 6.3176521E+002, 6.2334068E+002, 6.1232644E+002, 5.9826829E+002, 5.6633796E+002, 1.9638064E+002, 8.7061798E+001, 7.9602022E+002, 8.2360195E+002, 7.9198367E+002, 7.0145994E+002, 7.5181842E+002, 6.3671843E+002, 6.1491682E+002, 5.3684780E+001, 6.9043890E+001, 6.6204904E+001, 5.4838069E+001
 1.8500056E+002, 3.4782370E-003,-3.1500940E-003, 2.4471569E+000,-4.9314041E-001, 2.1945050E-004, 1.9805002E-002, 1.4644382E-001, 1.1089377E-001, 3.6693553E-002, 6.8500062E-004, 3.0401415E-007, 6.5310764E+002, 6.7109184E+002, 6.5580804E+002, 6.5413581E+002, 6.5005221E+002, 6.4270365E+002, 6.3416578E+002, 6.2012363E+002, 5.9877870E+002, 5.6624884E+002, 2.0886794E+002, 8.9440258E+001, 7.9294260E+002, 8.0121879E+002, 7.7265025E+002, 6.6472148E+002, 7.5601663E+002, 6.4744710E+002, 6.2216579E+002, 5.5209368E+001, 7.1229354E+001, 6.6873984E+001, 5.6431558E+001
