s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.2169424E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2169424E-008, 0.0000000E+000, 0.0000000E+000
 5.0020218E+000, 9.1262866E-001,-3.3626210E-001,-1.2910281E-001,-8.2859057E-002,-5.4511993E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6302857E-001, 3.6435018E-001, 2.1286648E-005, 2.1286648E-005
 1.0001279E+001, 2.7842651E+000,-1.0403186E+000,-9.6457714E-001,-2.6887546E-001,-1.3673587E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0936762E-001, 5.1035717E-001, 6.3797961E-005, 6.3797961E-005
 1.5001068E+001, 3.9325682E+000,-1.4956244E+000,-1.7588601E+000,-4.1301937E-001,-1.7082905E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6394268E-001, 2.6489350E-001, 8.7393080E-005, 8.7393080E-005
 2.0001509E+001, 4.1599781E+000,-1.5909433E+000,-2.0374719E+000,-3.9680865E-001,-1.8595942E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3742270E-001, 1.3456824E-001, 9.2117460E-005, 9.2117460E-005
 2.5002569E+001, 4.3300835E+000,-1.6640511E+000,-2.2638059E+000,-3.8794259E-001,-1.8861241E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6177384E-002, 1.4095266E-002, 9.6841942E-005, 9.6841942E-005
 3.0002609E+001, 4.5640775E+000,-1.7547812E+000,-2.3599873E+000,-3.3429379E-001,-1.9496729E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1674420E-001, 1.1482025E-001, 1.0156617E-004, 1.0156617E-004
 3.5001682E+001, 4.7370801E+000,-1.8268660E+000,-2.6407638E+000,-3.2564294E-001,-2.0128021E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5051650E-002,-5.6393866E-002, 1.0628972E-004, 1.0628972E-004
 4.0000923E+001, 5.0158649E+000,-1.9230543E+000,-2.7554422E+000,-2.7536254E-001,-2.0772630E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2436049E-002, 6.1798046E-002, 1.1101271E-004, 1.1101271E-004
 4.5000160E+001, 5.1681461E+000,-1.9867452E+000,-2.8481263E+000,-2.6689346E-001,-2.1348728E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9399865E-002, 6.6167561E-002, 1.1573586E-004, 1.1573586E-004
 5.0001545E+001, 5.4249372E+000,-2.0887714E+000,-2.9821624E+000,-2.6516781E-001,-2.2394503E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2709468E-002, 8.8611634E-002, 1.2045990E-004, 1.2045990E-004
 5.5001389E+001, 5.6115464E+000,-2.1673138E+000,-3.2185412E+000,-2.3686833E-001,-2.2720977E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0098546E-002,-1.1404104E-002, 1.2518420E-004, 1.2518420E-004
 6.0002125E+001, 5.7954017E+000,-2.2371079E+000,-3.4026046E+000,-1.8570036E-001,-2.1997306E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1151777E-002,-3.0231142E-002, 1.2990837E-004, 1.2990837E-004
 6.5000725E+001, 6.0397132E+000,-2.3340215E+000,-3.4027283E+000,-1.8012042E-001,-2.3487634E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2352934E-001, 1.2260808E-001, 1.3463188E-004, 1.3463188E-004
 7.0002045E+001, 6.2703893E+000,-2.4437616E+000,-3.5797110E+000,-1.9927462E-001,-2.4337027E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9501661E-002, 4.7398679E-002, 1.3935580E-004, 1.3935580E-004
 7.5000244E+001, 6.3586056E+000,-2.4700241E+000,-3.7609115E+000,-1.3994941E-001,-2.4360591E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1782438E-002,-1.2523043E-002, 1.4171520E-004, 1.4171520E-004
 8.0002235E+001, 6.3099874E+000,-2.4492481E+000,-3.7793815E+000,-9.1638969E-002,-2.4269298E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0164017E-002,-1.0523878E-002, 1.4171520E-004, 1.4171520E-004
 8.5001389E+001, 6.4041235E+000,-2.4806996E+000,-3.8901159E+000,-5.9558279E-002,-2.3905642E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3599702E-002,-2.6489344E-002, 1.4171520E-004, 1.4171520E-004
 9.0002312E+001, 6.4168128E+000,-2.4682607E+000,-3.8319228E+000,-3.2950820E-002,-2.4837470E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6930406E-002, 8.3430107E-002, 1.4171520E-004, 1.4171520E-004
