s,C,C,C
Time,Cable Temp,Shroud Temp,Conduit
 0.000E+00, 3.100E+01, 3.100E+01, 3.100E+01
 1.508E+01, 3.100E+01, 6.662E+01, 3.106E+01
 3.004E+01, 3.106E+01, 1.366E+02, 3.156E+01
 4.501E+01, 3.112E+01, 2.065E+02, 3.284E+01
 6.004E+01, 3.113E+01, 2.766E+02, 3.534E+01
 7.503E+01, 3.120E+01, 3.467E+02, 3.971E+01
 9.001E+01, 3.141E+01, 4.167E+02, 4.669E+01
 1.050E+02, 3.176E+01, 4.711E+02, 5.695E+01
 1.200E+02, 3.222E+01, 4.750E+02, 6.859E+01
 1.350E+02, 3.291E+01, 4.750E+02, 8.015E+01
 1.500E+02, 3.382E+01, 4.750E+02, 9.159E+01
 1.650E+02, 3.487E+01, 4.750E+02, 1.029E+02
 1.800E+02, 3.622E+01, 4.750E+02, 1.141E+02
 1.950E+02, 3.789E+01, 4.750E+02, 1.252E+02
 2.100E+02, 3.969E+01, 4.750E+02, 1.361E+02
 2.250E+02, 4.176E+01, 4.750E+02, 1.469E+02
 2.400E+02, 4.405E+01, 4.750E+02, 1.574E+02
 2.550E+02, 4.655E+01, 4.750E+02, 1.679E+02
 2.700E+02, 4.930E+01, 4.750E+02, 1.781E+02
 2.850E+02, 5.223E+01, 4.750E+02, 1.881E+02
 3.000E+02, 5.535E+01, 4.750E+02, 1.980E+02
 3.150E+02, 5.867E+01, 4.750E+02, 2.076E+02
 3.300E+02, 6.226E+01, 4.750E+02, 2.170E+02
 3.450E+02, 6.611E+01, 4.750E+02, 2.261E+02
 3.600E+02, 7.019E+01, 4.750E+02, 2.351E+02
 3.750E+02, 7.449E+01, 4.750E+02, 2.438E+02
 3.900E+02, 7.907E+01, 4.750E+02, 2.522E+02
 4.050E+02, 8.384E+01, 4.750E+02, 2.604E+02
 4.200E+02, 8.874E+01, 4.750E+02, 2.684E+02
 4.350E+02, 9.388E+01, 4.750E+02, 2.761E+02
 4.500E+02, 9.927E+01, 4.750E+02, 2.835E+02
 4.650E+02, 1.049E+02, 4.750E+02, 2.906E+02
 4.800E+02, 1.106E+02, 4.750E+02, 2.975E+02
 4.950E+02, 1.164E+02, 4.750E+02, 3.041E+02
 5.100E+02, 1.223E+02, 4.750E+02, 3.105E+02
 5.250E+02, 1.284E+02, 4.750E+02, 3.166E+02
 5.400E+02, 1.346E+02, 4.750E+02, 3.224E+02
 5.550E+02, 1.409E+02, 4.750E+02, 3.280E+02
 5.700E+02, 1.472E+02, 4.750E+02, 3.334E+02
 5.850E+02, 1.537E+02, 4.750E+02, 3.386E+02
 6.000E+02, 1.602E+02, 4.750E+02, 3.435E+02
 6.150E+02, 1.668E+02, 4.750E+02, 3.482E+02
 6.300E+02, 1.734E+02, 4.750E+02, 3.528E+02
 6.450E+02, 1.801E+02, 4.750E+02, 3.571E+02
 6.600E+02, 1.868E+02, 4.750E+02, 3.613E+02
 6.750E+02, 1.935E+02, 4.750E+02, 3.652E+02
 6.900E+02, 2.001E+02, 4.750E+02, 3.689E+02
 7.050E+02, 2.066E+02, 4.750E+02, 3.725E+02
 7.200E+02, 2.131E+02, 4.750E+02, 3.760E+02
 7.350E+02, 2.195E+02, 4.750E+02, 3.792E+02
 7.500E+02, 2.259E+02, 4.750E+02, 3.822E+02
 7.650E+02, 2.323E+02, 4.750E+02, 3.851E+02
 7.800E+02, 2.384E+02, 4.750E+02, 3.879E+02
 7.950E+02, 2.445E+02, 4.750E+02, 3.906E+02
 8.100E+02, 2.505E+02, 4.750E+02, 3.931E+02
 8.250E+02, 2.564E+02, 4.750E+02, 3.956E+02
 8.400E+02, 2.621E+02, 4.750E+02, 3.979E+02
 8.550E+02, 2.678E+02, 4.750E+02, 4.002E+02
 8.700E+02, 2.734E+02, 4.750E+02, 4.022E+02
 8.850E+02, 2.789E+02, 4.750E+02, 4.043E+02
 9.000E+02, 2.843E+02, 4.750E+02, 4.062E+02
 9.150E+02, 2.896E+02, 4.750E+02, 4.081E+02
 9.300E+02, 2.947E+02, 4.750E+02, 4.098E+02
 9.450E+02, 2.996E+02, 4.750E+02, 4.114E+02
 9.600E+02, 3.044E+02, 4.750E+02, 4.131E+02
 9.750E+02, 3.092E+02, 4.750E+02, 4.146E+02
 9.900E+02, 3.138E+02, 4.750E+02, 4.161E+02
 1.005E+03, 3.183E+02, 4.750E+02, 4.175E+02
 1.020E+03, 3.228E+02, 4.750E+02, 4.189E+02
 1.035E+03, 3.271E+02, 4.750E+02, 4.202E+02
 1.050E+03, 3.311E+02, 4.750E+02, 4.213E+02
 1.065E+03, 3.349E+02, 4.750E+02, 4.224E+02
 1.080E+03, 3.387E+02, 4.750E+02, 4.235E+02
 1.095E+03, 3.424E+02, 4.750E+02, 4.246E+02
 1.110E+03, 3.461E+02, 4.750E+02, 4.256E+02
 1.125E+03, 3.495E+02, 4.750E+02, 4.266E+02
 1.140E+03, 3.529E+02, 4.750E+02, 4.275E+02
 1.155E+03, 3.562E+02, 4.750E+02, 4.283E+02
 1.170E+03, 3.594E+02, 4.750E+02, 4.292E+02
 1.185E+03, 3.625E+02, 4.750E+02, 4.300E+02
 1.200E+03, 3.655E+02, 4.750E+02, 4.308E+02
 1.215E+03, 3.685E+02, 4.750E+02, 4.316E+02
 1.230E+03, 3.713E+02, 4.750E+02, 4.323E+02
 1.245E+03, 3.739E+02, 4.750E+02, 4.330E+02
 1.260E+03, 3.765E+02, 4.750E+02, 4.336E+02
 1.275E+03, 3.791E+02, 4.750E+02, 4.342E+02
 1.290E+03, 3.815E+02, 4.750E+02, 4.348E+02
 1.305E+03, 3.838E+02, 4.750E+02, 4.354E+02
 1.320E+03, 3.860E+02, 4.750E+02, 4.359E+02
 1.335E+03, 3.881E+02, 4.750E+02, 4.363E+02
 1.350E+03, 3.902E+02, 4.750E+02, 4.368E+02
 1.365E+03, 3.922E+02, 4.750E+02, 4.372E+02
 1.380E+03, 3.942E+02, 4.750E+02, 4.377E+02
 1.395E+03, 3.961E+02, 4.750E+02, 4.382E+02
 1.410E+03, 3.980E+02, 4.750E+02, 4.387E+02
 1.425E+03, 3.998E+02, 4.750E+02, 4.392E+02
 1.440E+03, 4.014E+02, 4.750E+02, 4.395E+02
 1.455E+03, 4.030E+02, 4.750E+02, 4.399E+02
 1.470E+03, 4.045E+02, 4.750E+02, 4.402E+02
 1.485E+03, 4.061E+02, 4.750E+02, 4.406E+02
 1.500E+03, 4.075E+02, 4.750E+02, 4.409E+02
 1.515E+03, 4.088E+02, 4.750E+02, 4.412E+02
 1.530E+03, 4.101E+02, 4.750E+02, 4.415E+02
 1.545E+03, 4.115E+02, 4.750E+02, 4.418E+02
 1.560E+03, 4.127E+02, 4.750E+02, 4.420E+02
 1.575E+03, 4.139E+02, 4.750E+02, 4.422E+02
 1.590E+03, 4.150E+02, 4.750E+02, 4.424E+02
 1.605E+03, 4.160E+02, 4.750E+02, 4.426E+02
