s,C,C
Time,Cable Temp,Shroud Temp
 0.000E+00, 2.800E+01, 2.800E+01
 1.503E+01, 2.801E+01, 6.192E+01
 3.004E+01, 2.837E+01, 1.289E+02
 4.501E+01, 2.985E+01, 1.959E+02
 6.001E+01, 3.314E+01, 2.628E+02
 7.502E+01, 3.899E+01, 3.299E+02
 9.001E+01, 4.821E+01, 3.969E+02
 1.050E+02, 6.192E+01, 4.602E+02
 1.200E+02, 8.047E+01, 4.750E+02
 1.350E+02, 1.004E+02, 4.750E+02
 1.500E+02, 1.190E+02, 4.750E+02
 1.650E+02, 1.359E+02, 4.750E+02
 1.800E+02, 1.513E+02, 4.750E+02
 1.950E+02, 1.655E+02, 4.750E+02
 2.100E+02, 1.786E+02, 4.750E+02
 2.250E+02, 1.909E+02, 4.750E+02
 2.400E+02, 2.024E+02, 4.750E+02
 2.550E+02, 2.132E+02, 4.750E+02
 2.700E+02, 2.234E+02, 4.750E+02
 2.850E+02, 2.330E+02, 4.750E+02
 3.000E+02, 2.421E+02, 4.750E+02
 3.150E+02, 2.509E+02, 4.750E+02
 3.300E+02, 2.591E+02, 4.750E+02
 3.450E+02, 2.670E+02, 4.750E+02
 3.600E+02, 2.745E+02, 4.750E+02
 3.750E+02, 2.817E+02, 4.750E+02
 3.900E+02, 2.887E+02, 4.750E+02
 4.050E+02, 2.952E+02, 4.750E+02
 4.200E+02, 3.014E+02, 4.750E+02
 4.350E+02, 3.073E+02, 4.750E+02
 4.500E+02, 3.129E+02, 4.750E+02
 4.650E+02, 3.183E+02, 4.750E+02
 4.800E+02, 3.235E+02, 4.750E+02
 4.950E+02, 3.284E+02, 4.750E+02
 5.100E+02, 3.331E+02, 4.750E+02
 5.250E+02, 3.376E+02, 4.750E+02
 5.400E+02, 3.419E+02, 4.750E+02
 5.550E+02, 3.461E+02, 4.750E+02
 5.700E+02, 3.500E+02, 4.750E+02
 5.850E+02, 3.537E+02, 4.750E+02
 6.000E+02, 3.572E+02, 4.750E+02
 6.150E+02, 3.606E+02, 4.750E+02
 6.300E+02, 3.638E+02, 4.750E+02
 6.450E+02, 3.669E+02, 4.750E+02
 6.600E+02, 3.697E+02, 4.750E+02
 6.750E+02, 3.723E+02, 4.750E+02
 6.900E+02, 3.750E+02, 4.750E+02
 7.050E+02, 3.776E+02, 4.750E+02
 7.200E+02, 3.801E+02, 4.750E+02
 7.350E+02, 3.825E+02, 4.750E+02
 7.500E+02, 3.847E+02, 4.750E+02
 7.650E+02, 3.868E+02, 4.750E+02
 7.800E+02, 3.887E+02, 4.750E+02
 7.950E+02, 3.907E+02, 4.750E+02
 8.100E+02, 3.926E+02, 4.750E+02
 8.250E+02, 3.943E+02, 4.750E+02
 8.400E+02, 3.960E+02, 4.750E+02
 8.550E+02, 3.976E+02, 4.750E+02
 8.700E+02, 3.992E+02, 4.750E+02
 8.850E+02, 4.007E+02, 4.750E+02
 9.000E+02, 4.020E+02, 4.750E+02
 9.150E+02, 4.031E+02, 4.750E+02
 9.300E+02, 4.043E+02, 4.750E+02
 9.450E+02, 4.055E+02, 4.750E+02
 9.600E+02, 4.067E+02, 4.750E+02
 9.750E+02, 4.078E+02, 4.750E+02
 9.900E+02, 4.088E+02, 4.750E+02
 1.005E+03, 4.098E+02, 4.750E+02
 1.020E+03, 4.108E+02, 4.750E+02
 1.035E+03, 4.116E+02, 4.750E+02
 1.050E+03, 4.123E+02, 4.750E+02
 1.065E+03, 4.130E+02, 4.750E+02
 1.080E+03, 4.136E+02, 4.750E+02
 1.095E+03, 4.143E+02, 4.750E+02
 1.110E+03, 4.149E+02, 4.750E+02
 1.125E+03, 4.157E+02, 4.750E+02
 1.140E+03, 4.163E+02, 4.750E+02
 1.155E+03, 4.167E+02, 4.750E+02
 1.170E+03, 4.173E+02, 4.750E+02
