s,C,C,C
Time,Cable Temp,Shroud Temp,Conduit
 0.000E+00, 3.100E+01, 3.100E+01, 3.100E+01
 1.506E+01, 3.101E+01, 7.163E+01, 3.107E+01
 3.001E+01, 3.102E+01, 1.516E+02, 3.165E+01
 4.502E+01, 3.106E+01, 2.317E+02, 3.325E+01
 6.003E+01, 3.128E+01, 3.073E+02, 3.649E+01
 7.502E+01, 3.150E+01, 3.250E+02, 4.105E+01
 9.002E+01, 3.203E+01, 3.250E+02, 4.571E+01
 1.050E+02, 3.270E+01, 3.250E+02, 5.033E+01
 1.200E+02, 3.313E+01, 3.250E+02, 5.490E+01
 1.350E+02, 3.385E+01, 3.250E+02, 5.944E+01
 1.500E+02, 3.461E+01, 3.250E+02, 6.395E+01
 1.650E+02, 3.563E+01, 3.250E+02, 6.843E+01
 1.800E+02, 3.644E+01, 3.250E+02, 7.284E+01
 1.950E+02, 3.749E+01, 3.250E+02, 7.723E+01
 2.100E+02, 3.855E+01, 3.250E+02, 8.158E+01
 2.250E+02, 3.959E+01, 3.250E+02, 8.587E+01
 2.400E+02, 4.056E+01, 3.250E+02, 9.013E+01
 2.550E+02, 4.184E+01, 3.250E+02, 9.435E+01
 2.700E+02, 4.325E+01, 3.250E+02, 9.852E+01
 2.850E+02, 4.449E+01, 3.250E+02, 1.026E+02
 3.000E+02, 4.588E+01, 3.250E+02, 1.067E+02
 3.150E+02, 4.761E+01, 3.250E+02, 1.107E+02
 3.300E+02, 4.909E+01, 3.250E+02, 1.147E+02
 3.450E+02, 5.078E+01, 3.250E+02, 1.187E+02
 3.600E+02, 5.233E+01, 3.250E+02, 1.225E+02
 3.750E+02, 5.383E+01, 3.250E+02, 1.264E+02
 3.900E+02, 5.531E+01, 3.250E+02, 1.301E+02
 4.050E+02, 5.708E+01, 3.250E+02, 1.339E+02
 4.200E+02, 5.904E+01, 3.250E+02, 1.375E+02
 4.350E+02, 6.094E+01, 3.250E+02, 1.412E+02
 4.500E+02, 6.296E+01, 3.250E+02, 1.448E+02
 4.650E+02, 6.513E+01, 3.250E+02, 1.483E+02
 4.800E+02, 6.716E+01, 3.250E+02, 1.517E+02
 4.950E+02, 6.925E+01, 3.250E+02, 1.552E+02
 5.100E+02, 7.139E+01, 3.250E+02, 1.585E+02
 5.250E+02, 7.339E+01, 3.250E+02, 1.618E+02
 5.400E+02, 7.560E+01, 3.250E+02, 1.650E+02
 5.550E+02, 7.777E+01, 3.250E+02, 1.682E+02
 5.700E+02, 8.001E+01, 3.250E+02, 1.713E+02
 5.850E+02, 8.226E+01, 3.250E+02, 1.744E+02
 6.000E+02, 8.476E+01, 3.250E+02, 1.774E+02
 6.150E+02, 8.704E+01, 3.250E+02, 1.804E+02
 6.300E+02, 8.945E+01, 3.250E+02, 1.833E+02
 6.450E+02, 9.210E+01, 3.250E+02, 1.862E+02
 6.600E+02, 9.440E+01, 3.250E+02, 1.889E+02
 6.750E+02, 9.686E+01, 3.250E+02, 1.916E+02
 6.900E+02, 9.930E+01, 3.250E+02, 1.943E+02
 7.050E+02, 1.018E+02, 3.250E+02, 1.969E+02
 7.200E+02, 1.043E+02, 3.250E+02, 1.994E+02
 7.350E+02, 1.069E+02, 3.250E+02, 2.019E+02
 7.500E+02, 1.095E+02, 3.250E+02, 2.043E+02
 7.650E+02, 1.121E+02, 3.250E+02, 2.067E+02
 7.800E+02, 1.145E+02, 3.250E+02, 2.090E+02
 7.950E+02, 1.172E+02, 3.250E+02, 2.113E+02
 8.100E+02, 1.197E+02, 3.250E+02, 2.134E+02
 8.250E+02, 1.224E+02, 3.250E+02, 2.156E+02
 8.400E+02, 1.252E+02, 3.250E+02, 2.177E+02
 8.550E+02, 1.277E+02, 3.250E+02, 2.197E+02
 8.700E+02, 1.301E+02, 3.250E+02, 2.217E+02
 8.850E+02, 1.327E+02, 3.250E+02, 2.236E+02
 9.000E+02, 1.353E+02, 3.250E+02, 2.256E+02
 9.150E+02, 1.381E+02, 3.250E+02, 2.275E+02
 9.300E+02, 1.408E+02, 3.250E+02, 2.293E+02
 9.450E+02, 1.432E+02, 3.250E+02, 2.310E+02
 9.600E+02, 1.456E+02, 3.250E+02, 2.327E+02
 9.750E+02, 1.482E+02, 3.250E+02, 2.343E+02
 9.900E+02, 1.509E+02, 3.250E+02, 2.360E+02
 1.005E+03, 1.534E+02, 3.250E+02, 2.375E+02
 1.020E+03, 1.556E+02, 3.250E+02, 2.391E+02
 1.035E+03, 1.583E+02, 3.250E+02, 2.406E+02
 1.050E+03, 1.607E+02, 3.250E+02, 2.421E+02
 1.065E+03, 1.631E+02, 3.250E+02, 2.435E+02
 1.080E+03, 1.654E+02, 3.250E+02, 2.448E+02
 1.095E+03, 1.677E+02, 3.250E+02, 2.462E+02
 1.110E+03, 1.702E+02, 3.250E+02, 2.476E+02
 1.125E+03, 1.728E+02, 3.250E+02, 2.489E+02
 1.140E+03, 1.753E+02, 3.250E+02, 2.502E+02
 1.155E+03, 1.778E+02, 3.250E+02, 2.515E+02
 1.170E+03, 1.802E+02, 3.250E+02, 2.527E+02
 1.185E+03, 1.822E+02, 3.250E+02, 2.539E+02
 1.200E+03, 1.846E+02, 3.250E+02, 2.551E+02
 1.215E+03, 1.869E+02, 3.250E+02, 2.562E+02
 1.230E+03, 1.891E+02, 3.250E+02, 2.574E+02
 1.245E+03, 1.914E+02, 3.250E+02, 2.585E+02
 1.260E+03, 1.937E+02, 3.250E+02, 2.595E+02
 1.275E+03, 1.959E+02, 3.250E+02, 2.605E+02
 1.290E+03, 1.980E+02, 3.250E+02, 2.616E+02
 1.305E+03, 2.001E+02, 3.250E+02, 2.625E+02
 1.320E+03, 2.022E+02, 3.250E+02, 2.635E+02
 1.335E+03, 2.043E+02, 3.250E+02, 2.644E+02
 1.350E+03, 2.065E+02, 3.250E+02, 2.654E+02
 1.365E+03, 2.083E+02, 3.250E+02, 2.662E+02
 1.380E+03, 2.099E+02, 3.250E+02, 2.669E+02
 1.395E+03, 2.113E+02, 3.250E+02, 2.677E+02
 1.410E+03, 2.132E+02, 3.250E+02, 2.684E+02
 1.425E+03, 2.153E+02, 3.250E+02, 2.692E+02
 1.440E+03, 2.169E+02, 3.250E+02, 2.699E+02
 1.455E+03, 2.186E+02, 3.250E+02, 2.706E+02
 1.470E+03, 2.201E+02, 3.250E+02, 2.713E+02
 1.485E+03, 2.220E+02, 3.250E+02, 2.720E+02
 1.500E+03, 2.237E+02, 3.250E+02, 2.727E+02
 1.515E+03, 2.249E+02, 3.250E+02, 2.732E+02
 1.530E+03, 2.264E+02, 3.250E+02, 2.739E+02
 1.545E+03, 2.280E+02, 3.250E+02, 2.744E+02
 1.560E+03, 2.295E+02, 3.250E+02, 2.750E+02
 1.575E+03, 2.307E+02, 3.250E+02, 2.756E+02
 1.590E+03, 2.324E+02, 3.250E+02, 2.762E+02
 1.605E+03, 2.339E+02, 3.250E+02, 2.768E+02
