s,C,C,C
Time,Cable Temp,Shroud Temp,Conduit
 0.000E+00, 3.100E+01, 3.100E+01, 3.100E+01
 1.504E+01, 3.100E+01, 6.883E+01, 3.106E+01
 3.004E+01, 3.103E+01, 1.435E+02, 3.161E+01
 4.502E+01, 3.109E+01, 2.181E+02, 3.304E+01
 6.004E+01, 3.115E+01, 2.885E+02, 3.586E+01
 7.503E+01, 3.120E+01, 3.050E+02, 3.981E+01
 9.001E+01, 3.132E+01, 3.050E+02, 4.382E+01
 1.050E+02, 3.156E+01, 3.050E+02, 4.781E+01
 1.200E+02, 3.184E+01, 3.050E+02, 5.178E+01
 1.350E+02, 3.220E+01, 3.050E+02, 5.572E+01
 1.500E+02, 3.261E+01, 3.050E+02, 5.960E+01
 1.650E+02, 3.300E+01, 3.050E+02, 6.347E+01
 1.800E+02, 3.345E+01, 3.050E+02, 6.730E+01
 1.950E+02, 3.395E+01, 3.050E+02, 7.111E+01
 2.100E+02, 3.459E+01, 3.050E+02, 7.489E+01
 2.250E+02, 3.530E+01, 3.050E+02, 7.863E+01
 2.400E+02, 3.599E+01, 3.050E+02, 8.231E+01
 2.550E+02, 3.666E+01, 3.050E+02, 8.596E+01
 2.700E+02, 3.744E+01, 3.050E+02, 8.960E+01
 2.850E+02, 3.835E+01, 3.050E+02, 9.320E+01
 3.000E+02, 3.933E+01, 3.050E+02, 9.675E+01
 3.150E+02, 4.022E+01, 3.050E+02, 1.003E+02
 3.300E+02, 4.115E+01, 3.050E+02, 1.037E+02
 3.450E+02, 4.216E+01, 3.050E+02, 1.072E+02
 3.600E+02, 4.323E+01, 3.050E+02, 1.106E+02
 3.750E+02, 4.435E+01, 3.050E+02, 1.139E+02
 3.900E+02, 4.551E+01, 3.050E+02, 1.173E+02
 4.050E+02, 4.670E+01, 3.050E+02, 1.205E+02
 4.200E+02, 4.794E+01, 3.050E+02, 1.238E+02
 4.350E+02, 4.920E+01, 3.050E+02, 1.270E+02
 4.500E+02, 5.048E+01, 3.050E+02, 1.301E+02
 4.650E+02, 5.182E+01, 3.050E+02, 1.332E+02
 4.800E+02, 5.329E+01, 3.050E+02, 1.363E+02
 4.950E+02, 5.473E+01, 3.050E+02, 1.393E+02
 5.100E+02, 5.615E+01, 3.050E+02, 1.423E+02
 5.250E+02, 5.761E+01, 3.050E+02, 1.452E+02
 5.400E+02, 5.906E+01, 3.050E+02, 1.481E+02
 5.550E+02, 6.059E+01, 3.050E+02, 1.509E+02
 5.700E+02, 6.222E+01, 3.050E+02, 1.537E+02
 5.850E+02, 6.388E+01, 3.050E+02, 1.565E+02
 6.000E+02, 6.553E+01, 3.050E+02, 1.592E+02
 6.150E+02, 6.726E+01, 3.050E+02, 1.618E+02
 6.300E+02, 6.893E+01, 3.050E+02, 1.644E+02
 6.450E+02, 7.059E+01, 3.050E+02, 1.670E+02
 6.600E+02, 7.232E+01, 3.050E+02, 1.695E+02
 6.750E+02, 7.410E+01, 3.050E+02, 1.720E+02
 6.900E+02, 7.594E+01, 3.050E+02, 1.744E+02
 7.050E+02, 7.782E+01, 3.050E+02, 1.768E+02
 7.200E+02, 7.974E+01, 3.050E+02, 1.792E+02
 7.350E+02, 8.169E+01, 3.050E+02, 1.814E+02
 7.500E+02, 8.362E+01, 3.050E+02, 1.836E+02
 7.650E+02, 8.547E+01, 3.050E+02, 1.858E+02
 7.800E+02, 8.738E+01, 3.050E+02, 1.880E+02
 7.950E+02, 8.938E+01, 3.050E+02, 1.901E+02
 8.100E+02, 9.139E+01, 3.050E+02, 1.922E+02
 8.250E+02, 9.342E+01, 3.050E+02, 1.942E+02
 8.400E+02, 9.547E+01, 3.050E+02, 1.961E+02
 8.550E+02, 9.751E+01, 3.050E+02, 1.980E+02
 8.700E+02, 9.948E+01, 3.050E+02, 1.999E+02
 8.850E+02, 1.015E+02, 3.050E+02, 2.017E+02
 9.000E+02, 1.034E+02, 3.050E+02, 2.035E+02
 9.150E+02, 1.054E+02, 3.050E+02, 2.052E+02
 9.300E+02, 1.075E+02, 3.050E+02, 2.070E+02
 9.450E+02, 1.095E+02, 3.050E+02, 2.087E+02
 9.600E+02, 1.115E+02, 3.050E+02, 2.103E+02
 9.750E+02, 1.136E+02, 3.050E+02, 2.119E+02
 9.900E+02, 1.156E+02, 3.050E+02, 2.134E+02
 1.005E+03, 1.176E+02, 3.050E+02, 2.149E+02
 1.020E+03, 1.197E+02, 3.050E+02, 2.164E+02
 1.035E+03, 1.217E+02, 3.050E+02, 2.178E+02
 1.050E+03, 1.237E+02, 3.050E+02, 2.192E+02
 1.065E+03, 1.257E+02, 3.050E+02, 2.205E+02
 1.080E+03, 1.276E+02, 3.050E+02, 2.218E+02
 1.095E+03, 1.296E+02, 3.050E+02, 2.231E+02
 1.110E+03, 1.317E+02, 3.050E+02, 2.244E+02
 1.125E+03, 1.338E+02, 3.050E+02, 2.257E+02
 1.140E+03, 1.359E+02, 3.050E+02, 2.270E+02
 1.155E+03, 1.379E+02, 3.050E+02, 2.281E+02
 1.170E+03, 1.398E+02, 3.050E+02, 2.292E+02
 1.185E+03, 1.418E+02, 3.050E+02, 2.303E+02
 1.200E+03, 1.437E+02, 3.050E+02, 2.315E+02
 1.215E+03, 1.457E+02, 3.050E+02, 2.326E+02
 1.230E+03, 1.478E+02, 3.050E+02, 2.337E+02
 1.245E+03, 1.498E+02, 3.050E+02, 2.347E+02
 1.260E+03, 1.516E+02, 3.050E+02, 2.357E+02
 1.275E+03, 1.536E+02, 3.050E+02, 2.366E+02
 1.290E+03, 1.554E+02, 3.050E+02, 2.376E+02
 1.305E+03, 1.573E+02, 3.050E+02, 2.385E+02
 1.320E+03, 1.591E+02, 3.050E+02, 2.394E+02
 1.335E+03, 1.610E+02, 3.050E+02, 2.403E+02
 1.350E+03, 1.629E+02, 3.050E+02, 2.412E+02
 1.365E+03, 1.648E+02, 3.050E+02, 2.421E+02
 1.380E+03, 1.667E+02, 3.050E+02, 2.430E+02
 1.395E+03, 1.685E+02, 3.050E+02, 2.437E+02
 1.410E+03, 1.703E+02, 3.050E+02, 2.445E+02
 1.425E+03, 1.720E+02, 3.050E+02, 2.453E+02
 1.440E+03, 1.738E+02, 3.050E+02, 2.461E+02
 1.455E+03, 1.755E+02, 3.050E+02, 2.468E+02
 1.470E+03, 1.771E+02, 3.050E+02, 2.475E+02
 1.485E+03, 1.788E+02, 3.050E+02, 2.482E+02
 1.500E+03, 1.805E+02, 3.050E+02, 2.489E+02
 1.515E+03, 1.822E+02, 3.050E+02, 2.496E+02
 1.530E+03, 1.839E+02, 3.050E+02, 2.503E+02
 1.545E+03, 1.856E+02, 3.050E+02, 2.509E+02
 1.560E+03, 1.872E+02, 3.050E+02, 2.516E+02
 1.575E+03, 1.887E+02, 3.050E+02, 2.522E+02
 1.590E+03, 1.902E+02, 3.050E+02, 2.528E+02
 1.605E+03, 1.918E+02, 3.050E+02, 2.534E+02
