s,C,C,C
Time,Cable Temp,Shroud Temp,Conduit
 0.000E+00, 3.100E+01, 3.100E+01, 3.100E+01
 1.504E+01, 3.100E+01, 6.845E+01, 3.106E+01
 3.003E+01, 3.103E+01, 1.423E+02, 3.161E+01
 4.503E+01, 3.107E+01, 2.163E+02, 3.300E+01
 6.003E+01, 3.106E+01, 2.903E+02, 3.578E+01
 7.503E+01, 3.109E+01, 3.643E+02, 4.066E+01
 9.001E+01, 3.124E+01, 4.382E+02, 4.854E+01
 1.050E+02, 3.153E+01, 4.750E+02, 5.958E+01
 1.200E+02, 3.192E+01, 4.750E+02, 7.120E+01
 1.350E+02, 3.249E+01, 4.750E+02, 8.274E+01
 1.500E+02, 3.330E+01, 4.750E+02, 9.415E+01
 1.650E+02, 3.429E+01, 4.750E+02, 1.055E+02
 1.800E+02, 3.546E+01, 4.750E+02, 1.166E+02
 1.950E+02, 3.686E+01, 4.750E+02, 1.276E+02
 2.100E+02, 3.848E+01, 4.750E+02, 1.385E+02
 2.250E+02, 4.032E+01, 4.750E+02, 1.492E+02
 2.400E+02, 4.232E+01, 4.750E+02, 1.597E+02
 2.550E+02, 4.444E+01, 4.750E+02, 1.701E+02
 2.700E+02, 4.678E+01, 4.750E+02, 1.802E+02
 2.850E+02, 4.934E+01, 4.750E+02, 1.902E+02
 3.000E+02, 5.216E+01, 4.750E+02, 2.000E+02
 3.150E+02, 5.517E+01, 4.750E+02, 2.095E+02
 3.300E+02, 5.838E+01, 4.750E+02, 2.189E+02
 3.450E+02, 6.175E+01, 4.750E+02, 2.280E+02
 3.600E+02, 6.537E+01, 4.750E+02, 2.368E+02
 3.750E+02, 6.913E+01, 4.750E+02, 2.454E+02
 3.900E+02, 7.306E+01, 4.750E+02, 2.538E+02
 4.050E+02, 7.726E+01, 4.750E+02, 2.619E+02
 4.200E+02, 8.164E+01, 4.750E+02, 2.698E+02
 4.350E+02, 8.619E+01, 4.750E+02, 2.774E+02
 4.500E+02, 9.093E+01, 4.750E+02, 2.847E+02
 4.650E+02, 9.578E+01, 4.750E+02, 2.918E+02
 4.800E+02, 1.008E+02, 4.750E+02, 2.985E+02
 4.950E+02, 1.059E+02, 4.750E+02, 3.051E+02
 5.100E+02, 1.112E+02, 4.750E+02, 3.113E+02
 5.250E+02, 1.166E+02, 4.750E+02, 3.173E+02
 5.400E+02, 1.221E+02, 4.750E+02, 3.231E+02
 5.550E+02, 1.277E+02, 4.750E+02, 3.285E+02
 5.700E+02, 1.335E+02, 4.750E+02, 3.338E+02
 5.850E+02, 1.393E+02, 4.750E+02, 3.389E+02
 6.000E+02, 1.452E+02, 4.750E+02, 3.437E+02
 6.150E+02, 1.511E+02, 4.750E+02, 3.483E+02
 6.300E+02, 1.571E+02, 4.750E+02, 3.527E+02
 6.450E+02, 1.631E+02, 4.750E+02, 3.569E+02
 6.600E+02, 1.691E+02, 4.750E+02, 3.609E+02
 6.750E+02, 1.751E+02, 4.750E+02, 3.647E+02
 6.900E+02, 1.810E+02, 4.750E+02, 3.683E+02
 7.050E+02, 1.871E+02, 4.750E+02, 3.718E+02
 7.200E+02, 1.931E+02, 4.750E+02, 3.751E+02
 7.350E+02, 1.990E+02, 4.750E+02, 3.782E+02
 7.500E+02, 2.048E+02, 4.750E+02, 3.813E+02
 7.650E+02, 2.107E+02, 4.750E+02, 3.841E+02
 7.800E+02, 2.165E+02, 4.750E+02, 3.869E+02
 7.950E+02, 2.222E+02, 4.750E+02, 3.895E+02
 8.100E+02, 2.279E+02, 4.750E+02, 3.920E+02
 8.250E+02, 2.335E+02, 4.750E+02, 3.944E+02
 8.400E+02, 2.389E+02, 4.750E+02, 3.967E+02
 8.550E+02, 2.443E+02, 4.750E+02, 3.988E+02
 8.700E+02, 2.496E+02, 4.750E+02, 4.009E+02
 8.850E+02, 2.549E+02, 4.750E+02, 4.029E+02
 9.000E+02, 2.601E+02, 4.750E+02, 4.047E+02
 9.150E+02, 2.652E+02, 4.750E+02, 4.065E+02
 9.300E+02, 2.702E+02, 4.750E+02, 4.081E+02
 9.450E+02, 2.751E+02, 4.750E+02, 4.097E+02
 9.600E+02, 2.799E+02, 4.750E+02, 4.112E+02
 9.750E+02, 2.845E+02, 4.750E+02, 4.127E+02
 9.900E+02, 2.890E+02, 4.750E+02, 4.141E+02
 1.005E+03, 2.936E+02, 4.750E+02, 4.155E+02
 1.020E+03, 2.980E+02, 4.750E+02, 4.168E+02
 1.035E+03, 3.022E+02, 4.750E+02, 4.180E+02
 1.050E+03, 3.064E+02, 4.750E+02, 4.192E+02
 1.065E+03, 3.105E+02, 4.750E+02, 4.203E+02
 1.080E+03, 3.145E+02, 4.750E+02, 4.214E+02
 1.095E+03, 3.184E+02, 4.750E+02, 4.224E+02
 1.110E+03, 3.222E+02, 4.750E+02, 4.234E+02
 1.125E+03, 3.258E+02, 4.750E+02, 4.243E+02
 1.140E+03, 3.294E+02, 4.750E+02, 4.253E+02
 1.155E+03, 3.329E+02, 4.750E+02, 4.263E+02
 1.170E+03, 3.363E+02, 4.750E+02, 4.271E+02
 1.185E+03, 3.396E+02, 4.750E+02, 4.279E+02
 1.200E+03, 3.426E+02, 4.750E+02, 4.286E+02
 1.215E+03, 3.457E+02, 4.750E+02, 4.292E+02
 1.230E+03, 3.487E+02, 4.750E+02, 4.299E+02
 1.245E+03, 3.516E+02, 4.750E+02, 4.305E+02
 1.260E+03, 3.544E+02, 4.750E+02, 4.312E+02
 1.275E+03, 3.572E+02, 4.750E+02, 4.318E+02
 1.290E+03, 3.599E+02, 4.750E+02, 4.324E+02
 1.305E+03, 3.626E+02, 4.750E+02, 4.330E+02
 1.320E+03, 3.650E+02, 4.750E+02, 4.336E+02
 1.335E+03, 3.674E+02, 4.750E+02, 4.341E+02
 1.350E+03, 3.698E+02, 4.750E+02, 4.347E+02
 1.365E+03, 3.722E+02, 4.750E+02, 4.352E+02
 1.380E+03, 3.744E+02, 4.750E+02, 4.356E+02
 1.395E+03, 3.765E+02, 4.750E+02, 4.360E+02
 1.410E+03, 3.786E+02, 4.750E+02, 4.364E+02
 1.425E+03, 3.806E+02, 4.750E+02, 4.368E+02
 1.440E+03, 3.826E+02, 4.750E+02, 4.372E+02
 1.455E+03, 3.844E+02, 4.750E+02, 4.376E+02
 1.470E+03, 3.863E+02, 4.750E+02, 4.379E+02
 1.485E+03, 3.882E+02, 4.750E+02, 4.382E+02
 1.500E+03, 3.900E+02, 4.750E+02, 4.385E+02
 1.515E+03, 3.917E+02, 4.750E+02, 4.390E+02
 1.530E+03, 3.934E+02, 4.750E+02, 4.393E+02
 1.545E+03, 3.951E+02, 4.750E+02, 4.396E+02
 1.560E+03, 3.966E+02, 4.750E+02, 4.399E+02
 1.575E+03, 3.980E+02, 4.750E+02, 4.401E+02
 1.590E+03, 3.994E+02, 4.750E+02, 4.404E+02
 1.605E+03, 4.007E+02, 4.750E+02, 4.407E+02
