s,C,C,C
Time,Cable Temp,Shroud Temp,Conduit
 0.000E+00, 3.100E+01, 3.100E+01, 3.100E+01
 1.504E+01, 3.100E+01, 6.650E+01, 3.105E+01
 3.002E+01, 3.105E+01, 1.364E+02, 3.156E+01
 4.503E+01, 3.109E+01, 2.065E+02, 3.283E+01
 6.001E+01, 3.115E+01, 2.765E+02, 3.534E+01
 7.503E+01, 3.133E+01, 3.466E+02, 3.970E+01
 9.001E+01, 3.157E+01, 4.168E+02, 4.663E+01
 1.050E+02, 3.188E+01, 4.711E+02, 5.685E+01
 1.200E+02, 3.230E+01, 4.750E+02, 6.842E+01
 1.350E+02, 3.287E+01, 4.750E+02, 7.989E+01
 1.500E+02, 3.366E+01, 4.750E+02, 9.127E+01
 1.650E+02, 3.472E+01, 4.750E+02, 1.026E+02
 1.800E+02, 3.610E+01, 4.750E+02, 1.137E+02
 1.950E+02, 3.769E+01, 4.750E+02, 1.247E+02
 2.100E+02, 3.947E+01, 4.750E+02, 1.356E+02
 2.250E+02, 4.143E+01, 4.750E+02, 1.463E+02
 2.400E+02, 4.362E+01, 4.750E+02, 1.569E+02
 2.550E+02, 4.606E+01, 4.750E+02, 1.672E+02
 2.700E+02, 4.873E+01, 4.750E+02, 1.774E+02
 2.850E+02, 5.164E+01, 4.750E+02, 1.874E+02
 3.000E+02, 5.483E+01, 4.750E+02, 1.972E+02
 3.150E+02, 5.820E+01, 4.750E+02, 2.068E+02
 3.300E+02, 6.170E+01, 4.750E+02, 2.161E+02
 3.450E+02, 6.549E+01, 4.750E+02, 2.253E+02
 3.600E+02, 6.949E+01, 4.750E+02, 2.342E+02
 3.750E+02, 7.371E+01, 4.750E+02, 2.429E+02
 3.900E+02, 7.816E+01, 4.750E+02, 2.513E+02
 4.050E+02, 8.289E+01, 4.750E+02, 2.595E+02
 4.200E+02, 8.781E+01, 4.750E+02, 2.675E+02
 4.350E+02, 9.291E+01, 4.750E+02, 2.751E+02
 4.500E+02, 9.820E+01, 4.750E+02, 2.826E+02
 4.650E+02, 1.037E+02, 4.750E+02, 2.897E+02
 4.800E+02, 1.093E+02, 4.750E+02, 2.966E+02
 4.950E+02, 1.151E+02, 4.750E+02, 3.032E+02
 5.100E+02, 1.210E+02, 4.750E+02, 3.096E+02
 5.250E+02, 1.270E+02, 4.750E+02, 3.157E+02
 5.400E+02, 1.332E+02, 4.750E+02, 3.216E+02
 5.550E+02, 1.395E+02, 4.750E+02, 3.272E+02
 5.700E+02, 1.459E+02, 4.750E+02, 3.327E+02
 5.850E+02, 1.523E+02, 4.750E+02, 3.378E+02
 6.000E+02, 1.588E+02, 4.750E+02, 3.427E+02
 6.150E+02, 1.652E+02, 4.750E+02, 3.475E+02
 6.300E+02, 1.718E+02, 4.750E+02, 3.519E+02
 6.450E+02, 1.783E+02, 4.750E+02, 3.563E+02
 6.600E+02, 1.849E+02, 4.750E+02, 3.604E+02
 6.750E+02, 1.915E+02, 4.750E+02, 3.643E+02
 6.900E+02, 1.981E+02, 4.750E+02, 3.681E+02
 7.050E+02, 2.047E+02, 4.750E+02, 3.717E+02
 7.200E+02, 2.113E+02, 4.750E+02, 3.751E+02
 7.350E+02, 2.177E+02, 4.750E+02, 3.783E+02
 7.500E+02, 2.240E+02, 4.750E+02, 3.814E+02
 7.650E+02, 2.303E+02, 4.750E+02, 3.844E+02
 7.800E+02, 2.364E+02, 4.750E+02, 3.872E+02
 7.950E+02, 2.426E+02, 4.750E+02, 3.899E+02
 8.100E+02, 2.487E+02, 4.750E+02, 3.925E+02
 8.250E+02, 2.547E+02, 4.750E+02, 3.949E+02
 8.400E+02, 2.605E+02, 4.750E+02, 3.972E+02
 8.550E+02, 2.661E+02, 4.750E+02, 3.995E+02
 8.700E+02, 2.717E+02, 4.750E+02, 4.016E+02
 8.850E+02, 2.772E+02, 4.750E+02, 4.036E+02
 9.000E+02, 2.826E+02, 4.750E+02, 4.056E+02
 9.150E+02, 2.880E+02, 4.750E+02, 4.075E+02
 9.300E+02, 2.931E+02, 4.750E+02, 4.093E+02
 9.450E+02, 2.981E+02, 4.750E+02, 4.110E+02
 9.600E+02, 3.029E+02, 4.750E+02, 4.125E+02
 9.750E+02, 3.075E+02, 4.750E+02, 4.140E+02
 9.900E+02, 3.122E+02, 4.750E+02, 4.155E+02
 1.005E+03, 3.167E+02, 4.750E+02, 4.169E+02
 1.020E+03, 3.211E+02, 4.750E+02, 4.183E+02
 1.035E+03, 3.254E+02, 4.750E+02, 4.195E+02
 1.050E+03, 3.295E+02, 4.750E+02, 4.208E+02
 1.065E+03, 3.334E+02, 4.750E+02, 4.219E+02
 1.080E+03, 3.371E+02, 4.750E+02, 4.230E+02
 1.095E+03, 3.408E+02, 4.750E+02, 4.240E+02
 1.110E+03, 3.445E+02, 4.750E+02, 4.250E+02
 1.125E+03, 3.481E+02, 4.750E+02, 4.260E+02
 1.140E+03, 3.515E+02, 4.750E+02, 4.270E+02
 1.155E+03, 3.548E+02, 4.750E+02, 4.279E+02
 1.170E+03, 3.580E+02, 4.750E+02, 4.287E+02
 1.185E+03, 3.612E+02, 4.750E+02, 4.296E+02
 1.200E+03, 3.643E+02, 4.750E+02, 4.303E+02
 1.215E+03, 3.672E+02, 4.750E+02, 4.311E+02
 1.230E+03, 3.701E+02, 4.750E+02, 4.317E+02
 1.245E+03, 3.727E+02, 4.750E+02, 4.324E+02
 1.260E+03, 3.754E+02, 4.750E+02, 4.331E+02
 1.275E+03, 3.779E+02, 4.750E+02, 4.337E+02
 1.290E+03, 3.802E+02, 4.750E+02, 4.342E+02
 1.305E+03, 3.825E+02, 4.750E+02, 4.348E+02
 1.320E+03, 3.848E+02, 4.750E+02, 4.354E+02
 1.335E+03, 3.870E+02, 4.750E+02, 4.359E+02
 1.350E+03, 3.891E+02, 4.750E+02, 4.364E+02
 1.365E+03, 3.911E+02, 4.750E+02, 4.368E+02
 1.380E+03, 3.930E+02, 4.750E+02, 4.373E+02
 1.395E+03, 3.949E+02, 4.750E+02, 4.377E+02
 1.410E+03, 3.968E+02, 4.750E+02, 4.381E+02
 1.425E+03, 3.984E+02, 4.750E+02, 4.385E+02
 1.440E+03, 4.001E+02, 4.750E+02, 4.388E+02
 1.455E+03, 4.017E+02, 4.750E+02, 4.392E+02
 1.470E+03, 4.033E+02, 4.750E+02, 4.396E+02
 1.485E+03, 4.048E+02, 4.750E+02, 4.399E+02
 1.500E+03, 4.064E+02, 4.750E+02, 4.402E+02
 1.515E+03, 4.078E+02, 4.750E+02, 4.406E+02
 1.530E+03, 4.091E+02, 4.750E+02, 4.409E+02
 1.545E+03, 4.102E+02, 4.750E+02, 4.411E+02
 1.560E+03, 4.114E+02, 4.750E+02, 4.415E+02
 1.575E+03, 4.128E+02, 4.750E+02, 4.418E+02
 1.590E+03, 4.140E+02, 4.750E+02, 4.421E+02
 1.605E+03, 4.152E+02, 4.750E+02, 4.424E+02
