s,C,C
Time,Cable Temp,Shroud Temp
 0.000E+00, 2.700E+01, 2.700E+01
 1.505E+01, 2.718E+01, 7.263E+01
 3.004E+01, 2.958E+01, 1.626E+02
 4.503E+01, 3.635E+01, 2.527E+02
 6.001E+01, 4.951E+01, 3.374E+02
 7.500E+01, 6.711E+01, 3.541E+02
 9.000E+01, 8.143E+01, 3.500E+02
 1.050E+02, 9.274E+01, 3.459E+02
 1.200E+02, 1.021E+02, 3.418E+02
 1.350E+02, 1.102E+02, 3.378E+02
 1.500E+02, 1.172E+02, 3.339E+02
 1.650E+02, 1.234E+02, 3.330E+02
 1.800E+02, 1.294E+02, 3.330E+02
 1.950E+02, 1.351E+02, 3.330E+02
 2.100E+02, 1.406E+02, 3.330E+02
 2.250E+02, 1.459E+02, 3.330E+02
 2.400E+02, 1.510E+02, 3.330E+02
 2.550E+02, 1.557E+02, 3.330E+02
 2.700E+02, 1.605E+02, 3.330E+02
 2.850E+02, 1.650E+02, 3.330E+02
 3.000E+02, 1.693E+02, 3.330E+02
 3.150E+02, 1.736E+02, 3.330E+02
 3.300E+02, 1.775E+02, 3.330E+02
 3.450E+02, 1.814E+02, 3.330E+02
 3.600E+02, 1.852E+02, 3.330E+02
 3.750E+02, 1.889E+02, 3.330E+02
 3.900E+02, 1.924E+02, 3.330E+02
 4.050E+02, 1.959E+02, 3.330E+02
 4.200E+02, 1.992E+02, 3.330E+02
 4.350E+02, 2.026E+02, 3.330E+02
 4.500E+02, 2.057E+02, 3.330E+02
 4.650E+02, 2.088E+02, 3.330E+02
 4.800E+02, 2.115E+02, 3.330E+02
 4.950E+02, 2.143E+02, 3.330E+02
 5.100E+02, 2.169E+02, 3.330E+02
 5.250E+02, 2.195E+02, 3.330E+02
 5.400E+02, 2.219E+02, 3.330E+02
 5.550E+02, 2.244E+02, 3.330E+02
 5.700E+02, 2.267E+02, 3.330E+02
 5.850E+02, 2.289E+02, 3.330E+02
 6.000E+02, 2.311E+02, 3.330E+02
 6.150E+02, 2.332E+02, 3.330E+02
 6.300E+02, 2.353E+02, 3.330E+02
 6.450E+02, 2.370E+02, 3.330E+02
 6.600E+02, 2.389E+02, 3.330E+02
 6.750E+02, 2.407E+02, 3.330E+02
 6.900E+02, 2.425E+02, 3.330E+02
 7.050E+02, 2.442E+02, 3.330E+02
 7.200E+02, 2.458E+02, 3.330E+02
 7.350E+02, 2.474E+02, 3.330E+02
 7.500E+02, 2.488E+02, 3.330E+02
 7.650E+02, 2.503E+02, 3.330E+02
 7.800E+02, 2.517E+02, 3.330E+02
 7.950E+02, 2.530E+02, 3.330E+02
 8.100E+02, 2.543E+02, 3.330E+02
 8.250E+02, 2.555E+02, 3.330E+02
 8.400E+02, 2.568E+02, 3.330E+02
 8.550E+02, 2.581E+02, 3.330E+02
 8.700E+02, 2.591E+02, 3.330E+02
 8.850E+02, 2.601E+02, 3.330E+02
 9.000E+02, 2.611E+02, 3.330E+02
 9.150E+02, 2.620E+02, 3.330E+02
 9.300E+02, 2.629E+02, 3.330E+02
 9.450E+02, 2.638E+02, 3.330E+02
 9.600E+02, 2.648E+02, 3.330E+02
 9.750E+02, 2.656E+02, 3.330E+02
 9.900E+02, 2.664E+02, 3.330E+02
 1.005E+03, 2.672E+02, 3.330E+02
 1.020E+03, 2.680E+02, 3.330E+02
 1.035E+03, 2.685E+02, 3.330E+02
 1.050E+03, 2.691E+02, 3.330E+02
 1.065E+03, 2.698E+02, 3.330E+02
 1.080E+03, 2.704E+02, 3.330E+02
 1.095E+03, 2.711E+02, 3.330E+02
 1.110E+03, 2.717E+02, 3.330E+02
 1.125E+03, 2.722E+02, 3.330E+02
 1.140E+03, 2.727E+02, 3.330E+02
 1.155E+03, 2.733E+02, 3.330E+02
 1.170E+03, 2.737E+02, 3.330E+02
 1.185E+03, 2.742E+02, 3.330E+02
 1.200E+03, 2.746E+02, 3.330E+02
 1.215E+03, 2.751E+02, 3.330E+02
 1.230E+03, 2.755E+02, 3.330E+02
 1.245E+03, 2.758E+02, 3.330E+02
 1.260E+03, 2.763E+02, 3.330E+02
 1.275E+03, 2.767E+02, 3.330E+02
 1.290E+03, 2.770E+02, 3.330E+02
 1.305E+03, 2.773E+02, 3.330E+02
 1.320E+03, 2.777E+02, 3.330E+02
 1.335E+03, 2.781E+02, 3.330E+02
 1.350E+03, 2.783E+02, 3.330E+02
 1.365E+03, 2.788E+02, 3.330E+02
 1.380E+03, 2.791E+02, 3.330E+02
 1.395E+03, 2.794E+02, 3.330E+02
 1.410E+03, 2.795E+02, 3.330E+02
 1.425E+03, 2.797E+02, 3.330E+02
 1.440E+03, 2.799E+02, 3.330E+02
 1.455E+03, 2.802E+02, 3.330E+02
 1.470E+03, 2.805E+02, 3.318E+02
 1.485E+03, 2.802E+02, 3.268E+02
 1.500E+03, 2.795E+02, 3.215E+02
 1.515E+03, 2.785E+02, 3.162E+02
 1.530E+03, 2.773E+02, 3.109E+02
 1.545E+03, 2.760E+02, 3.056E+02
 1.560E+03, 2.744E+02, 3.003E+02
 1.575E+03, 2.727E+02, 2.950E+02
 1.590E+03, 2.707E+02, 2.897E+02
 1.605E+03, 2.687E+02, 2.844E+02
 1.620E+03, 2.668E+02, 2.791E+02
 1.635E+03, 2.646E+02, 2.738E+02
 1.650E+03, 2.623E+02, 2.685E+02
 1.665E+03, 2.600E+02, 2.633E+02
 1.680E+03, 2.576E+02, 2.580E+02
 1.695E+03, 2.553E+02, 2.527E+02
 1.710E+03, 2.529E+02, 2.474E+02
 1.725E+03, 2.504E+02, 2.424E+02
 1.740E+03, 2.479E+02, 2.412E+02
 1.755E+03, 2.458E+02, 2.412E+02
 1.770E+03, 2.440E+02, 2.412E+02
 1.785E+03, 2.422E+02, 2.412E+02
 1.800E+03, 2.407E+02, 2.412E+02
