s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa
 2.1100095E+003, 2.0201327E+000, 1.9454522E+001,-2.0612395E+001,-1.4110696E+001, 1.4167835E+000, 8.6712596E-008,-2.6364721E-013, 3.2528318E+001, 1.0301849E+000, 1.2421430E+000,-4.4459444E-003, 1.3364315E-004, 4.9110013E-003, 8.3849586E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1200015E+003, 4.1160796E+000, 3.9272097E+001,-2.7905442E+001,-2.6909392E+001, 1.4584109E+000, 2.8003400E-004,-2.6392906E-013, 5.2165720E+001, 2.0115635E+000, 2.9256560E+000,-8.9420610E-003, 2.6938788E-004, 9.8774230E-003, 9.8409349E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1300037E+003, 3.6145264E+000, 1.8144179E+001,-1.7715974E+001,-3.2169253E+001, 1.4735354E+000, 2.2145793E-006,-2.6403215E-013, 4.5024959E+001,-4.2139897E-001, 2.2779605E-001,-4.1569634E-003, 2.3577342E-004, 4.5917922E-003, 2.4506325E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1400039E+003, 3.2391784E+000, 2.1327071E+001,-1.8764807E+001,-2.6615729E+001, 1.4681546E+000, 7.5638316E-005,-2.6397861E-013, 4.1123795E+001,-9.9366057E-002, 4.5066738E-001,-4.8808587E-003, 2.1213858E-004, 5.3914088E-003, 3.1745893E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1500083E+003, 3.4604819E+000, 1.8870640E+001,-1.7767908E+001,-2.6253776E+001, 1.4739199E+000, 5.2497634E-006,-2.6394586E-013, 3.9996045E+001, 4.4833941E-001, 9.0876827E-001,-4.3365795E-003, 2.2625981E-004, 4.7901966E-003, 2.5552576E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1600117E+003, 3.1036371E+000, 1.3044291E+001,-1.5427590E+001,-2.9406423E+001, 1.4514041E+000, 8.1726211E-007,-2.6405060E-013, 4.0443327E+001,-1.3260034E-001, 1.6435596E-001,-3.0021894E-003, 2.0254220E-004, 3.3162259E-003, 1.9729510E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1700032E+003, 2.3154782E+000, 5.8223601E+000,-1.3974967E+001,-2.6465953E+001, 1.4412547E+000, 5.2612800E-007,-2.6397374E-013, 3.5978160E+001,-8.6286828E-001,-7.0602607E-001,-1.3406077E-003, 1.5098107E-004, 1.4808386E-003, 1.5983442E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1800051E+003, 1.8158185E+000, 3.2858089E+000,-1.4076705E+001,-2.1347965E+001, 1.4370769E+000, 3.6858734E-007,-2.6394776E-013, 3.1296323E+001,-9.7272698E-001,-8.7545164E-001,-7.5690659E-004, 1.1854086E-004, 8.3608092E-004, 1.3620951E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1900066E+003, 1.5942909E+000, 2.4642030E+000,-1.4332522E+001,-1.7295302E+001, 1.4337609E+000, 2.7647734E-007,-2.6382650E-013, 2.8196094E+001,-4.8821978E-001,-4.0367825E-001,-5.6775451E-004, 1.0420653E-004, 6.2714306E-004, 1.2090575E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2000020E+003, 1.5096572E+000, 2.2092599E+000,-1.4455719E+001,-1.5453595E+001, 1.4324539E+000, 2.1966825E-007,-2.6381490E-013, 2.6748618E+001,-2.9807396E-001,-2.1858422E-001,-5.0900129E-004, 9.8714579E-005, 5.6224411E-004, 1.1063589E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2100056E+003, 1.4735502E+000, 2.1077556E+000,-1.4520745E+001,-1.4502525E+001, 1.4309508E+000, 1.8219570E-007,-2.6387368E-013, 2.6079039E+001,-1.1939461E-001,-3.9731062E-002,-4.8561292E-004, 9.6370547E-005, 5.3640925E-004, 1.0347040E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2200005E+003, 1.4552103E+000, 2.0606010E+000,-1.4549479E+001,-1.4168524E+001, 1.4301848E+000, 1.5717294E-007,-2.6362687E-013, 2.5762525E+001,-1.5106202E-001,-7.0082389E-002,-4.7474831E-004, 9.5178080E-005, 5.2440817E-004, 9.8288137E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2300100E+003, 1.4439919E+000, 2.0333931E+000,-1.4563648E+001,-1.3807706E+001, 1.4288931E+000, 1.3944368E-007,-2.6350384E-013, 2.5611581E+001, 3.1990074E-002, 1.1311121E-001,-4.6847995E-004, 9.4444205E-005, 5.1748412E-004, 9.4422265E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2400020E+003, 1.4356978E+000, 2.0141745E+000,-1.4578547E+001,-1.3782698E+001, 1.4289370E+000, 1.2642447E-007,-2.6325082E-013, 2.5510476E+001,-6.5145735E-002, 1.3866619E-002,-4.6405182E-004, 9.3912135E-005, 5.1259280E-004, 9.1440671E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2500042E+003, 1.4304809E+000, 2.0007697E+000,-1.4586796E+001,-1.3643233E+001, 1.4269262E+000, 1.1722447E-007,-2.6385070E-013, 2.5424908E+001,-2.7443329E-002, 5.2286493E-002,-4.6096326E-004, 9.3563323E-005, 5.0918117E-004, 8.9092134E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2600068E+003, 1.4261691E+000, 1.9891288E+000,-1.4563638E+001,-1.3544562E+001, 1.4270486E+000, 1.1006139E-007,-2.6385234E-013, 2.5364281E+001, 3.2290056E-002, 1.0929904E-001,-4.5828125E-004, 9.3282855E-005, 5.0621862E-004, 8.7240691E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2700000E+003, 1.4244806E+000, 1.9884152E+000,-1.4571720E+001,-1.3506450E+001, 1.4256159E+000, 1.0451214E-007,-2.5663137E-013, 2.5344150E+001, 4.0347516E-002, 1.1607630E-001,-4.5811720E-004, 9.3179324E-005, 5.0603741E-004, 8.5738652E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2800046E+003, 1.4271721E+000, 2.3705179E+000,-1.4735332E+001,-1.3591653E+001, 1.4221214E+000, 1.0021752E-007,-2.4521329E-013, 2.5490377E+001,-6.8712227E-002, 1.2685977E-002,-5.4542436E-004, 9.3381618E-005, 6.0247712E-004, 8.4489675E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.2900149E+003, 1.5229031E+000, 6.4008909E+000,-1.6252400E+001,-1.3521413E+001, 1.4236363E+000, 9.6929674E-008,-2.4519958E-013, 2.7110486E+001, 1.7688666E-001, 2.8321209E-001,-1.4659731E-003, 9.9881922E-005, 1.6193175E-003, 8.3447600E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3000054E+003, 2.9157966E+000, 4.5961899E+001,-3.0440086E+001,-1.5417973E+001, 1.4346534E+000, 5.5231263E-005,-2.4523002E-013, 4.4808388E+001, 2.6927559E+000, 3.3008333E+000,-1.0479262E-002, 1.9396628E-004, 1.1575419E-002, 8.2616983E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3100012E+003, 7.1003524E+000, 6.4277326E+001,-3.4907560E+001,-4.0071891E+001, 1.5060500E+000, 2.9714418E-004,-2.4536404E-013, 7.0357482E+001, 2.1348852E+000, 3.9847310E+000,-1.4632450E-002, 4.6447978E-004, 1.6163041E-002, 1.4440623E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3200046E+003, 6.0336675E+000, 3.3310649E+001,-2.1020447E+001,-4.3184479E+001, 1.5121816E+000, 4.0114489E-006,-2.4546012E-013, 5.7881307E+001, 2.3908561E-001, 1.2222344E+000,-7.6407642E-003, 3.9391489E-004, 8.4400074E-003, 3.0442653E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3300066E+003, 5.4700041E+000, 4.5794356E+001,-2.3132871E+001,-4.5243418E+001, 1.4778513E+000, 1.6860108E-006,-2.4487338E-013, 6.3464547E+001, 1.2570811E+000, 2.0361148E+000,-1.0492918E-002, 3.5797885E-004, 1.1590503E-002, 3.1071598E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3400068E+003, 6.1031103E+000, 5.5219559E+001,-2.6673428E+001,-5.1287042E+001, 1.4885233E+000, 1.7419505E-004,-2.4519000E-013, 7.2336538E+001, 7.0186895E-001, 1.9678760E+000,-1.2608467E-002, 3.9955426E-004, 1.3927344E-002, 2.5084393E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3500022E+003, 8.5454667E+000, 9.9467865E+001,-4.1707874E+001,-5.2821350E+001, 1.5008544E+000, 7.2464875E-004,-2.4512631E-013, 8.9832951E+001, 3.2953906E+000, 5.3507730E+000,-2.2647384E-002, 5.6336323E-004, 2.5016357E-002, 2.0154450E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3600046E+003, 1.1192427E+001, 6.5798285E+001,-3.4214534E+001,-6.7162498E+001, 1.6061237E+000, 1.0108433E-003,-2.4533223E-013, 9.0360594E+001,-6.3369050E-001, 1.7831237E+000,-1.5005680E-002, 7.2972176E-004, 1.6575312E-002, 2.6790869E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3700027E+003, 7.5621427E+000, 2.9534403E+001,-1.8109198E+001,-6.2095967E+001, 1.5639063E+000, 2.2137744E-005,-2.4473904E-013, 7.0556806E+001,-1.3948423E+000,-5.2228757E-001,-6.7867975E-003, 4.9246280E-004, 7.4967136E-003, 6.3756088E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3800063E+003, 4.9351901E+000, 1.8785848E+001,-1.4712626E+001,-5.2516477E+001, 1.5216716E+000, 4.7968830E-006,-2.4495542E-013, 5.9067858E+001,-2.0850464E+000,-1.7043780E+000,-4.3248946E-003, 3.2136198E-004, 4.7772894E-003, 6.9623723E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.3900076E+003, 3.2063234E+000, 8.9442883E+000,-1.3316776E+001,-4.0387574E+001, 1.5012201E+000, 2.8833241E-006,-2.4504479E-013, 4.7038613E+001,-2.1569155E+000,-1.9581907E+000,-2.0607831E-003, 2.0880743E-004, 2.2763461E-003, 5.2241868E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4000107E+003, 2.2023195E+000, 4.5009627E+000,-1.3435334E+001,-2.9278341E+001, 1.4888883E+000, 1.7740121E-006,-2.4485738E-013, 3.7431776E+001,-1.7014944E+000,-1.5906894E+000,-1.0371933E-003, 1.4359776E-004, 1.1456863E-003, 3.8078043E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4100059E+003, 1.7379644E+000, 3.0430951E+000,-1.3850165E+001,-2.1861226E+001, 1.4725730E+000, 1.1656765E-006,-2.4503697E-013, 3.1640490E+001,-9.4252887E-001,-8.6036263E-001,-7.0115000E-004, 1.1348454E-004, 7.7449205E-004, 2.9046306E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4200139E+003, 1.5385817E+000, 2.3959694E+000,-1.4158443E+001,-1.8065974E+001, 1.4695896E+000, 8.1281603E-007,-2.4512182E-013, 2.8579025E+001,-7.0961738E-001,-6.3721969E-001,-5.5200392E-004, 1.0054339E-004, 6.0974491E-004, 2.3237146E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4300042E+003, 1.4489302E+000, 2.1118989E+000,-1.4333043E+001,-1.5848334E+001, 1.4645419E+000, 5.9851342E-007,-2.4516301E-013, 2.7010959E+001,-3.3551189E-001,-2.5694494E-001,-4.8655301E-004, 9.4747914E-005, 5.3744768E-004, 1.9345067E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4400117E+003, 1.4069783E+000, 2.0095144E+000,-1.4414868E+001,-1.4796262E+001, 1.4599921E+000, 4.5591928E-007,-2.4518394E-013, 2.6260147E+001,-1.5477059E-001,-8.4012474E-002,-4.6296729E-004, 9.2004697E-005, 5.1139484E-004, 1.6623731E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4500066E+003, 1.3825718E+000, 1.9555927E+000,-1.4452555E+001,-1.4337717E+001, 1.4545481E+000, 3.6103791E-007,-2.4519664E-013, 2.5870193E+001,-1.5929228E-001,-8.2958753E-002,-4.5054591E-004, 9.0427121E-005, 4.9767414E-004, 1.4625116E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4600117E+003, 1.3674209E+000, 1.9191382E+000,-1.4478216E+001,-1.3988583E+001, 1.4539050E+000, 2.9577987E-007,-2.4520512E-013, 2.5625739E+001,-9.3178910E-002,-1.9734282E-002,-4.4214731E-004, 8.9432519E-005, 4.8839703E-004, 1.3135535E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4700171E+003, 1.3579553E+000, 1.8941436E+000,-1.4494597E+001,-1.3733055E+001, 1.4501172E+000, 2.4937006E-007,-2.4521103E-013, 2.5462623E+001,-2.9783405E-002, 4.3043386E-002,-4.3638828E-004, 8.8821375E-005, 4.8203559E-004, 1.2009359E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4800129E+003, 1.3510081E+000, 1.8745644E+000,-1.4490461E+001,-1.3593674E+001, 1.4456952E+000, 2.1320404E-007,-2.4521428E-013, 2.5378234E+001, 2.0994467E-002, 9.0802725E-002,-4.3187749E-004, 8.8367150E-005, 4.7705296E-004, 1.1134170E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4900159E+003, 1.3461904E+000, 1.8622093E+000,-1.4501747E+001,-1.3618552E+001, 1.4417722E+000, 1.8625957E-007,-2.4521584E-013, 2.5323569E+001,-8.0813754E-002,-8.7665593E-003,-4.2903124E-004, 8.8049333E-005, 4.7390899E-004, 1.0422962E-008,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5000144E+003, 1.3423035E+000, 1.8549166E+000,-1.4501788E+001,-1.3481389E+001, 1.4417327E+000, 1.6553038E-007,-2.4521700E-013, 2.5306142E+001, 3.4509295E-002, 1.0700140E-001,-4.2735141E-004, 8.7803039E-005, 4.7205344E-004, 9.8455970E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5100078E+003, 1.3384863E+000, 1.8456787E+000,-1.4499750E+001,-1.3507630E+001, 1.4434037E+000, 1.4951835E-007,-2.4521813E-013, 2.5276330E+001,-2.1823583E-002, 5.0840585E-002,-4.2522316E-004, 8.7547306E-005, 4.6970257E-004, 9.3742071E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5200059E+003, 1.3344897E+000, 1.8343384E+000,-1.4500242E+001,-1.3542585E+001, 1.4389512E+000, 1.3677848E-007,-2.4521925E-013, 2.5248081E+001,-9.5203850E-002,-2.1305504E-002,-4.2260999E-004, 8.7288728E-005, 4.6681606E-004, 8.9860815E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5300142E+003, 1.3312963E+000, 1.8271502E+000,-1.4502145E+001,-1.3364428E+001, 1.4380271E+000, 1.2670505E-007,-2.4521992E-013, 2.5235258E+001, 6.7668002E-002, 1.3800899E-001,-4.2095359E-004, 8.7078090E-005, 4.6498639E-004, 8.6626497E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5400042E+003, 1.3281456E+000, 1.8177988E+000,-1.4501204E+001,-1.3409530E+001, 1.4371672E+000, 1.1774844E-007,-2.4522071E-013, 2.5214803E+001,-3.0010759E-003, 6.9382140E-002,-4.1879847E-004, 8.6872282E-005, 4.6260584E-004, 8.3914105E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5500173E+003, 1.3248501E+000, 1.8089535E+000,-1.4503767E+001,-1.3463926E+001, 1.4359306E+000, 1.1044231E-007,-2.4522129E-013, 2.5211610E+001,-6.7139279E-002, 4.6968886E-003,-4.1676011E-004, 8.6660980E-005, 4.6035427E-004, 8.1528872E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5600093E+003, 1.3226479E+000, 1.8039205E+000,-1.4504957E+001,-1.3278136E+001, 1.4363877E+000, 1.0437774E-007,-2.4522133E-013, 2.5180638E+001, 8.5265255E-002, 1.5657985E-001,-4.1560004E-004, 8.6512967E-005, 4.5907284E-004, 7.9458162E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5700005E+003, 1.3204775E+000, 1.7984589E+000,-1.4503128E+001,-1.3433940E+001, 1.4344418E+000, 9.9249636E-008,-2.4522187E-013, 2.5199688E+001,-5.4746890E-002, 1.7539277E-002,-4.1434151E-004, 8.6370071E-005, 4.5768267E-004, 7.7668031E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5800110E+003, 1.3179080E+000, 1.7929282E+000,-1.4499760E+001,-1.3400852E+001, 1.4335210E+000, 9.4762829E-008,-2.4522251E-013, 2.5176948E+001,-4.3234033E-002, 2.7764822E-002,-4.1306682E-004, 8.6202155E-005, 4.5627465E-004, 7.6102365E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5900161E+003, 1.3148602E+000, 1.7862679E+000,-1.4499462E+001,-1.3391537E+001, 1.4338465E+000, 9.0868033E-008,-2.4522327E-013, 2.5196818E+001,-1.9314005E-002, 5.4526481E-002,-4.1153177E-004, 8.6008918E-005, 4.5457903E-004, 7.4707796E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6000061E+003, 1.3121923E+000, 1.7808462E+000,-1.4498383E+001,-1.3348092E+001, 1.4299892E+000, 8.7438530E-008,-2.4522396E-013, 2.5188397E+001, 1.1215168E-002, 8.4103797E-002,-4.1028273E-004, 8.5828518E-005, 4.5319933E-004, 7.3462851E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6100095E+003, 1.3095001E+000, 1.7755653E+000,-1.4504603E+001,-1.3331141E+001, 1.4312166E+000, 8.4416814E-008,-2.4522428E-013, 2.5161075E+001,-7.6232598E-003, 6.6048101E-002,-4.0906583E-004, 8.5656139E-005, 4.5185514E-004, 7.2337121E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6200068E+003, 1.3072001E+000, 1.7709492E+000,-1.4504399E+001,-1.3356432E+001, 1.4293788E+000, 8.2115733E-008,-2.4522465E-013, 2.5173247E+001,-2.4059844E-002, 4.8994497E-002,-4.0800210E-004, 8.5499553E-005, 4.5068015E-004, 7.1334651E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6300164E+003, 1.3041633E+000, 1.7647779E+000,-1.4494708E+001,-1.3332721E+001, 1.4299158E+000, 7.9748525E-008,-2.4522566E-013, 2.5165411E+001, 2.6842466E-003, 7.2061348E-002,-4.0657981E-004, 8.5303105E-005, 4.4910908E-004, 7.0463956E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6400171E+003, 1.3010080E+000, 1.7583845E+000,-1.4504315E+001,-1.3281848E+001, 1.4304045E+000, 7.7758945E-008,-2.4522671E-013, 2.5140216E+001, 1.4151336E-002, 8.5465102E-002,-4.0510634E-004, 8.5102363E-005, 4.4748148E-004, 6.9658691E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6500032E+003, 1.2996855E+000, 1.7584464E+000,-1.4517586E+001,-1.3263530E+001, 1.4272345E+000, 7.6027168E-008,-2.4522609E-013, 2.5109445E+001,-1.5574116E-002, 5.5248480E-002,-4.0512024E-004, 8.5006152E-005, 4.4749683E-004, 6.8923587E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6600046E+003, 1.2983764E+000, 1.7565893E+000,-1.4516187E+001,-1.3228176E+001, 1.4281511E+000, 7.4493327E-008,-2.4522573E-013, 2.5129634E+001, 3.9592844E-002, 1.1179784E-001,-4.0469251E-004, 8.4934243E-005, 4.4702437E-004, 6.8264493E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6700095E+003, 1.2963656E+000, 1.7515060E+000,-1.4510081E+001,-1.3287548E+001, 1.4269313E+000, 7.3099742E-008,-2.4522591E-013, 2.5128062E+001,-1.7056219E-002, 5.3730422E-002,-4.0352111E-004, 8.4790294E-005, 4.4573043E-004, 6.7668014E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6800137E+003, 1.2941902E+000, 1.7461632E+000,-1.4506854E+001,-1.3215128E+001, 1.4275216E+000, 7.1884355E-008,-2.4522608E-013, 2.5122105E+001, 5.0626194E-002, 1.2183492E-001,-4.0228975E-004, 8.4650505E-005, 4.4437027E-004, 6.7121770E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6900144E+003, 1.2916155E+000, 1.7384625E+000,-1.4505636E+001,-1.3273732E+001, 1.4279368E+000, 7.0911900E-008,-2.4522610E-013, 2.5116718E+001,-1.2987527E-002, 5.6902820E-002,-4.0051504E-004, 8.4487454E-005, 4.4240992E-004, 6.6629597E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7000046E+003, 1.2890719E+000, 1.7319245E+000,-1.4506125E+001,-1.3305207E+001, 1.4259146E+000, 6.9948752E-008,-2.4522656E-013, 2.5117207E+001,-5.0570954E-002, 2.0861926E-002,-3.9900834E-004, 8.4317967E-005, 4.4074561E-004, 6.6192172E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7100015E+003, 1.2867431E+000, 1.7270482E+000,-1.4499741E+001,-1.3283509E+001, 1.4268701E+000, 6.8930759E-008,-2.4522694E-013, 2.5121647E+001,-2.0151023E-002, 5.2010092E-002,-3.9788465E-004, 8.4157219E-005, 4.3950438E-004, 6.5782987E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7200115E+003, 1.2841012E+000, 1.7207990E+000,-1.4506995E+001,-1.3125231E+001, 1.4267671E+000, 6.8009022E-008,-2.4522680E-013, 2.5076962E+001, 8.7380088E-002, 1.5560505E-001,-3.9644422E-004, 8.3999147E-005, 4.3791328E-004, 6.5377341E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7300017E+003, 1.2826714E+000, 1.7166064E+000,-1.4502471E+001,-1.3293144E+001, 1.4248748E+000, 6.7317043E-008,-2.4522633E-013, 2.5078826E+001,-8.0177884E-002,-9.2428428E-003,-3.9547786E-004, 8.3895763E-005, 4.3684584E-004, 6.4989114E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7400081E+003, 1.2802158E+000, 1.7099415E+000,-1.4502719E+001,-1.3173109E+001, 1.4247612E+000, 6.6687521E-008,-2.4522643E-013, 2.5082709E+001, 4.0487981E-002, 1.1185809E-001,-3.9394179E-004, 8.3743487E-005, 4.3514909E-004, 6.4645234E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7500073E+003, 1.2782761E+000, 1.7061210E+000,-1.4497779E+001,-1.3224111E+001, 1.4254642E+000, 6.6045428E-008,-2.4522686E-013, 2.5090417E+001, 2.3794362E-003, 7.2267474E-002,-3.9306127E-004, 8.3610224E-005, 4.3417647E-004, 6.4334956E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7600142E+003, 1.2758091E+000, 1.6998231E+000,-1.4502756E+001,-1.3225932E+001, 1.4254814E+000, 6.5402020E-008,-2.4522697E-013, 2.5071665E+001,-2.6838232E-002, 4.4267800E-002,-3.9161002E-004, 8.3454129E-005, 4.3257341E-004, 6.4036192E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7700051E+003, 1.2740481E+000, 1.6953963E+000,-1.4498707E+001,-1.3239005E+001, 1.4251971E+000, 6.4913025E-008,-2.4522704E-013, 2.5074489E+001,-3.4918469E-002, 3.6021344E-002,-3.9058987E-004, 8.3331082E-005, 4.3144656E-004, 6.3747185E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7800046E+003, 1.2715604E+000, 1.6896071E+000,-1.4495821E+001,-1.3133790E+001, 1.4239406E+000, 6.4469225E-008,-2.4522753E-013, 2.5066901E+001, 6.3514712E-002, 1.3279129E-001,-3.8925560E-004, 8.3172956E-005, 4.2997271E-004, 6.3485026E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7900164E+003, 1.2697609E+000, 1.6860599E+000,-1.4499300E+001,-1.3230385E+001, 1.4236386E+000, 6.3907381E-008,-2.4522756E-013, 2.5062677E+001,-4.3788294E-002, 2.6391032E-002,-3.8843816E-004, 8.3054113E-005, 4.2906977E-004, 6.3234481E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8000007E+003, 1.2678947E+000, 1.6821529E+000,-1.4501692E+001,-1.3139825E+001, 1.4260956E+000, 6.3352228E-008,-2.4522754E-013, 2.5062920E+001, 4.5100234E-002, 1.1539349E-001,-3.8753790E-004, 8.2935048E-005, 4.2807534E-004, 6.2981989E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8100149E+003, 1.2650721E+000, 1.6748095E+000,-1.4491045E+001,-1.3225676E+001, 1.4256613E+000, 6.3050806E-008,-2.4522829E-013, 2.5063265E+001,-3.6545448E-002, 3.7277389E-002,-3.8584532E-004, 8.2745269E-005, 4.2620570E-004, 6.2729999E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8200071E+003, 1.2625498E+000, 1.6690581E+000,-1.4497062E+001,-1.3185611E+001, 1.4248706E+000, 6.2751849E-008,-2.4522839E-013, 2.5057162E+001,-9.3348370E-003, 6.1909212E-002,-3.8451971E-004, 8.2582033E-005, 4.2474144E-004, 6.2513742E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8300129E+003, 1.2605701E+000, 1.6654466E+000,-1.4495419E+001,-1.3121694E+001, 1.4231312E+000, 6.2278384E-008,-2.4522832E-013, 2.5031832E+001, 2.6782220E-002, 9.8420599E-002,-3.8368742E-004, 8.2455010E-005, 4.2382208E-004, 6.2313468E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
