s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PYROLYZATE,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0050705E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0050705E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0008374E+001, 7.4070795E+001, 5.3957216E-001,-1.6026534E+001,-2.4286192E+001,-2.6817352E-001, 0.0000000E+000, 0.0000000E+000,-2.2903404E+001, 8.8995529E+000, 1.0586491E+001,-1.2147432E-004, 4.8695853E-003, 1.3418084E-004, 1.1330988E-003
 2.0001015E+001, 2.5141750E+001, 1.4691315E+000,-7.1438153E+000,-9.2848712E+000,-3.4550092E-002, 0.0000000E+000, 0.0000000E+000,-7.8129713E+000,-5.7523752E-001, 8.6554164E-001,-3.2814241E-004, 1.8143318E-003, 3.6246692E-004, 1.8552269E-003
 3.0007200E+001, 1.5503552E+002, 2.2333950E+000,-2.7205338E+001,-6.2892784E+001,-1.7758027E-001, 0.0000000E+000, 0.0000000E+000,-4.8052497E+001, 1.4647325E+001, 1.6707319E+001,-5.0194175E-004, 1.0781791E-002, 5.5444612E-004, 2.7535299E-003
 4.0009380E+001, 1.1204679E+002, 3.8281795E+000,-2.0575695E+001,-5.9396849E+001,-6.5404554E-002, 0.0000000E+000, 0.0000000E+000,-3.3143440E+001,-2.9130301E+000,-1.1346027E+000,-8.6502867E-004, 7.3160879E-003, 9.5551284E-004, 3.6085662E-003
 5.0006828E+001, 1.1831640E+002, 4.7157987E+000,-2.0895940E+001,-6.1146824E+001, 2.5591411E-004, 0.0000000E+000, 0.0000000E+000,-3.5196687E+001,-1.2426170E+000, 1.0772012E+000,-1.0676466E-003, 7.5848002E-003, 1.1793251E-003, 4.2166531E-003
 6.0004753E+001, 9.8823532E+001, 5.4527594E+000,-1.7834078E+001,-5.0702497E+001, 4.4553566E-002, 0.0000000E+000, 0.0000000E+000,-2.9605690E+001,-1.7488166E+000, 7.2581954E-001,-1.2362576E-003, 6.1330425E-003, 1.3655733E-003, 4.6356807E-003
 7.0005951E+001, 8.6565145E+001, 5.9463737E+000,-1.6480210E+001,-4.2727451E+001, 6.4506840E-002, 0.0000000E+000, 0.0000000E+000,-2.5451615E+001,-4.6428023E-001, 1.9703763E+000,-1.3493373E-003, 5.6799038E-003, 1.4904814E-003, 4.9342147E-003
 8.0008171E+001, 7.4293098E+001, 6.1359620E+000,-1.5245763E+001,-3.8378984E+001, 1.0993662E-001, 0.0000000E+000, 0.0000000E+000,-2.0159175E+001,-1.9553730E+000, 6.1911146E-001,-1.3938912E-003, 4.6583589E-003, 1.5396957E-003, 5.0095266E-003
 9.0003716E+001, 5.6839443E+001, 5.7854687E+000,-1.3701335E+001,-3.1108245E+001, 1.3257914E-001, 0.0000000E+000, 0.0000000E+000,-1.0822077E+001,-1.2921918E+000, 1.3403644E+000,-1.3153244E-003, 3.6647356E-003, 1.4529106E-003, 4.6932437E-003
 1.0000815E+002, 6.0729227E+001, 5.5432123E+000,-1.4312826E+001,-3.1143733E+001, 1.5386268E-001, 0.0000000E+000, 0.0000000E+000,-1.1203274E+001, 1.4411566E+000, 4.2232560E+000,-1.2604610E-003, 4.0987958E-003, 1.3923084E-003, 4.3981414E-003
 1.1000369E+002, 6.8918151E+001, 5.6147312E+000,-1.5211096E+001,-3.8353331E+001, 1.6656903E-001, 0.0000000E+000, 0.0000000E+000,-1.1990200E+001, 5.9353283E-001, 3.5300937E+000,-1.2766001E-003, 4.4536580E-003, 1.4101357E-003, 4.3538962E-003
 1.2000812E+002, 7.0870984E+001, 5.2886919E+000,-1.5335712E+001,-4.0800891E+001, 1.6181404E-001, 0.0000000E+000, 0.0000000E+000,-1.1586162E+001, 3.3423033E-001, 3.3100332E+000,-1.2030060E-003, 4.6452503E-003, 1.3288435E-003, 4.2824531E-003
 1.3000366E+002, 7.3561819E+001, 5.1212527E+000,-1.5602675E+001,-4.2499661E+001, 2.0992215E-001, 0.0000000E+000, 0.0000000E+000,-1.2327072E+001, 3.1441630E-001, 3.3423324E+000,-1.1651822E-003, 4.8160589E-003, 1.2870632E-003, 4.2473709E-003
 1.4000809E+002, 7.8326877E+001, 5.0138815E+000,-1.6182210E+001,-4.5169788E+001, 2.1841866E-001, 0.0000000E+000, 0.0000000E+000,-1.3708408E+001, 4.1050433E-001, 3.4848897E+000,-1.1409725E-003, 5.1384944E-003, 1.2603211E-003, 4.2315752E-003
 1.5000365E+002, 8.3554681E+001, 4.9344319E+000,-1.6941586E+001,-4.8371019E+001, 2.2037361E-001, 0.0000000E+000, 0.0000000E+000,-1.5255296E+001, 9.2533574E-002, 3.2071529E+000,-1.1231143E-003, 5.4728396E-003, 1.2405949E-003, 4.2901186E-003
 1.6000807E+002, 8.6292467E+001, 4.8529479E+000,-1.7426257E+001,-4.9748316E+001, 2.7091715E-001, 0.0000000E+000, 0.0000000E+000,-1.5459419E+001, 6.9604128E-001, 3.9293913E+000,-1.1048401E-003, 5.6516461E-003, 1.2204091E-003, 4.3437096E-003
 1.7000362E+002, 9.3707832E+001, 4.7642349E+000,-1.8422706E+001,-5.4323870E+001, 2.8563629E-001, 0.0000000E+000, 0.0000000E+000,-1.6861226E+001, 1.0115322E+000, 4.3856668E+000,-1.0848384E-003, 6.1758587E-003, 1.1983152E-003, 4.3844374E-003
 1.8000804E+002, 1.1290307E+002, 4.7736579E+000,-2.1236614E+001,-6.4358698E+001, 2.5449128E-001, 0.0000000E+000, 0.0000000E+000,-2.1478550E+001, 2.4620471E+000, 6.0836980E+000,-1.0869615E-003, 7.4779113E-003, 1.2006604E-003, 4.4604577E-003
 1.9000182E+002, 1.5041966E+002, 4.8667343E+000,-2.7074216E+001,-8.4704088E+001, 2.1543192E-001, 0.0000000E+000, 0.0000000E+000,-3.0165826E+001, 4.6907237E+000, 8.6909646E+000,-1.1079487E-003, 1.0022800E-002, 1.2238430E-003, 4.6723485E-003
 2.0000449E+002, 2.0464666E+002, 5.0469979E+000,-3.5489842E+001,-1.1851754E+002, 1.5193953E-001, 0.0000000E+000, 0.0000000E+000,-4.2218533E+001, 4.0697702E+000, 8.5726827E+000,-1.1485547E-003, 1.3596996E-002, 1.2686964E-003, 5.1933158E-003
 2.1000470E+002, 2.3281659E+002, 5.2664290E+000,-4.0258240E+001,-1.3765625E+002, 2.3684321E-001, 0.0000000E+000, 0.0000000E+000,-4.8234734E+001, 1.8862212E+000, 6.9042062E+000,-1.1982960E-003, 1.5405698E-002, 1.3236408E-003, 5.8251010E-003
 2.2000703E+002, 2.5333471E+002, 5.6456727E+000,-4.3945850E+001,-1.5019434E+002, 3.4438010E-001, 0.0000000E+000, 0.0000000E+000,-5.3818513E+001, 3.4564177E-001, 5.7203883E+000,-1.2842295E-003, 1.6556368E-002, 1.4185631E-003, 6.4079324E-003
 2.3000012E+002, 2.7986476E+002, 6.0125506E+000,-4.8041354E+001,-1.6067669E+002, 3.3858067E-001, 0.0000000E+000, 0.0000000E+000,-6.1614746E+001, 4.0979344E+000, 9.8705460E+000,-1.3674037E-003, 1.8897830E-002, 1.5104376E-003, 6.8740034E-003
