s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PYROLYZATE,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1645958E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1645958E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0008602E+001, 7.4094451E+001, 5.8063231E-001,-1.3844354E+001,-1.5265509E+001,-4.7676915E-001, 0.0000000E+000, 0.0000000E+000,-2.9414525E+001, 1.3315229E+001, 1.5093292E+001,-1.3055543E-004, 4.8713790E-003, 1.4421186E-004, 1.7555168E-003
 2.0001427E+001, 3.2816917E+001, 1.5431310E+000,-7.5471115E+000,-9.0354592E+000,-1.2565012E-001, 0.0000000E+000, 0.0000000E+000,-1.5407308E+001,-1.0677544E+000, 7.0138821E-001,-3.4414837E-004, 2.5443395E-003, 3.8014716E-004, 2.4889721E-003
 3.0007338E+001, 1.3845298E+002, 2.3887044E+000,-1.8893152E+001,-3.6294952E+001,-3.7868321E-001, 0.0000000E+000, 0.0000000E+000,-6.4631926E+001, 1.6374461E+001, 1.8254265E+001,-5.3660797E-004, 9.4094169E-003, 5.9273851E-004, 3.5338045E-003
 4.0001522E+001, 8.6206445E+001, 3.6668433E+000,-1.5243745E+001,-4.3816396E+001,-2.8412423E-001, 0.0000000E+000, 0.0000000E+000,-3.6047704E+001,-1.1036213E+001,-9.1855248E+000,-8.2775804E-004, 5.2447792E-003, 9.1434361E-004, 4.6367358E-003
 5.0006477E+001, 8.3093105E+001, 4.0565874E+000,-1.4790425E+001,-2.5083017E+001,-4.8684712E-002, 0.0000000E+000, 0.0000000E+000,-3.6875827E+001, 4.2140231E+000, 6.2951498E+000,-9.1654444E-004, 5.7046846E-003, 1.0124173E-003, 4.5897040E-003
 6.0003220E+001, 1.2353869E+002, 4.8266803E+000,-1.7719924E+001,-3.6677573E+001,-7.5892356E-002, 0.0000000E+000, 0.0000000E+000,-6.0556262E+001, 6.0845477E+000, 8.5090426E+000,-1.0924818E-003, 8.5033740E-003, 1.2067581E-003, 5.7221962E-003
 7.0008102E+001, 1.2748933E+002, 5.7219955E+000,-1.8869400E+001,-4.9893800E+001,-7.5401746E-002, 0.0000000E+000, 0.0000000E+000,-5.7387845E+001,-1.3663437E+000, 1.2628842E+000,-1.2972198E-003, 8.0055850E-003, 1.4329123E-003, 6.7762211E-003
 8.0004379E+001, 9.7820625E+001, 5.9994895E+000,-1.5941506E+001,-3.8453441E+001,-3.5852542E-002, 0.0000000E+000, 0.0000000E+000,-4.4910105E+001,-4.1309753E+000,-1.5202794E+000,-1.3622928E-003, 6.0318529E-003, 1.5047920E-003, 7.1611409E-003
 9.0000648E+001, 1.0323977E+002, 6.1015175E+000,-1.6069755E+001,-3.0240077E+001,-4.0800154E-002, 0.0000000E+000, 0.0000000E+000,-5.1174176E+001, 2.9036450E+000, 5.7149596E+000,-1.3873694E-003, 7.0177936E-003, 1.5324918E-003, 7.5364166E-003
 1.0000554E+002, 1.0473770E+002, 6.4491405E+000,-1.6932002E+001,-3.9889115E+001,-9.6770645E-002, 0.0000000E+000, 0.0000000E+000,-4.5033751E+001,-1.9634338E-001, 2.7860563E+000,-1.4671253E-003, 6.7643938E-003, 1.6205903E-003, 7.8105034E-003
 1.1000181E+002, 1.1888012E+002, 6.4716180E+000,-1.8409405E+001,-4.5588637E+001,-1.2628546E-001, 0.0000000E+000, 0.0000000E+000,-4.8229751E+001, 3.3685270E+000, 6.5260384E+000,-1.4729542E-003, 7.9585896E-003, 1.6270289E-003, 7.9584824E-003
 1.2000669E+002, 1.3547020E+002, 6.5369109E+000,-2.0108597E+001,-5.7867217E+001,-1.2180463E-001, 0.0000000E+000, 0.0000000E+000,-5.2551924E+001, 1.3759770E+000, 4.8206575E+000,-1.4883557E-003, 8.8085013E-003, 1.6440415E-003, 8.2881937E-003
 1.3000296E+002, 1.5075926E+002, 6.5273231E+000,-2.1568014E+001,-6.4742285E+001,-1.8465890E-001, 0.0000000E+000, 0.0000000E+000,-5.7634352E+001, 2.9598355E+000, 6.6299481E+000,-1.4863637E-003, 9.9017609E-003, 1.6418411E-003, 8.6725491E-003
 1.4000786E+002, 1.6257684E+002, 6.1886570E+000,-2.2673084E+001,-7.2499547E+001,-2.4258690E-001, 0.0000000E+000, 0.0000000E+000,-6.1529234E+001, 1.7071577E+000, 5.6323933E+000,-1.4094762E-003, 1.0725328E-002, 1.5569109E-003, 9.2144990E-003
 1.5000412E+002, 1.7234504E+002, 6.0027904E+000,-2.3816574E+001,-7.8010689E+001,-2.0486339E-001, 0.0000000E+000, 0.0000000E+000,-6.4949723E+001, 1.2228537E+000, 5.3631867E+000,-1.3673564E-003, 1.1404800E-002, 1.5103853E-003, 9.7018699E-003
 1.6000040E+002, 1.9452357E+002, 5.9270434E+000,-2.6438723E+001,-8.8322579E+001,-2.2081415E-001, 0.0000000E+000, 0.0000000E+000,-7.1546178E+001, 3.4877885E+000, 7.9952775E+000,-1.3502981E-003, 1.2946912E-002, 1.4915426E-003, 1.0213492E-002
 1.7000528E+002, 2.2970612E+002, 5.9767827E+000,-3.1054815E+001,-1.0693086E+002,-2.1793841E-001, 0.0000000E+000, 0.0000000E+000,-8.1465211E+001, 4.9574065E+000, 1.0037297E+001,-1.3614871E-003, 1.5189264E-002, 1.5039021E-003, 1.0879332E-002
 1.8000156E+002, 2.5794691E+002, 6.0739390E+000,-3.4150185E+001,-1.2354447E+002,-2.8806653E-001, 0.0000000E+000, 0.0000000E+000,-9.1556889E+001, 2.8141512E+000, 8.4073081E+000,-1.3836152E-003, 1.7145534E-002, 1.5283448E-003, 1.1687879E-002
 1.9000644E+002, 2.9331344E+002, 6.2022011E+000,-3.8837817E+001,-1.4204252E+002,-3.5863119E-001, 0.0000000E+000, 0.0000000E+000,-1.0274198E+002, 3.1832663E+000, 9.3324898E+000,-1.4128382E-003, 1.9611270E-002, 1.5606246E-003, 1.2626040E-002
 2.0000272E+002, 3.4289741E+002, 6.6695330E+000,-4.7465435E+001,-1.6668672E+002,-5.7104200E-001, 0.0000000E+000, 0.0000000E+000,-1.1560962E+002, 5.9452998E+000, 1.2564605E+001,-1.5182418E-003, 2.3222122E-002, 1.6770537E-003, 1.3654927E-002
 2.1000482E+002, 3.9573123E+002, 7.4041279E+000,-5.7580259E+001,-2.0133732E+002,-5.2432478E-001, 0.0000000E+000, 0.0000000E+000,-1.2537762E+002, 3.5220892E+000, 1.0911706E+001,-1.6856208E-003, 2.6296018E-002, 1.8619409E-003, 1.4826945E-002
 2.2000053E+002, 4.3519096E+002, 7.9247467E+000,-6.5233700E+001,-2.2783859E+002,-6.0027764E-001, 0.0000000E+000, 0.0000000E+000,-1.3014473E+002, 3.2942224E+000, 1.1373657E+001,-1.8049114E-003, 2.8954957E-002, 1.9937097E-003, 1.5563064E-002
 2.3000551E+002, 5.0946828E+002, 8.7249285E+000,-8.3315983E+001,-2.6732066E+002,-9.2611446E-001, 0.0000000E+000, 0.0000000E+000,-1.4311862E+002, 6.2190655E+000, 1.4786900E+001,-1.9860383E-003, 3.5030486E-002, 2.1937829E-003, 1.6584590E-002
 2.4000427E+002, 6.1881700E+002, 1.0609608E+001,-1.1129696E+002,-3.3345745E+002,-1.2838590E+000, 0.0000000E+000, 0.0000000E+000,-1.5546149E+002, 8.0394650E+000, 1.7317231E+001,-2.4137148E-003, 4.1377977E-002, 2.6661954E-003, 1.7661217E-002
 2.5000020E+002, 7.0092441E+002, 1.2893309E+001,-1.3271062E+002,-3.8875152E+002,-1.4780357E+000, 0.0000000E+000, 0.0000000E+000,-1.6188260E+002, 5.9937236E+000, 1.6101627E+001,-2.9324431E-003, 4.7011429E-002, 3.2391840E-003, 1.8235631E-002
 2.6000320E+002, 8.0695286E+002, 1.5098411E+001,-1.5911652E+002,-4.5596619E+002,-1.9402623E+000, 0.0000000E+000, 0.0000000E+000,-1.6907937E+002, 9.9166146E+000, 2.0850517E+001,-3.4318862E-003, 5.3091999E-002, 3.7908702E-003, 1.9098238E-002
 2.7000473E+002, 8.6026206E+002, 1.6506287E+001,-1.6523011E+002,-4.9749077E+002,-2.4812697E+000, 0.0000000E+000, 0.0000000E+000,-1.7884689E+002, 4.0326766E+000, 1.6213015E+001,-3.7580787E-003, 5.6469642E-002, 4.1511831E-003, 2.0110749E-002
 2.8000156E+002, 8.7924663E+002, 1.6689444E+001,-1.6693327E+002,-5.1404810E+002,-1.5255825E+000, 0.0000000E+000, 0.0000000E+000,-1.8440539E+002,-1.6045445E+000, 1.2334289E+001,-3.8042779E-003, 5.7439312E-002, 4.2022150E-003, 2.0877225E-002
 2.9000122E+002, 9.3134064E+002, 1.7415167E+001,-1.8005405E+002,-5.4230202E+002,-1.7704231E+000, 0.0000000E+000, 0.0000000E+000,-1.8777690E+002, 4.5102326E+000, 1.9437250E+001,-3.9702346E-003, 6.1683639E-002, 4.3855311E-003, 2.1489492E-002
 3.0000281E+002, 9.6654970E+002, 1.8501504E+001,-1.8883029E+002,-5.6646736E+002,-2.0721549E+000, 0.0000000E+000, 0.0000000E+000,-1.9048082E+002, 2.5741509E+000, 1.8699080E+001,-4.2175748E-003, 6.2766077E-002, 4.6587437E-003, 2.2131623E-002
 3.1000369E+002, 9.8891355E+002, 1.9545253E+001,-1.9573059E+002,-5.8239731E+002,-2.0240572E+000, 0.0000000E+000, 0.0000000E+000,-1.8895124E+002, 4.1267262E+000, 1.9810347E+001,-4.4578545E-003, 6.6054337E-002, 4.9241573E-003, 2.2598925E-002
 3.2000067E+002, 1.0583015E+003, 2.0750512E+001,-2.1679469E+002,-6.2821230E+002,-2.7762155E+000, 0.0000000E+000, 0.0000000E+000,-1.9003678E+002, 4.2258398E+000, 2.0481557E+001,-4.7307414E-003, 6.9626848E-002, 5.2255888E-003, 2.2763519E-002
 3.3000247E+002, 1.0994332E+003, 2.2627240E+001,-2.2912013E+002,-6.5670494E+002,-2.9033043E+000, 0.0000000E+000, 0.0000000E+000,-1.9110336E+002, 2.0631231E+000, 1.9601427E+001,-5.1570492E-003, 7.2156366E-002, 5.6964895E-003, 2.2963271E-002
 3.4000424E+002, 1.1171081E+003, 2.3472768E+001,-2.3273949E+002,-6.7098614E+002,-2.9179504E+000, 0.0000000E+000, 0.0000000E+000,-1.9262558E+002,-9.6199253E-001, 1.7838942E+001,-5.3483419E-003, 7.2905223E-002, 5.9077919E-003, 2.3044155E-002
 3.5000024E+002, 1.1554110E+003, 2.3329916E+001,-2.4678097E+002,-6.8934462E+002,-2.3088598E+000, 0.0000000E+000, 0.0000000E+000,-1.9494856E+002, 2.2531967E+000, 2.2027993E+001,-5.3106527E-003, 7.6354901E-002, 5.8661603E-003, 2.3148731E-002
 3.6000177E+002, 1.2124321E+003, 2.4937483E+001,-2.6232003E+002,-7.2554564E+002,-2.1445495E+000, 0.0000000E+000, 0.0000000E+000,-1.9797029E+002, 3.7774226E+000, 2.4451549E+001,-5.6714821E-003, 7.9800362E-002, 6.2647334E-003, 2.3284422E-002
 3.7000385E+002, 1.2387552E+003, 2.5915701E+001,-2.7311409E+002,-7.4539252E+002,-2.1751831E+000, 0.0000000E+000, 0.0000000E+000,-1.9576124E+002, 1.3886278E+000, 2.2312123E+001,-5.8885333E-003, 8.1985491E-002, 6.5044887E-003, 2.3411570E-002
 3.8000284E+002, 1.2839791E+003, 2.7787696E+001,-2.8600746E+002,-7.7666728E+002,-1.3945115E+000, 0.0000000E+000, 0.0000000E+000,-1.9754827E+002, 3.0039120E-001, 2.2361545E+001,-6.3125575E-003, 8.3856595E-002, 6.9728669E-003, 2.3441974E-002
 3.9000171E+002, 1.3252217E+003, 3.0266083E+001,-2.9114013E+002,-7.9953392E+002,-1.9039042E+000, 0.0000000E+000, 0.0000000E+000,-2.0231557E+002, 6.8446180E+000, 3.0328142E+001,-6.8783563E-003, 8.6741694E-002, 7.5978496E-003, 2.3403458E-002
 4.0000040E+002, 1.4176149E+003, 2.9303062E+001,-3.0936317E+002,-8.6505237E+002,-2.3130793E+000, 0.0000000E+000, 0.0000000E+000,-2.1319999E+002, 2.5572052E+000, 2.7686268E+001,-6.6671299E-003, 9.3470417E-002, 7.3645285E-003, 2.3421755E-002
 4.1000021E+002, 1.5062426E+003, 2.7519926E+001,-3.3314703E+002,-9.1952291E+002,-1.7939694E+000, 0.0000000E+000, 0.0000000E+000,-2.1956561E+002, 5.6220793E+000, 3.2213111E+001,-6.2694407E-003, 9.8949622E-002, 6.9252399E-003, 2.3558342E-002
