s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 2.3900054E+003, 1.0246133E+000, 1.3185428E+000,-1.4119440E+001,-1.2999555E+001, 1.4875374E+000, 5.2374233E-008,-6.4138121E-013, 2.4676614E+001, 1.1814605E-002, 6.9769660E-002,-3.0374058E-004, 6.7020112E-005, 3.3551261E-004, 3.9565255E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4000063E+003, 1.0229634E+000, 1.3157251E+000,-1.4110466E+001,-1.3037176E+001, 1.4878367E+000, 4.9569526E-008,-6.4138098E-013, 2.4693971E+001,-3.6729267E-004, 5.7130231E-002,-3.0309134E-004, 6.6911387E-005, 3.3479546E-004, 3.8725780E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4100071E+003, 1.0211075E+000, 1.3115681E+000,-1.4111702E+001,-1.3021037E+001, 1.4871673E+000, 4.7371072E-008,-6.4138101E-013, 2.4697793E+001, 1.4848807E-002, 7.3328641E-002,-3.0213346E-004, 6.6790301E-005, 3.3373738E-004, 3.8023390E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4200081E+003, 1.0191896E+000, 1.3073772E+000,-1.4106386E+001,-1.3084332E+001, 1.4868452E+000, 4.5529579E-008,-6.4138147E-013, 2.4691407E+001,-5.1629893E-002, 6.7242016E-003,-3.0116780E-004, 6.6664634E-005, 3.3267071E-004, 3.7430009E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4300088E+003, 1.0167911E+000, 1.3014390E+000,-1.4102052E+001,-1.3051090E+001, 1.4852772E+000, 4.3935523E-008,-6.4138233E-013, 2.4720197E+001, 1.1718854E-002, 6.9123942E-002,-2.9979943E-004, 6.6507409E-005, 3.3115920E-004, 3.6917596E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4400098E+003, 1.0148943E+000, 1.2977474E+000,-1.4106076E+001,-1.2989090E+001, 1.4839310E+000, 4.2659068E-008,-6.4138273E-013, 2.4682850E+001, 2.9098789E-002, 8.6508616E-002,-2.9894893E-004, 6.6384041E-005, 3.3021974E-004, 3.6463815E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4500105E+003, 1.0130341E+000, 1.2926478E+000,-1.4100758E+001,-1.3027278E+001, 1.4850684E+000, 4.1631913E-008,-6.4138399E-013, 2.4690033E+001, 9.4996008E-004, 6.0099297E-002,-2.9777386E-004, 6.6261713E-005, 3.2892175E-004, 3.6071905E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4600000E+003, 1.0114455E+000, 1.2900534E+000,-1.4109385E+001,-1.3009089E+001, 1.4836806E+000, 4.0657149E-008,-6.4138451E-013, 2.4659997E+001,-2.1207540E-002, 3.6649285E-002,-2.9717595E-004, 6.6158964E-005, 3.2826130E-004, 3.5732766E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4700010E+003, 1.0103205E+000, 1.2864732E+000,-1.4106724E+001,-1.3006593E+001, 1.4823923E+000, 3.9858117E-008,-6.4138412E-013, 2.4676106E+001,-4.0144956E-004, 5.5500976E-002,-2.9635085E-004, 6.6084793E-005, 3.2734990E-004, 3.5424337E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4800017E+003, 1.0084608E+000, 1.2821661E+000,-1.4101730E+001,-1.3030696E+001, 1.4815549E+000, 3.9256586E-008,-6.4138428E-013, 2.4676013E+001,-2.3843732E-002, 3.3603233E-002,-2.9535832E-004, 6.5962800E-005, 3.2625355E-004, 3.5148873E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.4900027E+003, 1.0063790E+000, 1.2777304E+000,-1.4098230E+001,-1.2984431E+001, 1.4819584E+000, 3.8698024E-008,-6.4138440E-013, 2.4671135E+001, 2.0903951E-002, 7.6811199E-002,-2.9433633E-004, 6.5826449E-005, 3.2512465E-004, 3.4914356E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5000034E+003, 1.0040814E+000, 1.2746899E+000,-1.4102624E+001,-1.3078144E+001, 1.4809116E+000, 3.8232242E-008,-6.4138681E-013, 2.4688584E+001,-6.3364620E-002,-7.1908650E-003,-2.9363611E-004, 6.5676436E-005, 3.2435118E-004, 3.4706179E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5100044E+003, 1.0025969E+000, 1.2736915E+000,-1.4107045E+001,-1.2965371E+001, 1.4796845E+000, 3.7646543E-008,-6.4138603E-013, 2.4667876E+001, 2.1789175E-002, 7.7741868E-002,-2.9340636E-004, 6.5580055E-005, 3.2409740E-004, 3.4513699E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5200051E+003, 1.0019614E+000, 1.2731003E+000,-1.4110960E+001,-1.2968115E+001, 1.4796716E+000, 3.6993741E-008,-6.4138576E-013, 2.4637013E+001,-1.6227536E-002, 3.9570417E-002,-2.9327023E-004, 6.5538787E-005, 3.2394703E-004, 3.4313146E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5300061E+003, 1.0008644E+000, 1.2699288E+000,-1.4107344E+001,-1.2942232E+001, 1.4782285E+000, 3.6663266E-008,-6.4138518E-013, 2.4652616E+001, 2.5921727E-002, 8.2132924E-002,-2.9253961E-004, 6.5466304E-005, 3.2313999E-004, 3.4105343E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5400068E+003, 9.9904693E-001, 1.2654520E+000,-1.4101252E+001,-1.2990224E+001, 1.4834676E+000, 3.6275824E-008,-6.4138518E-013, 2.4671821E+001, 6.0656882E-003, 6.2859675E-002,-2.9150805E-004, 6.5346768E-005, 3.2200052E-004, 3.3928501E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5500078E+003, 9.9699645E-001, 1.2604520E+000,-1.4105991E+001,-1.2987929E+001, 1.4796332E+000, 3.5835749E-008,-6.4138560E-013, 2.4642372E+001,-3.2340822E-002, 2.5082374E-002,-2.9035591E-004, 6.5213259E-005, 3.2072787E-004, 3.3763861E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5600088E+003, 9.9514619E-001, 1.2560531E+000,-1.4102503E+001,-1.2980437E+001, 1.4781775E+000, 3.5487090E-008,-6.4138598E-013, 2.4666045E+001,-4.4795687E-004, 5.6429687E-002,-2.8934207E-004, 6.5091950E-005, 3.1960797E-004, 3.3599102E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5700095E+003, 9.9316292E-001, 1.2508534E+000,-1.4096416E+001,-1.2965165E+001, 1.4787009E+000, 3.5232130E-008,-6.4138664E-013, 2.4648741E+001, 1.2183058E-003, 5.9024195E-002,-2.8814395E-004, 6.4962063E-005, 3.1828453E-004, 3.3443014E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5800105E+003, 9.9084783E-001, 1.2446759E+000,-1.4094727E+001,-1.2957833E+001, 1.4757575E+000, 3.5008074E-008,-6.4138644E-013, 2.4648179E+001, 5.4339520E-003, 6.2223700E-002,-2.8672037E-004, 6.4810790E-005, 3.1671204E-004, 3.3304610E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.5900112E+003, 9.8918452E-001, 1.2421451E+000,-1.4097310E+001,-1.2992058E+001, 1.4758234E+000, 3.4895650E-008,-6.4138665E-013, 2.4653587E+001,-2.8534481E-002, 2.9227781E-002,-2.8613730E-004, 6.4702343E-005, 3.1606799E-004, 3.3186726E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6000007E+003, 9.8756005E-001, 1.2389542E+000,-1.4093878E+001,-1.2972231E+001, 1.4774003E+000, 3.4647883E-008,-6.4138703E-013, 2.4640246E+001,-1.6948429E-002, 3.9097707E-002,-2.8540237E-004, 6.4595634E-005, 3.1525618E-004, 3.3085578E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6100017E+003, 9.8542398E-001, 1.2340848E+000,-1.4089535E+001,-1.2925012E+001, 1.4744702E+000, 3.4427876E-008,-6.4138854E-013, 2.4638783E+001, 2.6855153E-002, 8.4129700E-002,-2.8428004E-004, 6.4455979E-005, 3.1401645E-004, 3.2979108E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6200024E+003, 9.8348645E-001, 1.2296424E+000,-1.4093942E+001,-1.2925619E+001, 1.4737114E+000, 3.4244227E-008,-6.4138900E-013, 2.4623747E+001, 4.2448054E-003, 6.1384102E-002,-2.8325655E-004, 6.4329383E-005, 3.1288590E-004, 3.2870167E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6300034E+003, 9.8141552E-001, 1.2246614E+000,-1.4090434E+001,-1.2956561E+001, 1.4738868E+000, 3.4100293E-008,-6.4138960E-013, 2.4624347E+001,-2.4734047E-002, 3.2653894E-002,-2.8210868E-004, 6.4193627E-005, 3.1161796E-004, 3.2765678E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6400042E+003, 9.7963600E-001, 1.2200544E+000,-1.4090204E+001,-1.2896959E+001, 1.4754599E+000, 3.3936313E-008,-6.4139036E-013, 2.4616964E+001, 2.6861172E-002, 8.4897397E-002,-2.8104734E-004, 6.4077671E-005, 3.1044559E-004, 3.2668500E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6500051E+003, 9.7801917E-001, 1.2163666E+000,-1.4093443E+001,-1.2936200E+001, 1.4735293E+000, 3.3799112E-008,-6.4139038E-013, 2.4587249E+001,-4.8556793E-002, 9.1545609E-003,-2.8019762E-004, 6.3972436E-005, 3.0950700E-004, 3.2574369E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6600059E+003, 9.7708705E-001, 1.2149591E+000,-1.4095197E+001,-1.2880014E+001, 1.4724910E+000, 3.3630377E-008,-6.4138984E-013, 2.4592336E+001, 1.0684560E-002, 6.6703463E-002,-2.7987325E-004, 6.3911134E-005, 3.0914869E-004, 3.2481686E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6700068E+003, 9.7550490E-001, 1.2121970E+000,-1.4091558E+001,-1.2909740E+001, 1.4731378E+000, 3.3540408E-008,-6.4139010E-013, 2.4601568E+001,-9.9683433E-003, 4.8912969E-002,-2.7923680E-004, 6.3807347E-005, 3.0844567E-004, 3.2390825E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6800076E+003, 9.7380174E-001, 1.2086868E+000,-1.4090189E+001,-1.2874508E+001, 1.4737099E+000, 3.3381483E-008,-6.4139028E-013, 2.4600449E+001, 2.7441195E-002, 8.3263782E-002,-2.7842792E-004, 6.3695566E-005, 3.0755218E-004, 3.2308254E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.6900085E+003, 9.7137467E-001, 1.2025534E+000,-1.4083571E+001,-1.2942634E+001, 1.4706987E+000, 3.3274854E-008,-6.4139154E-013, 2.4619437E+001,-2.2402613E-002, 3.5305198E-002,-2.7701449E-004, 6.3536962E-005, 3.0599090E-004, 3.2223385E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7000093E+003, 9.6869450E-001, 1.1965595E+000,-1.4076333E+001,-1.2973613E+001, 1.4721798E+000, 3.3124294E-008,-6.4139257E-013, 2.4643429E+001,-2.3037558E-002, 3.4357723E-002,-2.7563377E-004, 6.3360927E-005, 3.0446575E-004, 3.2139797E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7100103E+003, 9.6676539E-001, 1.1919561E+000,-1.4079966E+001,-1.2899931E+001, 1.4714750E+000, 3.3134776E-008,-6.4139320E-013, 2.4574830E+001,-2.2130117E-002, 3.3173450E-002,-2.7457320E-004, 6.3236218E-005, 3.0329425E-004, 3.2057067E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7200110E+003, 9.6552712E-001, 1.1889263E+000,-1.4084052E+001,-1.2854931E+001, 1.4715817E+000, 3.3030148E-008,-6.4139309E-013, 2.4568030E+001, 8.2432566E-003, 6.6155731E-002,-2.7387494E-004, 6.3154825E-005, 3.0252294E-004, 3.1989590E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7300005E+003, 9.6380137E-001, 1.1860965E+000,-1.4080977E+001,-1.2888783E+001, 1.4695641E+000, 3.2693018E-008,-6.4139343E-013, 2.4589192E+001,-3.3914603E-003, 5.2797633E-002,-2.7322296E-004, 6.3041766E-005, 3.0180277E-004, 3.1914308E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7400015E+003, 9.6204574E-001, 1.1821558E+000,-1.4078537E+001,-1.2908613E+001, 1.4700464E+000, 3.2558285E-008,-6.4139424E-013, 2.4580259E+001,-3.1788296E-002, 2.5201462E-002,-2.7231498E-004, 6.2927118E-005, 3.0079981E-004, 3.1812228E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7500022E+003, 9.6006151E-001, 1.1777288E+000,-1.4079772E+001,-1.2828610E+001, 1.4695694E+000, 3.2353842E-008,-6.4139463E-013, 2.4557300E+001, 2.0469378E-002, 7.8548565E-002,-2.7129480E-004, 6.2797124E-005, 2.9967291E-004, 3.1712365E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7600032E+003, 9.5837993E-001, 1.1742566E+000,-1.4077132E+001,-1.2858839E+001, 1.4693957E+000, 3.2189719E-008,-6.4139551E-013, 2.4586530E+001, 2.3261869E-002, 7.8334823E-002,-2.7049473E-004, 6.2687171E-005, 2.9878916E-004, 3.1610932E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7700039E+003, 9.5672941E-001, 1.1708152E+000,-1.4076209E+001,-1.2896413E+001, 1.4694407E+000, 3.2012293E-008,-6.4139590E-013, 2.4576053E+001,-2.7960407E-002, 2.9600415E-002,-2.6970190E-004, 6.2579143E-005, 2.9791340E-004, 3.1512868E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7800049E+003, 9.5471693E-001, 1.1650151E+000,-1.4074055E+001,-1.2851774E+001, 1.4685240E+000, 3.1921965E-008,-6.4139660E-013, 2.4547298E+001,-1.0678233E-002, 4.4709919E-002,-2.6836546E-004, 6.2447629E-005, 2.9643716E-004, 3.1417432E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.7900056E+003, 9.5285348E-001, 1.1602210E+000,-1.4073287E+001,-1.2880983E+001, 1.4700559E+000, 3.1852839E-008,-6.4139675E-013, 2.4557238E+001,-3.2591743E-002, 2.5876688E-002,-2.6726084E-004, 6.2325519E-005, 2.9521699E-004, 3.1332240E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8000066E+003, 9.5111552E-001, 1.1558169E+000,-1.4074788E+001,-1.2794940E+001, 1.4679686E+000, 3.1769337E-008,-6.4139682E-013, 2.4538117E+001, 3.1847674E-002, 8.7472384E-002,-2.6624599E-004, 6.2212301E-005, 2.9409599E-004, 3.1259428E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8100073E+003, 9.4961881E-001, 1.1527527E+000,-1.4067909E+001,-1.2862313E+001, 1.4694766E+000, 3.1623983E-008,-6.4139699E-013, 2.4555667E+001,-1.1906146E-002, 4.4540676E-002,-2.6553997E-004, 6.2113946E-005, 2.9331612E-004, 3.1187031E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8200083E+003, 9.4788723E-001, 1.1498611E+000,-1.4072485E+001,-1.2842334E+001, 1.4668129E+000, 3.1523452E-008,-6.4139737E-013, 2.4539761E+001,-1.6252563E-002, 3.9642636E-002,-2.6487391E-004, 6.2001176E-005, 2.9258039E-004, 3.1109374E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8300093E+003, 9.4655006E-001, 1.1471179E+000,-1.4069554E+001,-1.2846890E+001, 1.4669281E+000, 3.1432880E-008,-6.4139744E-013, 2.4548021E+001,-1.2587169E-002, 4.5055681E-002,-2.6424205E-004, 6.1913417E-005, 2.9188243E-004, 3.1032812E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8400100E+003, 9.4378045E-001, 1.1402099E+000,-1.4057112E+001,-1.2880969E+001, 1.4664707E+000, 3.1409275E-008,-6.4139909E-013, 2.4574990E+001,-1.0154334E-002, 4.7160389E-002,-2.6265038E-004, 6.1731066E-005, 2.9012427E-004, 3.0960476E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8500110E+003, 9.4136020E-001, 1.1351008E+000,-1.4065131E+001,-1.2832929E+001, 1.4658450E+000, 3.1369511E-008,-6.4139998E-013, 2.4548936E+001, 2.4094890E-003, 5.8081169E-002,-2.6147321E-004, 6.1574053E-005, 2.8882396E-004, 3.0898006E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8600002E+003, 9.3934000E-001, 1.1346100E+000,-1.4051982E+001,-1.2812397E+001, 1.4628581E+000, 3.1280634E-008,-6.4140180E-013, 2.4529073E+001, 1.0535410E-002, 6.6892194E-002,-2.6136031E-004, 6.1441660E-005, 2.8869926E-004, 3.0838299E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8700012E+003, 9.3867480E-001, 1.1510961E+000,-1.4059868E+001,-1.2814696E+001, 1.4601641E+000, 3.1154086E-008,-6.4140248E-013, 2.4508266E+001,-2.4351120E-002, 3.2540420E-002,-2.6516043E-004, 6.1399422E-005, 2.9289687E-004, 3.0773414E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8800020E+003, 9.3714631E-001, 1.1265592E+000,-1.4051235E+001,-1.2854166E+001, 1.4608094E+000, 3.1090163E-008,-6.4140353E-013, 2.4522057E+001,-4.0042071E-002, 1.4612188E-002,-2.5950467E-004, 6.1298006E-005, 2.8664951E-004, 3.0699813E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.8900029E+003, 9.3581161E-001, 1.1230744E+000,-1.4054327E+001,-1.2781841E+001, 1.4604636E+000, 3.1159502E-008,-6.4140346E-013, 2.4481348E+001,-1.4040453E-002, 4.1455767E-002,-2.5870174E-004, 6.1211287E-005, 2.8576260E-004, 3.0635286E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9000039E+003, 9.3426485E-001, 1.1191386E+000,-1.4054619E+001,-1.2760392E+001, 1.4611370E+000, 3.1037546E-008,-6.4140348E-013, 2.4498142E+001, 2.3286590E-002, 7.8532316E-002,-2.5779478E-004, 6.1109991E-005, 2.8476076E-004, 3.0586157E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9100046E+003, 9.3268541E-001, 1.1154952E+000,-1.4054817E+001,-1.2769045E+001, 1.4599591E+000, 3.0914217E-008,-6.4140382E-013, 2.4489988E+001, 8.7917473E-004, 5.8770653E-002,-2.5695522E-004, 6.1006596E-005, 2.8383338E-004, 3.0525249E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9200056E+003, 9.3100339E-001, 1.1111545E+000,-1.4051563E+001,-1.2798561E+001, 1.4615814E+000, 3.0815575E-008,-6.4140462E-013, 2.4492917E+001,-2.0749183E-002, 3.5377405E-002,-2.5595516E-004, 6.0896613E-005, 2.8272871E-004, 3.0453525E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9300063E+003, 9.2943150E-001, 1.1064427E+000,-1.4050435E+001,-1.2788754E+001, 1.4609925E+000, 3.0635553E-008,-6.4140512E-013, 2.4491938E+001,-1.3407567E-002, 4.3172666E-002,-2.5486933E-004, 6.0793523E-005, 2.8152930E-004, 3.0380441E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9400073E+003, 9.2792582E-001, 1.1027894E+000,-1.4052069E+001,-1.2731450E+001, 1.4605957E+000, 3.0567877E-008,-6.4140541E-013, 2.4472425E+001, 2.0459014E-002, 7.7427321E-002,-2.5402743E-004, 6.0695639E-005, 2.8059934E-004, 3.0298469E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9500081E+003, 9.2641595E-001, 1.0988524E+000,-1.4045103E+001,-1.2791580E+001, 1.4613116E+000, 3.0613726E-008,-6.4140629E-013, 2.4491449E+001,-1.4516799E-002, 4.2493959E-002,-2.5312019E-004, 6.0596158E-005, 2.7959720E-004, 3.0225700E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9600090E+003, 9.2469774E-001, 1.0938867E+000,-1.4050575E+001,-1.2718102E+001, 1.4589773E+000, 3.0501782E-008,-6.4140666E-013, 2.4458716E+001, 1.7996650E-002, 7.3715083E-002,-2.5197597E-004, 6.0484509E-005, 2.7833329E-004, 3.0171721E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9700098E+003, 9.2361733E-001, 1.0918867E+000,-1.4048014E+001,-1.2771090E+001, 1.4572531E+000, 3.0425215E-008,-6.4140627E-013, 2.4466447E+001,-2.8676015E-002, 2.8213753E-002,-2.5151507E-004, 6.0413808E-005, 2.7782418E-004, 3.0112194E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.9800107E+003, 9.2204110E-001, 1.0880514E+000,-1.4040354E+001,-1.2737282E+001, 1.4594312E+000, 3.0364240E-008,-6.4140706E-013, 2.4471292E+001, 1.9300122E-002, 7.5128861E-002,-2.5063129E-004, 6.0309888E-005, 2.7684795E-004, 3.0050161E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
