s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa
 3.0700105E+003, 3.8179003E-001, 8.9571327E-001,-1.5957796E+000, 1.7567514E-001,-1.8708204E-009,-1.6974309E-013, 1.6515803E-001,-1.5098842E-002, 2.2556822E-002,-6.7191654E-006, 2.8992296E-005, 7.4220070E-006, 1.1256002E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.0800217E+003, 3.8181695E-001, 8.9702952E-001,-1.5955424E+000, 1.7563544E-001,-1.8691571E-009,-1.6974527E-013, 1.6662794E-001,-1.1704475E-002, 2.5567433E-002,-6.7431304E-006, 2.8986772E-005, 7.4484788E-006, 1.1241597E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.0900034E+003, 3.8155909E-001, 8.9632741E-001,-1.5615828E+000, 1.7552473E-001,-1.8730087E-009,-1.6974469E-013, 1.6456139E-001, 1.9061038E-002, 5.6389840E-002,-6.7083614E-006, 2.8976335E-005, 7.4100728E-006, 1.1227223E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.1000007E+003, 3.8158692E-001, 8.9532021E-001,-1.5922407E+000, 1.7472277E-001,-1.8752196E-009,-1.6974532E-013, 1.7215121E-001,-5.8727761E-003, 3.1540367E-002,-6.7578304E-006, 2.8965577E-005, 7.4647164E-006, 1.1212435E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.1100020E+003, 3.8124861E-001, 8.9782574E-001,-1.5869315E+000, 1.7637865E-001,-1.8776938E-009,-1.6974583E-013, 1.7013015E-001, 1.7831626E-003, 3.8651705E-002,-6.7282069E-006, 2.8942834E-005, 7.4319943E-006, 1.1197093E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.1200015E+003, 3.8079751E-001, 9.0116927E-001,-1.5870316E+000, 1.7515655E-001,-1.8731636E-009,-1.6974512E-013, 1.6766619E-001, 8.7653145E-004, 3.7757960E-002,-6.6613535E-006, 2.8929050E-005, 7.3581477E-006, 1.1182388E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.1300164E+003, 3.8068348E-001, 8.9711344E-001,-1.5840131E+000, 1.7390014E-001,-1.8785767E-009,-1.6974314E-013, 1.6938936E-001, 3.2393593E-005, 3.7073273E-002,-6.6979899E-006, 2.8911439E-005, 7.3986164E-006, 1.1168348E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.1400039E+003, 3.8071306E-001, 8.9510809E-001,-1.5713846E+000, 1.7406745E-001,-1.8796266E-009,-1.6974478E-013, 1.6298966E-001, 4.8462705E-003, 4.1493625E-002,-6.7246461E-006, 2.8900964E-005, 7.4280609E-006, 1.1153887E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.1500173E+003, 3.8037214E-001, 8.9804146E-001,-1.5900845E+000, 1.7391881E-001,-1.8769995E-009,-1.6974473E-013, 1.6823191E-001,-6.9257672E-003, 3.0479843E-002,-6.6956500E-006, 2.8887284E-005, 7.3960318E-006, 1.1140559E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.1600168E+003, 3.7992547E-001, 8.9820510E-001,-1.5811958E+000, 1.7391761E-001,-1.8734631E-009,-1.6974414E-013, 1.6660284E-001, 4.5650440E-004, 3.7455208E-002,-6.6261554E-006, 2.8872185E-005, 7.3192679E-006, 1.1128262E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.1700193E+003, 3.7992022E-001, 8.9682951E-001,-1.5847420E+000, 1.7343097E-001,-1.8772900E-009,-1.6974448E-013, 1.7098382E-001,-2.2052522E-004, 3.6422535E-002,-6.6733253E-006, 2.8857551E-005, 7.3713718E-006, 1.1114714E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.1800056E+003, 3.7925207E-001, 8.9833556E-001,-1.5897306E+000, 1.7359866E-001,-1.8785193E-009,-1.6974542E-013, 1.7115092E-001,-4.4077560E-003, 3.2606635E-002,-6.5685554E-006, 2.8837711E-005, 7.2556428E-006, 1.1100115E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.1900076E+003, 3.7877766E-001, 8.9762669E-001,-1.5913032E+000, 1.7251829E-001,-1.8783898E-009,-1.6974574E-013, 1.7151527E-001,-7.1236952E-003, 2.9134691E-002,-6.5148830E-006, 2.8818715E-005, 7.1963561E-006, 1.1085638E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.2000005E+003, 3.7865715E-001, 8.9611164E-001,-1.5673441E+000, 1.7243488E-001,-1.8840384E-009,-1.6974526E-013, 1.7088929E-001, 1.4361490E-002, 5.0748825E-002,-6.5386716E-006, 2.8803148E-005, 7.2226331E-006, 1.1071773E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.2100056E+003, 3.7865042E-001, 8.9836564E-001,-1.5875094E+000, 1.7277231E-001,-1.8955196E-009,-1.6974405E-013, 1.7049695E-001,-4.3148920E-003, 3.2775888E-002,-6.5818004E-006, 2.8787966E-005, 7.2702732E-006, 1.1055864E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.2200068E+003, 3.7811953E-001, 8.9729561E-001,-1.5695544E+000, 1.7219664E-001,-1.9041567E-009,-1.6974406E-013, 1.6674301E-001, 8.9061447E-003, 4.4800394E-002,-6.4903679E-006, 2.8773001E-005, 7.1692767E-006, 1.1038448E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.2300164E+003, 3.7792593E-001, 8.9687495E-001,-1.5878518E+000, 1.7219764E-001,-1.8991698E-009,-1.6974330E-013, 1.6771921E-001,-9.3690799E-003, 2.6865953E-002,-6.4825087E-006, 2.8762388E-005, 7.1605954E-006, 1.1021694E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.2400022E+003, 3.7761029E-001, 8.9719790E-001,-1.5837460E+000, 1.7207251E-001,-1.9090805E-009,-1.6974520E-013, 1.6731301E-001,-6.0242628E-003, 3.0447734E-002,-6.4492667E-006, 2.8748275E-005, 7.1238761E-006, 1.1006259E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.2500049E+003, 3.7709274E-001, 8.9727890E-001,-1.5918724E+000, 1.7149470E-001,-1.9134115E-009,-1.6974336E-013, 1.6880607E-001,-1.2921311E-002, 2.2800028E-002,-6.3796744E-006, 2.8730913E-005, 7.0470044E-006, 1.0990125E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.2600012E+003, 3.7672367E-001, 8.9704152E-001,-1.5721564E+000, 1.7153630E-001,-1.9144927E-009,-1.6974546E-013, 1.6758330E-001, 5.0817242E-003, 4.0728361E-002,-6.3419675E-006, 2.8716760E-005, 7.0053533E-006, 1.0974534E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.2700090E+003, 3.7664846E-001, 8.9599200E-001,-1.5601446E+000, 1.7047516E-001,-1.9195661E-009,-1.6974338E-013, 1.6560422E-001, 1.2466969E-002, 4.8575260E-002,-6.3556809E-006, 2.8703523E-005, 7.0205011E-006, 1.0959940E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.2800063E+003, 3.7653263E-001, 8.9648786E-001,-1.5986562E+000, 1.7044979E-001,-1.9282356E-009,-1.6974381E-013, 1.7032004E-001,-2.0258800E-002, 1.5134157E-002,-6.3710485E-006, 2.8690283E-005, 7.0374762E-006, 1.0944219E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.2900144E+003, 3.7646077E-001, 8.9561048E-001,-1.5503425E+000, 1.7051965E-001,-1.9341218E-009,-1.6974448E-013, 1.6584304E-001, 2.1615520E-002, 5.8091446E-002,-6.4043922E-006, 2.8671056E-005, 7.0743077E-006, 1.0927283E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.3000010E+003, 3.7634341E-001, 8.9714760E-001,-1.5895608E+000, 1.7047674E-001,-1.9311773E-009,-1.6974454E-013, 1.6874552E-001,-1.2620902E-002, 2.3152429E-002,-6.3949521E-006, 2.8664167E-005, 7.0638801E-006, 1.0911313E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.3100017E+003, 3.7579530E-001, 8.9668027E-001,-1.5724903E+000, 1.6974085E-001,-1.9329258E-009,-1.6974341E-013, 1.6771938E-001, 1.6916731E-003, 3.7445485E-002,-6.3293822E-006, 2.8646768E-005, 6.9914515E-006, 1.0897663E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.3200027E+003, 3.7546329E-001, 8.9637202E-001,-1.5693804E+000, 1.6976452E-001,-1.9332070E-009,-1.6974382E-013, 1.6620004E-001, 3.1794676E-003, 3.8419507E-002,-6.2845654E-006, 2.8631705E-005, 6.9419467E-006, 1.0883820E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.3300027E+003, 3.7510622E-001, 8.9663954E-001,-1.5797224E+000, 1.6904401E-001,-1.9348102E-009,-1.6974402E-013, 1.6566691E-001,-7.9516699E-003, 2.6734277E-002,-6.2368556E-006, 2.8618402E-005, 6.8892463E-006, 1.0870536E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.3400164E+003, 3.7447943E-001, 8.9948049E-001,-1.5652384E+000, 1.6990967E-001,-1.9441833E-009,-1.6974465E-013, 1.6641768E-001, 1.0165275E-002, 4.5048855E-002,-6.1630320E-006, 2.8600044E-005, 6.8077007E-006, 1.0856070E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.3500142E+003, 3.7444985E-001, 8.9566230E-001,-1.5774744E+000, 1.6807963E-001,-1.9459494E-009,-1.6974455E-013, 1.6575215E-001,-7.8268593E-003, 2.6469550E-002,-6.1699361E-006, 2.8590415E-005, 6.8153269E-006, 1.0840416E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.3600132E+003, 3.7434931E-001, 9.0052567E-001,-1.5756008E+000, 1.6949921E-001,-1.9417685E-009,-1.6974683E-013, 1.6585094E-001,-8.6488318E-004, 3.4624322E-002,-6.1869549E-006, 2.8577970E-005, 6.8341260E-006, 1.0825826E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.3700173E+003, 3.7397551E-001, 8.9680236E-001,-1.5721169E+000, 1.6794012E-001,-1.9315013E-009,-1.6974592E-013, 1.6821795E-001, 8.5286140E-004, 3.4819051E-002,-6.1543686E-006, 2.8558049E-005, 6.7981310E-006, 1.0813768E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.3800112E+003, 3.7357036E-001, 8.9872279E-001,-1.5764335E+000, 1.6852335E-001,-1.9380514E-009,-1.6974603E-013, 1.6699517E-001,-3.2317800E-003, 3.1378180E-002,-6.1277938E-006, 2.8538550E-005, 6.7687764E-006, 1.0803367E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.3900161E+003, 3.7358385E-001, 8.9633229E-001,-1.5726570E+000, 1.6770054E-001,-1.9497622E-009,-1.6974474E-013, 1.6620179E-001,-3.4209588E-003, 3.1161464E-002,-6.1522846E-006, 2.8526392E-005, 6.7958290E-006, 1.0789946E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.4000010E+003, 3.7408248E-001, 8.9584114E-001,-1.5689958E+000, 1.6737030E-001,-1.9518922E-009,-1.6974469E-013, 1.6825706E-001, 1.3881445E-003, 3.6555196E-002,-6.2793056E-006, 2.8520427E-005, 6.9361367E-006, 1.0774385E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.4100210E+003, 3.7340013E-001, 8.9695343E-001,-1.5752179E+000, 1.6735220E-001,-1.9322938E-009,-1.6974379E-013, 1.6501243E-001,-7.4964573E-003, 2.7500336E-002,-6.1770241E-006, 2.8503462E-005, 6.8231563E-006, 1.0760486E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.4200029E+003, 3.7256649E-001, 8.9736461E-001,-1.5765325E+000, 1.6703714E-001,-1.9159212E-009,-1.6974730E-013, 1.6964516E-001,-4.1013563E-003, 3.0080919E-002,-6.0444640E-006, 2.8484906E-005, 6.6767301E-006, 1.0753505E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.4300198E+003, 3.7251795E-001, 8.9579468E-001,-1.5521744E+000, 1.6675567E-001,-1.9358798E-009,-1.6974539E-013, 1.6623373E-001, 1.4439452E-002, 4.9127580E-002,-6.0765182E-006, 2.8468318E-005, 6.7121373E-006, 1.0744210E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.4400100E+003, 3.7252246E-001, 8.9884101E-001,-1.5631656E+000, 1.6754463E-001,-1.9419099E-009,-1.6974389E-013, 1.6525661E-001, 6.7045957E-003, 4.0999138E-002,-6.1084270E-006, 2.8456700E-005, 6.7473838E-006, 1.0728568E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.4500139E+003, 3.7186711E-001, 8.9847999E-001,-1.5855360E+000, 1.6757644E-001,-1.9375464E-009,-1.6974371E-013, 1.7090344E-001,-1.0980413E-002, 2.3290992E-002,-6.0083460E-006, 2.8438894E-005, 6.6368340E-006, 1.0712982E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.4600225E+003, 3.7146723E-001, 8.9753422E-001,-1.5645315E+000, 1.6717302E-001,-1.9379999E-009,-1.6974495E-013, 1.6441114E-001, 1.9445861E-003, 3.6054133E-002,-5.9716588E-006, 2.8418527E-005, 6.5963093E-006, 1.0699690E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.4700044E+003, 3.7148029E-001, 8.9765573E-001,-1.5654128E+000, 1.6707218E-001,-1.9460019E-009,-1.6974474E-013, 1.6549377E-001, 2.3406212E-003, 3.6289146E-002,-6.0086489E-006, 2.8407620E-005, 6.6371687E-006, 1.0685927E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.4800237E+003, 3.7129341E-001, 8.9635723E-001,-1.5724339E+000, 1.6666884E-001,-1.9547739E-009,-1.6974615E-013, 1.6703542E-001,-4.9973504E-003, 2.8920985E-002,-6.0001495E-006, 2.8397218E-005, 6.6277802E-006, 1.0671337E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.4900159E+003, 3.7159710E-001, 8.9895150E-001,-1.5777122E+000, 1.6729512E-001,-1.9673885E-009,-1.6974395E-013, 1.6843712E-001,-6.1191122E-003, 2.8568688E-002,-6.1046587E-006, 2.8379143E-005, 6.7432213E-006, 1.0654882E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.5000134E+003, 3.7063750E-001, 8.9964577E-001,-1.5567739E+000, 1.6597242E-001,-1.9664664E-009,-1.6974484E-013, 1.6250028E-001, 8.1596326E-003, 4.1982065E-002,-5.9599029E-006, 2.8358613E-005, 6.5833237E-006, 1.0637985E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.5100154E+003, 3.7047964E-001, 8.9834857E-001,-1.5599174E+000, 1.6590398E-001,-1.9629130E-009,-1.6974525E-013, 1.6300476E-001, 4.0491981E-003, 3.7819519E-002,-5.9403467E-006, 2.8348429E-005, 6.5617219E-006, 1.0623778E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.5200222E+003, 3.7038214E-001, 8.9839202E-001,-1.5745878E+000, 1.6632204E-001,-1.9569689E-009,-1.6974457E-013, 1.6096253E-001,-1.2259474E-002, 2.1470951E-002,-5.9374233E-006, 2.8342528E-005, 6.5584927E-006, 1.0611031E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.5300220E+003, 3.7034731E-001, 8.9641848E-001,-1.5614761E+000, 1.6526116E-001,-1.9599945E-009,-1.6974427E-013, 1.6562362E-001, 2.3998376E-003, 3.6174497E-002,-5.9614830E-006, 2.8331406E-005, 6.5850691E-006, 1.0599078E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.5400098E+003, 3.7000642E-001, 8.9717641E-001,-1.5652300E+000, 1.6519965E-001,-1.9623223E-009,-1.6974495E-013, 1.6355103E-001,-3.3906509E-003, 3.0703478E-002,-5.9184568E-006, 2.8319604E-005, 6.5375422E-006, 1.0585801E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.5500007E+003, 3.6977198E-001, 8.9636568E-001,-1.5618627E+000, 1.6466328E-001,-1.9619664E-009,-1.6974453E-013, 1.6272617E-001,-2.0636718E-003, 3.1664429E-002,-5.9009328E-006, 2.8308013E-005, 6.5181852E-006, 1.0572989E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.5600005E+003, 3.6958192E-001, 8.9794496E-001,-1.5524520E+000, 1.6439126E-001,-1.9686348E-009,-1.6974376E-013, 1.6015813E-001, 6.0806313E-003, 3.9624312E-002,-5.8649197E-006, 2.8302056E-005, 6.4784050E-006, 1.0559563E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.5700139E+003, 3.6931646E-001, 8.9747318E-001,-1.5460914E+000, 1.6462067E-001,-1.9659658E-009,-1.6974411E-013, 1.6657689E-001, 1.9076351E-002, 5.1895841E-002,-5.8479722E-006, 2.8287994E-005, 6.4596848E-006, 1.0545238E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.5800093E+003, 3.6944127E-001, 8.9572992E-001,-1.5760249E+000, 1.6364741E-001,-1.9599361E-009,-1.6974384E-013, 1.6538439E-001,-1.6541535E-002, 1.8178112E-002,-5.9216171E-006, 2.8275738E-005, 6.5410331E-006, 1.0533025E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.5900012E+003, 3.6922116E-001, 8.9693790E-001,-1.5733265E+000, 1.6372857E-001,-1.9685437E-009,-1.6974431E-013, 1.6866706E-001,-8.0445292E-003, 2.5228231E-002,-5.8817108E-006, 2.8264028E-005, 6.4969525E-006, 1.0520800E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.6000056E+003, 3.6834353E-001, 8.9750684E-001,-1.5643360E+000, 1.6418743E-001,-1.9717927E-009,-1.6974394E-013, 1.6414564E-001,-3.5523495E-003, 2.9847425E-002,-5.7666849E-006, 2.8242376E-005, 6.3698946E-006, 1.0506200E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.6100149E+003, 3.6844603E-001, 8.9884308E-001,-1.5646809E+000, 1.6436357E-001,-1.9706207E-009,-1.6974390E-013, 1.6493023E-001,-1.4789361E-003, 3.1902030E-002,-5.7952391E-006, 2.8234764E-005, 6.4014357E-006, 1.0492910E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.6200007E+003, 3.6800246E-001, 8.9810963E-001,-1.5522832E+000, 1.6408447E-001,-1.9626305E-009,-1.6974395E-013, 1.6155108E-001, 6.0835294E-003, 3.9464476E-002,-5.7421963E-006, 2.8221442E-005, 6.3428445E-006, 1.0480448E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.6300146E+003, 3.6782111E-001, 8.9505612E-001,-1.5526592E+000, 1.6316116E-001,-1.9666904E-009,-1.6974394E-013, 1.6082077E-001, 1.3120743E-003, 3.4199958E-002,-5.7386561E-006, 2.8207765E-005, 6.3389340E-006, 1.0469177E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.6400066E+003, 3.6788216E-001, 8.9758143E-001,-1.5605120E+000, 1.6305001E-001,-1.9784581E-009,-1.6974404E-013, 1.6205442E-001,-3.2889957E-003, 3.0056001E-002,-5.7703915E-006, 2.8198535E-005, 6.3739889E-006, 1.0455719E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.6500044E+003, 3.6783169E-001, 8.9602410E-001,-1.5641495E+000, 1.6285884E-001,-1.9852180E-009,-1.6974450E-013, 1.6681954E-001,-4.2286225E-003, 2.9384666E-002,-5.7993916E-006, 2.8184029E-005, 6.4060225E-006, 1.0439878E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.6600044E+003, 3.6769563E-001, 8.9767191E-001,-1.5623798E+000, 1.6230792E-001,-1.9827312E-009,-1.6974426E-013, 1.6954565E-001, 1.3500698E-003, 3.4841306E-002,-5.8015021E-006, 2.8171666E-005, 6.4083537E-006, 1.0424766E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.6700212E+003, 3.6692791E-001, 8.9868688E-001,-1.5511592E+000, 1.6323103E-001,-1.9855266E-009,-1.6974403E-013, 1.6550884E-001, 1.0252660E-002, 4.3195499E-002,-5.6950601E-006, 2.8149832E-005, 6.2907776E-006, 1.0411210E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.6800161E+003, 3.6719003E-001, 8.9382662E-001,-1.5687171E+000, 1.6110072E-001,-1.9821646E-009,-1.6974474E-013, 1.6153666E-001,-1.7395875E-002, 1.4936936E-002,-5.7820911E-006, 2.8138979E-005, 6.3869123E-006, 1.0398041E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.6900017E+003, 3.6684202E-001, 8.9935582E-001,-1.5546430E+000, 1.6247062E-001,-1.9805735E-009,-1.6974398E-013, 1.6400125E-001, 5.3561088E-003, 3.8026684E-002,-5.7431177E-006, 2.8124532E-005, 6.3438623E-006, 1.0385911E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.7000190E+003, 3.6644316E-001, 9.0100542E-001,-1.5545153E+000, 1.6317193E-001,-1.9865371E-009,-1.6974405E-013, 1.6619088E-001, 1.0221781E-002, 4.2296051E-002,-5.7065265E-006, 2.8103490E-005, 6.3034434E-006, 1.0373972E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.7100095E+003, 3.6620864E-001, 9.0022533E-001,-1.5702321E+000, 1.6234953E-001,-1.9967494E-009,-1.6974436E-013, 1.6165808E-001,-1.2133309E-002, 2.0209423E-002,-5.6993994E-006, 2.8088528E-005, 6.2955709E-006, 1.0359332E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.7200151E+003, 3.6599488E-001, 9.0027491E-001,-1.5257160E+000, 1.6235608E-001,-1.9895413E-009,-1.6974524E-013, 1.6265031E-001, 3.2924924E-002, 6.5560168E-002,-5.6822893E-006, 2.8074665E-005, 6.2766710E-006, 1.0344322E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.7300125E+003, 3.6583146E-001, 8.9762094E-001,-1.5888769E+000, 1.6122473E-001,-1.9890927E-009,-1.6974432E-013, 1.6259086E-001,-3.4214582E-002,-1.6089523E-003,-5.6870603E-006, 2.8062959E-005, 6.2819411E-006, 1.0332580E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.7400093E+003, 3.6624540E-001, 8.9612255E-001,-1.5502548E+000, 1.6169175E-001,-1.9980640E-009,-1.6974413E-013, 1.6141995E-001, 2.5561344E-003, 3.5224805E-002,-5.7985236E-006, 2.8052239E-005, 6.4050638E-006, 1.0319034E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.7500068E+003, 3.6555782E-001, 8.9711217E-001,-1.5536134E+000, 1.6100952E-001,-1.9903222E-009,-1.6974471E-013, 1.5788522E-001,-4.1682871E-003, 2.7951323E-002,-5.6789414E-006, 2.8043201E-005, 6.2729729E-006, 1.0305111E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.7600078E+003, 3.6507718E-001, 8.9932510E-001,-1.5514550E+000, 1.6111635E-001,-1.9956722E-009,-1.6974411E-013, 1.6172489E-001, 3.9855678E-003, 3.5788550E-002,-5.6072192E-006, 2.8030438E-005, 6.1937484E-006, 1.0292673E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.7700071E+003, 3.6503902E-001, 8.9817016E-001,-1.5603558E+000, 1.6117040E-001,-2.0036234E-009,-1.6974420E-013, 1.6848084E-001, 6.2453614E-004, 3.2504585E-002,-5.6427984E-006, 2.8011326E-005, 6.2330493E-006, 1.0279371E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.7800051E+003, 3.6493648E-001, 9.0005883E-001,-1.5630591E+000, 1.6156826E-001,-2.0011322E-009,-1.6974508E-013, 1.6287273E-001,-6.1233174E-003, 2.6377218E-002,-5.6534543E-006, 2.7997722E-005, 6.2448198E-006, 1.0265005E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.7900034E+003, 3.6419413E-001, 8.9899118E-001,-1.5553229E+000, 1.6034142E-001,-1.9941291E-009,-1.6974422E-013, 1.6343700E-001, 2.6393680E-004, 3.1640865E-002,-5.5498181E-006, 2.7979875E-005, 6.1303430E-006, 1.0253278E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.8000244E+003, 3.6408677E-001, 9.0053488E-001,-1.5523986E+000, 1.6092159E-001,-2.0002714E-009,-1.6974420E-013, 1.5862909E-001,-5.0118917E-004, 3.1773712E-002,-5.5549533E-006, 2.7968230E-005, 6.1360154E-006, 1.0242081E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.8100166E+003, 3.6422346E-001, 8.9683545E-001,-1.5345867E+000, 1.5995161E-001,-1.9994673E-009,-1.6974421E-013, 1.5769863E-001, 1.1775517E-002, 4.4122450E-002,-5.5866302E-006, 2.7960736E-005, 6.1710057E-006, 1.0229658E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.8200071E+003, 3.6367746E-001, 8.9866071E-001,-1.5581918E+000, 1.6053374E-001,-1.9873968E-009,-1.6974418E-013, 1.5770484E-001,-8.8930249E-003, 2.2384945E-002,-5.5066090E-006, 2.7954406E-005, 6.0826141E-006, 1.0218051E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 3.8300205E+003, 3.6385750E-001, 8.9796343E-001,-1.5550746E+000, 1.5958444E-001,-1.9674876E-009,-1.6974520E-013, 1.6393078E-001,-1.2480906E-003, 3.0261540E-002,-5.5581090E-006, 2.7943257E-005, 6.1395012E-006, 1.0211072E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
