s,m
Time,"x"
 0.000E+00,-9.500E+00
 1.006E+00,-1.000E+00
 2.012E+00,-5.000E-01
 3.018E+00,-5.000E-01
 4.024E+00, 2.500E-01
 5.030E+00, 5.000E-01
 6.036E+00, 1.000E+00
 7.041E+00, 1.500E+00
 8.047E+00, 1.875E+00
 9.026E+00, 2.500E+00
 1.001E+01, 3.410E+00
 1.107E+01, 3.417E+00
 1.204E+01, 4.318E+00
 1.306E+01, 4.663E+00
 1.401E+01, 4.917E+00
 1.503E+01, 4.962E+00
 1.605E+01, 6.269E+00
 1.707E+01, 8.731E+00
 1.802E+01, 1.017E+01
 1.904E+01, 1.135E+01
 2.003E+01, 1.134E+01
 2.105E+01, 1.281E+01
 2.205E+01, 1.387E+01
 2.306E+01, 1.500E+01
 2.403E+01, 1.603E+01
 2.502E+01, 1.575E+01
 2.601E+01, 1.819E+01
 2.700E+01, 2.031E+01
 2.805E+01, 2.138E+01
 2.901E+01, 2.332E+01
 3.005E+01, 2.497E+01
 3.102E+01, 2.619E+01
 3.205E+01, 2.686E+01
 3.301E+01, 2.826E+01
 3.401E+01, 2.879E+01
 3.501E+01, 3.010E+01
 3.602E+01, 3.236E+01
 3.702E+01, 3.335E+01
 3.801E+01, 3.442E+01
 3.900E+01, 3.463E+01
 4.001E+01, 3.668E+01
 4.102E+01, 3.692E+01
 4.201E+01, 3.886E+01
 4.301E+01, 3.952E+01
 4.403E+01, 4.092E+01
 4.504E+01, 4.201E+01
 4.603E+01, 4.337E+01
 4.702E+01, 4.516E+01
 4.804E+01, 4.561E+01
 4.903E+01, 4.777E+01
 5.001E+01, 4.744E+01
 5.104E+01, 4.961E+01
 5.202E+01, 5.183E+01
 5.302E+01, 5.303E+01
 5.401E+01, 5.413E+01
 5.502E+01, 5.393E+01
 5.606E+01, 5.633E+01
 5.704E+01, 5.682E+01
 5.802E+01, 5.918E+01
 5.903E+01, 6.030E+01
 6.004E+01, 6.296E+01
 6.105E+01, 6.223E+01
 6.205E+01, 6.459E+01
 6.303E+01, 6.666E+01
 6.404E+01, 6.758E+01
 6.505E+01, 6.922E+01
 6.602E+01, 7.085E+01
 6.703E+01, 7.189E+01
 6.803E+01, 7.356E+01
 6.905E+01, 7.529E+01
 7.001E+01, 7.617E+01
 7.106E+01, 7.740E+01
 7.200E+01, 7.888E+01
 7.304E+01, 7.964E+01
 7.401E+01, 8.132E+01
 7.500E+01, 8.230E+01
 7.604E+01, 8.417E+01
 7.704E+01, 8.407E+01
 7.800E+01, 8.706E+01
 7.902E+01, 8.693E+01
 8.004E+01, 8.860E+01
 8.100E+01, 8.911E+01
 8.202E+01, 9.068E+01
 8.300E+01, 9.192E+01
 8.404E+01, 9.300E+01
 8.501E+01, 9.398E+01
 8.603E+01, 9.503E+01
 8.703E+01, 9.672E+01
 8.803E+01, 9.722E+01
 8.902E+01, 9.806E+01
 9.003E+01, 9.865E+01
 9.102E+01, 9.850E+01
 9.203E+01, 9.950E+01
 9.302E+01, 9.962E+01
 9.405E+01, 1.040E+02
 9.506E+01, 1.042E+02
 9.602E+01, 1.023E+02
 9.700E+01, 1.049E+02
 9.801E+01, 1.079E+02
 9.903E+01, 1.034E+02
 1.000E+02, 1.005E+02
 1.011E+02, 1.011E+02
 1.020E+02, 1.015E+02
 1.031E+02, 1.015E+02
 1.040E+02, 1.015E+02
 1.050E+02, 1.017E+02
 1.060E+02, 1.025E+02
 1.071E+02, 1.029E+02
 1.080E+02, 1.060E+02
 1.090E+02, 1.094E+02
 1.100E+02, 1.054E+02
 1.111E+02, 1.014E+02
 1.120E+02, 1.015E+02
 1.130E+02, 1.020E+02
 1.140E+02, 1.033E+02
 1.150E+02, 1.052E+02
 1.160E+02, 1.008E+02
 1.170E+02, 1.019E+02
 1.180E+02, 1.031E+02
 1.190E+02, 1.047E+02
 1.200E+02, 1.068E+02
