s,m,m
 5.113E+01, 2.250E+01, 2.000E+01
 5.236E+01, 2.250E+01, 1.667E+01
 5.319E+01, 2.250E+01, 1.500E+01
 5.401E+01, 2.250E+01, 1.500E+01
 5.525E+01, 2.250E+01, 1.500E+01
 5.607E+01, 2.250E+01, 1.500E+01
 5.731E+01, 2.250E+01, 1.500E+01
 5.813E+01, 2.250E+01, 1.500E+01
 5.937E+01, 2.250E+01, 1.500E+01
 6.019E+01, 2.250E+01, 1.750E+01
 6.101E+01, 2.500E+01, 2.000E+01
 6.225E+01, 2.750E+01, 2.000E+01
 6.307E+01, 2.750E+01, 1.500E+01
 6.431E+01, 2.750E+01, 1.500E+01
 6.513E+01, 2.750E+01, 1.500E+01
 6.637E+01, 2.750E+01, 1.500E+01
 6.719E+01, 2.750E+01, 1.500E+01
 6.802E+01, 2.750E+01, 1.500E+01
 6.925E+01, 2.750E+01, 1.500E+01
 7.008E+01, 2.750E+01, 1.500E+01
 7.131E+01, 2.750E+01, 1.500E+01
 7.214E+01, 3.250E+01, 1.750E+01
 7.337E+01, 3.250E+01, 1.666E+01
 7.419E+01, 3.250E+01, 1.500E+01
 7.502E+01, 3.250E+01, 1.500E+01
 7.625E+01, 3.250E+01, 1.500E+01
 7.708E+01, 3.250E+01, 1.500E+01
 7.831E+01, 3.250E+01, 1.500E+01
 7.914E+01, 3.250E+01, 1.500E+01
 8.037E+01, 3.250E+01, 1.500E+01
 8.120E+01, 3.250E+01, 1.500E+01
 8.202E+01, 3.250E+01, 1.500E+01
 8.326E+01, 3.750E+01, 1.500E+01
 8.408E+01, 3.750E+01, 1.500E+01
 8.532E+01, 3.750E+01, 1.500E+01
 8.614E+01, 3.750E+01, 1.500E+01
 8.738E+01, 3.750E+01, 1.500E+01
 8.820E+01, 3.750E+01, 1.500E+01
 8.902E+01, 3.750E+01, 1.500E+01
 9.026E+01, 3.750E+01, 1.500E+01
 9.108E+01, 3.750E+01, 1.500E+01
 9.232E+01, 3.750E+01, 1.500E+01
 9.314E+01, 3.750E+01, 1.500E+01
 9.438E+01, 4.083E+01, 1.500E+01
 9.520E+01, 4.250E+01, 2.000E+01
 9.603E+01, 4.250E+01, 1.500E+01
 9.726E+01, 4.250E+01, 1.500E+01
 9.809E+01, 4.250E+01, 1.500E+01
 9.936E+01, 4.250E+01, 1.500E+01
 1.003E+02, 4.250E+01, 1.500E+01
 1.012E+02, 4.250E+01, 1.500E+01
 1.021E+02, 4.250E+01, 1.500E+01
 1.034E+02, 4.250E+01, 1.500E+01
 1.043E+02, 4.250E+01, 1.750E+01
 1.053E+02, 4.750E+01, 1.999E+01
 1.062E+02, 4.750E+01, 1.999E+01
 1.071E+02, 4.750E+01, 1.500E+01
 1.084E+02, 4.750E+01, 1.500E+01
 1.093E+02, 4.750E+01, 1.500E+01
 1.102E+02, 4.750E+01, 1.500E+01
 1.111E+02, 4.750E+01, 1.500E+01
 1.120E+02, 4.750E+01, 1.500E+01
 1.134E+02, 4.750E+01, 1.500E+01
 1.143E+02, 4.750E+01, 1.500E+01
 1.152E+02, 4.750E+01, 1.750E+01
 1.161E+02, 5.250E+01, 2.000E+01
 1.170E+02, 5.250E+01, 2.000E+01
 1.184E+02, 5.250E+01, 1.667E+01
 1.193E+02, 5.250E+01, 1.500E+01
 1.200E+02, 5.250E+01, 1.500E+01
