s,m,m
Time,x,D
 0.000E+00,-1.950E+01, 0.000E+00
 1.068E+00, 1.185E+01, 6.978E-01
 2.019E+00, 9.444E-01, 2.453E+00
 3.075E+00, 1.500E+00, 3.101E+00
 4.026E+00, 1.722E+00, 2.795E+00
 5.014E+00, 1.849E+00, 3.272E+00
 6.046E+00, 2.001E+00, 4.851E+00
 7.038E+00, 1.852E+00, 5.766E+00
 8.054E+00, 2.091E+00, 8.254E+00
 9.015E+00, 2.500E+00, 8.586E+00
 1.004E+01, 2.500E+00, 8.578E+00
 1.101E+01, 2.611E+00, 9.952E+00
 1.203E+01, 3.079E+00, 1.091E+01
 1.304E+01, 3.562E+00, 1.195E+01
 1.403E+01, 5.738E+00, 1.090E+01
 1.504E+01, 8.650E+00, 5.502E+00
 1.603E+01, 1.013E+01, 4.646E+00
 1.701E+01, 1.183E+01, 4.804E+00
 1.803E+01, 1.299E+01, 5.039E+00
 1.902E+01, 1.426E+01, 5.093E+00
 2.001E+01, 1.576E+01, 4.999E+00
 2.101E+01, 1.734E+01, 4.705E+00
 2.202E+01, 1.900E+01, 4.224E+00
 2.302E+01, 2.023E+01, 5.001E+00
 2.400E+01, 2.160E+01, 5.186E+00
 2.501E+01, 2.305E+01, 4.204E+00
 2.604E+01, 2.452E+01, 4.331E+00
 2.703E+01, 2.580E+01, 4.593E+00
 2.801E+01, 2.670E+01, 3.778E+00
 2.900E+01, 2.797E+01, 4.749E+00
 3.003E+01, 2.974E+01, 5.106E+00
 3.102E+01, 3.133E+01, 5.337E+00
 3.202E+01, 3.289E+01, 4.743E+00
 3.300E+01, 3.414E+01, 3.969E+00
 3.400E+01, 3.569E+01, 4.023E+00
 3.500E+01, 3.701E+01, 4.592E+00
 3.602E+01, 3.817E+01, 4.292E+00
 3.704E+01, 3.965E+01, 3.937E+00
 3.801E+01, 4.088E+01, 4.726E+00
 3.903E+01, 4.213E+01, 4.661E+00
 4.000E+01, 4.363E+01, 4.547E+00
 4.102E+01, 4.487E+01, 4.962E+00
 4.203E+01, 4.640E+01, 4.522E+00
 4.301E+01, 4.771E+01, 4.034E+00
 4.401E+01, 4.883E+01, 4.279E+00
 4.501E+01, 4.994E+01, 6.069E+00
 4.602E+01, 5.156E+01, 5.211E+00
 4.701E+01, 5.354E+01, 4.583E+00
 4.803E+01, 5.512E+01, 4.245E+00
 4.903E+01, 5.694E+01, 4.716E+00
 5.002E+01, 5.839E+01, 4.592E+00
 5.100E+01, 5.991E+01, 4.413E+00
 5.203E+01, 6.139E+01, 4.920E+00
 5.302E+01, 6.328E+01, 4.930E+00
 5.402E+01, 6.487E+01, 4.624E+00
 5.503E+01, 6.625E+01, 4.572E+00
 5.601E+01, 6.706E+01, 4.598E+00
 5.702E+01, 6.815E+01, 4.953E+00
 5.803E+01, 6.955E+01, 5.567E+00
 5.902E+01, 7.058E+01, 6.219E+00
 6.003E+01, 7.174E+01, 6.128E+00
 6.102E+01, 7.336E+01, 6.841E+00
 6.200E+01, 7.519E+01, 6.611E+00
 6.303E+01, 7.750E+01, 7.282E+00
 6.404E+01, 7.967E+01, 6.450E+00
 6.502E+01, 8.157E+01, 7.376E+00
 6.600E+01, 8.386E+01, 5.789E+00
 6.703E+01, 8.662E+01, 4.494E+00
 6.801E+01, 8.846E+01, 4.457E+00
 6.903E+01, 8.983E+01, 3.630E+00
 7.002E+01, 9.127E+01, 4.082E+00
 7.100E+01, 9.262E+01, 4.347E+00
 7.202E+01, 9.387E+01, 3.861E+00
 7.300E+01, 9.542E+01, 4.066E+00
 7.402E+01, 9.666E+01, 4.340E+00
 7.504E+01, 9.797E+01, 4.321E+00
 7.600E+01, 9.908E+01, 4.969E+00
 7.701E+01, 1.003E+02, 4.735E+00
 7.801E+01, 1.018E+02, 4.158E+00
 7.902E+01, 1.032E+02, 4.176E+00
 8.001E+01, 1.048E+02, 4.775E+00
 8.101E+01, 1.061E+02, 4.885E+00
 8.204E+01, 1.075E+02, 4.112E+00
 8.302E+01, 1.091E+02, 4.804E+00
 8.403E+01, 1.106E+02, 5.072E+00
 8.502E+01, 1.121E+02, 5.345E+00
 8.600E+01, 1.138E+02, 4.406E+00
 8.700E+01, 1.149E+02, 3.982E+00
 8.804E+01, 1.162E+02, 3.746E+00
 8.904E+01, 1.177E+02, 4.491E+00
 9.004E+01, 1.190E+02, 4.066E+00
 9.100E+01, 1.203E+02, 4.058E+00
 9.203E+01, 1.213E+02, 3.603E+00
 9.303E+01, 1.227E+02, 4.261E+00
 9.403E+01, 1.238E+02, 3.799E+00
 9.504E+01, 1.249E+02, 3.381E+00
 9.603E+01, 1.261E+02, 3.977E+00
 9.703E+01, 1.271E+02, 5.179E+00
 9.804E+01, 1.285E+02, 5.286E+00
 9.900E+01, 1.300E+02, 4.718E+00
 1.000E+02, 1.314E+02, 5.278E+00
 1.010E+02, 1.335E+02, 4.864E+00
 1.020E+02, 1.351E+02, 5.488E+00
 1.030E+02, 1.363E+02, 4.992E+00
 1.040E+02, 1.374E+02, 3.694E+00
 1.050E+02, 1.384E+02, 4.091E+00
 1.060E+02, 1.396E+02, 4.316E+00
 1.070E+02, 1.408E+02, 4.415E+00
 1.080E+02, 1.420E+02, 4.905E+00
 1.090E+02, 1.433E+02, 5.828E+00
 1.100E+02, 1.445E+02, 6.752E+00
 1.110E+02, 1.456E+02, 6.778E+00
 1.120E+02, 1.471E+02, 6.484E+00
 1.130E+02, 1.488E+02, 6.355E+00
 1.140E+02, 1.498E+02, 6.860E+00
 1.150E+02, 1.513E+02, 7.639E+00
 1.160E+02, 1.542E+02, 5.512E+00
 1.170E+02, 1.563E+02, 4.783E+00
 1.180E+02, 1.578E+02, 4.686E+00
 1.190E+02, 1.589E+02, 5.222E+00
 1.200E+02, 1.601E+02, 5.223E+00
 1.210E+02, 1.618E+02, 4.555E+00
 1.220E+02, 1.630E+02, 4.893E+00
 1.230E+02, 1.641E+02, 5.219E+00
 1.240E+02, 1.651E+02, 4.741E+00
 1.250E+02, 1.662E+02, 5.031E+00
 1.260E+02, 1.675E+02, 6.230E+00
 1.270E+02, 1.687E+02, 6.198E+00
 1.280E+02, 1.699E+02, 6.722E+00
 1.290E+02, 1.716E+02, 6.806E+00
 1.300E+02, 1.748E+02, 5.509E+00
 1.310E+02, 1.771E+02, 5.438E+00
 1.320E+02, 1.788E+02, 5.961E+00
 1.330E+02, 1.795E+02, 7.372E+00
 1.340E+02, 1.806E+02, 7.414E+00
 1.350E+02, 1.821E+02, 9.704E+00
 1.360E+02, 1.837E+02, 8.676E+00
 1.370E+02, 1.852E+02, 6.462E+00
 1.380E+02, 1.864E+02, 7.820E+00
 1.390E+02, 1.880E+02, 9.593E+00
 1.400E+02, 1.902E+02, 8.149E+00
 1.410E+02, 1.922E+02, 7.554E+00
 1.420E+02, 1.949E+02, 8.665E+00
 1.430E+02, 1.976E+02, 6.938E+00
 1.440E+02, 1.994E+02, 4.399E+00
 1.450E+02, 2.011E+02, 0.000E+00
 1.460E+02, 2.114E+02, 0.000E+00
 1.470E+02, 2.190E+02, 0.000E+00
 1.480E+02, 2.103E+02, 0.000E+00
 1.490E+02, 2.173E+02, 0.000E+00
 1.500E+02, 2.120E+02, 0.000E+00
 1.510E+02, 2.021E+02, 0.000E+00
 1.520E+02, 2.084E+02, 0.000E+00
 1.530E+02, 2.134E+02, 0.000E+00
 1.540E+02, 1.982E+02, 0.000E+00
 1.550E+02, 2.065E+02, 0.000E+00
 1.560E+02, 2.005E+02, 0.000E+00
 1.570E+02, 1.970E+02, 0.000E+00
 1.580E+02, 1.960E+02, 0.000E+00
 1.590E+02, 2.005E+02, 0.000E+00
 1.600E+02, 2.005E+02, 0.000E+00
 1.610E+02, 2.002E+02, 0.000E+00
 1.620E+02, 1.985E+02, 0.000E+00
 1.630E+02, 2.006E+02, 0.000E+00
 1.640E+02, 2.000E+02, 0.000E+00
 1.650E+02, 2.003E+02, 0.000E+00
 1.660E+02, 2.005E+02, 0.000E+00
 1.671E+02, 2.010E+02, 0.000E+00
 1.680E+02, 1.964E+02, 0.000E+00
 1.691E+02, 1.939E+02, 0.000E+00
 1.700E+02, 1.977E+02, 0.000E+00
 1.711E+02, 1.995E+02, 0.000E+00
 1.720E+02, 1.991E+02, 0.000E+00
 1.730E+02, 1.992E+02, 0.000E+00
 1.740E+02, 1.958E+02, 0.000E+00
 1.751E+02, 1.888E+02, 0.000E+00
 1.761E+02, 1.940E+02, 0.000E+00
 1.770E+02, 1.944E+02, 0.000E+00
 1.780E+02, 1.913E+02, 0.000E+00
 1.790E+02, 1.926E+02, 0.000E+00
 1.800E+02, 1.965E+02, 0.000E+00
