s,m
Time,"x"
 0.000E+00,-1.950E+01
 1.080E+00, 2.506E+01
 2.039E+00, 1.000E+00
 3.119E+00, 1.722E+00
 4.079E+00, 1.500E+00
 5.038E+00, 1.500E+00
 6.057E+00, 1.500E+00
 7.017E+00, 2.116E+00
 8.045E+00, 2.500E+00
 9.018E+00, 2.500E+00
 1.002E+01, 3.395E+00
 1.100E+01, 3.500E+00
 1.203E+01, 5.672E+00
 1.304E+01, 7.071E+00
 1.401E+01, 7.850E+00
 1.503E+01, 9.088E+00
 1.601E+01, 1.144E+01
 1.704E+01, 1.461E+01
 1.803E+01, 1.583E+01
 1.903E+01, 1.679E+01
 2.002E+01, 1.791E+01
 2.103E+01, 1.878E+01
 2.204E+01, 1.981E+01
 2.302E+01, 2.105E+01
 2.400E+01, 2.227E+01
 2.500E+01, 2.319E+01
 2.604E+01, 2.404E+01
 2.703E+01, 2.524E+01
 2.801E+01, 2.628E+01
 2.902E+01, 2.754E+01
 3.003E+01, 2.883E+01
 3.102E+01, 3.028E+01
 3.203E+01, 3.237E+01
 3.301E+01, 3.410E+01
 3.402E+01, 3.546E+01
 3.502E+01, 3.748E+01
 3.603E+01, 4.010E+01
 3.701E+01, 4.066E+01
 3.803E+01, 4.196E+01
 3.901E+01, 4.374E+01
 4.004E+01, 4.509E+01
 4.102E+01, 4.604E+01
 4.200E+01, 4.761E+01
 4.300E+01, 4.903E+01
 4.402E+01, 5.087E+01
 4.502E+01, 5.243E+01
 4.603E+01, 5.506E+01
 4.704E+01, 5.706E+01
 4.802E+01, 5.893E+01
 4.904E+01, 6.028E+01
 5.003E+01, 6.150E+01
 5.101E+01, 6.303E+01
 5.201E+01, 6.564E+01
 5.302E+01, 6.840E+01
 5.403E+01, 7.088E+01
 5.502E+01, 7.192E+01
 5.602E+01, 7.319E+01
 5.701E+01, 7.480E+01
 5.803E+01, 7.623E+01
 5.904E+01, 7.843E+01
 6.001E+01, 8.073E+01
 6.102E+01, 8.262E+01
 6.203E+01, 8.401E+01
 6.303E+01, 8.578E+01
 6.403E+01, 8.718E+01
 6.502E+01, 8.861E+01
 6.601E+01, 9.068E+01
 6.700E+01, 9.250E+01
 6.803E+01, 9.481E+01
 6.902E+01, 9.625E+01
 7.003E+01, 9.846E+01
 7.101E+01, 9.953E+01
 7.202E+01, 1.014E+02
 7.303E+01, 1.030E+02
 7.400E+01, 1.056E+02
 7.501E+01, 1.076E+02
 7.602E+01, 1.087E+02
 7.701E+01, 1.114E+02
 7.802E+01, 1.130E+02
 7.901E+01, 1.152E+02
 8.000E+01, 1.165E+02
 8.103E+01, 1.179E+02
 8.200E+01, 1.198E+02
 8.303E+01, 1.212E+02
 8.402E+01, 1.227E+02
 8.502E+01, 1.243E+02
 8.601E+01, 1.259E+02
 8.703E+01, 1.277E+02
 8.802E+01, 1.297E+02
 8.901E+01, 1.315E+02
 9.002E+01, 1.329E+02
 9.101E+01, 1.343E+02
 9.203E+01, 1.356E+02
 9.302E+01, 1.369E+02
 9.401E+01, 1.383E+02
 9.503E+01, 1.394E+02
 9.601E+01, 1.408E+02
 9.701E+01, 1.417E+02
 9.804E+01, 1.428E+02
 9.904E+01, 1.440E+02
 1.000E+02, 1.470E+02
 1.010E+02, 1.492E+02
 1.020E+02, 1.507E+02
 1.030E+02, 1.527E+02
 1.040E+02, 1.538E+02
 1.050E+02, 1.548E+02
 1.060E+02, 1.565E+02
 1.070E+02, 1.569E+02
 1.080E+02, 1.581E+02
 1.090E+02, 1.595E+02
 1.100E+02, 1.607E+02
 1.110E+02, 1.631E+02
 1.120E+02, 1.645E+02
 1.130E+02, 1.654E+02
 1.140E+02, 1.664E+02
 1.150E+02, 1.674E+02
 1.160E+02, 1.689E+02
 1.170E+02, 1.698E+02
 1.180E+02, 1.712E+02
 1.190E+02, 1.731E+02
 1.200E+02, 1.744E+02
 1.210E+02, 1.753E+02
 1.220E+02, 1.764E+02
 1.230E+02, 1.771E+02
 1.240E+02, 1.782E+02
 1.250E+02, 1.797E+02
 1.260E+02, 1.812E+02
 1.270E+02, 1.817E+02
 1.280E+02, 1.830E+02
 1.290E+02, 1.842E+02
 1.300E+02, 1.858E+02
 1.310E+02, 1.869E+02
 1.320E+02, 1.876E+02
 1.330E+02, 1.888E+02
 1.340E+02, 1.902E+02
 1.350E+02, 1.927E+02
 1.360E+02, 1.948E+02
 1.370E+02, 1.977E+02
 1.380E+02, 1.985E+02
 1.390E+02, 1.992E+02
 1.400E+02, 2.018E+02
 1.410E+02, 1.997E+02
 1.420E+02, 2.184E+02
 1.430E+02, 2.058E+02
 1.440E+02, 1.993E+02
 1.450E+02, 1.999E+02
 1.460E+02, 1.985E+02
 1.470E+02, 1.955E+02
 1.480E+02, 1.958E+02
 1.490E+02, 1.979E+02
 1.500E+02, 1.999E+02
 1.510E+02, 1.950E+02
 1.520E+02, 1.871E+02
 1.530E+02, 1.855E+02
 1.540E+02, 1.865E+02
 1.550E+02, 1.940E+02
 1.560E+02, 1.971E+02
 1.570E+02, 1.851E+02
 1.580E+02, 1.861E+02
 1.591E+02, 1.883E+02
 1.600E+02, 1.904E+02
 1.611E+02, 1.935E+02
 1.620E+02, 1.959E+02
 1.630E+02, 1.947E+02
 1.641E+02, 1.960E+02
 1.651E+02, 1.945E+02
 1.661E+02, 1.901E+02
 1.670E+02, 1.914E+02
 1.680E+02, 1.930E+02
 1.691E+02, 1.969E+02
 1.701E+02, 1.990E+02
 1.711E+02, 5.027E+01
 1.720E+02, 5.500E+00
 1.730E+02, 5.500E+00
 1.741E+02, 5.500E+00
 1.750E+02, 5.500E+00
 1.760E+02, 5.500E+00
 1.770E+02, 5.500E+00
 1.780E+02, 5.500E+00
 1.790E+02, 5.500E+00
 1.800E+02, 5.500E+00
