s,m,m
Time,x,D
 0.000E+00,-9.500E+00, 0.000E+00
 1.001E+00, 6.500E+00, 2.520E-01
 2.002E+00, 5.000E-01, 1.880E+00
 3.003E+00, 1.375E+00, 3.000E+00
 4.004E+00, 1.500E+00, 3.000E+00
 5.005E+00, 1.500E+00, 3.000E+00
 6.041E+00, 1.873E+00, 2.394E+00
 7.070E+00, 2.201E+00, 3.329E+00
 8.014E+00, 2.970E+00, 2.681E+00
 9.067E+00, 3.582E+00, 2.993E+00
 1.002E+01, 4.136E+00, 2.464E+00
 1.102E+01, 4.808E+00, 3.067E+00
 1.205E+01, 5.634E+00, 3.602E+00
 1.300E+01, 6.500E+00, 2.649E+00
 1.403E+01, 7.100E+00, 3.396E+00
 1.506E+01, 7.967E+00, 3.130E+00
 1.601E+01, 9.125E+00, 2.698E+00
 1.703E+01, 1.003E+01, 3.655E+00
 1.802E+01, 1.087E+01, 4.056E+00
 1.902E+01, 1.192E+01, 3.162E+00
 2.000E+01, 1.298E+01, 3.439E+00
 2.103E+01, 1.390E+01, 3.498E+00
 2.201E+01, 1.492E+01, 2.901E+00
 2.303E+01, 1.574E+01, 2.613E+00
 2.403E+01, 1.663E+01, 3.220E+00
 2.504E+01, 1.758E+01, 3.773E+00
 2.602E+01, 1.850E+01, 3.371E+00
 2.701E+01, 1.950E+01, 3.524E+00
 2.804E+01, 2.038E+01, 4.116E+00
 2.901E+01, 2.133E+01, 3.933E+00
 3.003E+01, 2.234E+01, 5.169E+00
 3.100E+01, 2.336E+01, 5.607E+00
 3.200E+01, 2.435E+01, 5.538E+00
 3.303E+01, 2.575E+01, 5.778E+00
 3.403E+01, 2.699E+01, 5.017E+00
 3.504E+01, 2.836E+01, 4.856E+00
 3.602E+01, 2.991E+01, 5.728E+00
 3.701E+01, 3.159E+01, 4.543E+00
 3.803E+01, 3.311E+01, 4.543E+00
 3.902E+01, 3.460E+01, 4.897E+00
 4.000E+01, 3.585E+01, 4.501E+00
 4.104E+01, 3.731E+01, 4.946E+00
 4.203E+01, 3.935E+01, 4.423E+00
 4.300E+01, 4.095E+01, 4.199E+00
 4.403E+01, 4.231E+01, 4.650E+00
 4.501E+01, 4.380E+01, 3.887E+00
 4.605E+01, 4.531E+01, 3.955E+00
 4.703E+01, 4.674E+01, 3.613E+00
 4.803E+01, 4.808E+01, 3.590E+00
 4.901E+01, 4.908E+01, 3.100E+00
 5.004E+01, 5.045E+01, 4.300E+00
 5.104E+01, 5.184E+01, 4.407E+00
 5.202E+01, 5.307E+01, 4.558E+00
 5.303E+01, 5.420E+01, 4.349E+00
 5.404E+01, 5.545E+01, 3.539E+00
 5.505E+01, 5.630E+01, 3.256E+00
 5.603E+01, 5.736E+01, 3.697E+00
 5.700E+01, 5.853E+01, 5.939E+00
 5.804E+01, 5.996E+01, 4.247E+00
 5.901E+01, 6.116E+01, 3.646E+00
 6.003E+01, 6.218E+01, 3.917E+00
 6.104E+01, 6.335E+01, 5.436E+00
 6.202E+01, 6.474E+01, 4.358E+00
 6.300E+01, 6.580E+01, 4.506E+00
 6.403E+01, 6.701E+01, 4.494E+00
 6.504E+01, 6.822E+01, 3.569E+00
 6.600E+01, 6.950E+01, 4.094E+00
 6.700E+01, 7.081E+01, 6.084E+00
 6.804E+01, 7.200E+01, 4.586E+00
 6.903E+01, 7.374E+01, 4.672E+00
 7.002E+01, 7.493E+01, 4.435E+00
 7.101E+01, 7.612E+01, 4.121E+00
 7.202E+01, 7.729E+01, 4.487E+00
 7.303E+01, 7.823E+01, 3.950E+00
 7.403E+01, 7.923E+01, 4.225E+00
 7.504E+01, 8.064E+01, 5.502E+00
 7.603E+01, 8.215E+01, 6.003E+00
 7.701E+01, 8.351E+01, 4.933E+00
 7.801E+01, 8.493E+01, 4.388E+00
 7.905E+01, 8.665E+01, 5.004E+00
 8.004E+01, 8.893E+01, 3.997E+00
 8.104E+01, 9.040E+01, 4.431E+00
 8.201E+01, 9.193E+01, 3.608E+00
 8.302E+01, 9.308E+01, 4.260E+00
 8.403E+01, 9.439E+01, 4.405E+00
 8.504E+01, 9.598E+01, 4.377E+00
 8.604E+01, 9.718E+01, 3.876E+00
 8.703E+01, 9.807E+01, 4.429E+00
 8.804E+01, 9.955E+01, 2.812E+00
 8.903E+01, 1.005E+02, 3.794E-01
 9.004E+01, 1.015E+02, 0.000E+00
 9.102E+01, 1.094E+02, 0.000E+00
 9.202E+01, 1.095E+02, 0.000E+00
 9.304E+01, 1.086E+02, 0.000E+00
 9.406E+01, 1.073E+02, 0.000E+00
 9.501E+01, 1.062E+02, 0.000E+00
 9.607E+01, 1.001E+02, 0.000E+00
 9.707E+01, 1.019E+02, 0.000E+00
 9.804E+01, 1.038E+02, 0.000E+00
 9.905E+01, 9.980E+01, 0.000E+00
 1.001E+02, 9.730E+01, 0.000E+00
 1.011E+02, 9.920E+01, 0.000E+00
 1.021E+02, 9.810E+01, 0.000E+00
 1.031E+02, 9.000E+01, 0.000E+00
 1.041E+02, 9.130E+01, 0.000E+00
 1.050E+02, 9.217E+01, 0.000E+00
 1.060E+02, 9.290E+01, 0.000E+00
 1.070E+02, 9.420E+01, 0.000E+00
 1.080E+02, 9.540E+01, 0.000E+00
 1.090E+02, 8.180E+01, 0.000E+00
 1.100E+02, 8.314E+01, 0.000E+00
 1.110E+02, 8.477E+01, 0.000E+00
 1.120E+02, 8.641E+01, 0.000E+00
 1.130E+02, 8.814E+01, 0.000E+00
 1.140E+02, 9.005E+01, 0.000E+00
 1.150E+02, 9.205E+01, 0.000E+00
 1.160E+02, 9.350E+01, 0.000E+00
 1.170E+02, 9.486E+01, 0.000E+00
 1.180E+02, 9.650E+01, 0.000E+00
 1.190E+02, 9.832E+01, 0.000E+00
 1.200E+02, 8.886E+01, 0.000E+00
