s,m,m
 1.312E+02, 1.325E+02, 4.167E+01
 1.322E+02, 1.475E+02, 4.166E+01
 1.331E+02, 1.475E+02, 4.000E+01
 1.340E+02, 1.475E+02, 3.333E+01
 1.353E+02, 1.475E+02, 3.374E+01
 1.361E+02, 1.475E+02, 3.681E+01
 1.372E+02, 1.475E+02, 3.878E+01
 1.381E+02, 1.475E+02, 3.834E+01
 1.390E+02, 1.475E+02, 3.501E+01
 1.402E+02, 1.475E+02, 3.376E+01
 1.411E+02, 1.475E+02, 3.834E+01
 1.421E+02, 1.475E+02, 3.749E+01
 1.432E+02, 1.475E+02, 3.874E+01
 1.440E+02, 1.475E+02, 3.998E+01
 1.451E+02, 1.475E+02, 3.624E+01
 1.462E+02, 1.475E+02, 3.499E+01
 1.470E+02, 1.528E+02, 3.998E+01
 1.482E+02, 1.625E+02, 3.499E+01
 1.491E+02, 1.625E+02, 3.834E+01
 1.503E+02, 1.625E+02, 3.876E+01
 1.511E+02, 1.625E+02, 4.001E+01
 1.522E+02, 1.625E+02, 3.754E+01
 1.531E+02, 1.625E+02, 3.662E+01
 1.540E+02, 1.725E+02, 3.666E+01
 1.551E+02, 1.775E+02, 4.239E+01
 1.563E+02, 1.775E+02, 4.500E+01
 1.572E+02, 1.775E+02, 4.333E+01
 1.580E+02, 1.775E+02, 3.666E+01
 1.592E+02, 1.775E+02, 3.750E+01
 1.601E+02, 1.775E+02, 4.001E+01
 1.613E+02, 1.775E+02, 4.250E+01
 1.621E+02, 1.875E+02, 4.500E+01
 1.630E+02, 1.875E+02, 3.502E+01
 1.641E+02, 1.875E+02, 3.261E+01
 1.652E+02, 1.875E+02, 3.383E+01
 1.661E+02, 1.875E+02, 3.832E+01
 1.673E+02, 1.875E+02, 4.124E+01
 1.682E+02, 1.875E+02, 4.001E+01
 1.691E+02, 1.875E+02, 4.001E+01
 1.702E+02, 1.875E+02, 3.250E+01
 1.711E+02, 1.875E+02, 3.166E+01
 1.720E+02, 1.875E+02, 3.000E+01
 1.732E+02, 1.875E+02, 3.376E+01
 1.741E+02, 1.875E+02, 3.502E+01
 1.753E+02, 1.875E+02, 3.376E+01
 1.762E+02, 1.875E+02, 2.666E+01
 1.771E+02, 1.908E+02, 2.833E+01
 1.782E+02, 1.925E+02, 2.501E+01
 1.790E+02, 1.925E+02, 2.501E+01
 1.800E+02, 1.925E+02, 2.501E+01
