s,m,m
Time,"x","D"
 0.000E+00,-2.000E+01, 0.000E+00
 1.133E+00,-2.000E+01, 0.000E+00
 2.266E+00,-2.000E+01, 0.000E+00
 3.399E+00,-2.000E+01, 0.000E+00
 4.533E+00, 2.500E+00, 7.512E+00
 5.099E+00, 2.500E+00, 1.001E+01
 6.232E+00, 2.500E+00, 1.500E+01
 7.365E+00, 2.500E+00, 2.002E+01
 8.499E+00, 2.500E+00, 2.002E+01
 9.065E+00, 2.500E+00, 2.002E+01
 1.020E+01, 2.500E+00, 2.002E+01
 1.133E+01, 2.500E+00, 2.501E+01
 1.246E+01, 2.500E+00, 2.501E+01
 1.303E+01, 2.500E+00, 2.501E+01
 1.416E+01, 2.500E+00, 3.000E+01
 1.530E+01, 2.500E+00, 3.000E+01
 1.643E+01, 2.500E+00, 3.000E+01
 1.756E+01, 7.500E+00, 3.251E+01
 1.813E+01, 1.250E+01, 3.502E+01
 1.926E+01, 1.250E+01, 3.502E+01
 2.040E+01, 1.250E+01, 3.502E+01
 2.153E+01, 1.250E+01, 3.502E+01
 2.203E+01, 1.250E+01, 4.001E+01
 2.304E+01, 1.500E+01, 3.751E+01
 2.405E+01, 1.750E+01, 3.502E+01
 2.538E+01, 1.750E+01, 3.834E+01
 2.626E+01, 1.750E+01, 3.499E+01
 2.715E+01, 2.250E+01, 3.499E+01
 2.803E+01, 2.250E+01, 3.749E+01
 2.936E+01, 2.250E+01, 3.499E+01
 3.008E+01, 2.250E+01, 3.499E+01
 3.125E+01, 2.250E+01, 3.120E+01
 3.227E+01, 2.750E+01, 3.499E+01
 3.302E+01, 2.750E+01, 3.499E+01
 3.413E+01, 2.750E+01, 3.667E+01
 3.525E+01, 2.750E+01, 3.166E+01
 3.637E+01, 2.750E+01, 3.000E+01
 3.703E+01, 2.750E+01, 3.251E+01
 3.803E+01, 2.750E+01, 3.502E+01
 3.903E+01, 2.750E+01, 3.502E+01
 4.003E+01, 2.750E+01, 3.000E+01
 4.118E+01, 2.750E+01, 3.000E+01
 4.217E+01, 2.750E+01, 3.166E+01
 4.316E+01, 2.750E+01, 3.166E+01
 4.404E+01, 2.750E+01, 3.499E+01
 4.521E+01, 2.750E+01, 3.749E+01
 4.610E+01, 2.750E+01, 2.501E+01
 4.727E+01, 2.750E+01, 3.000E+01
 4.815E+01, 3.417E+01, 3.499E+01
 4.904E+01, 4.750E+01, 3.499E+01
 5.021E+01, 4.750E+01, 3.500E+01
 5.109E+01, 4.750E+01, 3.668E+01
 5.227E+01, 4.750E+01, 3.751E+01
 5.315E+01, 4.750E+01, 3.167E+01
 5.403E+01, 4.750E+01, 3.668E+01
 5.500E+01, 4.750E+01, 3.666E+01
 5.623E+01, 4.750E+01, 4.235E+01
 5.709E+01, 4.750E+01, 3.334E+01
 5.824E+01, 4.750E+01, 3.125E+01
 5.911E+01, 4.750E+01, 3.499E+01
 6.026E+01, 4.750E+01, 3.374E+01
 6.118E+01, 4.750E+01, 4.001E+01
 6.213E+01, 4.750E+01, 4.500E+01
 6.308E+01, 4.750E+01, 3.334E+01
 6.403E+01, 4.750E+01, 2.834E+01
 6.530E+01, 5.000E+01, 3.376E+01
 6.625E+01, 5.250E+01, 3.666E+01
 6.720E+01, 6.750E+01, 3.998E+01
 6.815E+01, 6.750E+01, 3.998E+01
 6.907E+01, 6.750E+01, 2.827E+01
 7.021E+01, 6.750E+01, 3.250E+01
 7.107E+01, 7.083E+01, 3.832E+01
 7.221E+01, 7.250E+01, 3.874E+01
 7.306E+01, 7.250E+01, 4.001E+01
 7.420E+01, 7.250E+01, 3.626E+01
 7.506E+01, 7.250E+01, 3.166E+01
 7.620E+01, 7.250E+01, 3.750E+01
 7.706E+01, 7.250E+01, 4.000E+01
 7.820E+01, 7.250E+01, 4.001E+01
 7.905E+01, 7.250E+01, 4.167E+01
 8.025E+01, 7.250E+01, 3.620E+01
 8.119E+01, 7.250E+01, 3.834E+01
 8.213E+01, 7.250E+01, 3.666E+01
 8.307E+01, 7.250E+01, 3.999E+01
 8.401E+01, 7.250E+01, 4.166E+01
 8.527E+01, 7.250E+01, 3.125E+01
 8.621E+01, 7.250E+01, 3.166E+01
 8.715E+01, 7.250E+01, 3.666E+01
 8.809E+01, 9.250E+01, 3.834E+01
 8.903E+01, 9.250E+01, 4.001E+01
 9.019E+01, 9.250E+01, 3.135E+01
 9.104E+01, 9.250E+01, 3.000E+01
 9.217E+01, 9.250E+01, 3.376E+01
 9.301E+01, 9.750E+01, 4.001E+01
 9.414E+01, 9.750E+01, 4.124E+01
 9.527E+01, 9.750E+01, 3.749E+01
 9.612E+01, 9.750E+01, 3.000E+01
 9.724E+01, 9.750E+01, 3.374E+01
 9.809E+01, 9.750E+01, 3.832E+01
 9.922E+01, 9.750E+01, 3.625E+01
 1.001E+02, 9.750E+01, 4.001E+01
 1.012E+02, 9.750E+01, 4.375E+01
 1.020E+02, 9.750E+01, 2.667E+01
 1.032E+02, 9.750E+01, 3.125E+01
 1.040E+02, 9.750E+01, 3.668E+01
 1.051E+02, 1.050E+02, 3.875E+01
 1.063E+02, 1.125E+02, 3.749E+01
 1.071E+02, 1.125E+02, 3.333E+01
 1.082E+02, 1.125E+02, 3.250E+01
 1.091E+02, 1.125E+02, 3.666E+01
 1.102E+02, 1.125E+02, 3.500E+01
 1.111E+02, 1.125E+02, 3.834E+01
 1.122E+02, 1.125E+02, 4.250E+01
 1.130E+02, 1.125E+02, 3.166E+01
 1.142E+02, 1.125E+02, 3.625E+01
 1.150E+02, 1.125E+02, 4.167E+01
 1.161E+02, 1.125E+02, 4.001E+01
 1.173E+02, 1.125E+02, 4.500E+01
 1.181E+02, 1.125E+02, 3.167E+01
 1.192E+02, 1.125E+02, 3.250E+01
 1.201E+02, 1.125E+02, 3.666E+01
 1.212E+02, 1.275E+02, 4.124E+01
 1.221E+02, 1.325E+02, 4.167E+01
 1.232E+02, 1.325E+02, 3.375E+01
 1.240E+02, 1.325E+02, 3.333E+01
 1.252E+02, 1.325E+02, 3.875E+01
 1.260E+02, 1.325E+02, 4.001E+01
 1.271E+02, 1.325E+02, 4.126E+01
 1.283E+02, 1.325E+02, 3.875E+01
 1.291E+02, 1.325E+02, 3.502E+01
 1.303E+02, 1.325E+02, 4.013E+01
