s,m
Time,"x"
 0.000E+00,-9.750E+00
 1.029E+00,-6.563E-01
 2.029E+00,-2.500E-01
 3.013E+00, 3.048E-01
 4.006E+00, 9.740E-01
 5.024E+00, 2.727E+00
 6.026E+00, 3.804E+00
 7.010E+00, 6.405E+00
 8.007E+00, 8.596E+00
 9.016E+00, 1.055E+01
 1.000E+01, 1.296E+01
 1.101E+01, 1.501E+01
 1.201E+01, 1.733E+01
 1.301E+01, 1.938E+01
 1.401E+01, 2.182E+01
 1.501E+01, 2.405E+01
 1.601E+01, 2.598E+01
 1.701E+01, 2.787E+01
 1.800E+01, 2.951E+01
 1.902E+01, 3.118E+01
 2.000E+01, 3.261E+01
 2.102E+01, 3.437E+01
 2.202E+01, 3.610E+01
 2.301E+01, 3.817E+01
 2.400E+01, 4.041E+01
 2.502E+01, 4.255E+01
 2.600E+01, 4.443E+01
 2.702E+01, 4.635E+01
 2.801E+01, 4.802E+01
 2.901E+01, 4.975E+01
 3.002E+01, 5.139E+01
 3.101E+01, 5.314E+01
 3.201E+01, 5.476E+01
 3.301E+01, 5.656E+01
 3.401E+01, 5.848E+01
 3.501E+01, 6.050E+01
 3.601E+01, 6.250E+01
 3.702E+01, 6.469E+01
 3.801E+01, 6.721E+01
 3.901E+01, 6.930E+01
 4.002E+01, 7.175E+01
 4.102E+01, 7.394E+01
 4.201E+01, 7.616E+01
 4.302E+01, 7.856E+01
 4.401E+01, 8.079E+01
 4.500E+01, 8.380E+01
 4.600E+01, 8.644E+01
 4.700E+01, 8.868E+01
 4.801E+01, 9.158E+01
 4.900E+01, 9.432E+01
 5.000E+01, 9.710E+01
 5.100E+01, 9.962E+01
 5.202E+01, 1.006E+02
 5.301E+01, 1.015E+02
 5.402E+01, 1.044E+02
 5.502E+01, 9.975E+01
 5.600E+01, 9.975E+01
 5.701E+01, 9.909E+01
 5.801E+01, 1.041E+02
 5.901E+01, 1.009E+02
 6.001E+01, 1.083E+02
 6.101E+01, 1.074E+02
 6.200E+01, 1.079E+02
 6.302E+01, 1.044E+02
 6.400E+01, 9.821E+01
 6.501E+01, 9.882E+01
 6.602E+01, 9.875E+01
 6.701E+01, 6.068E+01
 6.801E+01, 6.649E+01
 6.902E+01, 8.459E+01
 7.002E+01, 9.405E+01
 7.100E+01, 8.288E+01
 7.200E+01, 8.861E+01
 7.302E+01, 9.344E+01
 7.401E+01, 1.006E+02
 7.502E+01, 9.371E+01
 7.600E+01, 8.683E+01
 7.700E+01, 9.014E+01
 7.800E+01, 7.969E+01
 7.901E+01, 9.075E+01
 8.001E+01, 1.004E+02
 8.102E+01, 1.073E+02
 8.201E+01, 9.131E+01
 8.300E+01, 7.462E+01
 8.402E+01, 8.062E+01
 8.501E+01, 8.500E+01
 8.601E+01, 8.762E+01
 8.701E+01, 8.156E+01
 8.801E+01, 2.366E+01
 8.901E+01,-2.180E-01
 9.001E+01,-1.810E-01
 9.102E+01, 1.268E-01
 9.201E+01, 4.866E-01
 9.301E+01, 4.647E-01
 9.400E+01, 2.363E-01
 9.500E+01, 2.811E-01
 9.601E+01,-2.113E-01
 9.702E+01, 4.102E-01
 9.801E+01, 3.830E-01
 9.902E+01, 5.645E-01
 1.000E+02,-2.500E-01
 1.010E+02,-2.500E-01
 1.020E+02,-2.500E-01
 1.030E+02,-2.500E-01
 1.040E+02, 1.637E-01
 1.050E+02, 3.094E-01
 1.060E+02,-2.500E-01
 1.070E+02, 5.283E-02
 1.080E+02, 7.500E-01
 1.090E+02, 9.564E-01
 1.100E+02,-2.500E-01
 1.110E+02,-2.500E-01
 1.120E+02,-2.500E-01
 1.130E+02,-2.500E-01
 1.140E+02,-2.500E-01
 1.150E+02,-2.274E-01
 1.160E+02, 6.791E-01
 1.170E+02,-1.024E-03
 1.180E+02,-2.500E-01
 1.190E+02,-2.500E-01
 1.200E+02,-2.500E-01
