s,m,m
 7.503E+01, 1.014E+02, 0.000E+00
 7.604E+01, 1.012E+02, 0.000E+00
 7.702E+01, 1.052E+02, 0.000E+00
 7.804E+01, 1.097E+02, 0.000E+00
 7.902E+01, 1.029E+02, 0.000E+00
 8.004E+01, 1.010E+02, 0.000E+00
 8.102E+01, 1.013E+02, 0.000E+00
 8.204E+01, 1.017E+02, 0.000E+00
 8.303E+01, 1.014E+02, 0.000E+00
 8.403E+01, 1.015E+02, 0.000E+00
 8.504E+01, 1.012E+02, 0.000E+00
 8.604E+01, 1.012E+02, 0.000E+00
 8.700E+01, 1.012E+02, 0.000E+00
 8.801E+01, 1.017E+02, 0.000E+00
 8.901E+01, 1.015E+02, 0.000E+00
 9.002E+01, 1.032E+02, 0.000E+00
 9.103E+01, 1.048E+02, 0.000E+00
 9.203E+01, 1.010E+02, 0.000E+00
 9.303E+01, 1.017E+02, 0.000E+00
 9.400E+01, 1.038E+02, 0.000E+00
 9.504E+01, 7.806E+01, 0.000E+00
 9.602E+01, 6.436E+01, 0.000E+00
 9.700E+01, 9.316E+01, 0.000E+00
 9.803E+01,-2.500E-01, 0.000E+00
 9.901E+01,-2.500E-01, 0.000E+00
 1.000E+02,-2.500E-01, 0.000E+00
 1.010E+02,-2.500E-01, 0.000E+00
 1.020E+02,-2.500E-01, 0.000E+00
 1.030E+02,-2.500E-01, 0.000E+00
 1.040E+02,-2.500E-01, 0.000E+00
 1.050E+02,-2.500E-01, 0.000E+00
 1.060E+02,-2.500E-01, 0.000E+00
 1.070E+02,-2.500E-01, 0.000E+00
 1.080E+02,-2.500E-01, 0.000E+00
 1.090E+02, 7.320E+01, 0.000E+00
 1.100E+02, 1.008E+02, 0.000E+00
 1.110E+02, 1.008E+02, 0.000E+00
 1.120E+02, 1.011E+02, 0.000E+00
 1.130E+02, 1.015E+02, 0.000E+00
 1.140E+02, 4.630E+01, 0.000E+00
 1.150E+02,-2.500E-01, 0.000E+00
 1.160E+02, 1.740E+01, 0.000E+00
 1.170E+02, 1.013E+02, 0.000E+00
 1.180E+02, 1.018E+02, 0.000E+00
 1.190E+02, 9.068E+00, 0.000E+00
 1.200E+02,-2.500E-01, 0.000E+00
