s,m
Time,"x"
 0.000E+00, 1.250E-01
 1.002E+00, 5.708E+00
 2.001E+00, 3.750E-01
 3.017E+00, 3.750E-01
 4.013E+00, 5.945E-01
 5.013E+00, 6.905E-01
 6.005E+00, 8.962E-01
 7.002E+00, 1.161E+00
 8.005E+00, 1.553E+00
 9.002E+00, 3.133E+00
 1.000E+01, 5.731E+00
 1.101E+01, 6.342E+00
 1.201E+01, 5.794E+00
 1.300E+01, 6.891E+00
 1.400E+01, 3.434E+00
 1.500E+01, 3.050E+00
 1.600E+01, 7.628E+00
 1.700E+01, 1.138E+01
 1.801E+01, 1.450E+01
 1.900E+01, 1.795E+01
 2.000E+01, 1.923E+01
 2.100E+01, 2.122E+01
 2.201E+01, 2.207E+01
 2.300E+01, 2.308E+01
 2.400E+01, 2.401E+01
 2.501E+01, 2.488E+01
 2.600E+01, 2.562E+01
 2.700E+01, 2.641E+01
 2.800E+01, 2.725E+01
 2.901E+01, 2.830E+01
 3.000E+01, 2.937E+01
 3.101E+01, 3.049E+01
 3.201E+01, 3.342E+01
 3.300E+01, 3.508E+01
 3.401E+01, 3.620E+01
 3.500E+01, 3.783E+01
 3.600E+01, 4.116E+01
 3.700E+01, 4.125E+01
 3.800E+01, 4.541E+01
 3.901E+01, 4.598E+01
 4.001E+01, 4.754E+01
 4.100E+01, 4.934E+01
 4.200E+01, 5.171E+01
 4.300E+01, 5.391E+01
 4.400E+01, 5.657E+01
 4.501E+01, 5.956E+01
 4.601E+01, 6.172E+01
 4.700E+01, 6.237E+01
 4.800E+01, 6.781E+01
 4.900E+01, 6.367E+01
 5.000E+01, 6.454E+01
 5.101E+01, 6.651E+01
 5.200E+01, 6.981E+01
 5.300E+01, 7.179E+01
 5.400E+01, 7.248E+01
 5.500E+01, 7.313E+01
 5.600E+01, 7.368E+01
 5.701E+01, 7.519E+01
 5.800E+01, 7.609E+01
 5.900E+01, 7.690E+01
 6.000E+01, 7.799E+01
 6.100E+01, 7.912E+01
 6.201E+01, 8.105E+01
 6.300E+01, 8.111E+01
 6.400E+01, 8.186E+01
 6.500E+01, 8.250E+01
 6.600E+01, 8.311E+01
 6.701E+01, 8.473E+01
 6.800E+01, 8.587E+01
 6.900E+01, 8.696E+01
 7.000E+01, 8.715E+01
 7.100E+01, 8.877E+01
 7.200E+01, 8.974E+01
 7.300E+01, 9.100E+01
 7.401E+01, 9.212E+01
 7.500E+01, 9.500E+01
 7.601E+01, 9.499E+01
 7.701E+01, 9.746E+01
 7.800E+01, 9.993E+01
 7.900E+01, 1.024E+02
 8.000E+01, 1.035E+02
 8.100E+01, 1.042E+02
 8.200E+01, 1.051E+02
 8.300E+01, 1.069E+02
 8.400E+01, 1.090E+02
 8.501E+01, 1.103E+02
 8.600E+01, 1.108E+02
 8.701E+01, 1.115E+02
 8.800E+01, 1.124E+02
 8.901E+01, 1.130E+02
 9.001E+01, 1.137E+02
 9.100E+01, 1.144E+02
 9.200E+01, 1.154E+02
 9.301E+01, 1.163E+02
 9.400E+01, 1.170E+02
 9.501E+01, 1.189E+02
 9.600E+01, 1.193E+02
 9.700E+01, 1.203E+02
 9.800E+01, 1.206E+02
 9.901E+01, 1.214E+02
 1.000E+02, 1.230E+02
 1.010E+02, 1.237E+02
 1.020E+02, 1.246E+02
 1.030E+02, 1.262E+02
 1.040E+02, 1.262E+02
 1.050E+02, 1.298E+02
 1.060E+02, 1.313E+02
 1.070E+02, 1.327E+02
 1.080E+02, 1.343E+02
 1.090E+02, 1.363E+02
 1.100E+02, 1.371E+02
 1.110E+02, 1.393E+02
 1.120E+02, 1.401E+02
 1.130E+02, 1.409E+02
 1.140E+02, 1.435E+02
 1.150E+02, 1.457E+02
 1.160E+02, 1.461E+02
 1.170E+02, 1.471E+02
 1.180E+02, 1.481E+02
 1.190E+02, 1.507E+02
 1.200E+02, 1.514E+02
 1.210E+02, 1.528E+02
 1.220E+02, 1.543E+02
 1.230E+02, 1.552E+02
 1.240E+02, 1.576E+02
 1.250E+02, 1.582E+02
 1.260E+02, 1.598E+02
 1.270E+02, 1.612E+02
 1.280E+02, 1.619E+02
 1.290E+02, 1.652E+02
 1.300E+02, 1.647E+02
 1.310E+02, 1.661E+02
 1.320E+02, 1.671E+02
 1.330E+02, 1.684E+02
 1.340E+02, 1.690E+02
 1.350E+02, 1.700E+02
 1.360E+02, 1.710E+02
 1.370E+02, 1.723E+02
 1.380E+02, 1.732E+02
 1.390E+02, 1.745E+02
 1.400E+02, 1.757E+02
 1.410E+02, 1.764E+02
 1.420E+02, 1.787E+02
 1.430E+02, 1.829E+02
 1.440E+02, 1.819E+02
 1.450E+02, 1.841E+02
 1.460E+02, 1.840E+02
 1.470E+02, 1.878E+02
 1.480E+02, 1.908E+02
 1.490E+02, 1.926E+02
 1.500E+02, 1.949E+02
 1.510E+02, 1.976E+02
 1.520E+02, 1.958E+02
