s,m,m
 1.317E+02, 1.350E+02, 3.000E+01
 1.325E+02, 1.350E+02, 3.000E+01
 1.332E+02, 1.350E+02, 3.000E+01
 1.340E+02, 1.350E+02, 3.000E+01
 1.355E+02, 1.350E+02, 2.501E+01
 1.363E+02, 1.350E+02, 2.002E+01
 1.371E+02, 1.350E+02, 2.002E+01
 1.386E+02, 1.350E+02, 3.000E+01
 1.394E+02, 1.350E+02, 3.000E+01
 1.402E+02, 1.350E+02, 3.000E+01
 1.417E+02, 1.350E+02, 3.000E+01
 1.425E+02, 1.350E+02, 3.000E+01
 1.432E+02, 1.350E+02, 4.001E+01
 1.440E+02, 1.350E+02, 4.001E+01
 1.456E+02, 1.350E+02, 3.000E+01
 1.465E+02, 1.350E+02, 3.000E+01
 1.473E+02, 1.350E+02, 3.000E+01
 1.482E+02, 1.550E+02, 3.000E+01
 1.490E+02, 1.550E+02, 4.001E+01
 1.507E+02, 1.550E+02, 4.001E+01
 1.516E+02, 1.550E+02, 4.001E+01
 1.523E+02, 1.550E+02, 4.001E+01
 1.530E+02, 1.550E+02, 4.001E+01
 1.545E+02, 1.600E+02, 4.001E+01
 1.553E+02, 1.650E+02, 4.001E+01
 1.560E+02, 1.650E+02, 4.001E+01
 1.575E+02, 1.650E+02, 3.000E+01
 1.582E+02, 1.650E+02, 3.000E+01
 1.597E+02, 1.650E+02, 3.000E+01
 1.605E+02, 1.650E+02, 3.000E+01
 1.613E+02, 1.650E+02, 3.000E+01
 1.621E+02, 1.650E+02, 3.998E+01
 1.638E+02, 1.700E+02, 3.000E+01
 1.646E+02, 1.750E+02, 3.000E+01
 1.654E+02, 1.750E+02, 3.000E+01
 1.662E+02, 1.750E+02, 3.000E+01
 1.670E+02, 1.750E+02, 3.000E+01
 1.686E+02, 1.750E+02, 3.000E+01
 1.695E+02, 1.750E+02, 4.001E+01
 1.703E+02, 1.750E+02, 4.001E+01
 1.711E+02, 1.750E+02, 3.000E+01
 1.726E+02, 1.750E+02, 3.000E+01
 1.734E+02, 1.750E+02, 3.000E+01
 1.742E+02, 1.750E+02, 3.000E+01
 1.758E+02, 1.750E+02, 3.000E+01
 1.766E+02, 1.750E+02, 3.000E+01
 1.774E+02, 1.750E+02, 3.000E+01
 1.782E+02, 1.750E+02, 3.000E+01
 1.798E+02, 1.750E+02, 2.500E+01
 1.800E+02, 1.750E+02, 3.000E+01
