s,m
Time,"x"
 0.000E+00, 1.250E-01
 1.005E+00, 4.176E+00
 2.004E+00, 4.179E-01
 3.003E+00, 4.107E-01
 4.001E+00, 2.251E-01
 5.014E+00, 1.250E-01
 6.008E+00, 2.280E-01
 7.010E+00, 3.750E-01
 8.005E+00, 1.258E+00
 9.007E+00, 1.965E+00
 1.002E+01, 1.252E+00
 1.101E+01, 1.314E+00
 1.201E+01, 1.583E+00
 1.300E+01, 1.841E+00
 1.401E+01, 2.163E+00
 1.501E+01, 2.432E+00
 1.601E+01, 2.752E+00
 1.700E+01, 4.660E+00
 1.800E+01, 9.899E+00
 1.900E+01, 1.063E+01
 2.000E+01, 1.217E+01
 2.100E+01, 1.289E+01
 2.200E+01, 1.456E+01
 2.301E+01, 1.475E+01
 2.400E+01, 1.655E+01
 2.501E+01, 1.799E+01
 2.600E+01, 1.882E+01
 2.700E+01, 1.966E+01
 2.800E+01, 2.046E+01
 2.901E+01, 2.297E+01
 3.001E+01, 2.434E+01
 3.100E+01, 2.530E+01
 3.200E+01, 2.555E+01
 3.300E+01, 2.701E+01
 3.400E+01, 2.845E+01
 3.500E+01, 3.084E+01
 3.601E+01, 3.146E+01
 3.701E+01, 3.180E+01
 3.800E+01, 3.332E+01
 3.900E+01, 3.467E+01
 4.000E+01, 3.575E+01
 4.101E+01, 3.657E+01
 4.200E+01, 3.715E+01
 4.301E+01, 3.847E+01
 4.400E+01, 3.943E+01
 4.501E+01, 4.008E+01
 4.601E+01, 4.080E+01
 4.701E+01, 4.169E+01
 4.800E+01, 4.238E+01
 4.901E+01, 4.410E+01
 5.001E+01, 4.502E+01
 5.101E+01, 4.605E+01
 5.200E+01, 4.727E+01
 5.300E+01, 4.920E+01
 5.400E+01, 5.172E+01
 5.501E+01, 5.245E+01
 5.600E+01, 5.431E+01
 5.700E+01, 5.702E+01
 5.800E+01, 5.796E+01
 5.900E+01, 6.046E+01
 6.001E+01, 6.149E+01
 6.100E+01, 6.283E+01
 6.201E+01, 6.492E+01
 6.301E+01, 6.544E+01
 6.401E+01, 6.703E+01
 6.501E+01, 6.780E+01
 6.600E+01, 7.025E+01
 6.701E+01, 7.105E+01
 6.800E+01, 7.171E+01
 6.900E+01, 7.308E+01
 7.001E+01, 7.402E+01
 7.100E+01, 7.519E+01
 7.200E+01, 7.533E+01
 7.300E+01, 7.647E+01
 7.400E+01, 7.732E+01
 7.501E+01, 7.776E+01
 7.601E+01, 7.942E+01
 7.700E+01, 8.046E+01
 7.800E+01, 8.121E+01
 7.900E+01, 8.267E+01
 8.000E+01, 8.323E+01
 8.101E+01, 8.382E+01
 8.200E+01, 8.488E+01
 8.300E+01, 8.667E+01
 8.400E+01, 8.781E+01
 8.500E+01, 8.947E+01
 8.600E+01, 9.167E+01
 8.701E+01, 9.240E+01
 8.801E+01, 9.338E+01
 8.900E+01, 9.474E+01
 9.001E+01, 9.574E+01
 9.101E+01, 9.719E+01
 9.201E+01, 9.756E+01
 9.300E+01, 9.849E+01
 9.401E+01, 9.932E+01
 9.500E+01, 9.966E+01
 9.601E+01, 1.011E+02
 9.701E+01, 1.012E+02
 9.800E+01, 1.001E+02
 9.900E+01, 9.435E+01
 1.000E+02, 9.401E+01
 1.010E+02, 9.528E+01
 1.020E+02, 9.669E+01
 1.030E+02, 9.758E+01
 1.040E+02, 8.839E+01
 1.050E+02, 7.816E+01
 1.060E+02, 6.733E+01
 1.070E+02, 9.202E+01
 1.080E+02, 9.214E+01
 1.090E+02, 9.362E+01
 1.100E+02, 9.639E+01
 1.110E+02, 9.760E+01
 1.120E+02, 9.833E+01
 1.130E+02, 9.910E+01
 1.140E+02, 9.893E+01
 1.150E+02, 9.850E+01
 1.160E+02, 9.341E+01
 1.170E+02, 9.627E+01
 1.180E+02, 9.711E+01
 1.190E+02, 6.708E+01
 1.200E+02, 9.292E+01
