s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-6.032E-04,-5.023E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.037E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.527E-01
-5.400E+02, 0.000E+00, 0.000E+00,-8.448E-03,-6.746E-02,-3.443E-01, 4.112E-15,-1.692E-01, 0.000E+00,-4.991E-01,-5.894E-01, 1.570E-03, 0.000E+00, 0.000E+00,-8.045E+01
-4.799E+02, 0.000E+00, 0.000E+00, 7.616E-02,-1.045E-02,-5.779E-02, 2.675E-15, 8.331E-04, 0.000E+00, 2.891E-03, 8.761E-03, 1.043E-03, 0.000E+00, 0.000E+00,-7.999E+01
-4.200E+02, 0.000E+00, 0.000E+00, 1.151E-01,-1.836E-01, 7.707E-02, 2.488E-15, 9.885E-04, 0.000E+00, 3.516E-03, 9.596E-03, 1.476E-04, 0.000E+00, 0.000E+00,-7.943E+01
-3.600E+02, 0.000E+00, 0.000E+00, 1.124E-01,-2.108E-01, 1.055E-01, 2.592E-15, 2.527E-04, 0.000E+00, 8.757E-04, 7.296E-03,-4.723E-04, 0.000E+00, 0.000E+00,-7.929E+01
-2.999E+02, 0.000E+00, 0.000E+00, 9.775E-02,-1.797E-01, 8.861E-02, 2.734E-15,-4.936E-05, 0.000E+00,-1.471E-04, 6.647E-03,-5.419E-04, 0.000E+00, 0.000E+00,-7.931E+01
-2.400E+02, 0.000E+00, 0.000E+00, 8.195E-02,-1.517E-01, 7.678E-02, 2.786E-15, 3.508E-05, 0.000E+00, 1.101E-04, 7.107E-03,-5.413E-04, 0.000E+00, 0.000E+00,-7.929E+01
-1.800E+02, 0.000E+00, 0.000E+00, 6.754E-02,-1.195E-01, 5.917E-02, 2.696E-15, 2.336E-05, 0.000E+00, 1.016E-04, 7.205E-03,-4.464E-04, 0.000E+00, 0.000E+00,-7.928E+01
-1.199E+02, 0.000E+00, 0.000E+00, 5.538E-02,-9.441E-02, 4.581E-02, 2.786E-15,-1.383E-04, 0.000E+00,-4.866E-04, 6.638E-03,-3.563E-04, 0.000E+00, 0.000E+00,-7.936E+01
-5.998E+01, 0.000E+00, 0.000E+00, 4.593E-02,-7.903E-02, 3.961E-02, 2.884E-15,-2.701E-04, 0.000E+00,-9.501E-04, 6.241E-03,-2.866E-04, 0.000E+00, 0.000E+00,-7.951E+01
 4.221E-02, 6.079E-05, 0.000E+00, 3.831E-02,-5.705E-02, 2.584E-02, 1.633E-06,-5.729E-05, 0.000E+00,-2.085E-04, 7.108E-03,-2.244E-04, 6.858E-09, 0.000E+00,-7.954E+01
 6.002E+01, 1.497E+02, 0.000E+00,-3.362E+01,-9.519E+01,-2.046E+01, 6.218E-01, 1.735E-01, 0.000E+00, 6.050E-01, 1.269E+00,-2.855E-01, 3.002E-03,-4.809E-03, 1.687E+01
 1.200E+02, 2.002E+02, 0.000E+00,-8.085E+01,-6.195E+01,-5.795E+01, 7.978E-01,-8.134E-02, 0.000E+00,-2.836E-01, 1.720E-01,-1.739E-01, 3.998E-03,-6.355E-03,-2.834E+01
 1.800E+02, 2.002E+02, 0.000E+00,-1.049E+02,-2.610E+01,-6.966E+01, 7.363E-01,-6.297E-02, 0.000E+00,-2.218E-01, 1.733E-01,-4.474E-02, 3.998E-03,-1.163E-02,-6.369E+01
 2.400E+02, 2.001E+02, 0.000E+00,-1.128E+02,-1.772E+01,-6.988E+01, 6.914E-01, 3.243E-03, 0.000E+00, 4.293E-03, 3.988E-01,-6.097E-06, 3.998E-03,-2.045E-02,-6.301E+01
 3.000E+02, 2.002E+02, 0.000E+00,-1.161E+02,-1.654E+01,-6.780E+01, 6.653E-01, 1.326E-02, 0.000E+00, 4.410E-02, 4.109E-01, 1.159E-02, 3.998E-03,-2.784E-02,-5.598E+01
 3.600E+02, 2.000E+02, 0.000E+00,-1.184E+02,-1.602E+01,-6.597E+01, 6.405E-01,-2.764E-02, 0.000E+00,-9.467E-02, 2.454E-01, 2.189E-02, 3.998E-03,-3.502E-02,-7.107E+01
 4.200E+02, 2.000E+02, 0.000E+00,-1.203E+02,-1.586E+01,-6.419E+01, 6.206E-01,-2.162E-02, 0.000E+00,-7.862E-02, 2.557E-01, 2.880E-02, 3.998E-03,-4.127E-02,-8.360E+01
 4.800E+02, 2.003E+02, 0.000E+00,-1.218E+02,-1.626E+01,-6.244E+01, 6.044E-01, 3.793E-02, 0.000E+00, 1.223E-01, 4.611E-01, 3.489E-02, 3.998E-03,-4.700E-02,-6.410E+01
 5.400E+02, 2.000E+02, 0.000E+00,-1.227E+02,-1.659E+01,-6.110E+01, 5.897E-01,-9.895E-03, 0.000E+00,-3.289E-02, 2.770E-01, 4.091E-02, 3.998E-03,-5.179E-02,-6.934E+01
 6.000E+02, 2.001E+02, 0.000E+00,-1.241E+02,-1.567E+01,-6.068E+01, 5.824E-01,-1.423E-02, 0.000E+00,-5.038E-02, 2.503E-01, 4.370E-02, 3.998E-03,-5.515E-02,-7.738E+01
 6.600E+02, 2.001E+02, 0.000E+00,-1.248E+02,-1.600E+01,-5.947E+01, 5.715E-01, 3.603E-02, 0.000E+00, 1.200E-01, 4.252E-01, 4.746E-02, 3.998E-03,-5.882E-02,-5.825E+01
