s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01,-9.627E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 2.475E+01, 2.506E+01, 2.399E+01, 2.375E+01, 2.652E+01, 2.414E+01, 2.394E+01, 2.711E+01,-1.913E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.799E+02, 2.472E+01, 2.514E+01, 2.392E+01, 2.406E+01, 2.616E+01, 2.425E+01, 2.454E+01, 2.665E+01,-1.907E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 2.486E+01, 2.480E+01, 2.419E+01, 2.488E+01, 2.551E+01, 2.421E+01, 2.461E+01, 2.559E+01,-1.901E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.600E+02, 2.481E+01, 2.499E+01, 2.432E+01, 2.460E+01, 2.551E+01, 2.464E+01, 2.476E+01, 2.559E+01,-1.892E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.999E+02, 2.484E+01, 2.490E+01, 2.448E+01, 2.473E+01, 2.531E+01, 2.475E+01, 2.469E+01, 2.527E+01,-1.891E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.400E+02, 2.486E+01, 2.487E+01, 2.457E+01, 2.479E+01, 2.521E+01, 2.476E+01, 2.478E+01, 2.509E+01,-1.891E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.799E+02, 2.486E+01, 2.492E+01, 2.466E+01, 2.470E+01, 2.522E+01, 2.483E+01, 2.477E+01, 2.515E+01,-1.890E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.199E+02, 2.489E+01, 2.493E+01, 2.474E+01, 2.477E+01, 2.516E+01, 2.482E+01, 2.480E+01, 2.518E+01,-1.891E+01, 2.095E-01, 3.901E-04, 0.000E+00
-5.998E+01, 2.493E+01, 2.495E+01, 2.477E+01, 2.479E+01, 2.522E+01, 2.485E+01, 2.489E+01, 2.512E+01,-1.890E+01, 2.095E-01, 3.901E-04, 0.000E+00
 5.841E-02, 2.488E+01, 2.496E+01, 2.480E+01, 2.477E+01, 2.508E+01, 2.489E+01, 2.498E+01, 2.502E+01,-1.892E+01, 2.095E-01, 3.901E-04, 1.783E-04
 6.001E+01, 6.987E+01, 7.201E+01, 6.293E+01, 1.178E+02, 2.882E+01, 6.513E+01, 1.211E+02, 2.985E+01, 7.236E+01, 2.093E-01, 5.041E-04, 1.498E+02
 1.200E+02, 1.100E+02, 1.140E+02, 1.211E+02, 1.707E+02, 3.807E+01, 1.240E+02, 1.789E+02, 3.915E+01, 2.378E+01, 2.077E-01, 1.417E-03, 2.002E+02
 1.800E+02, 1.244E+02, 1.273E+02, 1.410E+02, 1.875E+02, 4.477E+01, 1.436E+02, 1.922E+02, 4.623E+01,-3.167E+00, 2.050E-01, 2.915E-03, 2.002E+02
