s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-6.643E-04,-4.950E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.648E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.403E-01
-5.400E+02, 0.000E+00, 0.000E+00,-1.069E-02,-1.735E-01,-3.257E-01, 3.665E-15,-2.055E-01, 0.000E+00,-6.194E-01,-7.154E-01, 1.216E-03, 0.000E+00, 0.000E+00,-9.964E+01
-4.800E+02, 0.000E+00, 0.000E+00, 9.696E-02,-5.795E-02,-3.139E-02, 2.618E-15, 6.715E-04, 0.000E+00, 2.389E-03, 8.289E-03, 1.091E-03, 0.000E+00, 0.000E+00,-9.926E+01
-4.200E+02, 0.000E+00, 0.000E+00, 1.359E-01,-2.081E-01, 8.353E-02, 2.428E-15, 1.896E-03, 0.000E+00, 6.625E-03, 1.332E-02,-7.417E-05, 0.000E+00, 0.000E+00,-9.820E+01
-3.600E+02, 0.000E+00, 0.000E+00, 1.253E-01,-2.166E-01, 9.766E-02, 2.589E-15,-2.729E-04, 0.000E+00,-9.057E-04, 6.129E-03,-5.760E-04, 0.000E+00, 0.000E+00,-9.835E+01
-3.000E+02, 0.000E+00, 0.000E+00, 1.064E-01,-1.850E-01, 8.577E-02, 2.795E-15,-9.800E-05, 0.000E+00,-3.373E-04, 7.054E-03,-5.341E-04, 0.000E+00, 0.000E+00,-9.840E+01
-2.399E+02, 0.000E+00, 0.000E+00, 8.995E-02,-1.435E-01, 6.204E-02, 2.710E-15, 3.004E-04, 0.000E+00, 1.038E-03, 8.775E-03,-4.860E-04, 0.000E+00, 0.000E+00,-9.823E+01
-1.800E+02, 0.000E+00, 0.000E+00, 7.361E-02,-1.196E-01, 5.292E-02, 2.637E-15,-3.037E-04, 0.000E+00,-1.063E-03, 6.582E-03,-4.372E-04, 0.000E+00, 0.000E+00,-9.840E+01
-1.200E+02, 0.000E+00, 0.000E+00, 5.822E-02,-8.917E-02, 3.835E-02, 2.711E-15,-1.141E-04, 0.000E+00,-3.878E-04, 7.285E-03,-3.841E-04, 0.000E+00, 0.000E+00,-9.847E+01
