s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-9.697E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-4.310E-06, 2.095E-01, 3.901E-04, 0.000E+00
-4.799E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-3.187E-06, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-1.106E-06, 2.095E-01, 3.901E-04, 0.000E+00
-3.600E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.550E-06, 2.095E-01, 3.901E-04, 0.000E+00
-2.999E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 1.997E-06, 2.095E-01, 3.901E-04, 0.000E+00
-2.400E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-6.095E-07, 2.095E-01, 3.901E-04, 0.000E+00
-1.799E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-1.417E-06, 2.095E-01, 3.901E-04, 0.000E+00
-1.199E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 4.939E-07, 2.095E-01, 3.901E-04, 0.000E+00
-5.998E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.059E-06, 2.095E-01, 3.901E-04, 0.000E+00
 5.841E-02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 1.332E-06, 2.095E-01, 3.901E-04, 4.183E-04
 6.000E+01, 1.457E+02, 1.416E+02, 8.934E+01, 1.632E+02, 1.845E+02, 9.610E+01, 1.577E+02, 1.710E+02, 5.237E+00, 2.008E-01, 5.258E-03, 3.742E+02
 1.200E+02, 1.744E+02, 1.770E+02, 1.065E+02, 1.967E+02, 2.200E+02, 1.170E+02, 2.024E+02, 2.116E+02, 1.237E+01, 1.832E-01, 1.510E-02, 4.993E+02
 1.800E+02, 1.750E+02, 1.824E+02, 1.100E+02, 1.932E+02, 2.217E+02, 1.166E+02, 2.110E+02, 2.195E+02, 1.285E+01, 1.756E-01, 1.936E-02, 4.998E+02
 2.400E+02, 1.821E+02, 1.853E+02, 1.119E+02, 2.078E+02, 2.266E+02, 1.231E+02, 2.115E+02, 2.214E+02, 1.292E+01, 1.729E-01, 2.084E-02, 4.994E+02
 3.000E+02, 1.889E+02, 1.877E+02, 1.144E+02, 2.206E+02, 2.318E+02, 1.258E+02, 2.143E+02, 2.232E+02, 1.305E+01, 1.720E-01, 2.136E-02, 4.997E+02
