s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-6.069E-04,-3.204E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.101E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.527E-01
-5.400E+02, 0.000E+00, 0.000E+00,-5.914E-03,-4.591E-02,-3.124E-01, 3.956E-15,-1.505E-01, 0.000E+00,-4.397E-01,-5.148E-01, 1.596E-03, 0.000E+00, 0.000E+00,-7.105E+01
-4.799E+02, 0.000E+00, 0.000E+00, 7.472E-02, 3.196E-02,-9.115E-02, 3.000E-15, 7.794E-04, 0.000E+00, 2.750E-03, 1.631E-02, 1.164E-03, 0.000E+00, 0.000E+00,-7.061E+01
-4.200E+02, 0.000E+00, 0.000E+00, 1.127E-01,-1.629E-01, 6.673E-02, 2.557E-15, 1.062E-03, 0.000E+00, 3.754E-03, 1.763E-02, 1.464E-04, 0.000E+00, 0.000E+00,-7.001E+01
-3.600E+02, 0.000E+00, 0.000E+00, 1.110E-01,-1.903E-01, 9.459E-02, 2.611E-15, 4.781E-04, 0.000E+00, 1.695E-03, 1.582E-02,-4.395E-04, 0.000E+00, 0.000E+00,-6.974E+01
-3.000E+02, 0.000E+00, 0.000E+00, 1.000E-01,-1.783E-01, 9.258E-02, 2.706E-15,-1.304E-04, 0.000E+00,-4.863E-04, 1.416E-02,-4.221E-04, 0.000E+00, 0.000E+00,-6.982E+01
-2.399E+02, 0.000E+00, 0.000E+00, 8.713E-02,-1.494E-01, 7.697E-02, 2.602E-15, 8.827E-06, 0.000E+00, 2.177E-05, 1.475E-02,-4.927E-04, 0.000E+00, 0.000E+00,-6.982E+01
-1.800E+02, 0.000E+00, 0.000E+00, 7.288E-02,-1.239E-01, 6.525E-02, 2.577E-15,-2.444E-04, 0.000E+00,-8.535E-04, 1.397E-02,-4.379E-04, 0.000E+00, 0.000E+00,-6.995E+01
-1.199E+02, 0.000E+00, 0.000E+00, 6.093E-02,-9.505E-02, 4.915E-02, 2.530E-15, 6.469E-05, 0.000E+00, 1.849E-04, 1.509E-02,-3.614E-04, 0.000E+00, 0.000E+00,-6.992E+01
-5.992E+01, 0.000E+00, 0.000E+00, 5.111E-02,-7.548E-02, 3.882E-02, 2.595E-15,-1.829E-04, 0.000E+00,-5.914E-04, 1.427E-02,-2.919E-04, 0.000E+00, 0.000E+00,-7.002E+01
 2.549E-02, 4.752E-05, 0.000E+00, 4.292E-02,-5.777E-02, 3.004E-02, 1.244E-06, 1.243E-04, 0.000E+00, 3.783E-04, 1.537E-02,-2.388E-04, 5.223E-09, 0.000E+00,-6.996E+01
 6.001E+01, 1.497E+02, 0.000E+00,-3.394E+01,-9.439E+01,-2.094E+01, 6.196E-01, 1.566E-01, 0.000E+00, 5.472E-01, 1.225E+00,-2.877E-01, 3.001E-03,-4.345E-03, 1.738E+01
 1.200E+02, 2.001E+02, 0.000E+00,-8.212E+01,-5.963E+01,-5.894E+01, 8.050E-01,-7.984E-02, 0.000E+00,-2.761E-01, 1.011E-01,-1.645E-01, 3.998E-03,-6.749E-03,-2.670E+01
 1.800E+02, 2.001E+02, 0.000E+00,-1.058E+02,-2.467E+01,-7.025E+01, 7.568E-01,-4.553E-02, 0.000E+00,-1.538E-01, 1.209E-01,-3.996E-02, 3.998E-03,-1.164E-02,-5.125E+01
 2.400E+02, 2.002E+02, 0.000E+00,-1.139E+02,-1.702E+01,-6.978E+01, 7.243E-01,-3.077E-03, 0.000E+00,-1.373E-02, 2.733E-01,-7.183E-03, 3.998E-03,-1.788E-02,-5.344E+01
 3.000E+02, 2.001E+02, 0.000E+00,-1.169E+02,-1.609E+01,-6.759E+01, 6.936E-01,-1.874E-02, 0.000E+00,-6.271E-02, 2.049E-01, 1.245E-02, 3.998E-03,-2.658E-02,-6.345E+01
 3.600E+02, 2.001E+02, 0.000E+00,-1.193E+02,-1.569E+01,-6.555E+01, 6.788E-01, 1.269E-02, 0.000E+00, 4.232E-02, 3.038E-01, 1.716E-02, 3.998E-03,-3.256E-02,-5.669E+01
 4.200E+02, 2.001E+02, 0.000E+00,-1.213E+02,-1.559E+01,-6.365E+01, 6.607E-01,-1.155E-02, 0.000E+00,-3.945E-02, 2.095E-01, 2.565E-02, 3.998E-03,-3.886E-02,-6.299E+01
 4.800E+02, 2.001E+02, 0.000E+00,-1.229E+02,-1.526E+01,-6.238E+01, 6.454E-01,-2.837E-03, 0.000E+00,-1.982E-02, 2.404E-01, 3.496E-02, 3.998E-03,-4.465E-02,-6.615E+01
 5.400E+02, 2.001E+02, 0.000E+00,-1.241E+02,-1.556E+01,-6.085E+01, 6.375E-01, 2.720E-02, 0.000E+00, 9.857E-02, 3.296E-01, 3.612E-02, 3.998E-03,-4.882E-02,-5.042E+01
 6.000E+02, 2.002E+02, 0.000E+00,-1.250E+02,-1.601E+01,-5.960E+01, 6.253E-01,-1.125E-02, 0.000E+00,-4.360E-02, 1.961E-01, 4.199E-02, 3.998E-03,-5.328E-02,-5.738E+01
 6.600E+02, 2.000E+02, 0.000E+00,-1.261E+02,-1.564E+01,-5.873E+01, 6.173E-01,-1.497E-02, 0.000E+00,-5.302E-02, 1.777E-01, 4.676E-02, 3.998E-03,-5.661E-02,-6.584E+01
 7.200E+02, 2.003E+02, 0.000E+00,-1.269E+02,-1.591E+01,-5.785E+01, 6.048E-01, 1.459E-02, 0.000E+00, 4.836E-02, 2.812E-01, 4.902E-02, 3.998E-03,-5.949E-02,-5.812E+01
 7.800E+02, 2.003E+02, 0.000E+00,-1.277E+02,-1.600E+01,-5.691E+01, 6.055E-01, 7.319E-03, 0.000E+00, 2.466E-02, 2.551E-01, 4.907E-02, 3.998E-03,-6.159E-02,-5.418E+01
