s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
-6.000E+01, 0.000E+00,-4.616E-04, 2.513E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.616E-04, 0.000E+00, 0.000E+00
-4.998E+01, 0.000E+00,-7.819E-07, 1.748E-05,-2.305E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.646E-05, 0.000E+00, 0.000E+00
-3.996E+01, 0.000E+00, 2.862E-07, 2.991E-05,-6.580E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.954E-05, 0.000E+00, 0.000E+00
-2.994E+01, 0.000E+00, 1.080E-06, 3.627E-05,-7.605E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.659E-05, 0.000E+00, 0.000E+00
-1.992E+01, 0.000E+00, 1.900E-06, 3.421E-05,-5.134E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.559E-05, 0.000E+00, 0.000E+00
-9.896E+00, 0.000E+00, 2.695E-06, 3.362E-05,-2.607E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.606E-05, 0.000E+00, 0.000E+00
 1.301E-02, 8.809E-05, 3.444E-06,-5.878E-05, 2.388E-07, 1.759E-06, 0.000E+00, 0.000E+00, 0.000E+00, 3.475E-05, 7.489E-09, 7.489E-09
 1.004E+01, 1.688E+01,-2.692E+00,-1.379E+01,-4.708E-01, 7.708E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.769E-03, 3.368E-04, 3.368E-04
 2.002E+01, 4.972E+01,-8.002E+00,-3.799E+01,-3.944E+00, 2.274E-01, 0.000E+00, 0.000E+00, 0.000E+00, 7.593E-03, 1.003E-03, 1.003E-03
 3.002E+01, 8.315E+01,-1.417E+01,-6.116E+01,-8.174E+00, 3.723E-01, 0.000E+00, 0.000E+00, 0.000E+00, 1.311E-02, 1.668E-03, 1.668E-03
 4.002E+01, 9.989E+01,-1.839E+01,-6.967E+01,-1.225E+01, 4.413E-01, 0.000E+00, 0.000E+00, 0.000E+00, 1.884E-02, 2.000E-03, 2.000E-03
 5.002E+01, 9.976E+01,-2.020E+01,-6.491E+01,-1.507E+01, 4.402E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.540E-02, 2.000E-03, 2.000E-03
 6.002E+01, 9.932E+01,-2.189E+01,-6.032E+01,-1.752E+01, 4.403E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.981E-02, 2.000E-03, 2.000E-03
 7.002E+01, 1.001E+02,-2.392E+01,-5.605E+01,-2.055E+01, 4.420E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.388E-02, 2.000E-03, 2.000E-03
 8.001E+01, 9.965E+01,-2.536E+01,-5.292E+01,-2.181E+01, 4.422E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.653E-03, 2.000E-03, 2.000E-03
 9.002E+01, 9.947E+01,-2.690E+01,-4.877E+01,-2.425E+01, 4.405E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.138E-02, 2.000E-03, 2.000E-03
 1.000E+02, 1.003E+02,-2.840E+01,-4.695E+01,-2.539E+01, 4.427E-01, 0.000E+00, 0.000E+00, 0.000E+00,-3.430E-02, 2.000E-03, 2.000E-03
 1.100E+02, 1.000E+02,-2.938E+01,-4.439E+01,-2.677E+01, 4.394E-01, 0.000E+00, 0.000E+00, 0.000E+00,-4.586E-02, 2.000E-03, 2.000E-03
 1.200E+02, 9.961E+01,-3.022E+01,-4.233E+01,-2.757E+01, 4.415E-01, 0.000E+00, 0.000E+00, 0.000E+00,-7.867E-02, 2.000E-03, 2.000E-03
 1.300E+02, 1.005E+02,-3.117E+01,-4.197E+01,-2.787E+01, 4.439E-01, 0.000E+00, 0.000E+00, 0.000E+00,-7.823E-02, 2.000E-03, 2.000E-03
 1.400E+02, 9.985E+01,-3.150E+01,-4.125E+01,-2.764E+01, 4.436E-01, 0.000E+00, 0.000E+00, 0.000E+00,-9.763E-02, 2.000E-03, 2.000E-03
 1.500E+02, 9.991E+01,-3.213E+01,-4.043E+01,-2.785E+01, 4.410E-01, 0.000E+00, 0.000E+00, 0.000E+00,-6.947E-02, 2.000E-03, 2.000E-03
 1.600E+02, 9.992E+01,-3.274E+01,-3.819E+01,-2.957E+01, 4.422E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.362E-01, 2.000E-03, 2.000E-03
 1.700E+02, 9.989E+01,-3.311E+01,-3.760E+01,-2.971E+01, 4.422E-01, 0.000E+00, 0.000E+00, 0.000E+00,-9.325E-02, 2.000E-03, 2.000E-03
 1.800E+02, 1.003E+02,-3.359E+01,-3.778E+01,-2.944E+01, 4.423E-01, 0.000E+00, 0.000E+00, 0.000E+00,-9.260E-02, 2.000E-03, 2.000E-03
 1.900E+02, 9.975E+01,-3.361E+01,-3.720E+01,-2.946E+01, 4.428E-01, 0.000E+00, 0.000E+00, 0.000E+00,-8.706E-02, 2.000E-03, 2.000E-03
 2.000E+02, 1.001E+02,-3.386E+01,-3.780E+01,-2.903E+01, 4.414E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.534E-01, 2.000E-03, 2.000E-03
 2.100E+02, 1.001E+02,-3.428E+01,-3.643E+01,-2.992E+01, 4.420E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.001E-01, 2.000E-03, 2.000E-03
 2.200E+02, 9.965E+01,-3.435E+01,-3.648E+01,-2.937E+01, 4.404E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.146E-01, 2.000E-03, 2.000E-03
 2.300E+02, 1.001E+02,-3.460E+01,-3.639E+01,-2.972E+01, 4.409E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.475E-01, 2.000E-03, 2.000E-03
 2.400E+02, 9.986E+01,-3.469E+01,-3.563E+01,-3.007E+01, 4.416E-01, 0.000E+00, 0.000E+00, 0.000E+00,-8.844E-02, 2.000E-03, 2.000E-03
 2.500E+02, 9.995E+01,-3.495E+01,-3.552E+01,-3.005E+01, 4.417E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.249E-01, 2.000E-03, 2.000E-03
 2.600E+02, 1.000E+02,-3.491E+01,-3.603E+01,-2.965E+01, 4.429E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.022E-01, 2.000E-03, 2.000E-03
 2.700E+02, 1.001E+02,-3.502E+01,-3.626E+01,-2.930E+01, 4.417E-01, 0.000E+00, 0.000E+00, 0.000E+00,-6.646E-02, 2.000E-03, 2.000E-03
 2.800E+02, 9.996E+01,-3.508E+01,-3.631E+01,-2.914E+01, 4.413E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.240E-01, 2.000E-03, 2.000E-03
 2.900E+02, 1.005E+02,-3.509E+01,-3.685E+01,-2.905E+01, 4.427E-01, 0.000E+00, 0.000E+00, 0.000E+00,-8.396E-02, 2.000E-03, 2.000E-03
 3.000E+02, 1.001E+02,-3.514E+01,-3.703E+01,-2.844E+01, 4.417E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.262E-01, 2.000E-03, 2.000E-03
 3.100E+02, 9.986E+01,-3.499E+01,-3.607E+01,-2.935E+01, 4.418E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.045E-01, 2.000E-03, 2.000E-03
 3.200E+02, 1.001E+02,-3.523E+01,-3.600E+01,-2.947E+01, 4.412E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.083E-01, 2.000E-03, 2.000E-03
 3.300E+02, 9.981E+01,-3.523E+01,-3.614E+01,-2.895E+01, 4.423E-01, 0.000E+00, 0.000E+00, 0.000E+00,-7.516E-02, 2.000E-03, 2.000E-03
 3.400E+02, 9.998E+01,-3.541E+01,-3.575E+01,-2.938E+01, 4.419E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.137E-01, 2.000E-03, 2.000E-03
 3.500E+02, 1.002E+02,-3.526E+01,-3.673E+01,-2.875E+01, 4.432E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.424E-01, 2.000E-03, 2.000E-03
 3.600E+02, 1.001E+02,-3.531E+01,-3.734E+01,-2.799E+01, 4.406E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.128E-01, 2.000E-03, 2.000E-03
 3.700E+02, 1.001E+02,-3.512E+01,-3.741E+01,-2.811E+01, 4.415E-01, 0.000E+00, 0.000E+00, 0.000E+00,-6.728E-02, 2.000E-03, 2.000E-03
 3.800E+02, 9.988E+01,-3.515E+01,-3.686E+01,-2.853E+01, 4.407E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.133E-01, 2.000E-03, 2.000E-03
 3.900E+02, 1.002E+02,-3.518E+01,-3.724E+01,-2.832E+01, 4.412E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.015E-01, 2.000E-03, 2.000E-03
 4.000E+02, 1.002E+02,-3.536E+01,-3.708E+01,-2.833E+01, 4.424E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.291E-01, 2.000E-03, 2.000E-03
 4.100E+02, 9.978E+01,-3.511E+01,-3.647E+01,-2.876E+01, 4.413E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.279E-01, 2.000E-03, 2.000E-03
 4.200E+02, 1.004E+02,-3.536E+01,-3.750E+01,-2.815E+01, 4.423E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.229E-01, 2.000E-03, 2.000E-03
 4.300E+02, 1.001E+02,-3.535E+01,-3.706E+01,-2.821E+01, 4.424E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.052E-01, 2.000E-03, 2.000E-03
 4.400E+02, 1.002E+02,-3.526E+01,-3.740E+01,-2.805E+01, 4.429E-01, 0.000E+00, 0.000E+00, 0.000E+00,-9.138E-02, 2.000E-03, 2.000E-03
 4.500E+02, 1.001E+02,-3.543E+01,-3.673E+01,-2.856E+01, 4.421E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.628E-01, 2.000E-03, 2.000E-03
 4.600E+02, 1.002E+02,-3.533E+01,-3.740E+01,-2.808E+01, 4.425E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.487E-01, 2.000E-03, 2.000E-03
 4.700E+02, 9.974E+01,-3.534E+01,-3.685E+01,-2.812E+01, 4.427E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.331E-01, 2.000E-03, 2.000E-03
 4.800E+02, 9.994E+01,-3.541E+01,-3.677E+01,-2.830E+01, 4.417E-01, 0.000E+00, 0.000E+00, 0.000E+00,-9.471E-02, 2.000E-03, 2.000E-03
 4.900E+02, 1.002E+02,-3.537E+01,-3.762E+01,-2.777E+01, 4.435E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.196E-01, 2.000E-03, 2.000E-03
