s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01,-9.627E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 2.447E+01, 2.504E+01, 2.168E+01, 2.209E+01, 2.963E+01, 2.231E+01, 2.245E+01, 3.036E+01,-7.101E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.799E+02, 2.452E+01, 2.457E+01, 2.257E+01, 2.336E+01, 2.762E+01, 2.293E+01, 2.322E+01, 2.757E+01,-7.064E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 2.428E+01, 2.454E+01, 2.321E+01, 2.359E+01, 2.603E+01, 2.345E+01, 2.376E+01, 2.642E+01,-7.001E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.600E+02, 2.436E+01, 2.452E+01, 2.363E+01, 2.402E+01, 2.543E+01, 2.389E+01, 2.415E+01, 2.552E+01,-6.969E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.000E+02, 2.447E+01, 2.450E+01, 2.393E+01, 2.431E+01, 2.515E+01, 2.416E+01, 2.436E+01, 2.499E+01,-6.968E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.399E+02, 2.457E+01, 2.466E+01, 2.423E+01, 2.451E+01, 2.498E+01, 2.445E+01, 2.447E+01, 2.507E+01,-6.962E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.800E+02, 2.465E+01, 2.468E+01, 2.442E+01, 2.468E+01, 2.484E+01, 2.462E+01, 2.464E+01, 2.478E+01,-6.963E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.199E+02, 2.474E+01, 2.479E+01, 2.454E+01, 2.481E+01, 2.486E+01, 2.475E+01, 2.473E+01, 2.489E+01,-6.968E+01, 2.095E-01, 3.901E-04, 0.000E+00
-5.992E+01, 2.483E+01, 2.487E+01, 2.463E+01, 2.481E+01, 2.504E+01, 2.479E+01, 2.466E+01, 2.516E+01,-6.971E+01, 2.095E-01, 3.901E-04, 0.000E+00
 2.549E-02, 2.485E+01, 2.480E+01, 2.455E+01, 2.517E+01, 2.482E+01, 2.469E+01, 2.500E+01, 2.473E+01,-6.975E+01, 2.095E-01, 3.901E-04, 4.752E-05
 6.001E+01, 7.069E+01, 7.399E+01, 6.233E+01, 1.196E+02, 3.012E+01, 6.519E+01, 1.247E+02, 3.209E+01, 2.099E+01, 2.092E-01, 5.725E-04, 1.497E+02
 1.200E+02, 1.103E+02, 1.160E+02, 1.151E+02, 1.691E+02, 4.668E+01, 1.278E+02, 1.728E+02, 4.739E+01,-3.794E+00, 2.066E-01, 2.056E-03, 2.001E+02
 1.800E+02, 1.211E+02, 1.265E+02, 1.264E+02, 1.801E+02, 5.674E+01, 1.368E+02, 1.845E+02, 5.816E+01,-3.671E+01, 2.020E-01, 4.634E-03, 2.001E+02
