s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01,-9.314E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 3.338E+01, 3.464E+01, 3.049E+01, 3.094E+01, 3.873E+01, 3.245E+01, 3.221E+01, 3.925E+01,-8.167E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.800E+02, 3.328E+01, 3.375E+01, 3.173E+01, 3.207E+01, 3.604E+01, 3.254E+01, 3.226E+01, 3.646E+01,-8.100E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.199E+02, 3.328E+01, 3.362E+01, 3.233E+01, 3.286E+01, 3.464E+01, 3.274E+01, 3.289E+01, 3.523E+01,-8.027E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.600E+02, 3.338E+01, 3.365E+01, 3.281E+01, 3.295E+01, 3.438E+01, 3.306E+01, 3.322E+01, 3.468E+01,-8.005E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.000E+02, 3.360E+01, 3.387E+01, 3.314E+01, 3.353E+01, 3.412E+01, 3.356E+01, 3.365E+01, 3.440E+01,-8.006E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.399E+02, 3.361E+01, 3.382E+01, 3.329E+01, 3.335E+01, 3.420E+01, 3.366E+01, 3.364E+01, 3.417E+01,-8.014E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.800E+02, 3.367E+01, 3.385E+01, 3.345E+01, 3.354E+01, 3.401E+01, 3.380E+01, 3.360E+01, 3.415E+01,-8.021E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.200E+02, 3.386E+01, 3.388E+01, 3.361E+01, 3.394E+01, 3.402E+01, 3.387E+01, 3.378E+01, 3.400E+01,-8.025E+01, 2.095E-01, 3.901E-04, 0.000E+00
-5.997E+01, 3.394E+01, 3.388E+01, 3.375E+01, 3.404E+01, 3.402E+01, 3.391E+01, 3.384E+01, 3.387E+01,-8.025E+01, 2.095E-01, 3.901E-04, 0.000E+00
 1.295E-02, 3.390E+01, 3.383E+01, 3.381E+01, 3.390E+01, 3.399E+01, 3.390E+01, 3.376E+01, 3.382E+01,-8.028E+01, 2.095E-01, 3.901E-04, 1.455E-05
 6.001E+01, 8.064E+01, 8.200E+01, 7.272E+01, 1.287E+02, 4.054E+01, 7.428E+01, 1.299E+02, 4.185E+01, 1.329E+01, 2.092E-01, 6.073E-04, 1.496E+02
 1.200E+02, 1.177E+02, 1.208E+02, 1.233E+02, 1.720E+02, 5.782E+01, 1.288E+02, 1.749E+02, 5.861E+01,-1.168E+01, 2.061E-01, 2.294E-03, 2.001E+02
 1.800E+02, 1.290E+02, 1.325E+02, 1.388E+02, 1.817E+02, 6.655E+01, 1.432E+02, 1.857E+02, 6.858E+01,-4.881E+01, 2.012E-01, 5.038E-03, 2.001E+02
 2.400E+02, 1.332E+02, 1.393E+02, 1.423E+02, 1.870E+02, 7.040E+01, 1.523E+02, 1.936E+02, 7.191E+01,-6.268E+01, 1.949E-01, 8.557E-03, 2.003E+02
 3.000E+02, 1.347E+02, 1.420E+02, 1.460E+02, 1.864E+02, 7.168E+01, 1.560E+02, 1.968E+02, 7.326E+01,-6.610E+01, 1.885E-01, 1.216E-02, 2.002E+02
 3.600E+02, 1.386E+02, 1.451E+02, 1.479E+02, 1.938E+02, 7.392E+01, 1.616E+02, 1.985E+02, 7.508E+01,-6.501E+01, 1.826E-01, 1.545E-02, 2.000E+02
 4.200E+02, 1.405E+02, 1.461E+02, 1.486E+02, 1.973E+02, 7.569E+01, 1.610E+02, 2.021E+02, 7.536E+01,-6.606E+01, 1.765E-01, 1.886E-02, 2.002E+02
 4.800E+02, 1.411E+02, 1.486E+02, 1.505E+02, 1.977E+02, 7.507E+01, 1.663E+02, 2.040E+02, 7.556E+01,-6.412E+01, 1.714E-01, 2.168E-02, 2.001E+02
 5.400E+02, 1.435E+02, 1.499E+02, 1.541E+02, 1.991E+02, 7.736E+01, 1.691E+02, 2.044E+02, 7.639E+01,-6.316E+01, 1.674E-01, 2.396E-02, 2.000E+02
 6.000E+02, 1.456E+02, 1.513E+02, 1.577E+02, 2.013E+02, 7.781E+01, 1.675E+02, 2.081E+02, 7.846E+01,-6.326E+01, 1.638E-01, 2.594E-02, 2.001E+02
 6.600E+02, 1.456E+02, 1.528E+02, 1.586E+02, 1.997E+02, 7.835E+01, 1.689E+02, 2.095E+02, 7.994E+01,-6.374E+01, 1.603E-01, 2.791E-02, 2.000E+02
