s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-5.232E-04,-5.115E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.237E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.684E-01
-5.400E+02, 0.000E+00, 0.000E+00, 9.683E-05,-3.715E-02,-8.385E-02, 2.938E-15,-4.924E-02, 0.000E+00,-1.272E-01,-1.701E-01, 3.763E-04, 0.000E+00, 0.000E+00,-2.116E+01
-4.800E+02, 0.000E+00, 0.000E+00, 1.516E-02, 5.580E-02,-6.828E-02, 2.413E-15, 5.458E-06, 0.000E+00, 1.290E-05, 2.687E-03, 4.797E-04, 0.000E+00, 0.000E+00,-2.115E+01
-4.199E+02, 0.000E+00, 0.000E+00, 2.668E-02,-1.156E-02,-1.148E-02, 1.604E-15, 1.423E-04, 0.000E+00, 4.971E-04, 3.780E-03, 1.827E-04, 0.000E+00, 0.000E+00,-2.107E+01
-3.600E+02, 0.000E+00, 0.000E+00, 3.071E-02,-4.189E-02, 1.498E-02, 1.419E-15, 1.381E-04, 0.000E+00, 4.903E-04, 3.945E-03,-1.621E-06, 0.000E+00, 0.000E+00,-2.100E+01
-3.000E+02, 0.000E+00, 0.000E+00, 2.986E-02,-4.493E-02, 1.843E-02, 1.335E-15,-9.241E-06, 0.000E+00,-3.065E-05, 3.342E-03,-8.192E-05, 0.000E+00, 0.000E+00,-2.100E+01
-2.399E+02, 0.000E+00, 0.000E+00, 2.798E-02,-4.400E-02, 1.937E-02, 1.388E-15, 9.107E-06, 0.000E+00, 2.943E-05, 3.358E-03,-8.502E-05, 0.000E+00, 0.000E+00,-2.100E+01
-1.800E+02, 0.000E+00, 0.000E+00, 2.581E-02,-4.442E-02, 2.197E-02, 1.442E-15,-9.408E-06, 0.000E+00,-2.769E-05, 3.346E-03,-1.154E-04, 0.000E+00, 0.000E+00,-2.100E+01
-1.199E+02, 0.000E+00, 0.000E+00, 2.353E-02,-3.562E-02, 1.552E-02, 1.481E-15,-5.844E-07, 0.000E+00,-6.342E-06, 3.426E-03,-7.934E-05, 0.000E+00, 0.000E+00,-2.100E+01
-5.990E+01, 0.000E+00, 0.000E+00, 2.146E-02,-3.409E-02, 1.597E-02, 1.482E-15,-3.187E-05, 0.000E+00,-1.091E-04, 3.313E-03,-9.921E-05, 0.000E+00, 0.000E+00,-2.102E+01
 2.251E-02, 5.930E-05, 0.000E+00, 1.936E-02,-2.866E-02, 1.281E-02, 1.172E-06, 2.415E-05, 0.000E+00, 3.649E-05, 3.587E-03,-7.983E-05, 5.000E-09, 0.000E+00,-2.101E+01
 6.000E+01, 1.497E+02, 0.000E+00,-3.298E+01,-9.594E+01,-1.987E+01, 6.137E-01, 1.261E-01, 0.000E+00, 4.417E-01, 1.663E+00,-2.817E-01, 3.001E-03,-6.608E-03, 4.938E+01
 1.200E+02, 2.001E+02, 0.000E+00,-7.887E+01,-6.394E+01,-5.684E+01, 8.005E-01,-9.059E-02, 0.000E+00,-3.178E-01, 1.151E+00,-1.758E-01, 3.998E-03,-7.710E-03,-1.299E+00
 1.800E+02, 2.001E+02, 0.000E+00,-1.087E+02,-2.272E+01,-6.908E+01, 7.670E-01,-2.216E-02, 0.000E+00,-7.935E-02, 3.349E-01,-6.139E-02, 3.998E-03,-4.580E-03,-1.395E+01
 2.400E+02, 2.001E+02, 0.000E+00,-1.199E+02,-1.111E+01,-6.941E+01, 7.313E-01,-6.293E-03, 0.000E+00,-1.852E-02, 3.690E-01,-1.893E-02, 3.998E-03,-7.210E-03,-1.690E+01
 3.000E+02, 2.000E+02, 0.000E+00,-1.242E+02,-8.755E+00,-6.737E+01, 7.026E-01, 7.411E-03, 0.000E+00, 2.359E-02, 4.044E-01,-6.210E-03, 3.998E-03,-1.065E-02,-1.314E+01
 3.600E+02, 2.001E+02, 0.000E+00,-1.272E+02,-8.544E+00,-6.468E+01, 6.876E-01, 4.305E-04, 0.000E+00, 1.462E-03, 3.488E-01,-1.200E-03, 3.998E-03,-1.423E-02,-1.291E+01
 4.200E+02, 2.001E+02, 0.000E+00,-1.298E+02,-7.727E+00,-6.290E+01, 6.646E-01,-1.145E-02, 0.000E+00,-3.473E-02, 2.974E-01, 2.467E-03, 3.998E-03,-1.687E-02,-1.845E+01
 4.800E+02, 1.956E+02, 0.000E+00,-1.302E+02,-5.380E+00,-6.045E+01, 5.928E-01,-7.776E-02, 0.000E+00,-2.798E-01, 7.719E-02, 1.645E-02, 3.998E-03,-2.129E-02,-6.305E+01
 5.400E+02, 1.895E+02, 0.000E+00,-1.227E+02,-9.600E+00,-5.579E+01, 3.816E-01, 2.542E-01, 0.000E+00, 8.225E-01, 2.035E+00, 3.622E-02, 3.991E-03,-3.822E-02, 6.809E+01
 6.000E+02, 1.857E+02, 0.000E+00,-1.193E+02,-1.089E+01,-5.278E+01, 2.697E-01, 7.029E-01, 0.000E+00, 2.340E+00, 3.747E+00, 4.250E-02, 3.978E-03,-4.437E-02, 4.412E+02
