s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01,-9.803E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 1.972E+01, 2.007E+01, 1.887E+01, 1.865E+01, 2.163E+01, 1.907E+01, 1.909E+01, 2.207E+01,-2.055E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.800E+02, 1.990E+01, 2.008E+01, 1.896E+01, 1.917E+01, 2.157E+01, 1.928E+01, 1.942E+01, 2.155E+01,-2.050E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.199E+02, 1.984E+01, 1.986E+01, 1.917E+01, 1.981E+01, 2.056E+01, 1.944E+01, 1.959E+01, 2.055E+01,-2.040E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.600E+02, 1.980E+01, 1.983E+01, 1.930E+01, 1.968E+01, 2.042E+01, 1.950E+01, 1.951E+01, 2.048E+01,-2.033E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.000E+02, 1.982E+01, 1.989E+01, 1.946E+01, 1.975E+01, 2.024E+01, 1.973E+01, 1.974E+01, 2.019E+01,-2.031E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.399E+02, 1.979E+01, 1.992E+01, 1.956E+01, 1.973E+01, 2.007E+01, 1.975E+01, 1.977E+01, 2.024E+01,-2.031E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.800E+02, 1.989E+01, 1.989E+01, 1.963E+01, 1.970E+01, 2.034E+01, 1.983E+01, 1.969E+01, 2.015E+01,-2.030E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.199E+02, 1.981E+01, 1.988E+01, 1.968E+01, 1.978E+01, 1.997E+01, 1.978E+01, 1.973E+01, 2.013E+01,-2.032E+01, 2.095E-01, 3.901E-04, 0.000E+00
-5.990E+01, 1.986E+01, 1.991E+01, 1.974E+01, 1.981E+01, 2.001E+01, 1.986E+01, 1.980E+01, 2.007E+01,-2.031E+01, 2.095E-01, 3.901E-04, 0.000E+00
 2.251E-02, 1.986E+01, 1.998E+01, 1.977E+01, 1.979E+01, 2.002E+01, 1.995E+01, 1.996E+01, 2.002E+01,-2.032E+01, 2.095E-01, 3.901E-04, 5.930E-05
 6.000E+01, 6.492E+01, 6.542E+01, 5.790E+01, 1.133E+02, 2.355E+01, 5.817E+01, 1.138E+02, 2.428E+01, 7.181E+01, 2.093E-01, 5.030E-04, 1.497E+02
