s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-7.340E-04,-4.860E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.345E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.250E-01
-5.400E+02, 0.000E+00, 0.000E+00,-1.663E-02,-7.091E-02,-3.407E-01, 3.173E-15,-1.725E-01, 0.000E+00,-5.085E-01,-6.007E-01, 1.763E-03, 0.000E+00, 0.000E+00,-8.194E+01
-4.800E+02, 0.000E+00, 0.000E+00, 1.225E-01,-9.573E-02,-1.537E-02, 2.092E-15, 2.394E-03, 0.000E+00, 8.351E-03, 1.383E-02, 9.109E-04, 0.000E+00, 0.000E+00,-8.061E+01
-4.199E+02, 0.000E+00, 0.000E+00, 1.590E-01,-2.358E-01, 8.435E-02, 2.112E-15, 6.345E-04, 0.000E+00, 2.248E-03, 8.185E-03,-2.753E-04, 0.000E+00, 0.000E+00,-8.025E+01
-3.600E+02, 0.000E+00, 0.000E+00, 1.444E-01,-2.304E-01, 9.276E-02, 2.072E-15, 6.856E-05, 0.000E+00, 2.524E-04, 6.799E-03,-5.804E-04, 0.000E+00, 0.000E+00,-8.021E+01
-3.000E+02, 0.000E+00, 0.000E+00, 1.201E-01,-1.907E-01, 7.733E-02, 2.176E-15,-2.718E-05, 0.000E+00,-7.325E-05, 6.660E-03,-6.045E-04, 0.000E+00, 0.000E+00,-8.022E+01
-2.399E+02, 0.000E+00, 0.000E+00, 9.620E-02,-1.470E-01, 5.774E-02, 2.276E-15,-2.786E-05, 0.000E+00,-9.452E-05, 6.889E-03,-4.922E-04, 0.000E+00, 0.000E+00,-8.024E+01
-1.800E+02, 0.000E+00, 0.000E+00, 7.728E-02,-1.126E-01, 4.178E-02, 2.248E-15,-2.628E-04, 0.000E+00,-9.233E-04, 6.155E-03,-3.844E-04, 0.000E+00, 0.000E+00,-8.038E+01
-1.200E+02, 0.000E+00, 0.000E+00, 6.223E-02,-9.006E-02, 3.482E-02, 2.242E-15,-6.633E-05, 0.000E+00,-2.520E-04, 6.922E-03,-3.080E-04, 0.000E+00, 0.000E+00,-8.042E+01
-5.997E+01, 0.000E+00, 0.000E+00, 5.119E-02,-7.267E-02, 2.889E-02, 2.194E-15, 5.153E-05, 0.000E+00, 2.290E-04, 7.458E-03,-2.629E-04, 0.000E+00, 0.000E+00,-8.039E+01
 1.295E-02, 1.455E-05, 0.000E+00, 4.074E-02,-5.159E-02, 1.781E-02, 4.080E-07,-1.316E-04, 0.000E+00,-5.184E-04, 6.833E-03,-1.921E-04, 1.668E-09, 0.000E+00,-8.047E+01
 6.001E+01, 1.496E+02, 0.000E+00,-3.449E+01,-9.412E+01,-2.065E+01, 6.350E-01, 1.533E-01, 0.000E+00, 5.349E-01, 1.165E+00,-2.759E-01, 3.000E-03,-4.343E-03, 4.820E+00
 1.200E+02, 2.001E+02, 0.000E+00,-8.672E+01,-5.708E+01,-5.694E+01, 8.078E-01,-8.547E-02, 0.000E+00,-2.941E-01, 1.026E-01,-1.548E-01, 3.998E-03,-6.229E-03,-4.206E+01
 1.800E+02, 2.001E+02, 0.000E+00,-1.098E+02,-2.399E+01,-6.688E+01, 7.465E-01,-3.683E-02, 0.000E+00,-1.260E-01, 2.320E-01,-3.633E-02, 3.998E-03,-1.236E-02,-6.216E+01
 2.400E+02, 2.003E+02, 0.000E+00,-1.172E+02,-1.705E+01,-6.641E+01, 7.004E-01,-1.736E-02, 0.000E+00,-5.686E-02, 2.945E-01,-1.591E-04, 3.998E-03,-2.093E-02,-7.122E+01
 3.000E+02, 2.002E+02, 0.000E+00,-1.202E+02,-1.584E+01,-6.448E+01, 6.682E-01,-4.680E-03, 0.000E+00,-1.638E-02, 3.232E-01, 1.574E-02, 3.998E-03,-2.933E-02,-7.383E+01
