s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-5.873E-04,-5.042E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.878E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.558E-01
-5.400E+02, 0.000E+00, 0.000E+00,-7.445E-03,-5.722E-02,-3.395E-01, 4.196E-15,-1.628E-01, 0.000E+00,-4.788E-01,-5.669E-01, 1.590E-03, 0.000E+00, 0.000E+00,-7.721E+01
-4.799E+02, 0.000E+00, 0.000E+00, 7.432E-02,-1.225E-02,-5.265E-02, 2.668E-15, 1.713E-03, 0.000E+00, 5.907E-03, 1.114E-02, 9.365E-04, 0.000E+00, 0.000E+00,-7.627E+01
-4.200E+02, 0.000E+00, 0.000E+00, 1.033E-01,-1.631E-01, 6.726E-02, 2.447E-15, 5.733E-04, 0.000E+00, 2.005E-03, 8.091E-03, 1.441E-04, 0.000E+00, 0.000E+00,-7.595E+01
-3.599E+02, 0.000E+00, 0.000E+00, 1.051E-01,-1.956E-01, 9.800E-02, 2.655E-15, 4.663E-04, 0.000E+00, 1.639E-03, 7.922E-03,-3.167E-04, 0.000E+00, 0.000E+00,-7.569E+01
-2.999E+02, 0.000E+00, 0.000E+00, 9.389E-02,-1.786E-01, 9.101E-02, 2.701E-15,-1.068E-04, 0.000E+00,-3.448E-04, 6.164E-03,-5.233E-04, 0.000E+00, 0.000E+00,-7.574E+01
-2.400E+02, 0.000E+00, 0.000E+00, 7.927E-02,-1.488E-01, 7.670E-02, 2.747E-15, 1.283E-04, 0.000E+00, 4.393E-04, 7.245E-03,-5.330E-04, 0.000E+00, 0.000E+00,-7.567E+01
-1.800E+02, 0.000E+00, 0.000E+00, 6.554E-02,-1.209E-01, 6.213E-02, 2.752E-15,-8.480E-05, 0.000E+00,-3.070E-04, 6.717E-03,-4.388E-04, 0.000E+00, 0.000E+00,-7.572E+01
-1.200E+02, 0.000E+00, 0.000E+00, 5.415E-02,-9.082E-02, 4.343E-02, 2.772E-15,-1.142E-04, 0.000E+00,-3.952E-04, 6.647E-03,-3.619E-04, 0.000E+00, 0.000E+00,-7.579E+01
-5.994E+01, 0.000E+00, 0.000E+00, 4.443E-02,-7.656E-02, 3.862E-02, 2.874E-15,-2.279E-04, 0.000E+00,-7.875E-04, 6.258E-03,-3.238E-04, 0.000E+00, 0.000E+00,-7.591E+01
 6.135E-02, 4.304E-05, 0.000E+00, 3.595E-02,-5.520E-02, 2.647E-02, 1.180E-06, 8.483E-05, 0.000E+00, 2.710E-04, 7.355E-03,-2.645E-04, 4.973E-09, 0.000E+00,-7.587E+01
 6.000E+01, 7.489E+01, 0.000E+00,-1.542E+01,-4.979E+01,-9.619E+00, 3.256E-01, 1.227E-01, 0.000E+00, 4.297E-01, 5.120E-01,-1.612E-01, 1.501E-03,-7.892E-04,-7.429E+00
 1.200E+02, 1.001E+02, 0.000E+00,-3.161E+01,-4.048E+01,-2.840E+01, 4.223E-01,-4.504E-02, 0.000E+00,-1.569E-01,-2.894E-03,-1.194E-01, 1.999E-03,-2.768E-03,-3.245E+01
 1.800E+02, 1.000E+02, 0.000E+00,-4.075E+01,-2.205E+01,-3.755E+01, 4.034E-01,-4.294E-02, 0.000E+00,-1.514E-01, 4.944E-02,-4.863E-02, 1.999E-03,-5.719E-03,-5.660E+01
 2.400E+02, 1.002E+02, 0.000E+00,-4.573E+01,-1.404E+01,-4.067E+01, 3.866E-01,-1.738E-02, 0.000E+00,-5.985E-02, 1.532E-01,-1.709E-02, 1.999E-03,-8.784E-03,-6.614E+01
 3.000E+02, 1.002E+02, 0.000E+00,-4.821E+01,-1.109E+01,-4.103E+01, 3.730E-01,-3.632E-03, 0.000E+00,-1.230E-02, 2.025E-01, 1.434E-05, 1.999E-03,-1.266E-02,-6.810E+01
 3.600E+02, 1.002E+02, 0.000E+00,-4.937E+01,-1.067E+01,-4.036E+01, 3.650E-01,-2.400E-03, 0.000E+00,-7.914E-03, 1.991E-01, 7.468E-03, 1.999E-03,-1.634E-02,-6.936E+01
 4.200E+02, 1.002E+02, 0.000E+00,-5.016E+01,-1.052E+01,-3.968E+01, 3.566E-01, 5.251E-04, 0.000E+00, 1.804E-03, 2.041E-01, 1.078E-02, 1.999E-03,-1.916E-02,-6.907E+01
 4.800E+02, 1.003E+02, 0.000E+00,-5.090E+01,-1.034E+01,-3.918E+01, 3.495E-01, 3.949E-05, 0.000E+00,-1.494E-03, 1.959E-01, 1.459E-02, 1.999E-03,-2.190E-02,-6.931E+01
 5.400E+02, 1.003E+02, 0.000E+00,-5.149E+01,-1.020E+01,-3.874E+01, 3.451E-01,-8.936E-04, 0.000E+00,-1.034E-03, 1.880E-01, 1.669E-02, 1.999E-03,-2.414E-02,-6.948E+01
 6.000E+02, 1.002E+02, 0.000E+00,-5.179E+01,-1.025E+01,-3.831E+01, 3.400E-01, 2.040E-03, 0.000E+00, 7.667E-03, 1.961E-01, 1.962E-02, 1.999E-03,-2.636E-02,-6.826E+01
 6.600E+02, 1.003E+02, 0.000E+00,-5.226E+01,-1.030E+01,-3.787E+01, 3.356E-01,-4.189E-04, 0.000E+00,-2.192E-03, 1.826E-01, 2.019E-02, 1.999E-03,-2.793E-02,-6.860E+01
 7.200E+02, 1.002E+02, 0.000E+00,-5.257E+01,-1.008E+01,-3.768E+01, 3.336E-01, 1.734E-03, 0.000E+00, 7.229E-03, 1.886E-01, 2.332E-02, 1.999E-03,-2.949E-02,-6.745E+01
 7.800E+02, 1.001E+02, 0.000E+00,-5.259E+01,-1.052E+01,-3.716E+01, 3.304E-01, 3.340E-03, 0.000E+00, 1.146E-02, 1.946E-01, 2.565E-02, 1.999E-03,-3.083E-02,-6.562E+01
 8.400E+02, 1.002E+02, 0.000E+00,-5.286E+01,-1.054E+01,-3.695E+01, 3.281E-01, 4.414E-03, 0.000E+00, 1.466E-02, 1.930E-01, 2.564E-02, 1.999E-03,-3.183E-02,-6.329E+01
 9.000E+02, 1.002E+02, 0.000E+00,-5.301E+01,-1.090E+01,-3.649E+01, 3.251E-01,-6.095E-03, 0.000E+00,-1.959E-02, 1.564E-01, 2.695E-02, 1.999E-03,-3.279E-02,-6.641E+01
 9.600E+02, 1.002E+02, 0.000E+00,-5.323E+01,-1.075E+01,-3.641E+01, 3.245E-01,-1.754E-02, 0.000E+00,-6.085E-02, 1.172E-01, 2.621E-02, 1.999E-03,-3.318E-02,-7.611E+01
 1.020E+03, 1.002E+02, 0.000E+00,-5.352E+01,-1.059E+01,-3.619E+01, 3.218E-01, 9.226E-03, 0.000E+00, 3.127E-02, 2.109E-01, 2.885E-02, 1.999E-03,-3.386E-02,-7.113E+01
 1.080E+03, 1.001E+02, 0.000E+00,-5.348E+01,-1.090E+01,-3.583E+01, 3.219E-01, 5.969E-03, 0.000E+00, 2.125E-02, 1.978E-01, 2.881E-02, 1.999E-03,-3.440E-02,-6.774E+01
 1.140E+03, 1.003E+02, 0.000E+00,-5.380E+01,-1.086E+01,-3.575E+01, 3.197E-01, 2.465E-04, 0.000E+00, 2.078E-03, 1.791E-01, 2.893E-02, 1.999E-03,-3.490E-02,-6.741E+01
 1.200E+03, 1.002E+02, 0.000E+00,-5.402E+01,-1.079E+01,-3.559E+01, 3.205E-01,-3.849E-03, 0.000E+00,-1.277E-02, 1.641E-01, 2.989E-02, 1.999E-03,-3.527E-02,-6.945E+01
 1.260E+03, 1.002E+02, 0.000E+00,-5.397E+01,-1.107E+01,-3.526E+01, 3.178E-01, 1.809E-03, 0.000E+00, 6.526E-03, 1.854E-01, 3.196E-02, 1.999E-03,-3.587E-02,-6.841E+01
 1.320E+03, 1.004E+02, 0.000E+00,-5.419E+01,-1.113E+01,-3.518E+01, 3.177E-01, 9.375E-04, 0.000E+00, 2.887E-03, 1.830E-01, 3.050E-02, 1.999E-03,-3.604E-02,-6.795E+01
 1.380E+03, 1.001E+02, 0.000E+00,-5.408E+01,-1.131E+01,-3.487E+01, 3.175E-01, 2.883E-03, 0.000E+00, 1.297E-02, 1.852E-01, 3.112E-02, 1.999E-03,-3.629E-02,-6.588E+01
 1.440E+03, 1.002E+02, 0.000E+00,-5.412E+01,-1.152E+01,-3.464E+01, 3.167E-01, 3.908E-03, 0.000E+00, 1.143E-02, 1.932E-01, 3.149E-02, 1.999E-03,-3.647E-02,-6.406E+01
 1.500E+03, 1.002E+02, 0.000E+00,-5.426E+01,-1.155E+01,-3.459E+01, 3.164E-01,-3.179E-03, 0.000E+00,-1.025E-02, 1.675E-01, 3.207E-02, 1.999E-03,-3.658E-02,-6.569E+01
 1.560E+03, 1.002E+02, 0.000E+00,-5.448E+01,-1.137E+01,-3.449E+01, 3.184E-01, 1.461E-03, 0.000E+00, 5.854E-03, 1.839E-01, 3.234E-02, 1.999E-03,-3.663E-02,-6.476E+01
 1.620E+03, 1.002E+02, 0.000E+00,-5.449E+01,-1.172E+01,-3.415E+01, 3.148E-01,-9.837E-03, 0.000E+00,-3.339E-02, 1.451E-01, 3.185E-02, 1.999E-03,-3.663E-02,-7.008E+01
 1.680E+03, 1.002E+02, 0.000E+00,-5.453E+01,-1.174E+01,-3.404E+01, 3.133E-01, 3.663E-03, 0.000E+00, 1.240E-02, 1.941E-01, 3.123E-02, 1.999E-03,-3.665E-02,-6.810E+01
 1.740E+03, 1.003E+02, 0.000E+00,-5.464E+01,-1.184E+01,-3.396E+01, 3.140E-01, 1.124E-03, 0.000E+00, 3.754E-03, 1.835E-01, 3.199E-02, 1.999E-03,-3.670E-02,-6.750E+01
 1.800E+03, 1.002E+02, 0.000E+00,-5.471E+01,-1.170E+01,-3.389E+01, 3.154E-01, 6.902E-03, 0.000E+00, 2.399E-02, 2.054E-01, 3.293E-02, 1.999E-03,-3.663E-02,-6.368E+01
 1.860E+03, 1.003E+02, 0.000E+00,-5.484E+01,-1.182E+01,-3.381E+01, 3.134E-01,-6.686E-03, 0.000E+00,-2.411E-02, 1.597E-01, 3.211E-02, 1.999E-03,-3.656E-02,-6.752E+01
