s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS
-6.000E+02, 0.000E+00, 0.000E+00,-5.552E-04, 2.367E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.552E-04, 0.000E+00, 0.000E+00, 0.000E+00
-5.400E+02, 0.000E+00, 0.000E+00,-4.594E-07,-6.970E-06,-6.188E-07, 4.958E-19, 0.000E+00, 0.000E+00, 1.241E-13,-8.048E-06,-7.049E-04, 0.000E+00, 0.000E+00
-4.799E+02, 0.000E+00, 0.000E+00,-1.972E-06,-8.056E-06,-3.156E-07, 2.297E-19, 0.000E+00, 0.000E+00, 0.000E+00,-1.034E-05,-1.022E-03, 0.000E+00, 0.000E+00
-4.200E+02, 0.000E+00, 0.000E+00,-3.149E-06,-4.022E-06,-4.074E-07, 2.159E-19, 0.000E+00, 0.000E+00, 0.000E+00,-7.578E-06,-1.030E-03, 0.000E+00, 0.000E+00
-3.600E+02, 0.000E+00, 0.000E+00,-3.257E-06,-4.028E-07,-5.381E-08, 2.102E-19, 0.000E+00, 0.000E+00, 0.000E+00,-3.713E-06,-1.031E-03, 0.000E+00, 0.000E+00
-2.999E+02, 0.000E+00, 0.000E+00,-3.235E-06, 7.806E-07,-1.070E-07, 1.883E-19, 0.000E+00, 0.000E+00, 0.000E+00,-2.562E-06,-1.030E-03, 0.000E+00, 0.000E+00
-2.400E+02, 0.000E+00, 0.000E+00,-3.132E-06, 1.420E-06,-3.612E-07, 1.596E-19, 0.000E+00, 0.000E+00, 0.000E+00,-2.073E-06,-1.030E-03, 0.000E+00, 0.000E+00
-1.799E+02, 0.000E+00, 0.000E+00,-2.643E-06, 2.594E-06,-7.979E-08, 1.875E-19, 0.000E+00, 0.000E+00, 0.000E+00,-1.286E-07,-1.029E-03, 0.000E+00, 0.000E+00
-1.199E+02, 0.000E+00, 0.000E+00,-2.167E-06, 3.245E-06,-1.477E-07, 1.699E-19, 0.000E+00, 0.000E+00, 0.000E+00, 9.296E-07,-1.030E-03, 0.000E+00, 0.000E+00
-5.998E+01, 0.000E+00, 0.000E+00,-1.704E-06, 2.744E-06,-2.205E-07, 1.538E-19, 0.000E+00, 0.000E+00, 0.000E+00, 8.202E-07,-1.030E-03, 0.000E+00, 0.000E+00
 5.841E-02, 4.415E-05, 0.000E+00,-1.168E-06,-4.272E-05, 3.391E-08, 9.104E-07, 0.000E+00, 0.000E+00, 0.000E+00, 1.210E-06,-1.030E-03, 3.743E-09, 0.000E+00
 6.001E+01, 3.745E+01, 0.000E+00,-7.280E+00,-2.641E+01,-3.921E+00, 1.758E-01, 0.000E+00, 0.000E+00, 1.380E-29, 8.747E-03, 1.989E-03, 7.508E-04,-7.070E-33
 1.200E+02, 5.003E+01, 0.000E+00,-1.490E+01,-2.469E+01,-1.066E+01, 2.310E-01, 0.000E+00, 0.000E+00, 2.757E-29, 7.532E-03, 6.228E-03, 9.995E-04, 0.000E+00
 1.800E+02, 5.004E+01, 0.000E+00,-1.810E+01,-1.880E+01,-1.338E+01, 2.317E-01, 0.000E+00, 0.000E+00, 2.757E-29,-1.968E-02, 8.594E-03, 9.995E-04, 0.000E+00
 2.400E+02, 5.001E+01, 0.000E+00,-1.921E+01,-1.732E+01,-1.374E+01, 2.317E-01, 0.000E+00, 0.000E+00, 4.137E-29,-3.556E-02, 9.077E-03, 9.995E-04, 0.000E+00
