s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 4.900E+01, 4.900E+01, 4.900E+01, 4.900E+01, 4.900E+01, 4.900E+01, 4.900E+01, 4.900E+01,-8.792E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.399E+02, 4.864E+01, 4.895E+01, 4.746E+01, 4.724E+01, 5.123E+01, 4.726E+01, 4.760E+01, 5.199E+01,-2.245E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.799E+02, 4.876E+01, 4.880E+01, 4.791E+01, 4.822E+01, 5.016E+01, 4.788E+01, 4.815E+01, 5.037E+01,-2.233E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.199E+02, 4.880E+01, 4.889E+01, 4.822E+01, 4.863E+01, 4.954E+01, 4.837E+01, 4.865E+01, 4.965E+01,-2.221E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.599E+02, 4.880E+01, 4.886E+01, 4.844E+01, 4.883E+01, 4.915E+01, 4.856E+01, 4.876E+01, 4.926E+01,-2.217E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.000E+02, 4.882E+01, 4.887E+01, 4.860E+01, 4.880E+01, 4.907E+01, 4.868E+01, 4.892E+01, 4.901E+01,-2.214E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.399E+02, 4.885E+01, 4.892E+01, 4.871E+01, 4.887E+01, 4.896E+01, 4.876E+01, 4.889E+01, 4.912E+01,-2.213E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.800E+02, 4.886E+01, 4.889E+01, 4.877E+01, 4.869E+01, 4.912E+01, 4.878E+01, 4.876E+01, 4.913E+01,-2.214E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.200E+02, 4.892E+01, 4.893E+01, 4.878E+01, 4.890E+01, 4.909E+01, 4.882E+01, 4.907E+01, 4.891E+01,-2.214E+01, 2.095E-01, 3.901E-04, 0.000E+00
