s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-9.697E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-5.646E-03, 2.095E-01, 3.901E-04, 0.000E+00
-4.799E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-5.614E-03, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-5.622E-03, 2.095E-01, 3.901E-04, 0.000E+00
-3.600E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-5.638E-03, 2.095E-01, 3.901E-04, 0.000E+00
-2.999E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-5.623E-03, 2.095E-01, 3.901E-04, 0.000E+00
-2.400E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-5.633E-03, 2.095E-01, 3.901E-04, 0.000E+00
-1.799E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-5.629E-03, 2.095E-01, 3.901E-04, 0.000E+00
-1.199E+02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-5.621E-03, 2.095E-01, 3.901E-04, 0.000E+00
-5.998E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-5.625E-03, 2.095E-01, 3.901E-04, 0.000E+00
 5.841E-02, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-5.617E-03, 2.095E-01, 3.901E-04, 1.716E-04
 6.001E+01, 6.793E+01, 6.966E+01, 4.876E+01, 1.298E+02, 2.524E+01, 5.015E+01, 1.335E+02, 2.531E+01, 1.349E+02, 2.095E-01, 4.345E-04, 1.498E+02
 1.200E+02, 1.040E+02, 1.027E+02, 9.693E+01, 1.875E+02, 2.766E+01, 9.869E+01, 1.813E+02, 2.823E+01, 5.544E+01, 2.088E-01, 8.026E-04, 2.001E+02
 1.800E+02, 1.161E+02, 1.173E+02, 1.169E+02, 2.016E+02, 2.981E+01, 1.193E+02, 2.024E+02, 3.027E+01, 2.059E+01, 2.080E-01, 1.264E-03, 2.001E+02
 2.400E+02, 1.213E+02, 1.258E+02, 1.255E+02, 2.070E+02, 3.124E+01, 1.272E+02, 2.175E+02, 3.249E+01, 1.564E+01, 2.067E-01, 1.967E-03, 1.999E+02
 3.000E+02, 1.273E+02, 1.297E+02, 1.335E+02, 2.162E+02, 3.209E+01, 1.362E+02, 2.197E+02, 3.306E+01, 1.502E+01, 2.051E-01, 2.861E-03, 2.000E+02
