s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-6.930E-04,-4.914E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.934E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.342E-01
-5.400E+02, 0.000E+00, 0.000E+00,-1.139E-02,-1.721E-01,-3.260E-01, 3.503E-15,-2.053E-01, 0.000E+00,-6.182E-01,-7.148E-01, 1.307E-03, 0.000E+00, 0.000E+00,-9.947E+01
-4.800E+02, 0.000E+00, 0.000E+00, 1.077E-01,-7.894E-02,-2.088E-02, 2.442E-15, 7.137E-04, 0.000E+00, 2.458E-03, 8.601E-03, 1.038E-03, 0.000E+00, 0.000E+00,-9.908E+01
-4.200E+02, 0.000E+00, 0.000E+00, 1.467E-01,-2.319E-01, 9.503E-02, 2.254E-15, 1.225E-03, 0.000E+00, 4.308E-03, 1.105E-02,-1.131E-04, 0.000E+00, 0.000E+00,-9.839E+01
-3.600E+02, 0.000E+00, 0.000E+00, 1.356E-01,-2.276E-01, 1.001E-01, 2.447E-15, 4.475E-04, 0.000E+00, 1.539E-03, 8.576E-03,-6.046E-04, 0.000E+00, 0.000E+00,-9.814E+01
-3.000E+02, 0.000E+00, 0.000E+00, 1.142E-01,-1.870E-01, 7.960E-02, 2.523E-15,-2.401E-04, 0.000E+00,-8.163E-04, 6.566E-03,-5.754E-04, 0.000E+00, 0.000E+00,-9.828E+01
-2.400E+02, 0.000E+00, 0.000E+00, 9.319E-02,-1.507E-01, 6.514E-02, 2.468E-15, 3.204E-06, 0.000E+00,-2.531E-05, 7.620E-03,-5.414E-04, 0.000E+00, 0.000E+00,-9.828E+01
-1.800E+02, 0.000E+00, 0.000E+00, 7.358E-02,-1.139E-01, 4.751E-02, 2.512E-15,-2.121E-04, 0.000E+00,-6.726E-04, 6.993E-03,-4.534E-04, 0.000E+00, 0.000E+00,-9.839E+01
-1.200E+02, 0.000E+00, 0.000E+00, 5.859E-02,-8.784E-02, 3.676E-02, 2.566E-15,-8.260E-05, 0.000E+00,-3.222E-04, 7.428E-03,-3.326E-04, 0.000E+00, 0.000E+00,-9.844E+01
-5.996E+01, 0.000E+00, 0.000E+00, 4.652E-02,-6.259E-02, 2.351E-02, 2.587E-15,-1.034E-04, 0.000E+00,-3.652E-04, 7.339E-03,-2.653E-04, 0.000E+00, 0.000E+00,-9.850E+01
 9.076E-03, 1.145E-05, 0.000E+00, 3.679E-02,-4.690E-02, 1.724E-02, 3.617E-07,-2.340E-04, 0.000E+00,-8.062E-04, 6.898E-03,-2.103E-04, 1.491E-09, 0.000E+00,-9.862E+01
 6.001E+01, 1.496E+02, 0.000E+00,-3.423E+01,-9.421E+01,-2.072E+01, 6.267E-01, 1.901E-01, 0.000E+00, 6.645E-01, 1.276E+00,-2.803E-01, 3.000E-03,-4.192E-03, 7.330E+00
 1.200E+02, 2.002E+02, 0.000E+00,-8.476E+01,-5.845E+01,-5.762E+01, 7.989E-01,-9.775E-02, 0.000E+00,-3.424E-01, 2.686E-02,-1.606E-01, 3.998E-03,-6.300E-03,-4.727E+01
 1.800E+02, 2.001E+02, 0.000E+00,-1.073E+02,-2.542E+01,-6.789E+01, 7.332E-01,-6.341E-02, 0.000E+00,-2.240E-01, 1.529E-01,-3.568E-02, 3.998E-03,-1.377E-02,-8.298E+01
 2.400E+02, 2.001E+02, 0.000E+00,-1.145E+02,-1.824E+01,-6.767E+01, 6.838E-01,-7.237E-03, 0.000E+00,-2.642E-02, 3.360E-01, 2.909E-03, 3.998E-03,-2.295E-02,-8.719E+01
 3.000E+02, 2.002E+02, 0.000E+00,-1.176E+02,-1.722E+01,-6.573E+01, 6.607E-01,-8.432E-03, 0.000E+00,-3.040E-02, 3.125E-01, 1.527E-02, 3.998E-03,-3.070E-02,-9.204E+01
 3.600E+02, 2.002E+02, 0.000E+00,-1.201E+02,-1.657E+01,-6.384E+01, 6.336E-01, 1.452E-02, 0.000E+00, 4.741E-02, 3.840E-01, 2.615E-02, 3.998E-03,-3.804E-02,-8.448E+01
 4.200E+02, 2.001E+02, 0.000E+00,-1.214E+02,-1.702E+01,-6.196E+01, 6.131E-01,-4.788E-03, 0.000E+00,-1.555E-02, 2.945E-01, 3.035E-02, 3.998E-03,-4.403E-02,-8.696E+01
