s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01,-9.768E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 1.777E-05, 2.095E-01, 3.901E-04, 0.000E+00
-4.799E+02, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 1.435E-05, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.199E-06, 2.095E-01, 3.901E-04, 0.000E+00
-3.600E+02, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01,-2.930E-06, 2.095E-01, 3.901E-04, 0.000E+00
-2.999E+02, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 8.786E-06, 2.095E-01, 3.901E-04, 0.000E+00
-2.400E+02, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 1.168E-05, 2.095E-01, 3.901E-04, 0.000E+00
-1.799E+02, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 5.355E-06, 2.095E-01, 3.901E-04, 0.000E+00
-1.199E+02, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 3.264E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.998E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 7.920E-06, 2.095E-01, 3.901E-04, 0.000E+00
 5.841E-02, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 2.100E+01, 9.973E-06, 2.095E-01, 3.901E-04, 4.185E-04
 6.001E+01, 1.156E+02, 1.182E+02, 9.096E+01, 2.156E+02, 4.020E+01, 9.871E+01, 2.137E+02, 4.229E+01, 3.868E-01, 2.085E-01, 9.756E-04, 3.742E+02
 1.200E+02, 1.354E+02, 1.453E+02, 1.025E+02, 2.252E+02, 7.855E+01, 1.225E+02, 2.360E+02, 7.738E+01, 1.285E+00, 2.015E-01, 4.896E-03, 4.994E+02
 1.800E+02, 1.426E+02, 1.519E+02, 1.045E+02, 2.324E+02, 9.102E+01, 1.210E+02, 2.465E+02, 8.834E+01, 1.455E+00, 1.934E-01, 9.429E-03, 4.994E+02
 2.400E+02, 1.464E+02, 1.531E+02, 1.077E+02, 2.388E+02, 9.279E+01, 1.235E+02, 2.426E+02, 9.315E+01, 1.561E+00, 1.875E-01, 1.273E-02, 4.991E+02
 3.000E+02, 1.486E+02, 1.558E+02, 1.069E+02, 2.426E+02, 9.636E+01, 1.219E+02, 2.521E+02, 9.356E+01, 1.567E+00, 1.842E-01, 1.454E-02, 4.991E+02
 3.600E+02, 1.497E+02, 1.552E+02, 1.088E+02, 2.402E+02, 1.001E+02, 1.240E+02, 2.448E+02, 9.661E+01, 1.823E+00, 1.820E-01, 1.581E-02, 4.992E+02
 4.200E+02, 1.521E+02, 1.608E+02, 1.079E+02, 2.424E+02, 1.061E+02, 1.265E+02, 2.531E+02, 1.030E+02, 1.962E+00, 1.809E-01, 1.642E-02, 4.996E+02
 4.800E+02, 1.511E+02, 1.613E+02, 1.106E+02, 2.373E+02, 1.054E+02, 1.262E+02, 2.541E+02, 1.038E+02, 1.938E+00, 1.801E-01, 1.683E-02, 4.991E+02
 5.400E+02, 1.555E+02, 1.665E+02, 1.081E+02, 2.498E+02, 1.086E+02, 1.325E+02, 2.603E+02, 1.068E+02, 1.914E+00, 1.799E-01, 1.697E-02, 4.995E+02
 6.000E+02, 1.559E+02, 1.682E+02, 1.073E+02, 2.515E+02, 1.089E+02, 1.318E+02, 2.640E+02, 1.088E+02, 1.985E+00, 1.798E-01, 1.701E-02, 4.992E+02
 6.600E+02, 1.590E+02, 1.668E+02, 1.107E+02, 2.516E+02, 1.146E+02, 1.321E+02, 2.606E+02, 1.076E+02, 2.072E+00, 1.798E-01, 1.700E-02, 4.986E+02
 7.200E+02, 1.613E+02, 1.695E+02, 1.135E+02, 2.532E+02, 1.172E+02, 1.307E+02, 2.667E+02, 1.112E+02, 2.016E+00, 1.797E-01, 1.706E-02, 4.997E+02
