s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-8.324E-04,-3.008E-06, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.354E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.005E-01
-5.399E+02, 0.000E+00, 0.000E+00, 1.261E-02,-5.967E-02,-3.207E-01, 2.295E-15,-1.519E-01, 0.000E+00,-4.414E-01,-5.197E-01, 1.471E-03, 0.000E+00, 0.000E+00,-7.133E+01
-4.800E+02, 0.000E+00, 0.000E+00, 1.349E-01,-7.017E-02,-4.915E-02, 1.652E-15, 7.156E-04, 0.000E+00, 2.494E-03, 1.628E-02, 7.181E-04, 0.000E+00, 0.000E+00,-7.093E+01
-4.200E+02, 0.000E+00, 0.000E+00, 1.789E-01,-2.236E-01, 6.049E-02, 1.517E-15, 7.311E-04, 0.000E+00, 2.560E-03, 1.649E-02,-2.207E-04, 0.000E+00, 0.000E+00,-7.052E+01
-3.599E+02, 0.000E+00, 0.000E+00, 1.618E-01,-2.223E-01, 7.503E-02, 1.517E-15, 1.975E-04, 0.000E+00, 7.009E-04, 1.481E-02,-5.383E-04, 0.000E+00, 0.000E+00,-7.041E+01
-3.000E+02, 0.000E+00, 0.000E+00, 1.327E-01,-1.766E-01, 5.809E-02, 1.516E-15,-7.414E-05, 0.000E+00,-2.203E-04, 1.409E-02,-4.932E-04, 0.000E+00, 0.000E+00,-7.044E+01
-2.400E+02, 0.000E+00, 0.000E+00, 1.057E-01,-1.346E-01, 4.319E-02, 1.525E-15,-5.652E-05, 0.000E+00,-2.064E-04, 1.421E-02,-4.185E-04, 0.000E+00, 0.000E+00,-7.048E+01
-1.799E+02, 0.000E+00, 0.000E+00, 8.405E-02,-1.035E-01, 3.357E-02, 1.517E-15,-1.467E-04, 0.000E+00,-5.122E-04, 1.398E-02,-3.316E-04, 0.000E+00, 0.000E+00,-7.056E+01
-1.199E+02, 0.000E+00, 0.000E+00, 6.428E-02,-7.128E-02, 2.134E-02, 1.529E-15,-8.103E-05, 0.000E+00,-2.531E-04, 1.425E-02,-2.451E-04, 0.000E+00, 0.000E+00,-7.060E+01
-5.996E+01, 0.000E+00, 0.000E+00, 5.153E-02,-5.510E-02, 1.831E-02, 1.524E-15, 8.850E-05, 0.000E+00, 2.929E-04, 1.483E-02,-2.050E-04, 0.000E+00, 0.000E+00,-7.055E+01
