s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-4.632E-04, 9.620E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.623E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.621E-01
-5.400E+02, 0.000E+00, 0.000E+00, 2.389E-02,-8.620E-01, 2.162E-02, 3.706E-15,-3.444E-01, 0.000E+00,-1.054E+00,-1.161E+00,-2.392E-03, 0.000E+00, 0.000E+00,-1.686E+02
-4.800E+02, 0.000E+00, 0.000E+00, 1.896E-02, 6.827E-03, 1.901E-02, 4.667E-15, 6.473E-05, 0.000E+00, 2.256E-04, 4.486E-02,-1.619E-04, 0.000E+00, 0.000E+00,-1.686E+02
-4.199E+02, 0.000E+00, 0.000E+00, 1.531E-02, 1.468E-02, 1.461E-02, 4.714E-15,-1.507E-05, 0.000E+00,-4.982E-05, 4.459E-02,-1.083E-04, 0.000E+00, 0.000E+00,-1.686E+02
-3.600E+02, 0.000E+00, 0.000E+00, 1.287E-02, 1.920E-02, 1.227E-02, 4.747E-15,-1.221E-04, 0.000E+00,-4.314E-04, 4.422E-02,-7.809E-05, 0.000E+00, 0.000E+00,-1.687E+02
-3.000E+02, 0.000E+00, 0.000E+00, 1.107E-02, 2.241E-02, 1.086E-02, 4.635E-15,-1.248E-04, 0.000E+00,-4.347E-04, 4.421E-02,-5.785E-05, 0.000E+00, 0.000E+00,-1.687E+02
-2.400E+02, 0.000E+00, 0.000E+00, 9.805E-03, 2.528E-02, 9.621E-03, 4.689E-15, 2.355E-05, 0.000E+00, 8.187E-05, 4.473E-02,-3.893E-05, 0.000E+00, 0.000E+00,-1.687E+02
-1.800E+02, 0.000E+00, 0.000E+00, 8.909E-03, 2.734E-02, 8.352E-03, 4.679E-15,-1.768E-05, 0.000E+00,-6.339E-05, 4.459E-02,-2.666E-05, 0.000E+00, 0.000E+00,-1.687E+02
-1.200E+02, 0.000E+00, 0.000E+00, 8.299E-03, 2.831E-02, 8.014E-03, 4.701E-15,-1.064E-05, 0.000E+00,-3.389E-05, 4.461E-02,-2.022E-05, 0.000E+00, 0.000E+00,-1.687E+02
-5.996E+01, 0.000E+00, 0.000E+00, 7.853E-03, 2.954E-02, 7.538E-03, 4.671E-15, 1.125E-04, 0.000E+00, 3.919E-04, 4.504E-02,-1.228E-05, 0.000E+00, 0.000E+00,-1.687E+02
 2.166E-03, 0.000E+00, 0.000E+00, 7.556E-03, 3.015E-02, 6.913E-03, 4.528E-15,-1.087E-05, 0.000E+00,-3.799E-05, 4.461E-02,-8.412E-06, 0.000E+00, 0.000E+00,-1.687E+02
 6.001E+01, 1.498E+02, 0.000E+00,-3.117E+01,-1.013E+02,-1.699E+01, 6.153E-01, 2.915E-01, 0.000E+00, 1.020E+00, 1.227E+00,-2.983E-01, 2.999E-03,-6.150E-03,-6.296E+00
 1.200E+02, 2.003E+02, 0.000E+00,-6.679E+01,-8.569E+01,-4.890E+01, 7.852E-01,-1.451E-01, 0.000E+00,-5.066E-01,-4.248E-01,-1.566E-01, 3.998E-03,-2.140E-02,-8.692E+01
 1.800E+02, 2.005E+02, 0.000E+00,-8.522E+01,-5.657E+01,-5.959E+01, 7.366E-01,-7.977E-02, 0.000E+00,-2.767E-01,-1.873E-01,-2.099E-02, 3.998E-03,-3.259E-02,-1.309E+02
 2.400E+02, 2.006E+02, 0.000E+00,-9.164E+01,-4.914E+01,-6.046E+01, 7.064E-01,-1.711E-02, 0.000E+00,-6.239E-02, 3.981E-02, 1.966E-02, 3.998E-03,-4.119E-02,-1.409E+02
 3.000E+02, 2.005E+02, 0.000E+00,-9.419E+01,-4.780E+01,-5.907E+01, 6.847E-01, 1.957E-02, 0.000E+00, 6.983E-02, 1.652E-01, 3.141E-02, 3.998E-03,-4.759E-02,-1.298E+02
