s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-5.719E-04,-5.060E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.724E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.589E-01
-5.400E+02, 0.000E+00, 0.000E+00, 1.420E-06,-2.333E-05,-6.220E-06, 2.902E-16,-1.161E-05, 0.000E+00,-3.719E-05,-3.974E-05, 7.236E-08, 0.000E+00, 0.000E+00,-8.649E-01
-4.799E+02, 0.000E+00, 0.000E+00, 1.557E-06,-2.670E-06,-6.223E-07, 1.903E-16,-7.114E-07, 0.000E+00,-3.569E-06,-2.447E-06,-1.690E-08, 0.000E+00, 0.000E+00,-8.654E-01
-4.200E+02, 0.000E+00, 0.000E+00, 9.234E-07, 3.279E-06, 3.375E-07, 1.569E-16, 1.802E-06, 0.000E+00, 6.415E-06, 6.341E-06, 1.101E-08, 0.000E+00, 0.000E+00,-8.644E-01
-3.600E+02, 0.000E+00, 0.000E+00, 6.217E-07,-3.791E-06, 1.762E-06, 1.394E-16,-5.964E-07, 0.000E+00,-8.527E-07,-2.004E-06,-7.657E-09, 0.000E+00, 0.000E+00,-8.646E-01
-2.999E+02, 0.000E+00, 0.000E+00, 5.062E-07,-1.304E-06, 4.716E-07, 1.287E-16,-1.721E-07, 0.000E+00,-1.052E-07,-4.983E-07,-6.573E-09, 0.000E+00, 0.000E+00,-8.646E-01
-2.400E+02, 0.000E+00, 0.000E+00, 4.791E-08, 2.306E-06,-9.006E-07, 1.219E-16, 5.534E-07, 0.000E+00,-8.867E-08, 2.006E-06, 5.451E-10, 0.000E+00, 0.000E+00,-8.646E-01
-1.799E+02, 0.000E+00, 0.000E+00, 1.712E-07,-2.876E-06, 1.409E-06, 1.170E-16,-5.430E-07, 0.000E+00,-3.992E-07,-1.839E-06,-1.213E-09, 0.000E+00, 0.000E+00,-8.647E-01
-1.199E+02, 0.000E+00, 0.000E+00, 4.304E-07,-2.120E-06, 3.002E-06, 1.138E-16, 4.849E-07, 0.000E+00, 5.002E-07, 1.798E-06,-1.126E-08, 0.000E+00, 0.000E+00,-8.646E-01
-5.998E+01, 0.000E+00, 0.000E+00, 1.506E-07,-1.546E-06, 8.280E-07, 1.110E-16,-2.692E-07, 0.000E+00, 6.423E-07,-8.362E-07, 1.668E-09, 0.000E+00, 0.000E+00,-8.645E-01
 5.841E-02, 1.716E-04, 0.000E+00, 3.964E-08, 4.449E-06, 2.667E-07, 3.287E-06, 3.749E-05, 0.000E+00, 5.031E-06, 2.171E-04,-1.512E-09, 1.497E-08, 0.000E+00,-8.637E-01
 6.001E+01, 1.498E+02, 0.000E+00,-3.403E+01,-9.290E+01,-2.140E+01, 6.168E-01, 1.862E-01, 0.000E+00, 6.537E-01, 2.325E+00,-2.535E-01, 3.002E-03,-9.176E-03, 1.033E+02
 1.200E+02, 2.002E+02, 0.000E+00,-8.483E+01,-5.927E+01,-5.493E+01, 8.096E-01,-1.521E-01, 0.000E+00,-5.258E-01, 1.806E+00,-1.260E-01, 3.998E-03,-1.436E-02, 1.945E+01
 1.800E+02, 2.002E+02, 0.000E+00,-1.132E+02,-2.509E+01,-6.114E+01, 7.964E-01, 4.716E-04, 0.000E+00,-4.796E-03, 1.600E+00,-4.758E-02, 3.998E-03,-9.833E-03, 1.869E+01
 2.400E+02, 2.000E+02, 0.000E+00,-1.256E+02,-1.263E+01,-6.121E+01, 7.908E-01,-1.665E-02, 0.000E+00,-5.772E-02, 1.305E+00,-2.339E-02, 3.998E-03,-7.383E-03, 9.482E+00
 3.000E+02, 2.001E+02, 0.000E+00,-1.311E+02,-9.317E+00,-5.917E+01, 7.903E-01,-1.029E-02, 0.000E+00,-3.910E-02, 1.259E+00,-1.683E-02, 3.998E-03,-7.052E-03, 3.248E+00
 3.600E+02, 1.999E+02, 0.000E+00,-1.342E+02,-8.160E+00,-5.708E+01, 7.851E-01, 1.134E-02, 0.000E+00, 3.764E-02, 1.272E+00,-1.391E-02, 3.998E-03,-7.503E-03, 9.249E+00
 4.200E+02, 1.904E+02, 0.000E+00,-1.333E+02,-2.937E+00,-5.399E+01, 7.791E-01, 5.325E-03, 0.000E+00, 1.685E-02, 9.441E-01,-6.348E-03, 3.997E-03,-4.017E-03, 1.193E+01
