s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS
-6.000E+02, 0.000E+00, 0.000E+00,-7.571E-04,-4.788E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.576E-04, 0.000E+00, 0.000E+00, 0.000E+00
-5.400E+02, 0.000E+00, 0.000E+00, 1.263E-06, 9.174E-07,-5.215E-06, 3.556E-19, 0.000E+00, 0.000E+00, 0.000E+00,-3.034E-06,-1.612E-04, 0.000E+00, 0.000E+00
-4.799E+02, 0.000E+00, 0.000E+00, 7.329E-07, 5.648E-06,-7.352E-07, 2.146E-19, 0.000E+00, 0.000E+00, 0.000E+00, 5.646E-06,-3.687E-04, 0.000E+00, 0.000E+00
-4.200E+02, 0.000E+00, 0.000E+00, 4.991E-06, 5.301E-05,-2.896E-07, 2.039E-19, 0.000E+00, 0.000E+00, 0.000E+00, 5.771E-05,-6.179E-04, 0.000E+00, 0.000E+00
-3.600E+02, 0.000E+00, 0.000E+00, 1.359E-05, 4.693E-05, 2.259E-06, 2.492E-19, 0.000E+00, 0.000E+00, 0.000E+00, 6.278E-05,-7.349E-04, 0.000E+00, 0.000E+00
-2.999E+02, 0.000E+00, 0.000E+00, 1.990E-05, 2.569E-05, 2.382E-06, 2.113E-19, 0.000E+00, 0.000E+00, 0.000E+00, 4.797E-05,-7.478E-04, 0.000E+00, 0.000E+00
-2.400E+02, 0.000E+00, 0.000E+00, 2.290E-05, 1.570E-05, 1.538E-06, 1.984E-19, 0.000E+00, 0.000E+00, 0.000E+00, 4.013E-05,-7.400E-04, 0.000E+00, 0.000E+00
-1.799E+02, 0.000E+00, 0.000E+00, 2.402E-05, 3.983E-06, 3.331E-06, 1.626E-19, 0.000E+00, 0.000E+00, 0.000E+00, 3.134E-05,-7.405E-04, 0.000E+00, 0.000E+00
-1.199E+02, 0.000E+00, 0.000E+00, 2.402E-05,-2.122E-07, 4.674E-06, 2.180E-19, 0.000E+00, 0.000E+00, 0.000E+00, 2.849E-05,-7.416E-04, 0.000E+00, 0.000E+00
