s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-7.353E-04,-4.860E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.358E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.250E-01
-5.400E+02, 0.000E+00, 0.000E+00, 1.191E-06,-1.898E-05,-5.696E-06, 2.196E-16,-9.794E-06, 0.000E+00,-3.249E-05,-3.328E-05, 7.046E-08, 0.000E+00, 0.000E+00,-8.302E-01
-4.799E+02, 0.000E+00, 0.000E+00, 1.740E-06,-2.587E-06,-3.081E-07, 1.432E-16,-4.707E-07, 0.000E+00, 7.867E-07,-1.626E-06,-2.967E-09, 0.000E+00, 0.000E+00,-8.300E-01
-4.200E+02, 0.000E+00, 0.000E+00, 7.254E-07,-2.288E-06, 3.108E-07, 1.173E-16,-5.045E-07, 0.000E+00,-1.590E-06,-1.756E-06,-3.042E-09, 0.000E+00, 0.000E+00,-8.303E-01
-3.600E+02, 0.000E+00, 0.000E+00, 4.252E-07,-1.408E-06, 1.582E-06, 1.041E-16, 2.117E-07, 0.000E+00,-1.297E-06, 8.110E-07,-1.369E-08, 0.000E+00, 0.000E+00,-8.305E-01
-2.999E+02, 0.000E+00, 0.000E+00, 4.806E-07,-1.426E-06, 5.812E-07, 9.570E-17,-1.869E-07, 0.000E+00, 8.576E-07,-5.514E-07, 1.521E-09, 0.000E+00, 0.000E+00,-8.304E-01
-2.400E+02, 0.000E+00, 0.000E+00,-1.304E-07, 5.445E-07,-7.975E-07, 9.171E-17,-1.799E-07, 0.000E+00,-1.203E-07,-5.633E-07, 2.238E-09, 0.000E+00, 0.000E+00,-8.304E-01
-1.799E+02, 0.000E+00, 0.000E+00, 1.149E-07,-4.708E-07, 7.960E-07, 8.750E-17, 1.462E-07, 0.000E+00, 1.621E-07, 5.862E-07, 6.901E-10, 0.000E+00, 0.000E+00,-8.303E-01
-1.199E+02, 0.000E+00, 0.000E+00, 7.518E-07,-3.091E-06, 2.372E-06, 8.473E-17,-2.806E-08, 0.000E+00, 1.273E-09, 5.358E-09,-1.092E-08, 0.000E+00, 0.000E+00,-8.303E-01
-5.998E+01, 0.000E+00, 0.000E+00, 4.383E-07, 3.477E-07, 9.121E-07, 8.302E-17, 6.419E-07, 0.000E+00, 8.088E-07, 2.340E-06,-3.006E-09, 0.000E+00, 0.000E+00,-8.302E-01
 5.841E-02, 1.725E-04, 0.000E+00, 1.443E-07, 5.473E-06,-3.336E-09, 3.422E-06, 3.807E-05, 0.000E+00, 6.345E-06, 2.196E-04,-1.965E-10, 1.497E-08, 0.000E+00,-8.292E-01
 6.001E+01, 1.499E+02, 0.000E+00,-3.453E+01,-9.325E+01,-2.060E+01, 6.333E-01, 1.863E-01, 0.000E+00, 6.549E-01, 2.328E+00,-2.479E-01, 3.003E-03,-8.676E-03, 1.035E+02
 1.200E+02, 2.001E+02, 0.000E+00,-8.761E+01,-5.864E+01,-5.276E+01, 8.336E-01,-1.470E-01, 0.000E+00,-5.105E-01, 1.779E+00,-1.244E-01, 3.998E-03,-1.326E-02, 2.212E+01
 1.800E+02, 2.001E+02, 0.000E+00,-1.161E+02,-2.385E+01,-5.947E+01, 8.203E-01,-1.820E-02, 0.000E+00,-6.646E-02, 1.441E+00,-4.571E-02, 3.998E-03,-8.798E-03, 1.153E+01
 2.400E+02, 2.001E+02, 0.000E+00,-1.292E+02,-1.075E+01,-5.980E+01, 8.165E-01,-6.293E-03, 0.000E+00,-2.094E-02, 1.221E+00,-2.091E-02, 3.998E-03,-5.957E-03, 8.189E+00
 3.000E+02, 1.999E+02, 0.000E+00,-1.353E+02,-6.589E+00,-5.768E+01, 8.078E-01,-3.793E-03, 0.000E+00,-1.332E-02, 1.139E+00,-1.323E-02, 3.998E-03,-5.045E-03, 6.064E+00
 3.600E+02, 1.996E+02, 0.000E+00,-1.387E+02,-5.288E+00,-5.528E+01, 8.016E-01,-5.471E-03, 0.000E+00,-2.102E-02, 1.091E+00,-1.034E-02, 3.998E-03,-5.149E-03, 2.713E+00
 4.200E+02, 1.622E+02, 0.000E+00,-1.253E+02, 1.066E+01,-4.807E+01, 6.693E-01,-2.223E-01, 0.000E+00,-8.091E-01,-5.399E-02, 4.370E-02, 3.986E-03,-7.452E-03,-1.263E+02
 4.800E+02, 6.797E+01, 0.000E+00,-6.425E+01, 2.347E+01,-2.638E+01, 3.026E-01, 2.392E-01, 0.000E+00, 8.010E-01, 1.351E+00, 8.625E-02, 3.978E-03,-9.114E-03, 1.485E+00
 5.400E+02, 6.280E+01, 0.000E+00,-4.352E+01, 1.184E+00,-2.037E+01, 3.320E-01,-1.055E-02, 0.000E+00,-1.044E-01, 4.180E-01, 2.165E-02, 3.955E-03,-9.394E-03,-1.516E+01
 6.000E+02, 9.185E+01, 0.000E+00,-5.083E+01,-1.471E+01,-2.580E+01, 3.569E-01, 4.761E-02, 0.000E+00, 1.886E-01, 9.131E-01,-1.136E-02, 3.901E-03,-1.957E-02, 1.489E+01
 6.600E+02, 8.750E+01, 0.000E+00,-5.583E+01,-1.982E+00,-2.952E+01, 3.205E-01,-3.938E-02, 0.000E+00,-1.685E-01, 4.478E-01, 1.680E-02, 3.910E-03,-1.197E-02,-1.198E+01
 7.200E+02, 7.583E+01, 0.000E+00,-4.717E+01,-1.868E+00,-2.675E+01, 3.477E-01,-2.655E-02, 0.000E+00,-9.107E-03, 3.647E-01, 9.442E-03, 3.937E-03,-9.341E-03,-1.343E+01
