s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-5.720E-04,-5.060E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.725E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.589E-01
-5.399E+02, 0.000E+00, 0.000E+00,-6.174E-03,-3.296E-02,-3.137E-01, 4.163E-15,-1.420E-01, 0.000E+00,-4.133E-01,-4.948E-01, 1.621E-03, 0.000E+00, 0.000E+00,-6.682E+01
-4.800E+02, 0.000E+00, 0.000E+00, 6.331E-02, 2.964E-02,-8.494E-02, 2.923E-15, 1.146E-03, 0.000E+00, 4.013E-03, 9.153E-03, 1.044E-03, 0.000E+00, 0.000E+00,-6.619E+01
-4.199E+02, 0.000E+00, 0.000E+00, 1.000E-01,-1.503E-01, 5.867E-02, 2.384E-15, 1.092E-03, 0.000E+00, 3.873E-03, 9.472E-03, 3.074E-04, 0.000E+00, 0.000E+00,-6.557E+01
-3.599E+02, 0.000E+00, 0.000E+00, 1.026E-01,-1.960E-01, 1.001E-01, 2.327E-15, 3.717E-04, 0.000E+00, 1.247E-03, 6.988E-03,-3.378E-04, 0.000E+00, 0.000E+00,-6.537E+01
-2.999E+02, 0.000E+00, 0.000E+00, 9.273E-02,-1.791E-01, 9.195E-02, 2.392E-15,-1.238E-04, 0.000E+00,-4.117E-04, 5.506E-03,-4.647E-04, 0.000E+00, 0.000E+00,-6.543E+01
-2.399E+02, 0.000E+00, 0.000E+00, 7.994E-02,-1.520E-01, 7.795E-02, 2.503E-15,-1.180E-04, 0.000E+00,-4.190E-04, 5.823E-03,-4.960E-04, 0.000E+00, 0.000E+00,-6.550E+01
-1.799E+02, 0.000E+00, 0.000E+00, 6.712E-02,-1.272E-01, 6.603E-02, 2.702E-15,-1.202E-04, 0.000E+00,-4.132E-04, 5.869E-03,-4.145E-04, 0.000E+00, 0.000E+00,-6.557E+01
-1.200E+02, 0.000E+00, 0.000E+00, 5.615E-02,-1.008E-01, 5.089E-02, 2.864E-15,-2.727E-05, 0.000E+00,-8.932E-05, 6.230E-03,-3.706E-04, 0.000E+00, 0.000E+00,-6.558E+01
-5.995E+01, 0.000E+00, 0.000E+00, 4.828E-02,-8.594E-02, 4.471E-02, 2.670E-15, 1.512E-04, 0.000E+00, 5.311E-04, 7.196E-03,-2.796E-04, 0.000E+00, 0.000E+00,-6.550E+01
 5.919E-02, 8.946E-05, 0.000E+00, 4.166E-02,-6.207E-02, 2.655E-02, 2.398E-06,-1.409E-04, 0.000E+00,-5.714E-04, 6.091E-03,-2.287E-04, 1.015E-08, 0.000E+00,-6.559E+01
 6.001E+01, 1.498E+02, 0.000E+00,-3.529E+01,-9.058E+01,-2.352E+01, 6.104E-01, 1.391E-01, 0.000E+00, 4.854E-01, 1.156E+00,-2.715E-01, 3.002E-03,-5.071E-03, 1.173E+01
 1.200E+02, 2.001E+02, 0.000E+00,-8.879E+01,-5.046E+01,-6.141E+01, 7.859E-01,-6.936E-02, 0.000E+00,-2.460E-01, 1.729E-01,-1.423E-01, 3.998E-03,-5.992E-03,-2.749E+01
 1.800E+02, 2.000E+02, 0.000E+00,-1.067E+02,-2.628E+01,-6.745E+01, 7.421E-01,-3.397E-02, 0.000E+00,-1.210E-01, 2.432E-01,-4.396E-02, 3.998E-03,-1.330E-02,-4.678E+01
 2.400E+02, 2.001E+02, 0.000E+00,-1.119E+02,-2.132E+01,-6.721E+01, 7.125E-01,-9.070E-03, 0.000E+00,-2.883E-02, 3.228E-01,-1.213E-02, 3.998E-03,-2.221E-02,-5.137E+01
 3.000E+02, 2.001E+02, 0.000E+00,-1.146E+02,-1.978E+01,-6.603E+01, 6.859E-01,-5.696E-03, 0.000E+00,-2.273E-02, 3.218E-01, 3.246E-03, 3.998E-03,-2.984E-02,-5.500E+01
 3.600E+02, 2.000E+02, 0.000E+00,-1.171E+02,-1.806E+01,-6.518E+01, 6.682E-01,-1.209E-03, 0.000E+00,-2.213E-03, 3.225E-01, 1.481E-02, 3.998E-03,-3.589E-02,-5.535E+01
 4.200E+02, 2.001E+02, 0.000E+00,-1.188E+02,-1.732E+01,-6.429E+01, 6.548E-01, 4.236E-04, 0.000E+00, 4.559E-03, 3.119E-01, 2.411E-02, 3.998E-03,-4.135E-02,-5.462E+01
 4.800E+02, 2.001E+02, 0.000E+00,-1.205E+02,-1.675E+01,-6.313E+01, 6.387E-01, 8.380E-04, 0.000E+00, 4.172E-03, 3.027E-01, 3.059E-02, 3.998E-03,-4.588E-02,-5.396E+01
 5.400E+02, 2.002E+02, 0.000E+00,-1.219E+02,-1.658E+01,-6.204E+01, 6.202E-01,-2.809E-03, 0.000E+00,-1.375E-02, 2.859E-01, 3.666E-02, 3.998E-03,-5.003E-02,-5.615E+01
