s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS
-6.000E+02, 0.000E+00, 0.000E+00,-6.107E-04,-4.987E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.112E-04, 0.000E+00, 0.000E+00, 0.000E+00
-5.400E+02, 0.000E+00, 0.000E+00, 1.147E-06,-2.973E-06,-5.641E-06, 6.845E-19, 0.000E+00, 0.000E+00, 0.000E+00,-7.467E-06,-1.173E-04, 0.000E+00, 0.000E+00
-4.799E+02, 0.000E+00, 0.000E+00,-2.414E-07,-2.892E-06,-1.251E-06, 3.518E-19, 0.000E+00, 0.000E+00, 0.000E+00,-4.384E-06,-2.485E-04, 0.000E+00, 0.000E+00
-4.200E+02, 0.000E+00, 0.000E+00, 1.978E-06, 5.006E-05,-6.318E-07, 3.065E-19, 0.000E+00, 0.000E+00, 0.000E+00, 5.141E-05,-5.182E-04, 0.000E+00, 0.000E+00
-3.600E+02, 0.000E+00, 0.000E+00, 7.647E-06, 4.984E-05, 2.049E-06, 3.103E-19, 0.000E+00, 0.000E+00, 0.000E+00, 5.954E-05,-6.842E-04, 0.000E+00, 0.000E+00
-2.999E+02, 0.000E+00, 0.000E+00, 1.225E-05, 3.245E-05, 1.789E-06, 2.943E-19, 0.000E+00, 0.000E+00, 0.000E+00, 4.648E-05,-7.134E-04, 0.000E+00, 0.000E+00
-2.400E+02, 0.000E+00, 0.000E+00, 1.505E-05, 2.155E-05, 1.204E-06, 2.719E-19, 0.000E+00, 0.000E+00, 0.000E+00, 3.780E-05,-7.114E-04, 0.000E+00, 0.000E+00
-1.799E+02, 0.000E+00, 0.000E+00, 1.630E-05, 6.510E-06, 3.956E-06, 2.279E-19, 0.000E+00, 0.000E+00, 0.000E+00, 2.676E-05,-7.149E-04, 0.000E+00, 0.000E+00
-1.199E+02, 0.000E+00, 0.000E+00, 1.664E-05, 4.910E-06, 5.234E-06, 2.589E-19, 0.000E+00, 0.000E+00, 0.000E+00, 2.678E-05,-7.162E-04, 0.000E+00, 0.000E+00
-5.998E+01, 0.000E+00, 0.000E+00, 1.724E-05, 8.339E-06, 3.089E-06, 2.273E-19, 0.000E+00, 0.000E+00, 0.000E+00, 2.867E-05,-7.140E-04, 0.000E+00, 0.000E+00
 5.841E-02, 1.731E-04, 0.000E+00, 1.740E-05,-1.800E-04, 2.606E-06, 3.329E-06, 0.000E+00, 0.000E+00, 0.000E+00, 1.652E-05,-7.131E-04, 1.497E-08, 0.000E+00
 6.000E+01, 1.498E+02, 0.000E+00,-3.283E+01,-9.803E+01,-1.950E+01, 6.223E-01, 0.000E+00, 0.000E+00, 0.000E+00, 5.259E-02, 4.695E-04, 3.002E-03,-3.829E-08
 1.200E+02, 2.002E+02, 0.000E+00,-6.171E+01,-9.550E+01,-4.388E+01, 8.039E-01, 0.000E+00, 0.000E+00, 0.000E+00,-9.366E-02, 1.011E-03, 3.998E-03, 0.000E+00
 1.800E+02, 2.001E+02, 0.000E+00,-6.671E+01,-8.748E+01,-4.689E+01, 8.014E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.438E-01, 1.055E-03, 3.998E-03, 0.000E+00
 2.400E+02, 2.000E+02, 0.000E+00,-6.806E+01,-8.610E+01,-4.675E+01, 7.989E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.523E-01,-1.837E-04, 3.998E-03,-4.172E-05
 3.000E+02, 2.002E+02, 0.000E+00,-6.896E+01,-8.672E+01,-4.549E+01, 7.985E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.883E-01,-7.016E-04, 3.998E-03,-6.166E-05
 3.600E+02, 2.001E+02, 0.000E+00,-6.873E+01,-8.806E+01,-4.427E+01, 8.052E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.698E-01,-7.024E-04, 3.998E-03,-6.153E-05
 4.200E+02, 2.000E+02, 0.000E+00,-6.873E+01,-8.901E+01,-4.326E+01, 8.028E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.744E-01,-3.015E-04, 3.998E-03,-4.793E-05
 4.800E+02, 2.001E+02, 0.000E+00,-6.858E+01,-9.000E+01,-4.251E+01, 8.024E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.329E-01, 1.134E-03, 3.998E-03, 0.000E+00
 5.400E+02, 2.001E+02, 0.000E+00,-6.820E+01,-9.152E+01,-4.138E+01, 7.993E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.953E-01, 1.143E-03, 3.998E-03, 0.000E+00
 6.000E+02, 2.000E+02, 0.000E+00,-6.775E+01,-9.285E+01,-4.046E+01, 8.012E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.348E-01,-5.383E-04, 3.998E-03,-5.543E-05
 6.600E+02, 2.000E+02, 0.000E+00,-6.761E+01,-9.358E+01,-3.981E+01, 7.987E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.097E-01,-7.373E-04, 3.998E-03,-6.268E-05
 7.200E+02, 2.001E+02, 0.000E+00,-6.750E+01,-9.408E+01,-3.954E+01, 7.923E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.082E-01, 8.807E-04, 3.998E-03,-8.839E-06
 7.800E+02, 2.001E+02, 0.000E+00,-6.746E+01,-9.471E+01,-3.897E+01, 7.985E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.431E-01, 5.217E-04, 3.998E-03,-2.258E-05
 8.400E+02, 1.999E+02, 0.000E+00,-6.706E+01,-9.557E+01,-3.833E+01, 8.034E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.570E-01, 1.109E-04, 3.998E-03,-3.534E-05
 9.000E+02, 2.000E+02, 0.000E+00,-6.683E+01,-9.659E+01,-3.765E+01, 8.007E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.218E-01, 1.078E-03, 3.998E-03,-2.364E-06
