s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-6.483E-04, 6.579E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.476E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.434E-01
-5.400E+02, 0.000E+00, 0.000E+00, 5.678E-02,-1.342E+00,-9.066E-02, 6.358E-15,-5.736E-01, 0.000E+00,-1.787E+00,-1.950E+00,-1.390E-04, 0.000E+00, 0.000E+00,-2.852E+02
-4.800E+02, 0.000E+00, 0.000E+00, 1.709E-01,-3.078E-01, 2.068E-01, 6.511E-15, 4.957E-03, 0.000E+00, 1.734E-02, 7.482E-02, 1.099E-04, 0.000E+00, 0.000E+00,-2.825E+02
-4.200E+02, 0.000E+00, 0.000E+00, 1.570E-01,-3.203E-01, 2.224E-01, 6.232E-15, 6.759E-04, 0.000E+00, 2.323E-03, 5.973E-02,-1.190E-03, 0.000E+00, 0.000E+00,-2.821E+02
-3.600E+02, 0.000E+00, 0.000E+00, 1.165E-01,-2.208E-01, 1.631E-01, 6.293E-15, 5.286E-04, 0.000E+00, 1.825E-03, 5.928E-02,-1.111E-03, 0.000E+00, 0.000E+00,-2.818E+02
-3.000E+02, 0.000E+00, 0.000E+00, 8.258E-02,-1.406E-01, 1.120E-01, 6.313E-15,-1.412E-03, 0.000E+00,-4.937E-03, 5.248E-02,-8.133E-04, 0.000E+00, 0.000E+00,-2.826E+02
-2.400E+02, 0.000E+00, 0.000E+00, 6.041E-02,-8.353E-02, 7.909E-02, 6.214E-15,-6.392E-04, 0.000E+00,-2.219E-03, 5.532E-02,-5.184E-04, 0.000E+00, 0.000E+00,-2.830E+02
-1.800E+02, 0.000E+00, 0.000E+00, 4.625E-02,-4.639E-02, 5.653E-02, 6.294E-15,-4.486E-04, 0.000E+00,-1.616E-03, 5.594E-02,-3.047E-04, 0.000E+00, 0.000E+00,-2.832E+02
-1.200E+02, 0.000E+00, 0.000E+00, 3.862E-02,-2.905E-02, 4.802E-02, 6.225E-15, 2.124E-05, 0.000E+00, 1.035E-04, 5.761E-02,-1.924E-04, 0.000E+00, 0.000E+00,-2.832E+02
-5.998E+01, 0.000E+00, 0.000E+00, 3.288E-02,-1.506E-02, 3.984E-02, 6.178E-15, 2.828E-05, 0.000E+00, 3.431E-05, 5.769E-02,-1.499E-04, 0.000E+00, 0.000E+00,-2.832E+02
 1.580E-02, 7.513E-06, 0.000E+00, 2.830E-02,-3.366E-03, 3.228E-02, 3.866E-07,-1.585E-04, 0.000E+00,-5.411E-04, 5.706E-02,-1.285E-04, 1.606E-09, 0.000E+00,-2.833E+02
 6.001E+01, 1.497E+02, 0.000E+00,-3.387E+01,-9.454E+01,-2.073E+01, 6.200E-01, 4.189E-01, 0.000E+00, 1.468E+00, 1.550E+00,-2.871E-01, 3.000E-03,-3.649E-03,-4.969E+01
 1.200E+02, 2.001E+02, 0.000E+00,-7.885E+01,-6.554E+01,-5.711E+01, 7.692E-01,-2.666E-01, 0.000E+00,-9.327E-01,-8.872E-01,-1.324E-01, 3.998E-03,-1.643E-02,-1.981E+02
 1.800E+02, 2.002E+02, 0.000E+00,-9.497E+01,-4.206E+01,-6.403E+01, 7.041E-01,-8.374E-02, 0.000E+00,-2.962E-01,-2.286E-01,-6.285E-03, 3.998E-03,-3.307E-02,-2.452E+02
 2.400E+02, 2.002E+02, 0.000E+00,-1.002E+02,-3.671E+01,-6.386E+01, 6.687E-01, 7.882E-03, 0.000E+00, 2.512E-02, 9.489E-02, 2.515E-02, 3.998E-03,-4.453E-02,-2.412E+02
 3.000E+02, 2.001E+02, 0.000E+00,-1.028E+02,-3.556E+01,-6.240E+01, 6.512E-01,-1.701E-03, 0.000E+00, 2.094E-04, 6.786E-02, 3.691E-02, 3.998E-03,-5.351E-02,-2.412E+02
 3.600E+02, 2.002E+02, 0.000E+00,-1.045E+02,-3.508E+01,-6.119E+01, 6.322E-01, 8.777E-03, 0.000E+00, 2.642E-02, 1.128E-01, 4.997E-02, 3.998E-03,-6.075E-02,-2.370E+02
 4.200E+02, 2.002E+02, 0.000E+00,-1.060E+02,-3.522E+01,-5.953E+01, 6.261E-01, 4.627E-03, 0.000E+00, 2.079E-02, 9.216E-02, 5.352E-02, 3.998E-03,-6.519E-02,-2.337E+02
 4.800E+02, 2.002E+02, 0.000E+00,-1.065E+02,-3.545E+01,-5.872E+01, 6.229E-01, 1.769E-02, 0.000E+00, 6.256E-02, 1.409E-01, 5.568E-02, 3.998E-03,-6.770E-02,-2.237E+02
 5.400E+02, 2.002E+02, 0.000E+00,-1.073E+02,-3.602E+01,-5.743E+01, 6.182E-01, 3.909E-03, 0.000E+00, 1.492E-02, 9.211E-02, 5.869E-02, 3.998E-03,-6.950E-02,-2.214E+02
 6.000E+02, 2.001E+02, 0.000E+00,-1.082E+02,-3.598E+01,-5.656E+01, 6.120E-01,-9.767E-03, 0.000E+00,-3.280E-02, 4.345E-02, 6.116E-02, 3.998E-03,-7.080E-02,-2.266E+02
 6.600E+02, 2.003E+02, 0.000E+00,-1.087E+02,-3.616E+01,-5.591E+01, 6.114E-01,-9.448E-03, 0.000E+00,-3.262E-02, 4.456E-02, 6.035E-02, 3.998E-03,-7.173E-02,-2.318E+02
 7.200E+02, 2.002E+02, 0.000E+00,-1.092E+02,-3.642E+01,-5.504E+01, 6.049E-01, 3.093E-03, 0.000E+00, 1.322E-02, 8.853E-02, 6.375E-02, 3.998E-03,-7.259E-02,-2.297E+02
 7.800E+02, 2.001E+02, 0.000E+00,-1.089E+02,-3.782E+01,-5.392E+01, 6.021E-01, 6.557E-03, 0.000E+00, 2.502E-02, 9.934E-02, 6.590E-02, 3.998E-03,-7.312E-02,-2.257E+02
 8.400E+02, 2.001E+02, 0.000E+00,-1.095E+02,-3.775E+01,-5.334E+01, 6.026E-01, 6.049E-03, 0.000E+00, 1.699E-02, 1.051E-01, 6.165E-02, 3.998E-03,-7.307E-02,-2.230E+02
 9.000E+02, 2.002E+02, 0.000E+00,-1.097E+02,-3.818E+01,-5.281E+01, 5.983E-01, 1.010E-02, 0.000E+00, 3.785E-02, 1.132E-01, 6.553E-02, 3.998E-03,-7.359E-02,-2.170E+02
 9.600E+02, 2.001E+02, 0.000E+00,-1.101E+02,-3.876E+01,-5.188E+01, 5.967E-01,-2.077E-02, 0.000E+00,-7.201E-02, 7.266E-03, 6.678E-02, 3.998E-03,-7.383E-02,-2.284E+02
 1.020E+03, 2.001E+02, 0.000E+00,-1.102E+02,-3.899E+01,-5.142E+01, 5.995E-01, 4.289E-03, 0.000E+00, 1.377E-02, 9.534E-02, 6.398E-02, 3.998E-03,-7.368E-02,-2.262E+02
 1.080E+03, 2.002E+02, 0.000E+00,-1.102E+02,-3.967E+01,-5.079E+01, 5.967E-01,-3.428E-03, 0.000E+00,-1.073E-02, 6.814E-02, 6.700E-02, 3.998E-03,-7.376E-02,-2.279E+02
 1.140E+03, 2.001E+02, 0.000E+00,-1.104E+02,-4.008E+01,-5.007E+01, 5.952E-01, 3.506E-02, 0.000E+00, 1.252E-01, 2.017E-01, 6.589E-02, 3.998E-03,-7.387E-02,-2.080E+02
 1.200E+03, 2.002E+02, 0.000E+00,-1.106E+02,-4.017E+01,-4.990E+01, 5.939E-01,-3.306E-03, 0.000E+00,-8.182E-03, 6.524E-02, 6.519E-02, 3.998E-03,-7.360E-02,-2.093E+02
 1.260E+03, 2.002E+02, 0.000E+00,-1.103E+02,-4.146E+01,-4.891E+01, 5.894E-01,-9.952E-03, 0.000E+00,-3.784E-02, 4.841E-02, 6.761E-02, 3.998E-03,-7.368E-02,-2.153E+02
