s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-5.869E-04, 6.676E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-5.862E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.558E-01
-5.400E+02, 0.000E+00, 0.000E+00, 2.103E-02,-6.455E-01,-1.860E-01, 5.760E-15,-3.418E-01, 0.000E+00,-1.046E+00,-1.152E+00, 1.094E-03, 0.000E+00, 0.000E+00,-1.674E+02
-4.800E+02, 0.000E+00, 0.000E+00, 1.210E-01,-1.838E-01, 1.155E-01, 5.272E-15, 3.320E-03, 0.000E+00, 1.164E-02, 5.595E-02, 6.509E-04, 0.000E+00, 0.000E+00,-1.655E+02
-4.200E+02, 0.000E+00, 0.000E+00, 1.251E-01,-2.479E-01, 1.681E-01, 5.308E-15, 5.893E-04, 0.000E+00, 2.036E-03, 4.589E-02,-5.639E-04, 0.000E+00, 0.000E+00,-1.652E+02
-3.600E+02, 0.000E+00, 0.000E+00, 1.056E-01,-2.040E-01, 1.425E-01, 5.247E-15, 1.367E-04, 0.000E+00, 4.946E-04, 4.428E-02,-8.233E-04, 0.000E+00, 0.000E+00,-1.651E+02
-3.000E+02, 0.000E+00, 0.000E+00, 8.404E-02,-1.585E-01, 1.180E-01, 5.352E-15,-1.141E-04, 0.000E+00,-3.836E-04, 4.347E-02,-7.179E-04, 0.000E+00, 0.000E+00,-1.652E+02
-2.400E+02, 0.000E+00, 0.000E+00, 6.551E-02,-1.088E-01, 8.682E-02, 5.263E-15,-1.161E-04, 0.000E+00,-4.376E-04, 4.344E-02,-5.680E-04, 0.000E+00, 0.000E+00,-1.652E+02
-1.800E+02, 0.000E+00, 0.000E+00, 5.119E-02,-7.157E-02, 6.397E-02, 5.284E-15,-1.217E-04, 0.000E+00,-4.500E-04, 4.347E-02,-4.394E-04, 0.000E+00, 0.000E+00,-1.653E+02
-1.200E+02, 0.000E+00, 0.000E+00, 4.062E-02,-4.411E-02, 4.757E-02, 5.219E-15, 7.873E-05, 0.000E+00, 2.787E-04, 4.415E-02,-2.568E-04, 0.000E+00, 0.000E+00,-1.653E+02
