s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS
-6.000E+02, 0.000E+00, 0.000E+00,-4.906E-04, 2.475E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.906E-04, 0.000E+00, 0.000E+00, 0.000E+00
-5.400E+02, 0.000E+00, 0.000E+00,-3.652E-07,-7.449E-06,-6.265E-07, 6.693E-19, 0.000E+00, 0.000E+00, 0.000E+00,-8.440E-06,-7.359E-04, 0.000E+00, 0.000E+00
-4.799E+02, 0.000E+00, 0.000E+00,-1.387E-06,-9.185E-06,-3.074E-07, 3.401E-19, 0.000E+00, 0.000E+00, 0.000E+00,-1.088E-05,-1.067E-03, 0.000E+00, 0.000E+00
-4.200E+02, 0.000E+00, 0.000E+00,-2.245E-06,-4.935E-06,-4.014E-07, 2.923E-19, 0.000E+00, 0.000E+00, 0.000E+00,-7.582E-06,-1.076E-03, 0.000E+00, 0.000E+00
-3.600E+02, 0.000E+00, 0.000E+00,-2.430E-06,-7.944E-07, 1.575E-08, 2.993E-19, 0.000E+00, 0.000E+00, 0.000E+00,-3.208E-06,-1.076E-03, 0.000E+00, 0.000E+00
-2.999E+02, 0.000E+00, 0.000E+00,-2.473E-06, 2.658E-07,-1.316E-07, 2.406E-19, 0.000E+00, 0.000E+00, 0.000E+00,-2.339E-06,-1.076E-03, 0.000E+00, 0.000E+00
-2.400E+02, 0.000E+00, 0.000E+00,-2.424E-06, 1.421E-06,-3.791E-07, 2.062E-19, 0.000E+00, 0.000E+00, 0.000E+00,-1.382E-06,-1.076E-03, 0.000E+00, 0.000E+00
-1.799E+02, 0.000E+00, 0.000E+00,-2.076E-06, 3.495E-06, 3.794E-09, 2.453E-19, 0.000E+00, 0.000E+00, 0.000E+00, 1.423E-06,-1.075E-03, 0.000E+00, 0.000E+00
-1.199E+02, 0.000E+00, 0.000E+00,-1.683E-06, 4.105E-06,-1.978E-07, 2.296E-19, 0.000E+00, 0.000E+00, 0.000E+00, 2.223E-06,-1.075E-03, 0.000E+00, 0.000E+00
-5.998E+01, 0.000E+00, 0.000E+00,-1.287E-06, 3.353E-06,-2.026E-07, 2.143E-19, 0.000E+00, 0.000E+00, 0.000E+00, 1.864E-06,-1.076E-03, 0.000E+00, 0.000E+00
 5.841E-02, 1.731E-04, 0.000E+00,-8.615E-07,-1.730E-04, 1.536E-07, 3.326E-06, 0.000E+00, 0.000E+00, 0.000E+00, 2.719E-06,-1.075E-03, 1.497E-08, 0.000E+00
 6.000E+01, 1.499E+02, 0.000E+00,-3.198E+01,-1.007E+02,-1.784E+01, 6.226E-01, 0.000E+00, 0.000E+00, 0.000E+00, 2.357E-02, 2.863E-03, 3.002E-03,-2.883E-10
 1.200E+02, 2.002E+02, 0.000E+00,-6.668E+01,-9.023E+01,-4.421E+01, 8.142E-01, 0.000E+00, 0.000E+00, 0.000E+00,-1.520E-01, 1.334E-02, 3.998E-03, 0.000E+00
 1.800E+02, 2.003E+02, 0.000E+00,-7.659E+01,-7.634E+01,-4.843E+01, 8.057E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.325E-01, 1.577E-02, 3.998E-03, 0.000E+00
 2.400E+02, 2.002E+02, 0.000E+00,-7.886E+01,-7.503E+01,-4.737E+01, 7.983E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.909E-01, 1.600E-02, 3.998E-03, 0.000E+00
 3.000E+02, 2.003E+02, 0.000E+00,-7.932E+01,-7.595E+01,-4.606E+01, 8.013E-01, 0.000E+00, 0.000E+00, 0.000E+00,-2.647E-01, 1.582E-02, 3.998E-03, 0.000E+00
 3.600E+02, 2.001E+02, 0.000E+00,-7.943E+01,-7.637E+01,-4.538E+01, 8.043E-01, 0.000E+00, 0.000E+00,-1.379E-29,-2.710E-01, 1.583E-02, 3.998E-03, 0.000E+00
