s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01,-9.314E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.399E+02, 3.361E+01, 3.438E+01, 3.078E+01, 3.145E+01, 3.859E+01, 3.253E+01, 3.229E+01, 3.831E+01,-9.257E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.799E+02, 3.333E+01, 3.364E+01, 3.178E+01, 3.239E+01, 3.583E+01, 3.234E+01, 3.268E+01, 3.590E+01,-9.210E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 3.339E+01, 3.373E+01, 3.252E+01, 3.294E+01, 3.471E+01, 3.308E+01, 3.326E+01, 3.484E+01,-9.129E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.599E+02, 3.341E+01, 3.379E+01, 3.290E+01, 3.312E+01, 3.422E+01, 3.334E+01, 3.340E+01, 3.464E+01,-9.108E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.000E+02, 3.352E+01, 3.381E+01, 3.321E+01, 3.326E+01, 3.410E+01, 3.354E+01, 3.355E+01, 3.433E+01,-9.108E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.400E+02, 3.377E+01, 3.386E+01, 3.351E+01, 3.366E+01, 3.413E+01, 3.372E+01, 3.359E+01, 3.427E+01,-9.118E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.800E+02, 3.371E+01, 3.382E+01, 3.358E+01, 3.372E+01, 3.382E+01, 3.382E+01, 3.380E+01, 3.384E+01,-9.123E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.200E+02, 3.384E+01, 3.391E+01, 3.356E+01, 3.379E+01, 3.418E+01, 3.383E+01, 3.379E+01, 3.410E+01,-9.127E+01, 2.095E-01, 3.901E-04, 0.000E+00
-6.000E+01, 3.392E+01, 3.396E+01, 3.375E+01, 3.401E+01, 3.402E+01, 3.395E+01, 3.389E+01, 3.406E+01,-9.133E+01, 2.095E-01, 3.901E-04, 0.000E+00
 3.829E-02, 3.394E+01, 3.392E+01, 3.381E+01, 3.397E+01, 3.402E+01, 3.390E+01, 3.396E+01, 3.390E+01,-9.134E+01, 2.095E-01, 3.901E-04, 4.829E-05
 6.001E+01, 8.100E+01, 8.244E+01, 7.155E+01, 1.303E+02, 4.118E+01, 7.514E+01, 1.298E+02, 4.241E+01, 7.953E+00, 2.092E-01, 6.029E-04, 1.497E+02
 1.200E+02, 1.166E+02, 1.209E+02, 1.212E+02, 1.703E+02, 5.820E+01, 1.309E+02, 1.711E+02, 6.079E+01,-1.612E+01, 2.058E-01, 2.496E-03, 2.001E+02
 1.800E+02, 1.271E+02, 1.333E+02, 1.364E+02, 1.775E+02, 6.732E+01, 1.455E+02, 1.847E+02, 6.976E+01,-5.963E+01, 2.009E-01, 5.195E-03, 2.001E+02
 2.400E+02, 1.325E+02, 1.380E+02, 1.402E+02, 1.853E+02, 7.193E+01, 1.525E+02, 1.882E+02, 7.332E+01,-7.254E+01, 1.946E-01, 8.715E-03, 2.002E+02
 3.000E+02, 1.344E+02, 1.409E+02, 1.432E+02, 1.856E+02, 7.433E+01, 1.558E+02, 1.919E+02, 7.490E+01,-7.469E+01, 1.883E-01, 1.225E-02, 2.000E+02
 3.600E+02, 1.362E+02, 1.424E+02, 1.453E+02, 1.881E+02, 7.529E+01, 1.564E+02, 1.950E+02, 7.590E+01,-7.618E+01, 1.824E-01, 1.556E-02, 2.002E+02
 4.200E+02, 1.388E+02, 1.453E+02, 1.485E+02, 1.916E+02, 7.618E+01, 1.602E+02, 1.994E+02, 7.642E+01,-7.325E+01, 1.770E-01, 1.860E-02, 2.002E+02
 4.800E+02, 1.414E+02, 1.482E+02, 1.498E+02, 1.954E+02, 7.896E+01, 1.650E+02, 2.014E+02, 7.827E+01,-7.323E+01, 1.720E-01, 2.134E-02, 2.002E+02
 5.400E+02, 1.431E+02, 1.500E+02, 1.517E+02, 1.996E+02, 7.810E+01, 1.687E+02, 2.022E+02, 7.896E+01,-7.326E+01, 1.677E-01, 2.377E-02, 2.000E+02
 6.000E+02, 1.457E+02, 1.511E+02, 1.544E+02, 2.027E+02, 7.993E+01, 1.680E+02, 2.053E+02, 8.004E+01,-7.265E+01, 1.641E-01, 2.576E-02, 2.002E+02
 6.600E+02, 1.457E+02, 1.533E+02, 1.552E+02, 2.012E+02, 8.068E+01, 1.716E+02, 2.058E+02, 8.242E+01,-7.226E+01, 1.612E-01, 2.742E-02, 2.001E+02
