s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01, 2.600E+01,-9.592E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.399E+02, 2.561E+01, 2.642E+01, 2.274E+01, 2.349E+01, 3.061E+01, 2.398E+01, 2.421E+01, 3.107E+01,-7.929E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.800E+02, 2.551E+01, 2.633E+01, 2.376E+01, 2.431E+01, 2.846E+01, 2.524E+01, 2.492E+01, 2.882E+01,-7.884E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 2.542E+01, 2.577E+01, 2.432E+01, 2.475E+01, 2.720E+01, 2.499E+01, 2.484E+01, 2.746E+01,-7.833E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.600E+02, 2.545E+01, 2.573E+01, 2.473E+01, 2.504E+01, 2.659E+01, 2.505E+01, 2.511E+01, 2.703E+01,-7.800E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.999E+02, 2.553E+01, 2.570E+01, 2.501E+01, 2.522E+01, 2.635E+01, 2.524E+01, 2.541E+01, 2.645E+01,-7.792E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.400E+02, 2.557E+01, 2.585E+01, 2.525E+01, 2.540E+01, 2.606E+01, 2.566E+01, 2.560E+01, 2.630E+01,-7.794E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.800E+02, 2.565E+01, 2.587E+01, 2.537E+01, 2.547E+01, 2.612E+01, 2.577E+01, 2.548E+01, 2.637E+01,-7.801E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.200E+02, 2.571E+01, 2.595E+01, 2.547E+01, 2.584E+01, 2.584E+01, 2.587E+01, 2.602E+01, 2.596E+01,-7.805E+01, 2.095E-01, 3.901E-04, 0.000E+00
-5.999E+01, 2.585E+01, 2.582E+01, 2.557E+01, 2.602E+01, 2.595E+01, 2.581E+01, 2.569E+01, 2.597E+01,-7.806E+01, 2.095E-01, 3.901E-04, 0.000E+00
 5.485E-04, 2.583E+01, 2.591E+01, 2.569E+01, 2.588E+01, 2.590E+01, 2.593E+01, 2.585E+01, 2.594E+01,-7.806E+01, 2.095E-01, 3.901E-04, 0.000E+00
 6.002E+01, 7.241E+01, 7.298E+01, 6.397E+01, 1.216E+02, 3.169E+01, 6.478E+01, 1.208E+02, 3.338E+01, 2.290E+01, 2.092E-01, 5.899E-04, 1.497E+02
 1.200E+02, 1.109E+02, 1.143E+02, 1.203E+02, 1.642E+02, 4.811E+01, 1.219E+02, 1.718E+02, 4.930E+01,-5.390E+00, 2.064E-01, 2.121E-03, 2.001E+02
 1.800E+02, 1.220E+02, 1.283E+02, 1.336E+02, 1.744E+02, 5.803E+01, 1.416E+02, 1.834E+02, 5.979E+01,-4.317E+01, 2.020E-01, 4.586E-03, 2.001E+02
 2.400E+02, 1.261E+02, 1.332E+02, 1.370E+02, 1.769E+02, 6.453E+01, 1.462E+02, 1.897E+02, 6.385E+01,-5.985E+01, 1.964E-01, 7.745E-03, 2.000E+02
 3.000E+02, 1.286E+02, 1.366E+02, 1.401E+02, 1.802E+02, 6.562E+01, 1.529E+02, 1.908E+02, 6.603E+01,-6.159E+01, 1.899E-01, 1.134E-02, 2.003E+02
 3.600E+02, 1.307E+02, 1.394E+02, 1.422E+02, 1.840E+02, 6.598E+01, 1.547E+02, 1.955E+02, 6.783E+01,-6.340E+01, 1.837E-01, 1.482E-02, 2.000E+02
 4.200E+02, 1.329E+02, 1.421E+02, 1.450E+02, 1.871E+02, 6.668E+01, 1.617E+02, 1.962E+02, 6.837E+01,-6.360E+01, 1.780E-01, 1.800E-02, 2.001E+02
 4.800E+02, 1.363E+02, 1.423E+02, 1.475E+02, 1.937E+02, 6.770E+01, 1.567E+02, 2.005E+02, 6.954E+01,-6.183E+01, 1.727E-01, 2.096E-02, 2.001E+02
 5.400E+02, 1.388E+02, 1.435E+02, 1.517E+02, 1.953E+02, 6.933E+01, 1.616E+02, 2.009E+02, 6.808E+01,-6.144E+01, 1.682E-01, 2.349E-02, 1.999E+02
 6.000E+02, 1.402E+02, 1.462E+02, 1.515E+02, 1.979E+02, 7.116E+01, 1.637E+02, 2.033E+02, 7.168E+01,-5.995E+01, 1.641E-01, 2.581E-02, 2.001E+02
 6.600E+02, 1.412E+02, 1.476E+02, 1.537E+02, 1.987E+02, 7.132E+01, 1.663E+02, 2.033E+02, 7.319E+01,-6.019E+01, 1.603E-01, 2.793E-02, 2.001E+02
 7.200E+02, 1.418E+02, 1.489E+02, 1.559E+02, 1.968E+02, 7.273E+01, 1.636E+02, 2.092E+02, 7.396E+01,-5.894E+01, 1.569E-01, 2.983E-02, 2.001E+02
 7.800E+02, 1.452E+02, 1.504E+02, 1.597E+02, 2.029E+02, 7.301E+01, 1.646E+02, 2.116E+02, 7.504E+01,-5.945E+01, 1.540E-01, 3.142E-02, 2.000E+02
 8.400E+02, 1.468E+02, 1.536E+02, 1.614E+02, 2.034E+02, 7.569E+01, 1.697E+02, 2.151E+02, 7.580E+01,-5.778E+01, 1.516E-01, 3.276E-02, 2.002E+02
 9.000E+02, 1.493E+02, 1.553E+02, 1.605E+02, 2.093E+02, 7.796E+01, 1.754E+02, 2.130E+02, 7.742E+01,-5.847E+01, 1.496E-01, 3.387E-02, 2.000E+02
 9.600E+02, 1.506E+02, 1.572E+02, 1.627E+02, 2.104E+02, 7.857E+01, 1.738E+02, 2.194E+02, 7.831E+01,-5.711E+01, 1.478E-01, 3.489E-02, 2.002E+02
 1.020E+03, 1.525E+02, 1.577E+02, 1.663E+02, 2.117E+02, 7.942E+01, 1.766E+02, 2.169E+02, 7.965E+01,-5.668E+01, 1.460E-01, 3.589E-02, 2.000E+02
 1.080E+03, 1.540E+02, 1.574E+02, 1.675E+02, 2.138E+02, 8.062E+01, 1.722E+02, 2.199E+02, 8.017E+01,-5.709E+01, 1.449E-01, 3.651E-02, 2.002E+02
 1.140E+03, 1.547E+02, 1.611E+02, 1.673E+02, 2.143E+02, 8.241E+01, 1.819E+02, 2.195E+02, 8.197E+01,-5.697E+01, 1.440E-01, 3.701E-02, 2.001E+02
 1.200E+03, 1.566E+02, 1.627E+02, 1.694E+02, 2.179E+02, 8.262E+01, 1.806E+02, 2.243E+02, 8.311E+01,-5.604E+01, 1.431E-01, 3.750E-02, 2.002E+02
 1.260E+03, 1.558E+02, 1.667E+02, 1.676E+02, 2.159E+02, 8.379E+01, 1.857E+02, 2.296E+02, 8.470E+01,-5.800E+01, 1.424E-01, 3.788E-02, 2.001E+02
 1.320E+03, 1.582E+02, 1.659E+02, 1.703E+02, 2.179E+02, 8.640E+01, 1.862E+02, 2.261E+02, 8.552E+01,-5.678E+01, 1.420E-01, 3.815E-02, 2.000E+02
 1.380E+03, 1.599E+02, 1.678E+02, 1.716E+02, 2.209E+02, 8.726E+01, 1.886E+02, 2.278E+02, 8.711E+01,-5.738E+01, 1.414E-01, 3.844E-02, 2.000E+02
 1.440E+03, 1.615E+02, 1.673E+02, 1.718E+02, 2.235E+02, 8.927E+01, 1.863E+02, 2.276E+02, 8.791E+01,-5.664E+01, 1.411E-01, 3.863E-02, 2.000E+02
 1.500E+03, 1.636E+02, 1.695E+02, 1.750E+02, 2.263E+02, 8.948E+01, 1.882E+02, 2.309E+02, 8.938E+01,-5.707E+01, 1.406E-01, 3.893E-02, 2.002E+02
 1.560E+03, 1.636E+02, 1.705E+02, 1.759E+02, 2.245E+02, 9.043E+01, 1.892E+02, 2.315E+02, 9.077E+01,-5.724E+01, 1.400E-01, 3.924E-02, 2.000E+02
 1.620E+03, 1.639E+02, 1.716E+02, 1.761E+02, 2.239E+02, 9.162E+01, 1.926E+02, 2.334E+02, 8.886E+01,-5.779E+01, 1.399E-01, 3.932E-02, 2.000E+02
