s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
-6.000E+02, 0.000E+00, 0.000E+00,-7.726E-04,-4.806E-07, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.731E-04, 0.000E+00, 0.000E+00, 0.000E+00,-8.158E-01
-5.400E+02, 0.000E+00, 0.000E+00, 1.017E-06,-2.422E-05,-5.587E-06, 1.986E-16,-1.193E-05, 0.000E+00,-3.686E-05,-4.072E-05, 6.586E-08, 0.000E+00, 0.000E+00,-8.217E-01
-4.799E+02, 0.000E+00, 0.000E+00, 1.782E-06, 4.887E-06,-2.279E-07, 1.289E-16, 2.570E-06, 0.000E+00, 6.730E-06, 9.012E-06, 2.549E-09, 0.000E+00, 0.000E+00,-8.206E-01
-4.200E+02, 0.000E+00, 0.000E+00, 6.575E-07,-1.946E-06, 2.564E-07, 1.056E-16,-4.143E-07, 0.000E+00,-1.627E-06,-1.446E-06,-4.696E-09, 0.000E+00, 0.000E+00,-8.209E-01
-3.600E+02, 0.000E+00, 0.000E+00, 4.165E-07,-2.215E-06, 1.469E-06, 9.405E-17,-1.598E-07, 0.000E+00,-7.259E-07,-4.901E-07,-8.647E-09, 0.000E+00, 0.000E+00,-8.210E-01
-2.999E+02, 0.000E+00, 0.000E+00, 5.722E-07,-2.756E-06, 6.444E-07, 8.641E-17,-6.528E-07, 0.000E+00,-7.059E-07,-2.192E-06,-2.563E-09, 0.000E+00, 0.000E+00,-8.211E-01
-2.400E+02, 0.000E+00, 0.000E+00,-1.029E-07, 1.657E-06,-7.065E-07, 8.184E-17, 3.093E-07, 0.000E+00,-2.719E-07, 1.156E-06, 1.784E-10, 0.000E+00, 0.000E+00,-8.211E-01
-1.799E+02, 0.000E+00, 0.000E+00, 1.283E-07,-1.619E-06, 5.996E-07, 7.909E-17,-3.967E-07, 0.000E+00, 1.772E-07,-1.288E-06, 9.233E-10, 0.000E+00, 0.000E+00,-8.211E-01
-1.199E+02, 0.000E+00, 0.000E+00, 8.922E-07,-2.631E-06, 2.121E-06, 7.636E-17, 1.066E-07, 0.000E+00, 4.956E-07, 4.886E-07,-6.391E-09, 0.000E+00, 0.000E+00,-8.210E-01
-5.998E+01, 0.000E+00, 0.000E+00, 5.887E-07, 1.081E-07, 9.099E-07, 7.478E-17, 6.034E-07, 0.000E+00, 2.608E-07, 2.210E-06,-8.444E-09, 0.000E+00, 0.000E+00,-8.210E-01
 5.841E-02, 1.721E-04, 0.000E+00, 2.095E-07, 3.634E-06,-4.055E-08, 3.443E-06, 3.728E-05, 0.000E+00, 4.067E-06, 2.166E-04,-4.715E-09, 1.497E-08, 0.000E+00,-8.203E-01
 6.001E+01, 1.500E+02, 0.000E+00,-3.663E+01,-8.953E+01,-2.250E+01, 6.305E-01, 1.519E-01, 0.000E+00, 5.362E-01, 2.067E+00,-2.293E-01, 3.002E-03,-9.434E-03, 8.459E+01
 1.200E+02, 1.999E+02, 0.000E+00,-9.535E+01,-5.054E+01,-5.330E+01, 8.370E-01,-1.269E-01, 0.000E+00,-4.488E-01, 1.451E+00,-1.008E-01, 3.998E-03,-1.316E-02, 1.302E+01
