s,C,C,C,C,C,C,C,C,Pa,mol/mol,mol/mol,kW
Time,West_All_TCs,East_All_TCs,West_Bottom_TCs,West_Middle_TCs,West_Upper_TCs,East_Bottom_TCs,East_Middle_TCs,East_Upper_TCs,Pressure,O2,CO2,HRR
-6.000E+02, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01, 2.700E+01,-9.557E-06, 2.095E-01, 3.901E-04, 0.000E+00
-5.400E+02, 2.660E+01, 2.718E+01, 2.379E+01, 2.428E+01, 3.174E+01, 2.456E+01, 2.519E+01, 3.179E+01,-6.307E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.800E+02, 2.661E+01, 2.704E+01, 2.465E+01, 2.560E+01, 2.957E+01, 2.607E+01, 2.590E+01, 2.916E+01,-6.268E+01, 2.095E-01, 3.901E-04, 0.000E+00
-4.200E+02, 2.651E+01, 2.654E+01, 2.531E+01, 2.592E+01, 2.830E+01, 2.571E+01, 2.562E+01, 2.828E+01,-6.224E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.599E+02, 2.643E+01, 2.678E+01, 2.576E+01, 2.612E+01, 2.743E+01, 2.624E+01, 2.635E+01, 2.774E+01,-6.195E+01, 2.095E-01, 3.901E-04, 0.000E+00
-3.000E+02, 2.660E+01, 2.685E+01, 2.601E+01, 2.618E+01, 2.762E+01, 2.647E+01, 2.640E+01, 2.767E+01,-6.191E+01, 2.095E-01, 3.901E-04, 0.000E+00
-2.400E+02, 2.668E+01, 2.675E+01, 2.622E+01, 2.656E+01, 2.725E+01, 2.646E+01, 2.671E+01, 2.710E+01,-6.194E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.800E+02, 2.664E+01, 2.682E+01, 2.631E+01, 2.669E+01, 2.691E+01, 2.672E+01, 2.689E+01, 2.684E+01,-6.199E+01, 2.095E-01, 3.901E-04, 0.000E+00
-1.199E+02, 2.675E+01, 2.683E+01, 2.651E+01, 2.684E+01, 2.691E+01, 2.684E+01, 2.662E+01, 2.703E+01,-6.199E+01, 2.095E-01, 3.901E-04, 0.000E+00
